ts,rto,rtt,rttvar,mss,pmtu,rcvmss,advmss,cwnd,bytes_acked,segs_out,segs_in,data_segs_out,bbr_bw,bbr_min_rtt,bbr_pacing_gain,bbr_cwnd_gain,send,pacing_rate,delivery_rate,busy
1531201976.336329596,228,24.85,11.321,1448,1500,536,1448,11,38,3,2,1,611.1e3,18.949,2.88672,2.88672,5.1e6,13.5e6,611.3e3,16
1531201976.356673088,224,22.597,11.53,1448,1500,536,1448,13,2934,15,3,13,3.4e6,6.826,2.88672,2.88672,6.7e6,13.5e6,3.4e6,28
1531201976.376092455,220,19.602,8.108,1448,1500,536,1448,19,8726,28,7,25,7.6e6,5.323,2.88672,2.88672,11.2e6,22.7e6,4.9e6,44
1531201976.396139063,224,21.082,8.311,1448,1500,536,1448,17,21758,47,14,44,7.7e6,5.323,2.88672,2.88672,9.3e6,23.0e6,7.7e6,68
1531201976.416825520,224,21.613,4.693,1448,1500,536,1448,25,55062,74,22,71,11.4e6,5.323,2.88672,2.88672,13.4e6,34.2e6,11.4e6,88
1531201976.434803389,220,19.131,3.882,1448,1500,536,1448,31,108638,116,40,113,18.7e6,3.164,2.88672,2.88672,18.8e6,55.9e6,18.7e6,108
1531201976.454763925,220,18.531,3.475,1448,1500,536,1448,31,118774,132,50,129,18.7e6,3.164,2.88672,2.88672,19.4e6,55.9e6,12.7e6,128
1531201976.476336652,220,17.921,3.498,1448,1500,536,1448,27,168006,188,70,185,18.7e6,3.164,2.88672,2.88672,17.5e6,55.9e6,13.3e6,148
1531201976.498984506,220,18.289,4.739,1448,1500,536,1448,43,240406,221,81,218,23.5e6,3.164,2.88672,2.88672,27.2e6,70.3e6,23.5e6,168
1531201976.519649247,220,16.665,3.915,1448,1500,536,1448,43,315702,285,89,282,23.5e6,1.162,2.88672,2.88672,29.9e6,70.3e6,9.8e6,192
1531201976.541201558,220,17.538,5.095,1448,1500,536,1448,43,344662,330,101,327,27.8e6,1.162,2.88672,2.88672,28.4e6,83.1e6,27.8e6,212
1531201976.563412278,220,18.267,5.542,1448,1500,536,1448,43,419958,382,113,379,27.8e6,1.162,2.88672,2.88672,27.3e6,83.1e6,7.9e6,232
1531201976.584369097,216,14.917,4.982,1448,1500,536,1448,31,485118,451,126,448,28.8e6,1.162,2.88672,2.88672,24.1e6,86.1e6,28.8e6,256
1531201976.606575159,216,14.091,4.359,1448,1500,536,1448,40,550278,493,135,490,35.0e6,1.162,2.88672,2.88672,32.9e6,104.7e6,14.5e6,276
1531201976.629297631,216,12.596,3.696,1448,1500,536,1448,43,655982,573,146,570,35.0e6,1.162,2.88672,2.88672,39.5e6,104.7e6,25.5e6,300
1531201976.651002022,216,14.182,4.93,1448,1500,536,1448,43,729830,632,155,629,35.0e6,1.162,2.88672,2.88672,35.1e6,104.7e6,6.5e6,320
1531201976.672630965,216,14.559,2.782,1448,1500,536,1448,62,815262,774,175,771,93.2e6,1.162,2.88672,2.88672,49.3e6,278.7e6,39.4e6,344
1531201976.690974856,216,13.586,5.113,1448,1500,536,1448,37,867390,840,223,837,93.2e6,1.162,1.25,2,31.5e6,120.7e6,64.4e6,360
1531201976.712716573,220,16.317,4.838,1448,1500,536,1448,44,1028118,902,245,899,93.2e6,1.162,1,2,31.2e6,96.6e6,28.8e6,384
1531201976.733765021,216,14.489,3.694,1448,1500,536,1448,36,1035358,950,258,947,93.2e6,1.162,1.25,2,28.8e6,120.7e6,26.0e6,404
1531201976.753968541,220,16.901,5.688,1448,1500,536,1448,14,1129478,966,265,963,30.7e6,1.162,1,2,9.6e6,31.8e6,26.5e6,424
1531201976.776199573,220,16.757,4.567,1448,1500,536,1448,14,1141062,978,272,975,30.7e6,1.162,1,2,9.7e6,31.8e6,5.9e6,448
1531201976.797938598,224,21.908,8.305,1448,1500,536,1448,20,1167126,1000,279,997,77.6e6,1.162,1,2,10.6e6,80.4e6,6.5e6,468
1531201976.819555929,224,21.664,5.806,1448,1500,536,1448,8,1175814,1012,285,1009,32.3e6,1.162,1,2,4.3e6,33.5e6,8.4e6,488
1531201976.840029615,220,19.263,6.892,1448,1500,536,1448,12,1204774,1028,292,1025,26.5e6,1.162,0.75,2,7.2e6,20.6e6,5.9e6,512
1531201976.860917325,224,21.14,5.029,1448,1500,536,1448,12,1240974,1049,303,1046,26.5e6,1.162,1,2,6.6e6,27.5e6,5.9e6,532
1531201976.883717216,224,20.709,4.633,1448,1500,536,1448,12,1249662,1058,309,1054,26.5e6,1.162,1,2,6.7e6,27.5e6,5.1e6,552
1531201976.904792332,228,25.309,5.777,1448,1500,536,1448,12,1269934,1070,314,1066,26.5e6,1.162,1,2,5.5e6,27.5e6,4.7e6,576
1531201976.925069189,224,23.506,4.277,1448,1500,536,1448,8,1287310,1079,320,1075,8.8e6,1.162,1,2,3.9e6,9.1e6,4.9e6,596
1531201976.944575536,224,23.144,3.84,1448,1500,536,1448,8,1297446,1087,327,1083,8.8e6,1.162,0.75,2,4.0e6,6.9e6,5.8e6,616
1531201976.965348668,228,25.258,5.459,1448,1500,536,1448,8,1311926,1091,329,1087,8.8e6,1.162,1,2,3.7e6,9.1e6,4.0e6,636
1531201976.985642541,228,24.317,5.524,1448,1500,536,1448,6,1311926,1099,333,1095,8.8e6,1.162,1,2,2.9e6,9.1e6,1.5e6,656
1531201977.005913087,224,22.33,4.89,1448,1500,536,1448,4,1323510,1107,338,1103,5.9e6,1.162,1,2,2.1e6,6.1e6,4.9e6,676
1531201977.028402784,220,19.615,5.256,1448,1500,536,1448,7,1329302,1116,342,1112,5.8e6,1.162,0.75,2,4.1e6,4.5e6,3.0e6,696
1531201977.051362058,220,17.616,3.679,1448,1500,536,1448,8,1342334,1126,348,1122,5.8e6,1.162,1,2,5.3e6,6.0e6,3.2e6,720
1531201977.070846941,220,19.262,5.305,1448,1500,536,1448,8,1353918,1134,351,1130,5.8e6,1.162,1,2,4.8e6,6.0e6,2.5e6,744
1531201977.091946793,220,19.627,5.84,1448,1500,536,1448,8,1368398,1142,356,1138,5.8e6,1.162,1,2,4.7e6,6.0e6,3.3e6,764
1531201977.112791544,220,18.969,4.455,1448,1500,536,1448,8,1374190,1150,360,1146,4.9e6,1.162,1,2,4.9e6,5.0e6,3.3e6,784
1531201977.132799054,224,20.779,4.705,1448,1500,536,1448,8,1385774,1154,363,1150,4.9e6,1.162,1.25,2,4.5e6,6.3e6,3.1e6,804
1531201977.153656731,224,21.225,3.8,1448,1500,536,1448,8,1394462,1162,366,1158,4.9e6,1.162,1,2,4.4e6,5.0e6,3.6e6,824
1531201977.170658655,224,20.344,3.852,1448,1500,536,1448,8,1408942,1168,371,1164,4.9e6,1.162,1,2,4.6e6,5.0e6,4.6e6,844
1531201977.190021894,220,19.525,3.936,1448,1500,536,1448,8,1408942,1174,373,1170,4.7e6,1.162,1,2,4.7e6,4.8e6,1.8e6,860
1531201977.213543863,224,20.609,5.051,1448,1500,536,1448,8,1426318,1184,378,1180,6.5e6,1.162,0.75,2,4.5e6,5.1e6,2.9e6,884
1531201977.235709444,220,16.494,5.149,1448,1500,536,1448,4,1440798,1194,383,1190,6.5e6,1.162,1,2,2.8e6,6.7e6,3.8e6,904
1531201977.256116103,216,15.557,5.222,1448,1500,536,1448,8,1450934,1201,388,1197,6.5e6,1.162,1,2,6.0e6,6.7e6,5.4e6,928
1531201977.277034920,220,16.28,5.362,1448,1500,536,1448,8,1453830,1207,390,1203,6.5e6,1.162,0.75,2,5.7e6,5.1e6,1.6e6,948
1531201977.294188861,220,18.396,5.117,1448,1500,536,1448,8,1469758,1217,396,1213,6.5e6,1.162,1,2,5.0e6,6.7e6,3.4e6,968
1531201977.314314533,220,18.681,3.623,1448,1500,536,1448,8,1484238,1226,400,1222,6.5e6,1.162,1,2,5.0e6,6.7e6,6.0e6,984
1531201977.333798587,220,16.914,3.722,1448,1500,536,1448,8,1494374,1236,407,1232,6.5e6,1.162,0.75,2,5.5e6,5.1e6,3.9e6,1004
1531201977.355979833,220,17.582,4.128,1448,1500,536,1448,8,1500166,1242,410,1238,6.0e6,1.162,1,2,5.3e6,6.2e6,3.5e6,1024
1531201977.376412424,220,18.954,4.466,1448,1500,536,1448,8,1514646,1250,414,1246,6.0e6,1.162,1,2,4.9e6,6.2e6,4.9e6,1048
1531201977.397588257,224,20.526,5.451,1448,1500,536,1448,8,1526230,1259,418,1254,6.0e6,1.162,1,2,4.5e6,6.2e6,3.4e6,1068
1531201977.418123640,224,20.894,4.501,1448,1500,536,1448,8,1540710,1267,422,1262,6.0e6,1.162,0.75,2,4.4e6,4.6e6,2.8e6,1088
1531201977.438426978,220,19.124,2.992,1448,1500,536,1448,8,1555190,1277,427,1272,6.0e6,1.162,1,2,4.8e6,6.2e6,5.0e6,1108
1531201977.459053134,220,18.766,3.041,1448,1500,536,1448,8,1558086,1283,430,1278,6.0e6,1.162,1,2,4.9e6,6.2e6,3.4e6,1128
