ts, Backlog in Bytes, Backlog in packets
1531201127.493330449,0,0
1531201127.598640087,0,0
1531201127.703842623,0,0
1531201127.809058911,0,0
1531201127.914151601,0,0
1531201128.019303045,0,0
1531201128.124443404,0,0
1531201128.229533535,0,0
1531201128.334641529,0,0
1531201128.439763504,0,0
1531201128.544914772,0,0
1531201128.650031763,0,0
1531201128.755200042,0,0
1531201128.860337470,0,0
1531201128.965440572,0,0
1531201129.070560090,0,0
1531201129.175675460,0,0
1531201129.280854980,0,0
1531201129.385911003,0,0
1531201129.491089253,0,0
1531201129.596236379,0,0
1531201129.701372514,0,0
1531201129.806477892,0,0
1531201129.911620460,0,0
1531201130.016763873,0,0
1531201130.121906026,0,0
1531201130.227052959,0,0
1531201130.332178792,0,0
1531201130.437314397,0,0
1531201130.542442042,134,2
1531201130.647548379,806,9
1531201130.752721291,546,7
1531201130.857848812,156,2
1531201130.962968240,222,3
1531201131.068119709,86,1
1531201131.173288968,222,3
1531201131.278432371,234,3
1531201131.383571875,144,2
1531201131.488747234,78,1
1531201131.593861681,0,0
1531201131.698973778,210,3
1531201131.804135746,210,3
1531201131.909262770,164,2
1531201132.014389265,308,4
1531201132.119504747,242,3
1531201132.224660541,144,2
1531201132.329773764,222,3
1531201132.434924178,198,3
1531201132.540044425,132,2
1531201132.645259462,230,3
1531201132.750412966,144,2
1531201132.855532484,230,3
1531201132.960701369,386,5
1531201133.065794845,210,3
1531201133.170854278,230,3
1531201133.276020947,230,3
1531201133.381239363,300,4
1531201133.486347611,210,3
1531201133.591550036,250,3
1531201133.696741222,210,3
1531201133.801953444,144,2
1531201133.907160296,66,1
1531201134.012346002,308,4
1531201134.117505319,242,3
1531201134.222684215,0,0
1531201134.327804843,66,1
1531201134.433022469,66,1
1531201134.538124970,144,2
1531201134.643343451,198,3
1531201134.748448939,308,4
1531201134.853660565,132,2
1531201134.958769849,464,6
1531201135.063944397,132,2
1531201135.169150192,78,1
1531201135.274253425,144,2
1531201135.379472441,222,3
1531201135.484657077,144,2
1531201135.589829229,386,5
1531201135.694956132,66,1
1531201135.800187461,156,2
1531201135.905341877,0,0
1531201136.010542843,222,3
1531201136.115651772,234,3
1531201136.220893767,144,2
1531201136.325985695,210,3
1531201136.431209272,288,4
1531201136.536402432,0,0
1531201136.641592504,66,1
1531201136.746719344,66,1
1531201136.851909030,0,0
1531201136.957147904,144,2
1531201137.062261111,66,1
