ts,in_queue.size, in_queue.number
1530577067.530349429,0,0
1530577067.543472336,0,0
1530577067.556294926,0,0
1530577067.569218932,0,0
1530577067.581809756,0,0
1530577067.594464056,0,0
1530577067.607346613,0,0
1530577067.620037132,0,0
1530577067.632729707,0,0
1530577067.645523583,0,0
1530577067.658198071,0,0
1530577067.671104204,0,0
1530577067.683753189,0,0
1530577067.696424777,0,0
1530577067.709104162,0,0
1530577067.721974667,0,0
1530577067.734757839,0,0
1530577067.747706270,0,0
1530577067.760390631,0,0
1530577067.773150734,0,0
1530577067.786134181,0,0
1530577067.798999483,0,0
1530577067.811810252,0,0
1530577067.824605976,0,0
1530577067.837464694,0,0
1530577067.850407115,0,0
1530577067.863195329,0,0
1530577067.875921189,0,0
1530577067.888657443,0,0
1530577067.901463555,0,0
1530577067.914210126,0,0
1530577067.927027045,0,0
1530577067.939801782,0,0
1530577067.952528758,0,0
1530577067.965241239,0,0
1530577067.978127878,0,0
1530577067.990806375,0,0
1530577068.003602360,0,0
1530577068.016166619,0,0
1530577068.028983097,0,0
1530577068.041570331,0,0
1530577068.054433818,0,0
1530577068.067282210,0,0
1530577068.079809827,0,0
1530577068.092736332,0,0
1530577068.105302894,0,0
1530577068.117821790,0,0
1530577068.130567130,0,0
1530577068.143291214,0,0
1530577068.155901400,0,0
1530577068.168619513,0,0
1530577068.181126185,0,0
1530577068.193727878,0,0
1530577068.206545369,0,0
1530577068.219284326,0,0
1530577068.231843497,0,0
1530577068.244579517,0,0
1530577068.257321831,0,0
1530577068.269933396,0,0
1530577068.282704089,0,0
1530577068.295418530,0,0
1530577068.308149743,0,0
1530577068.320964079,0,0
1530577068.333616081,0,0
1530577068.346371958,0,0
1530577068.359058191,0,0
1530577068.371758230,0,0
1530577068.384381685,0,0
1530577068.397064919,0,0
1530577068.409840431,0,0
1530577068.422724965,0,0
1530577068.435373444,0,0
1530577068.448047586,0,0
1530577068.460787088,0,0
1530577068.473505872,0,0
1530577068.486285575,0,0
1530577068.499138457,0,0
1530577068.511720402,0,0
1530577068.524429580,0,0
1530577068.537000002,0,0
1530577068.549840854,0,0
1530577068.562453292,0,0
1530577068.575147990,0,0
1530577068.587756084,0,0
1530577068.600566492,0,0
1530577068.613216311,0,0
1530577068.625850896,0,0
1530577068.638630924,0,0
1530577068.651363715,0,0
1530577068.663888993,0,0
1530577068.676547531,0,0
1530577068.689110530,0,0
1530577068.701958457,0,0
1530577068.714622058,0,0
1530577068.727263468,0,0
1530577068.739875618,0,0
1530577068.752586957,0,0
1530577068.765280017,0,0
1530577068.777975300,0,0
1530577068.790848426,0,0
1530577068.803633090,0,0
1530577068.816161870,0,0
1530577068.829004578,0,0
1530577068.841561182,0,0
1530577068.854305136,0,0
1530577068.867054639,0,0
1530577068.879845732,0,0
1530577068.892507547,0,0
1530577068.905251909,0,0
1530577068.917757401,0,0
1530577068.930364356,0,0
1530577068.943113227,0,0
1530577068.955859761,0,0
1530577068.968515358,0,0
1530577068.981128326,0,0
1530577068.993820544,0,0
1530577069.006436403,0,0
1530577069.019366103,0,0
1530577069.031908953,0,0
1530577069.044514210,0,0
1530577069.057325648,0,0
1530577069.070105719,0,0
1530577069.082896559,0,0
1530577069.095586977,0,0
1530577069.108269111,0,0
1530577069.120921469,0,0
1530577069.133484011,0,0
1530577069.146101846,0,0
1530577069.158978305,0,0
1530577069.171769875,0,0
1530577069.184574126,0,0
1530577069.197349249,0,0
1530577069.210120485,0,0
1530577069.222814259,0,0
1530577069.235597695,0,0
1530577069.248259050,0,0
1530577069.261001562,0,0
1530577069.273846528,0,0
1530577069.286440185,0,0
1530577069.299224099,0,0
1530577069.311990584,0,0
1530577069.324784881,0,0
1530577069.337532001,0,0
1530577069.350185331,0,0
1530577069.362912257,0,0
1530577069.375744317,0,0
1530577069.388456268,0,0
1530577069.401136701,0,0
1530577069.413818311,0,0
1530577069.426581976,0,0
1530577069.439394932,0,0
1530577069.452129572,0,0
1530577069.464622911,0,0
1530577069.477227362,0,0
1530577069.490120308,0,0
1530577069.502788838,0,0
1530577069.515472613,0,0
1530577069.528177559,0,0
1530577069.540690324,0,0
1530577069.553238395,0,0
1530577069.565912454,0,0
1530577069.578572217,0,0
1530577069.591591552,0,0
1530577069.604098315,0,0
1530577069.616626726,0,0
1530577069.629137005,0,0
1530577069.641688838,0,0
1530577069.654353416,0,0
1530577069.667170420,0,0
1530577069.679965844,0,0
1530577069.692712281,0,0
1530577069.705328954,0,0
1530577069.718289094,0,0
1530577069.731029977,0,0
1530577069.743702968,0,0
1530577069.756509940,0,0
1530577069.769085271,0,0
1530577069.781790304,0,0
1530577069.794631433,0,0
1530577069.807478947,0,0
1530577069.820202684,0,0
1530577069.833075140,0,0
1530577069.845675995,0,0
1530577069.858587572,187,1
1530577069.871350810,0,0
1530577069.883985279,0,0
1530577069.896574094,0,0
1530577069.909241157,13626,9
1530577069.921827375,19682,13
1530577069.934551911,19682,13
1530577069.947194103,19682,13
1530577069.959898280,21196,13
1530577069.972406687,21196,13
1530577069.985132215,19682,12
1530577069.997777773,24224,15
1530577070.010485540,31794,20
1530577070.023334995,30280,19
1530577070.036126020,31794,19
1530577070.048795307,36336,20
1530577070.061548747,37850,20
1530577070.074129900,37850,20
1530577070.087001265,37850,20
1530577070.099713468,37850,20
1530577070.112396498,37850,20
1530577070.125082783,40878,23
1530577070.137661890,39364,22
1530577070.150430237,37850,21
1530577070.163131112,36336,20
1530577070.175995078,34e3,19
1530577070.188682292,34e3,19
1530577070.201372169,33308,18
1530577070.214038739,31794,17
1530577070.226811583,30280,16
1530577070.239570465,27252,14
1530577070.252274280,25738,13
1530577070.264930274,24224,12
1530577070.277451443,24224,12
1530577070.290230955,24224,12
1530577070.302996336,24224,12
1530577070.315776867,21196,11
1530577070.328444735,24224,12
1530577070.341241368,24224,12
1530577070.353778695,24224,12
1530577070.366579772,21196,11
1530577070.379292001,19682,10
1530577070.391808863,18168,9
1530577070.404365748,18168,9
1530577070.416905008,19682,9
1530577070.429704731,21196,9
1530577070.442404757,22710,10
1530577070.455282884,22710,10
1530577070.467996548,22710,10
1530577070.480830276,22710,10
1530577070.493621129,19682,9
1530577070.506350622,19682,9
1530577070.519013624,19682,9
1530577070.531780616,16654,8
1530577070.544529100,19682,10
1530577070.557136521,22710,11
1530577070.570002684,22710,11
1530577070.582661377,22710,11
1530577070.595503339,21196,11
1530577070.608056070,21196,11
1530577070.620721944,21196,11
1530577070.633478335,19682,10
1530577070.646263774,18168,9
1530577070.659154395,18168,9
1530577070.671799267,19682,11
1530577070.684484908,21196,11
1530577070.697108777,21196,11
1530577070.709899871,21196,11
1530577070.722692391,21196,11
1530577070.735412942,21196,11
1530577070.748300874,18168,10
1530577070.760964718,19682,10
1530577070.773551561,18168,9
1530577070.786397182,18168,9
1530577070.799164004,16654,8
1530577070.811919702,21196,9
1530577070.824724478,21196,9
1530577070.837300280,21196,9
1530577070.849919448,21196,9
1530577070.862648858,21196,9
1530577070.875561927,19682,8
1530577070.888091464,19682,8
1530577070.900708017,18168,8
1530577070.913325678,18168,8
1530577070.926008936,19682,10
1530577070.938737390,18168,9
1530577070.951457883,18168,9
1530577070.964021192,15140,8
1530577070.976802952,15140,8
1530577070.989420206,12112,7
1530577071.002093061,10598,6
1530577071.014722961,7570,5
1530577071.027466935,7570,5
1530577071.040098376,9084,5
1530577071.052759689,7570,4
1530577071.065491848,9084,4
1530577071.078282596,10598,4
1530577071.091128978,9084,3
1530577071.103929893,9084,3
1530577071.116818826,6056,2
1530577071.129572552,6056,2
1530577071.142142738,4542,2
1530577071.154784959,6056,3
1530577071.167627467,4542,3
1530577071.180340127,4542,3
1530577071.192884501,4542,3
1530577071.205525420,4542,3
1530577071.218201248,4542,3
1530577071.230774083,4542,3
1530577071.243443710,4542,3
1530577071.256137726,4542,3
1530577071.268970674,4542,2
1530577071.281739043,6056,2
1530577071.294413084,9084,3
1530577071.306998592,6056,2
1530577071.319762962,9084,3
1530577071.332536250,9084,3
1530577071.345053244,9084,3
1530577071.357618757,6056,2
1530577071.370396088,6056,2
1530577071.383045333,4542,2
1530577071.395735875,6056,3
1530577071.408471383,4542,3
1530577071.421117872,4542,3
1530577071.433742487,4542,3
1530577071.446483939,4542,3
1530577071.459263822,4542,3
1530577071.472094760,4542,3
1530577071.484904092,4542,3
1530577071.497599697,4542,3
1530577071.510236031,6056,3
1530577071.522880978,7570,3
1530577071.535498079,6056,2
1530577071.548036943,6056,2
1530577071.560675381,9084,3
1530577071.573262594,6056,2
1530577071.586093311,9084,3
1530577071.598891070,6056,2
1530577071.611542574,6056,2
1530577071.624268892,4542,2
1530577071.636986517,6056,3
1530577071.649658167,4542,3
1530577071.662621396,4542,3
1530577071.675310791,4542,3
1530577071.687860654,4542,3
1530577071.700566558,4542,3
1530577071.713095390,4542,3
1530577071.725728557,4542,3
1530577071.738340485,4542,3
1530577071.750983826,6056,3
1530577071.763652189,4542,2
1530577071.776325824,6056,2
1530577071.789037212,9084,3
1530577071.801958763,9084,3
1530577071.814667734,6056,2
1530577071.827328366,9084,3
1530577071.840042708,9084,3
1530577071.852643074,9084,3
1530577071.865194525,6056,2
1530577071.878034676,6056,2
1530577071.890730895,4542,2
1530577071.903472062,6056,3
1530577071.915999002,3028,2
1530577071.928777227,4542,3
1530577071.941520542,4542,3
1530577071.954354578,4542,3
1530577071.967232227,4542,3
1530577071.979865045,4542,3
1530577071.992578373,4542,3
1530577072.005383078,4542,3
1530577072.018132004,6056,3
1530577072.031106698,7570,3
1530577072.043921960,6056,2
1530577072.056620891,6056,2
1530577072.069270696,9084,3
1530577072.082034773,9084,3
1530577072.094733795,9084,3
1530577072.107603784,6056,2
1530577072.120204799,6056,2
1530577072.132944688,4542,2
1530577072.145881015,6056,3
1530577072.158697310,4542,3
1530577072.171513774,4542,3
1530577072.184330012,4542,3
1530577072.197119752,4542,3
1530577072.209731021,4542,3
1530577072.222529686,4542,3
1530577072.235382105,4542,3
1530577072.247886153,4542,3
1530577072.260584033,6056,3
1530577072.273096495,4542,2
1530577072.285654494,6056,2
1530577072.298490360,6056,2
1530577072.311215222,9084,3
1530577072.323820989,6056,2
1530577072.336497290,9084,3
1530577072.349077679,9084,3
1530577072.361780168,9084,3
1530577072.374537308,6056,2
1530577072.387481791,6056,2
1530577072.400230052,4542,2
1530577072.412823002,6056,3
1530577072.425603482,4542,3
1530577072.438273728,4542,3
1530577072.450949327,4542,3
1530577072.463715279,4542,3
1530577072.476276076,4542,3
1530577072.488908739,4542,3
1530577072.501614910,4542,3
1530577072.514318007,4542,3
1530577072.527254683,6056,3
1530577072.539862196,7570,3
1530577072.552352368,9084,3
1530577072.565087206,6056,2
1530577072.577765845,9084,3
1530577072.590366918,9084,3
1530577072.603222453,9084,3
1530577072.615929679,6056,2
1530577072.628690032,6056,2
1530577072.641202686,3028,1
1530577072.653900307,6056,3
1530577072.666752151,3028,2
1530577072.679601029,4542,3
1530577072.692204368,4542,3
1530577072.705094902,4542,3
1530577072.717807489,4542,3
1530577072.730590375,4542,3
1530577072.743380753,4542,3
1530577072.755875938,4542,3
1530577072.768823792,6056,3
1530577072.781427098,7570,3
1530577072.794211878,9084,3
1530577072.807055462,6056,2
1530577072.819814587,9084,3
1530577072.832416482,9084,3
1530577072.844985404,9084,3
1530577072.857501880,6056,2
1530577072.870227188,6056,2
1530577072.882954492,4542,2
1530577072.895760216,6056,3
1530577072.908394074,3028,2
1530577072.921141620,4542,3
1530577072.933891342,4542,3
1530577072.946730927,4542,3
1530577072.959635911,4542,3
1530577072.972350898,4542,3
1530577072.985044983,4542,3
1530577072.997573332,4542,3
1530577073.010374819,6056,3
1530577073.023009539,7570,3
1530577073.035758160,6056,2
1530577073.048583190,9084,3
1530577073.061241450,9084,3
1530577073.073883881,6056,2
1530577073.086635622,9084,3
1530577073.099379095,9084,3
1530577073.111920040,9084,3
1530577073.124851117,6056,2
1530577073.137655372,6056,2
1530577073.150486681,4542,2
1530577073.163256541,6056,3
1530577073.175986259,4542,3
1530577073.188694462,4542,3
1530577073.201297731,4542,3
1530577073.214179583,4542,3
1530577073.226763338,4542,3
1530577073.239642382,4542,3
1530577073.252417570,4542,3
1530577073.265135556,4542,3
1530577073.277653460,6056,3
1530577073.290418107,7570,3
1530577073.303254586,6056,2
1530577073.315913947,6056,2
1530577073.328784981,9084,3
1530577073.341311734,6056,2
1530577073.354102628,9084,3
1530577073.366809423,9084,3
1530577073.379552102,9084,3
1530577073.392152328,6056,2
1530577073.405013639,6056,2
1530577073.417673418,4542,2
1530577073.430368941,6056,3
1530577073.443093285,4542,3
1530577073.455782057,4542,3
1530577073.468487932,4542,3
1530577073.481193336,4542,3
1530577073.493904544,4542,3
1530577073.506705409,4542,3
1530577073.519460258,4542,3
1530577073.532056005,4542,3
1530577073.544788042,6056,3
