ts,rto,rtt,rttvar,mss,pmtu,rcvmss,advmss,cwnd,bytes_acked,segs_out,segs_in,data_segs_out,bbr_bw,bbr_min_rtt,bbr_pacing_gain,bbr_cwnd_gain,send,pacing_rate,delivery_rate,busy
1531234698.048277596,204,0.178,0.087,1448,1500,536,1448,11,38,3,2,1,99.0e6,0.117,2.88672,2.88672,715.9e6,1852.4e6,99.0e6,rcv_space
1531234698.070220178,204,0.178,0.087,1448,1500,536,1448,11,38,3,2,1,99.0e6,0.117,2.88672,2.88672,715.9e6,1852.4e6,99.0e6,rcv_space
1531234698.094307028,204,0.178,0.087,1448,1500,536,1448,11,38,3,2,1,99.0e6,0.117,2.88672,2.88672,715.9e6,1852.4e6,99.0e6,rcv_space
1531234698.116778912,204,0.178,0.087,1448,1500,536,1448,11,38,3,2,1,99.0e6,0.117,2.88672,2.88672,715.9e6,1852.4e6,99.0e6,rcv_space
1531234698.136721322,204,2.496,4.205,1448,1500,536,1448,16,14518,33,4,31,99.0e6,0.117,2.88672,2.88672,74.3e6,1852.4e6,7.4e6,16
1531234698.156327200,208,5.189,8.54,1448,1500,536,1448,26,15966,53,6,51,99.0e6,0.117,2.88672,2.88672,58.0e6,1852.4e6,9.9e6,36
1531234698.176361475,212,9.057,11.009,1448,1500,536,1448,8,79678,96,13,93,99.0e6,0.117,1,2,10.2e6,102.6e6,16.1e6,56
1531234698.198659032,212,8.575,9.744,1448,1500,536,1448,11,91262,123,16,120,99.0e6,0,1.25,2,14.9e6,128.2e6,1.5e6,76
1531234698.219230609,212,9.558,8.728,1448,1500,536,1448,30,121670,144,22,141,99.0e6,0,1.25,2,36.4e6,128.2e6,6.9e6,100
1531234698.239132761,216,12.958,13.347,1448,1500,536,1448,6,137598,144,24,141,20.6e6,0,1.25,2,5.4e6,26.7e6,5.2e6,120
1531234698.259480225,216,12.958,13.347,1448,1500,536,1448,6,137598,144,25,141,20.6e6,0,1.25,2,5.4e6,26.7e6,5.2e6,140
1531234698.277888124,220,16.466,16.114,1448,1500,536,1448,6,154974,154,27,151,20.6e6,0,1,2,4.2e6,21.3e6,4.7e6,160
1531234698.298566488,216,15.027,11.438,1448,1500,536,1448,6,166558,162,30,159,20.6e6,0,1,2,4.6e6,21.3e6,3.9e6,180
1531234698.317144949,216,14.546,9.54,1448,1500,536,1448,3,166558,165,33,162,20.6e6,0,1,2,2.4e6,21.3e6,1.7e6,196
1531234698.335081874,212,11.01,9.279,1448,1500,536,1448,3,175246,175,40,172,5.2e6,0,1,2,3.2e6,5.4e6,4.3e6,216
1531234698.356605863,212,9.741,5.869,1448,1500,536,1448,2,186830,185,46,182,3.8e6,0,1,2,2.4e6,3.9e6,3.5e6,236
1531234698.379256572,212,9.578,4.257,1448,1500,536,1448,6,195518,191,48,188,3.8e6,0,1,2,7.3e6,3.9e6,2.8e6,260
1531234698.401922481,212,10.028,4.093,1448,1500,536,1448,4,195518,197,52,194,3.8e6,0,1,2,4.6e6,3.9e6,2.4e6,280
1531234698.424138296,216,14.203,11.102,1448,1500,536,1448,6,212894,203,57,200,5.1e6,0,1.25,2,4.9e6,6.6e6,1.9e6,304
1531234698.444582986,212,10.985,6.845,1448,1500,536,1448,6,224478,217,63,214,10.1e6,0,1,2,6.3e6,10.5e6,4.8e6,324
1531234698.463122025,212,10.985,6.845,1448,1500,536,1448,6,224478,217,63,214,10.1e6,0,1,2,6.3e6,10.5e6,4.8e6,344
1531234698.486025049,220,17.018,14.469,1448,1500,536,1448,6,233166,224,66,221,10.1e6,0,1,2,4.1e6,10.5e6,1.7e6,364
1531234698.508087350,216,13.878,10.18,1448,1500,536,1448,5,237510,233,72,230,10.1e6,0,0.75,2,4.2e6,7.9e6,1.8e6,388
1531234698.531138644,220,16.974,8.423,1448,1500,536,1448,6,249094,241,76,238,10.1e6,0,1,2,4.1e6,10.5e6,2.1e6,412
1531234698.551649491,216,15.346,6.515,1448,1500,536,1448,6,263574,249,81,246,9.7e6,0,1,2,4.5e6,10.1e6,2.9e6,432
1531234698.571284740,216,15.537,5.144,1448,1500,536,1448,4,263574,257,84,254,9.7e6,0,1.25,2,3.0e6,12.6e6,2.2e6,452
1531234698.594206131,220,16.938,5.042,1448,1500,536,1448,6,279502,265,88,262,9.7e6,0,0.75,2,4.1e6,7.6e6,5.3e6,472
