ts, Backlog in Bytes, Backlog in packets
1531192576.752904928,0,0
1531192576.858682914,0,0
1531192576.963997959,0,0
1531192577.069265871,0,0
1531192577.174430083,0,0
1531192577.279666609,0,0
1531192577.384860643,0,0
1531192577.489995419,0,0
1531192577.595146437,0,0
1531192577.700312498,0,0
1531192577.805444243,0,0
1531192577.910570227,0,0
1531192578.015724372,0,0
1531192578.120917970,0,0
1531192578.226029576,0,0
1531192578.331172765,0,0
1531192578.436300782,0,0
1531192578.541452638,0,0
1531192578.646528193,0,0
1531192578.751710782,0,0
1531192578.856877932,0,0
1531192578.962017175,0,0
1531192579.067269158,1000,12
1531192579.172456888,472,6
1531192579.277622287,906,11
1531192579.382778214,714,9
1531192579.487943343,738,9
1531192579.593146393,890,11
1531192579.698267950,768,10
1531192579.803426951,782,9
1531192579.908613556,890,11
1531192580.013727651,1082,13
1531192580.118850207,942,11
1531192580.223993584,910,11
1531192580.329191100,976,12
1531192580.434350589,636,8
1531192580.539475855,890,11
1531192580.644659528,706,9
1531192580.749798294,686,9
1531192580.854975752,696,8
1531192580.960116653,494,7
1531192581.065256361,702,9
1531192581.170406844,780,10
1531192581.275584937,870,11
1531192581.380741075,792,10
1531192581.485850278,782,9
1531192581.590981018,800,10
1531192581.696133144,596,8
1531192581.801261147,922,11
1531192581.906366930,766,9
1531192582.011501862,1008,12
1531192582.116666931,992,12
1531192582.221808667,472,6
1531192582.326941701,714,9
1531192582.432067445,518,7
1531192582.537236216,636,8
1531192582.642373037,670,9
1531192582.747522083,530,7
1531192582.852694362,538,7
1531192582.957810533,808,10
1531192583.062987732,574,7
1531192583.168131158,624,8
1531192583.273280532,804,10
1531192583.378422438,644,8
1531192583.483568678,682,9
1531192583.588701642,738,9
1531192583.693815253,764,10
1531192583.798957668,760,10
1531192583.904080608,616,8
1531192584.009250769,960,12
1531192584.114350306,918,11
1531192584.219522195,1204,14
1531192584.324714373,792,10
1531192584.429838606,726,9
1531192584.534956025,722,9
1531192584.640090286,742,9
1531192584.745254206,690,9
1531192584.850400963,920,12
1531192584.955554337,870,11
1531192585.060720141,604,8
1531192585.165803530,584,8
1531192585.270983404,816,10
1531192585.376083783,374,5
1531192585.481206383,730,9
1531192585.586335558,866,11
1531192585.691484381,674,9
1531192585.796634643,644,8
1531192585.901686261,766,9
1531192586.006811732,844,10
1531192586.111967174,546,7
1531192586.217123822,1008,12
1531192586.322287273,644,8
1531192586.427427528,574,7
1531192586.532609231,694,9
1531192586.637672076,956,12
1531192586.742844282,1082,13
1531192586.847985888,920,12
1531192586.953171292,882,11
1531192587.058297918,876,10
1531192587.163444158,640,8
1531192587.268609504,858,11
1531192587.373718437,792,10
1531192587.478859367,702,9
1531192587.583994798,656,8
1531192587.689150284,686,9
1531192587.794271245,616,8
1531192587.899377555,874,11
1531192588.004551459,804,10
1531192588.109662206,674,9
1531192588.214817037,542,7
1531192588.319970150,870,11
1531192588.425132733,730,9
1531192588.530293846,562,7
1531192588.635439257,550,7
1531192588.740636724,964,12
1531192588.845733535,640,8
1531192588.950843820,894,11
1531192589.055978640,656,8
1531192589.161140945,860,10
1531192589.266296448,674,9
1531192589.371420514,772,10
1531192589.476559783,624,8
1531192589.581680465,830,11
1531192589.686822508,596,8
1531192589.791963762,984,12
1531192589.897132052,714,9
1531192590.002244741,734,9
1531192590.107389992,744,10
1531192590.212521336,616,8
1531192590.317631539,902,11
1531192590.422765749,66,1
1531192590.527937621,66,1
1531192590.633122127,696,8
1531192590.738252916,644,8
1531192590.843406377,752,10
1531192590.948546612,1002,13
1531192591.053645995,1052,12
1531192591.158796326,432,6
1531192591.263945064,836,10
1531192591.369125925,844,10
1531192591.474267570,624,8
1531192591.579410088,694,9
1531192591.684607268,632,8
1531192591.789755155,714,9
1531192591.894859574,918,11
1531192592.000020616,644,8
1531192592.105200851,772,10
1531192592.210355822,808,10
1531192592.315519748,824,10
1531192592.420723186,588,8
1531192592.525845980,782,9
1531192592.630986429,876,10
1531192592.736135670,558,7
1531192592.841295332,636,8
1531192592.946433964,788,10
1531192593.051601237,640,8
1531192593.156794742,722,9
1531192593.261927512,492,6
1531192593.367082557,672,8
1531192593.472288425,764,10
1531192593.577485180,774,9
1531192593.682625722,746,9
1531192593.787753792,752,10
1531192593.892934264,860,10
1531192593.998041180,1126,13
1531192594.103210869,1K,13
1531192594.208353036,628,8
1531192594.313516013,522,7
1531192594.418646932,722,9
1531192594.523832217,706,9
1531192594.629023877,674,9
1531192594.734180505,760,10
1531192594.839331654,542,7
1531192594.944531706,526,7
1531192595.049667311,858,11
1531192595.154800041,938,11
1531192595.259985021,636,8
1531192595.365178492,632,8
1531192595.470348353,542,7
1531192595.575477060,566,7
1531192595.680675838,694,9
1531192595.785800047,660,8
1531192595.890911961,818,11
1531192595.996081553,688,8
1531192596.101254111,706,9
1531192596.206426267,800,10
1531192596.311594149,444,6
1531192596.416783483,858,11
1531192596.521910811,894,11
1531192596.627061367,1290,15
1531192596.732181461,1080,12
1531192596.837348377,844,10
1531192596.942493348,456,6
1531192597.047667555,836,10
1531192597.152849705,878,11
1531192597.257977370,776,10
1531192597.363104794,726,9
1531192597.468267140,582,7
1531192597.573434518,748,10
1531192597.678596973,498,7
1531192597.783729010,866,11
1531192597.888918156,734,9
1531192597.994047782,764,10
1531192598.099202028,828,10
1531192598.204386367,796,10
1531192598.309510504,698,9
1531192598.414693335,792,10
1531192598.519854027,624,8
1531192598.625071409,586,7
1531192598.730242519,664,8
1531192598.835370190,756,10
1531192598.940515297,628,8
1531192599.045650136,664,8
1531192599.150805418,946,11
1531192599.255964312,760,10
1531192599.361147277,858,11
1531192599.466294797,788,10
1531192599.571457944,896,12
1531192599.676639574,722,9
1531192599.781778582,944,12
1531192599.886910183,828,10
1531192599.992044137,898,11
1531192600.097185763,702,9
1531192600.202339223,706,9
1531192600.307529841,792,10
1531192600.412723358,612,8
1531192600.517882994,808,10
1531192600.623025288,620,8
1531192600.728197888,772,10
1531192600.833352745,542,7
1531192600.938485846,714,9
1531192601.043646467,694,9
1531192601.148791515,624,8
1531192601.253937888,914,11
1531192601.359081225,898,11
1531192601.464247941,804,10
1531192601.569395213,588,8
1531192601.674556189,968,12
