ts,rto,rtt,rttvar,mss,pmtu,rcvmss,advmss,cwnd,bytes_acked,segs_out,segs_in,data_segs_out,bbr_bw,bbr_min_rtt,bbr_pacing_gain,bbr_cwnd_gain,send,pacing_rate,delivery_rate,busy
1531192578.821358338,220,18.203,7.447,1448,1500,536,1448,11,38,3,3,1,554.4e3,17.822,2.88672,2.88672,7.0e6,19.4e6,554.9e3,20
1531192578.824006762,220,18.203,7.447,1448,1500,536,1448,11,38,3,3,1,554.4e3,17.822,2.88672,2.88672,7.0e6,19.4e6,554.9e3,20
1531192578.846743843,220,18.203,7.447,1448,1500,536,1448,11,38,14,3,12,554.4e3,17.822,2.88672,2.88672,7.0e6,19.4e6,554.9e3,28
1531192578.849297097,220,18.203,7.447,1448,1500,536,1448,11,38,14,3,12,554.4e3,17.822,2.88672,2.88672,7.0e6,19.4e6,554.9e3,32
1531192578.872136645,220,19.191,3.475,1448,1500,536,1448,22,20310,38,10,35,7.4e6,15.476,2.88672,2.88672,13.3e6,22.0e6,7.4e6,56
1531192578.874731547,220,19.191,3.475,1448,1500,536,1448,22,20310,42,11,39,7.4e6,15.476,2.88672,2.88672,13.3e6,22.0e6,7.4e6,60
1531192578.900254671,224,20.28,2.028,1448,1500,536,1448,45,66646,94,27,91,11.2e6,12.452,2.88672,2.88672,25.7e6,33.5e6,11.2e6,84
1531192578.898606569,224,20.569,2.688,1448,1500,536,1448,45,52166,82,23,79,10.6e6,15.23,2.88672,2.88672,25.3e6,31.7e6,10.6e6,80
1531192578.920499956,224,20.089,2.161,1448,1500,536,1448,77,115878,166,48,163,25.8e6,12.452,2.88672,2.88672,44.4e6,77.1e6,25.8e6,104
1531192578.925640467,220,19.17,1.736,1448,1500,536,1448,99,156422,186,56,183,25.8e6,12.452,2.88672,2.88672,59.8e6,77.1e6,10.8e6,108
1531192578.942885882,220,19.921,1.951,1448,1500,536,1448,162,241854,337,74,334,51.6e6,12.452,2.88672,2.88672,94.2e6,154.4e6,51.6e6,128
1531192578.950264884,224,20.22,2.061,1448,1500,536,1448,172,257782,357,76,354,51.6e6,12.452,2.88672,2.88672,98.5e6,154.4e6,37.9e6,132
1531192578.964791606,224,22.572,2.619,1448,1500,536,1448,294,486566,495,93,492,82.4e6,12.452,2.88672,2.88672,150.9e6,246.4e6,82.4e6,148
1531192578.976118880,224,21.88,3.189,1448,1500,536,1448,319,522766,589,98,586,82.4e6,12.452,2.88672,2.88672,168.9e6,246.4e6,72.1e6,160
1531192578.984840452,224,22.144,3.055,1448,1500,536,1448,380,644398,707,106,704,94.0e6,12.452,2.88672,2.88672,198.8e6,281.1e6,73.5e6,168
1531192578.998913681,224,23.08,4.164,1448,1500,536,1448,440,783406,801,111,798,109.7e6,12.452,2.88672,2.88672,220.8e6,328.2e6,109.7e6,184
1531192579.006036114,228,25.08,1.67,1448,1500,536,1448,440,944134,891,127,888,109.7e6,12.452,2.88672,2.88672,203.2e6,328.2e6,85.7e6,192
1531192579.022751000,228,25.685,2.889,1448,1500,536,1448,440,1123686,984,212,981,109.7e6,12.452,2.88672,2.88672,198.4e6,328.2e6,4.0e6,208
1531192579.028005634,228,26.332,3.482,1448,1500,536,1448,440,1213462,1047,218,1044,109.7e6,12.452,2.88672,2.88672,193.6e6,328.2e6,84.1e6,212
1531192579.042785546,228,26.459,2.933,1448,1500,536,1448,440,1408942,1164,248,1161,109.7e6,12.452,2.88672,2.88672,192.6e6,328.2e6,97.3e6,228
1531192579.048929516,228,25.281,3.041,1448,1500,536,1448,440,1435006,1209,255,1206,109.7e6,12.452,2.88672,2.88672,201.6e6,328.2e6,93.8e6,232
1531192579.067028044,228,25.813,2.154,1448,1500,536,1448,440,1604422,1344,286,1341,109.7e6,12.452,2.88672,2.88672,197.5e6,328.2e6,87.0e6,248
1531192579.071527077,228,26.652,3.293,1448,1500,536,1448,440,1650758,1434,296,1431,109.7e6,12.452,2.88672,2.88672,191.2e6,328.2e6,78.1e6,256
1531192579.090538456,228,25.84,2.693,1448,1500,536,1448,264,1895470,1569,322,1566,109.7e6,12.452,1,2,118.4e6,113.7e6,99.5e6,272
1531192579.097100883,228,27.558,3.035,1448,1500,536,1448,264,1995382,1587,334,1584,109.7e6,12.452,1,2,111.0e6,113.7e6,80.8e6,280
