ts,rto,rtt,rttvar,mss,pmtu,rcvmss,advmss,cwnd,bytes_acked,segs_out,segs_in,data_segs_out,bbr_bw,bbr_min_rtt,bbr_pacing_gain,bbr_cwnd_gain,send,pacing_rate,delivery_rate
1529689743.371588433,224,22.643,0.11,1448,1500,536,1448,370,20612318,14429,1600,14427,97.4e6,20.105,1.25,2,189.3e6,126.1e6,95.2e6,1828ms
1529689743.383323582,224,22.738,0.202,1448,1500,536,1448,370,20758566,14519,1612,14517,97.4e6,20.105,1.25,2,188.5e6,126.1e6,95.6e6,1840ms
1529689743.394765269,224,22.694,0.174,1448,1500,536,1448,370,20888886,14619,1622,14617,97.8e6,20.105,1.25,2,188.9e6,126.7e6,96.4e6,1852ms
1529689743.406329736,224,22.69,0.149,1448,1500,536,1448,370,21019206,14709,1632,14707,97.8e6,20.105,1.25,2,188.9e6,126.7e6,95.9e6,1864ms
1529689743.417844220,224,22.694,0.207,1448,1500,536,1448,370,21164006,14809,1643,14807,97.9e6,20.105,1.25,2,188.9e6,126.7e6,93.9e6,1876ms
1529689743.429304529,224,22.675,0.185,1448,1500,536,1448,370,21308806,14899,1655,14897,97.9e6,20.105,1.25,2,189.0e6,126.7e6,95.7e6,1888ms
1529689743.441025125,224,22.634,0.146,1448,1500,536,1448,370,21439126,14994,1665,14992,97.9e6,20.105,1.25,2,189.4e6,126.7e6,95.5e6,1896ms
1529689743.452498084,224,22.625,0.12,1448,1500,536,1448,370,21576686,15094,1676,15092,97.9e6,20.105,1.25,2,189.4e6,126.7e6,93.1e6,1908ms
1529689743.464072442,224,22.638,0.123,1448,1500,536,1448,370,21721486,15194,1687,15192,97.9e6,20.105,1.25,2,189.3e6,126.7e6,95.6e6,1920ms
1529689743.475513332,224,22.626,0.134,1448,1500,536,1448,372,21851806,15284,1697,15282,98.3e6,20.105,1.25,2,190.5e6,127.3e6,95.9e6,1932ms
1529689743.486928531,224,22.662,0.182,1448,1500,536,1448,372,21996606,15374,1708,15372,98.3e6,20.105,1.25,2,190.2e6,127.3e6,95.7e6,1944ms
1529689743.498269404,224,22.669,0.157,1448,1500,536,1448,372,22126926,15474,1718,15472,98.3e6,20.105,1.25,2,190.1e6,127.3e6,96.0e6,1956ms
1529689743.510012433,224,22.662,0.17,1448,1500,536,1448,372,22271726,15564,1729,15562,98.3e6,20.105,1.25,2,190.2e6,127.3e6,93.9e6,1968ms
1529689743.521558106,224,22.648,0.156,1448,1500,536,1448,372,22402046,15664,1739,15662,98.3e6,20.105,1.25,2,190.3e6,127.3e6,93.9e6,1980ms
1529689743.533527949,224,22.651,0.15,1448,1500,536,1448,372,22546846,15759,1750,15757,98.3e6,20.105,1.25,2,190.2e6,127.3e6,95.6e6,1992ms
1529689743.545150671,224,22.638,0.13,1448,1500,536,1448,372,22684406,15859,1761,15857,98.3e6,20.105,1.25,2,190.4e6,127.3e6,93.1e6,2004ms
1529689743.556756326,224,22.632,0.12,1448,1500,536,1448,372,22829206,15959,1772,15957,98.3e6,20.105,1.25,2,190.4e6,127.3e6,95.6e6,2012ms
1529689743.568435247,224,22.66,0.175,1448,1500,536,1448,372,22959526,16049,1783,16047,98.3e6,20.105,1.25,2,190.2e6,127.3e6,95.8e6,2024ms
1529689743.580238033,224,22.682,0.173,1448,1500,536,1448,372,23104326,16149,1795,16147,98.3e6,20.105,1.25,2,190.0e6,127.3e6,95.6e6,2036ms
1529689743.591883141,224,22.723,0.242,1448,1500,536,1448,372,23249126,16239,1806,16237,98.3e6,20.105,1.25,2,189.6e6,127.3e6,93.8e6,2048ms
1529689743.603785455,224,22.731,0.251,1448,1500,536,1448,372,23379446,16339,1817,16337,98.3e6,20.105,1.25,2,189.6e6,127.3e6,93.8e6,2060ms
1529689743.615727911,224,22.687,0.161,1448,1500,536,1448,372,23524246,16444,1828,16442,98.3e6,20.105,1.25,2,189.9e6,127.3e6,95.3e6,2072ms
1529689743.627724420,224,22.72,0.19,1448,1500,536,1448,372,23676286,16544,1841,16542,98.3e6,20.105,1.25,2,189.7e6,127.3e6,95.7e6,2084ms
1529689743.639273738,224,22.649,0.153,1448,1500,536,1448,372,23806606,16634,1851,16632,98.3e6,20.105,1.25,2,190.3e6,127.3e6,95.8e6,2096ms
1529689743.650845872,224,22.69,0.16,1448,1500,536,1448,372,23951406,16734,1862,16732,98.3e6,20.105,1.25,2,189.9e6,127.3e6,95.8e6,2108ms
1529689743.662495862,224,22.659,0.165,1448,1500,536,1448,372,24096206,16824,1873,16822,98.3e6,20.105,1.25,2,190.2e6,127.3e6,93.8e6,2120ms
1529689743.674143946,224,22.654,0.179,1448,1500,536,1448,372,24226526,16924,1883,16922,98.3e6,20.105,1.25,2,190.2e6,127.3e6,93.9e6,2132ms
1529689743.685783464,224,22.645,0.154,1448,1500,536,1448,372,24371326,17014,1894,17012,98.3e6,20.105,1.25,2,190.3e6,127.3e6,95.7e6,2144ms
1529689743.697199796,224,22.638,0.156,1448,1500,536,1448,372,24501646,17109,1904,17107,98.3e6,20.105,1.25,2,190.4e6,127.3e6,95.3e6,2156ms
1529689743.709013861,224,22.627,0.158,1448,1500,536,1448,372,24639206,17209,1915,17207,98.2e6,20.105,1.25,2,190.4e6,127.2e6,93.1e6,2164ms
1529689743.720880609,224,22.628,0.139,1448,1500,536,1448,372,24784006,17309,1926,17307,98.2e6,20.105,1.25,2,190.4e6,127.2e6,95.7e6,2176ms
1529689743.732167082,224,22.691,0.157,1448,1500,536,1448,372,24928806,17399,1937,17397,98.2e6,20.105,1.25,2,189.9e6,127.2e6,95.7e6,2188ms
1529689743.743658265,224,22.684,0.163,1448,1500,536,1448,372,25059126,17499,1947,17497,98.2e6,20.105,1.25,2,190.0e6,127.2e6,95.7e6,2200ms
1529689743.754827003,224,22.686,0.156,1448,1500,536,1448,372,25189446,17589,1958,17587,98.2e6,20.105,1.25,2,190.0e6,127.2e6,95.8e6,2212ms
1529689743.766021062,224,22.653,0.14,1448,1500,536,1448,372,25334246,17679,1971,17677,98.2e6,20.105,1.25,2,190.2e6,127.2e6,93.8e6,2224ms
1529689743.777228885,224,22.668,0.16,1448,1500,536,1448,372,25464566,17769,1981,17767,98.4e6,20.105,1.25,2,190.1e6,127.5e6,93.9e6,2236ms
1529689743.788572510,224,22.659,0.144,1448,1500,536,1448,372,25594886,17869,1991,17867,98.4e6,20.105,1.25,2,190.2e6,127.5e6,93.8e6,2244ms
1529689743.799544808,224,22.674,0.183,1448,1500,536,1448,372,25725206,17959,2002,17957,98.4e6,20.105,1.25,2,190.1e6,127.5e6,93.9e6,2256ms
1529689743.810732140,224,22.764,0.369,1448,1500,536,1448,372,25855526,18049,2012,18047,98.4e6,20.105,1.25,2,189.3e6,127.5e6,93.8e6,2268ms
1529689743.821998827,224,22.691,0.167,1448,1500,536,1448,372,26000326,18139,2023,18137,98.4e6,20.105,1.25,2,189.9e6,127.5e6,95.4e6,2280ms
1529689743.833223254,224,22.667,0.142,1448,1500,536,1448,372,26130646,18234,2034,18232,98.4e6,20.105,1.25,2,190.1e6,127.5e6,95.5e6,2292ms
1529689743.844426321,224,22.666,0.145,1448,1500,536,1448,372,26260966,18324,2044,18322,98.4e6,20.105,1.25,2,190.1e6,127.5e6,95.7e6,2300ms
1529689743.855568531,224,22.675,0.153,1448,1500,536,1448,372,26391286,18424,2054,18422,98.4e6,20.105,1.25,2,190.0e6,127.5e6,95.7e6,2312ms
1529689743.866890254,224,22.649,0.117,1448,1500,536,1448,372,26528846,18514,2065,18512,98.4e6,20.105,1.25,2,190.3e6,127.5e6,93.1e6,2324ms
1529689743.878492010,224,22.659,0.125,1448,1500,536,1448,372,26673646,18614,2077,18612,98.4e6,20.105,1.25,2,190.2e6,127.5e6,95.6e6,2336ms
1529689743.889668227,224,22.635,0.126,1448,1500,536,1448,372,26803966,18704,2087,18702,98.4e6,20.105,1.25,2,190.4e6,127.5e6,95.8e6,2348ms
1529689743.900857967,224,22.655,0.109,1448,1500,536,1448,372,26934286,18794,2097,18792,98.4e6,20.105,1.25,2,190.2e6,127.5e6,95.7e6,2356ms
1529689743.912126003,224,22.703,0.157,1448,1500,536,1448,372,27079086,18884,2109,18882,98.4e6,20.105,1.25,2,189.8e6,127.5e6,95.5e6,2368ms
1529689743.923417487,224,22.696,0.173,1448,1500,536,1448,372,27209406,18984,2119,18982,98.4e6,20.105,1.25,2,189.9e6,127.5e6,95.5e6,2380ms
1529689743.934653531,224,22.71,0.178,1448,1500,536,1448,372,27339726,19074,2130,19072,98.4e6,20.105,1.25,2,189.8e6,127.5e6,95.5e6,2392ms
1529689743.946047255,224,22.718,0.189,1448,1500,536,1448,372,27484526,19164,2142,19162,98.4e6,20.105,1.25,2,189.7e6,127.5e6,93.9e6,2404ms
1529689743.957206485,224,22.698,0.185,1448,1500,536,1448,372,27614846,19264,2152,19262,98.4e6,20.105,1.25,2,189.9e6,127.5e6,93.8e6,2416ms
1529689743.968767939,224,22.693,0.12,1448,1500,536,1448,372,27745166,19354,2162,19352,98.4e6,20.105,1.25,2,189.9e6,127.5e6,93.8e6,2424ms
1529689743.979894119,224,22.646,0.129,1448,1500,536,1448,372,27889966,19444,2173,19442,98.4e6,20.105,1.25,2,190.3e6,127.5e6,95.6e6,2436ms
1529689743.991339788,224,22.66,0.136,1448,1500,536,1448,372,28020286,19539,2183,19537,98.4e6,20.105,1.25,2,190.2e6,127.5e6,95.7e6,2448ms
1529689744.002592659,224,22.666,0.146,1448,1500,536,1448,372,28150606,19639,2193,19637,98.4e6,20.105,1.25,2,190.1e6,127.5e6,95.6e6,2460ms
1529689744.013819471,224,22.642,0.139,1448,1500,536,1448,372,28288166,19729,2204,19727,98.3e6,20.105,1.25,2,190.3e6,127.3e6,93.1e6,2472ms
1529689744.024921148,224,22.646,0.149,1448,1500,536,1448,372,28418486,19819,2214,19817,98.3e6,20.105,1.25,2,190.3e6,127.3e6,93.1e6,2480ms
1529689744.036090508,224,22.64,0.123,1448,1500,536,1448,372,28563286,19909,2225,19907,98.3e6,20.105,1.25,2,190.3e6,127.3e6,95.8e6,2492ms
1529689744.047412139,224,22.653,0.109,1448,1500,536,1448,372,28693606,20009,2235,20007,98.3e6,20.105,1.25,2,190.2e6,127.3e6,95.6e6,2504ms
1529689744.058879586,224,22.653,0.114,1448,1500,536,1448,372,28823926,20099,2245,20097,98.3e6,20.105,1.25,2,190.2e6,127.3e6,95.7e6,2516ms
1529689744.070015253,224,22.696,0.186,1448,1500,536,1448,372,28968726,20189,2256,20187,98.3e6,20.105,1.25,2,189.9e6,127.3e6,95.6e6,2528ms
1529689744.081274606,224,22.693,0.18,1448,1500,536,1448,372,29099046,20279,2266,20277,98.3e6,20.105,1.25,2,189.9e6,127.3e6,95.5e6,2540ms
1529689744.092622225,224,22.684,0.165,1448,1500,536,1448,372,29229366,20379,2276,20377,98.3e6,20.105,1.25,2,190.0e6,127.3e6,95.7e6,2548ms
1529689744.104060407,224,22.666,0.158,1448,1500,536,1448,372,29374166,20469,2287,20467,98.3e6,20.105,1.25,2,190.1e6,127.3e6,93.9e6,2560ms
1529689744.115414691,224,22.67,0.136,1448,1500,536,1448,372,29504486,20569,2297,20567,98.3e6,20.105,1.25,2,190.1e6,127.3e6,93.9e6,2572ms
1529689744.126856538,224,22.674,0.125,1448,1500,536,1448,372,29634806,20659,2307,20657,98.3e6,20.105,1.25,2,190.1e6,127.3e6,94.0e6,2584ms
1529689744.138084734,224,22.646,0.137,1448,1500,536,1448,372,29779606,20749,2318,20747,98.3e6,20.105,1.25,2,190.3e6,127.3e6,95.7e6,2596ms
1529689744.149157961,224,22.693,0.187,1448,1500,536,1448,370,29909926,20844,2328,20842,97.8e6,20.105,1.25,2,188.9e6,126.6e6,95.7e6,2608ms
1529689744.160556162,224,22.661,0.153,1448,1500,536,1448,370,30040246,20934,2338,20932,97.8e6,20.105,1.25,2,189.1e6,126.6e6,95.5e6,2616ms
1529689744.172139881,224,22.655,0.124,1448,1500,536,1448,370,30177806,21034,2349,21032,97.8e6,20.105,1.25,2,189.2e6,126.6e6,93.1e6,2628ms
1529689744.183670413,224,22.636,0.112,1448,1500,536,1448,370,30322606,21134,2360,21132,97.8e6,20.105,1.25,2,189.3e6,126.6e6,95.8e6,2640ms
1529689744.194991715,224,22.641,0.112,1448,1500,536,1448,370,30452926,21224,2370,21222,97.8e6,20.105,1.25,2,189.3e6,126.6e6,95.8e6,2652ms
1529689744.206138155,224,22.828,0.279,1448,1500,536,1448,370,30597726,21314,2382,21312,97.8e6,20.105,1.25,2,187.8e6,126.6e6,95.9e6,2664ms
1529689744.217271801,224,22.737,0.188,1448,1500,536,1448,370,30728046,21404,2392,21402,97.8e6,20.105,1.25,2,188.5e6,126.6e6,95.6e6,2676ms
1529689744.228672053,224,22.693,0.178,1448,1500,536,1448,370,30858366,21504,2402,21502,97.8e6,20.105,1.25,2,188.9e6,126.6e6,95.6e6,2684ms
1529689744.240007691,224,22.686,0.166,1448,1500,536,1448,366,30988686,21594,2412,21592,96.3e6,20.105,1.25,2,186.9e6,124.7e6,95.7e6,2696ms
1529689744.251327716,224,22.659,0.131,1448,1500,536,1448,366,31133486,21684,2424,21682,96.3e6,20.105,1.25,2,187.1e6,124.7e6,93.9e6,2708ms
1529689744.262896257,224,22.67,0.175,1448,1500,536,1448,366,31263806,21784,2435,21782,96.3e6,20.105,1.25,2,187.0e6,124.7e6,93.9e6,2720ms
1529689744.274028017,224,22.655,0.146,1448,1500,536,1448,366,31394126,21874,2445,21872,96.3e6,20.105,1.25,2,187.1e6,124.7e6,93.9e6,2732ms
1529689744.285314280,224,22.643,0.117,1448,1500,536,1448,372,31538926,21964,2456,21962,98.5e6,20.105,1.25,2,190.3e6,127.5e6,95.3e6,2744ms
1529689744.296712137,224,22.632,0.134,1448,1500,536,1448,372,31669246,22059,2466,22057,98.5e6,20.105,1.25,2,190.4e6,127.5e6,95.7e6,2752ms
1529689744.308159757,224,22.635,0.132,1448,1500,536,1448,372,31806806,22159,2478,22157,98.5e6,20.105,1.25,2,190.4e6,127.5e6,93.1e6,2764ms
1529689744.319651296,224,22.659,0.104,1448,1500,536,1448,372,31951606,22259,2489,22257,98.5e6,20.105,1.25,2,190.2e6,127.5e6,95.6e6,2776ms
1529689744.330885327,224,22.637,0.1,1448,1500,536,1448,372,32081926,22349,2499,22347,98.5e6,20.105,1.25,2,190.4e6,127.5e6,95.6e6,2788ms
1529689744.342155655,224,22.651,0.14,1448,1500,536,1448,372,32212246,22439,2510,22437,98.5e6,20.105,1.25,2,190.2e6,127.5e6,95.6e6,2800ms
1529689744.353350644,224,22.802,0.354,1448,1500,536,1448,372,32357046,22529,2521,22527,98.5e6,20.105,1.25,2,189.0e6,127.5e6,95.9e6,2812ms
1529689744.364761017,224,22.725,0.156,1448,1500,536,1448,372,32487366,22619,2531,22617,98.5e6,20.105,1.25,2,189.6e6,127.5e6,95.9e6,2820ms
1529689744.376026934,224,22.721,0.201,1448,1500,536,1448,372,32617686,22719,2542,22717,98.5e6,20.105,1.25,2,189.7e6,127.5e6,95.9e6,2832ms
1529689744.387331314,224,22.691,0.208,1448,1500,536,1448,372,32761038,22809,2553,22807,98.5e6,20.105,1.25,2,189.9e6,127.5e6,93.4e6,2844ms
1529689744.398770701,224,22.749,0.181,1448,1500,536,1448,372,32892806,22909,2564,22907,98.5e6,20.105,1.25,2,189.4e6,127.5e6,94.3e6,2856ms
1529689744.410038291,224,22.703,0.17,1448,1500,536,1448,372,33023126,22999,2574,22997,98.5e6,20.105,1.25,2,189.8e6,127.5e6,93.4e6,2868ms
1529689744.421275434,224,22.659,0.124,1448,1500,536,1448,372,33167926,23089,2585,23087,98.5e6,20.105,1.25,2,190.2e6,127.5e6,95.2e6,2880ms
1529689744.432556921,224,22.703,0.188,1448,1500,536,1448,372,33298246,23179,2595,23177,98.5e6,20.105,1.25,2,189.8e6,127.5e6,95.3e6,2888ms
1529689744.443973319,224,22.674,0.119,1448,1500,536,1448,372,33428566,23274,2605,23272,98.5e6,20.105,1.25,2,190.1e6,127.5e6,95.3e6,2900ms
1529689744.455193950,224,22.652,0.135,1448,1500,536,1448,372,33566126,23374,2616,23372,98.5e6,20.105,1.25,2,190.2e6,127.5e6,93.1e6,2912ms
1529689744.466360029,224,22.647,0.117,1448,1500,536,1448,372,33696446,23464,2626,23462,98.5e6,20.105,1.25,2,190.3e6,127.5e6,93.1e6,2924ms
1529689744.477822606,224,22.641,0.097,1448,1500,536,1448,372,33841246,23564,2637,23562,98.5e6,20.105,1.25,2,190.3e6,127.5e6,96.0e6,2936ms
1529689744.488762897,224,22.653,0.106,1448,1500,536,1448,372,33971566,23654,2647,23652,98.5e6,20.105,1.25,2,190.2e6,127.5e6,96.2e6,2944ms
1529689744.500181598,224,22.65,0.1,1448,1500,536,1448,372,34101886,23744,2657,23742,98.5e6,20.105,1.25,2,190.3e6,127.5e6,95.9e6,2956ms
1529689744.511576572,224,22.702,0.167,1448,1500,536,1448,372,34246686,23834,2668,23832,98.5e6,20.105,1.25,2,189.8e6,127.5e6,95.5e6,2968ms
1529689744.522906442,224,22.73,0.201,1448,1500,536,1448,372,34377006,23934,2678,23932,98.3e6,20.105,1.25,2,189.6e6,127.3e6,98.2e6,2980ms
1529689744.534102113,224,22.702,0.171,1448,1500,536,1448,372,34507326,24024,2688,24022,98.3e6,20.105,1.25,2,189.8e6,127.3e6,95.6e6,2992ms
1529689744.545314605,224,22.692,0.172,1448,1500,536,1448,372,34637646,24114,2698,24112,98.3e6,20.105,1.25,2,189.9e6,127.3e6,95.6e6,3004ms
1529689744.556378543,224,22.726,0.231,1448,1500,536,1448,372,34782446,24204,2710,24202,98.3e6,20.105,1.25,2,189.6e6,127.3e6,93.8e6,3012ms
1529689744.567581700,224,22.676,0.162,1448,1500,536,1448,372,34912766,24294,2720,24292,98.3e6,20.105,1.25,2,190.0e6,127.3e6,93.8e6,3024ms
1529689744.578725870,224,22.673,0.179,1448,1500,536,1448,372,35043086,24394,2730,24392,98.3e6,20.105,1.25,2,190.1e6,127.3e6,93.9e6,3036ms
1529689744.589972528,224,22.677,0.171,1448,1500,536,1448,372,35173406,24484,2740,24482,98.3e6,20.105,1.25,2,190.0e6,127.3e6,93.9e6,3048ms
1529689744.601243980,224,22.656,0.131,1448,1500,536,1448,372,35318206,24574,2751,24572,98.3e6,20.105,1.25,2,190.2e6,127.3e6,95.4e6,3060ms
1529689744.612741156,224,22.654,0.092,1448,1500,536,1448,372,35448526,24669,2762,24667,98.3e6,20.105,1.25,2,190.2e6,127.3e6,95.4e6,3068ms
1529689744.624059697,224,22.654,0.148,1448,1500,536,1448,372,35578846,24769,2772,24767,98.3e6,20.105,1.25,2,190.2e6,127.3e6,95.5e6,3080ms
1529689744.635635127,224,22.646,0.098,1448,1500,536,1448,372,35730886,24859,2785,24857,98.3e6,20.105,1.25,2,190.3e6,127.3e6,96.0e6,3092ms
1529689744.647025198,224,22.647,0.111,1448,1500,536,1448,372,35861206,24959,2795,24957,98.3e6,20.105,1.25,2,190.3e6,127.3e6,95.7e6,3104ms
1529689744.658251301,224,22.643,0.108,1448,1500,536,1448,372,35991526,25049,2805,25047,98.2e6,20.105,1.25,2,190.3e6,127.1e6,95.8e6,3116ms
1529689744.669370826,224,22.645,0.112,1448,1500,536,1448,372,36121846,25139,2815,25137,98.2e6,20.105,1.25,2,190.3e6,127.1e6,95.7e6,3128ms
1529689744.680828913,224,22.798,0.409,1448,1500,536,1448,372,36266646,25229,2826,25227,98.2e6,20.105,1.25,2,189.0e6,127.1e6,95.7e6,3136ms
1529689744.692109045,224,22.711,0.164,1448,1500,536,1448,372,36396966,25329,2836,25327,98.2e6,20.105,1.25,2,189.7e6,127.1e6,95.9e6,3148ms
1529689744.703411751,224,22.693,0.159,1448,1500,536,1448,372,36527286,25419,2846,25417,98.2e6,20.105,1.25,2,189.9e6,127.1e6,96.2e6,3160ms
1529689744.714834411,224,22.675,0.166,1448,1500,536,1448,372,36672086,25519,2857,25517,98.2e6,20.105,1.25,2,190.0e6,127.1e6,93.9e6,3172ms
1529689744.725974986,224,22.671,0.15,1448,1500,536,1448,372,36802406,25609,2867,25607,98.3e6,20.105,1.25,2,190.1e6,127.3e6,93.9e6,3184ms
1529689744.737081246,224,22.679,0.145,1448,1500,536,1448,372,36932726,25699,2877,25697,98.3e6,20.105,1.25,2,190.0e6,127.3e6,93.8e6,3196ms
1529689744.748451428,224,22.721,0.197,1448,1500,536,1448,372,37077526,25789,2888,25787,98.3e6,20.105,1.25,2,189.7e6,127.3e6,95.6e6,3204ms
1529689744.759771100,224,22.661,0.148,1448,1500,536,1448,372,37207846,25884,2898,25882,98.3e6,20.105,1.25,2,190.2e6,127.3e6,95.7e6,3216ms
1529689744.771064871,224,22.688,0.192,1448,1500,536,1448,372,37338166,25984,2908,25982,98.3e6,20.105,1.25,2,189.9e6,127.3e6,95.7e6,3228ms
1529689744.782277019,224,22.664,0.159,1448,1500,536,1448,372,37475726,26074,2919,26072,98.3e6,20.105,1.25,2,190.1e6,127.3e6,93.1e6,3240ms
1529689744.793418265,224,22.646,0.141,1448,1500,536,1448,372,37606046,26164,2929,26162,98.3e6,20.105,1.25,2,190.3e6,127.3e6,93.2e6,3252ms
1529689744.804637365,224,22.649,0.095,1448,1500,536,1448,372,37750846,26254,2940,26252,98.3e6,20.105,1.25,2,190.3e6,127.3e6,95.7e6,3260ms
1529689744.815835954,224,22.679,0.109,1448,1500,536,1448,372,37881166,26354,2951,26352,98.3e6,20.105,1.25,2,190.0e6,127.3e6,95.8e6,3272ms
1529689744.827243849,224,22.645,0.11,1448,1500,536,1448,372,38011486,26444,2961,26442,98.3e6,20.105,1.25,2,190.3e6,127.3e6,96.1e6,3284ms
1529689744.838554042,224,22.682,0.157,1448,1500,536,1448,372,38156286,26534,2972,26532,98.3e6,20.105,1.25,2,190.0e6,127.3e6,95.8e6,3296ms
1529689744.849866952,224,22.694,0.149,1448,1500,536,1448,372,38286606,26634,2982,26632,98.3e6,20.105,1.25,2,189.9e6,127.3e6,95.8e6,3308ms
1529689744.861033646,224,22.803,0.395,1448,1500,536,1448,372,38416926,26724,2992,26722,98.3e6,20.105,1.25,2,189.0e6,127.3e6,95.6e6,3316ms
1529689744.872284816,224,22.716,0.18,1448,1500,536,1448,372,38547246,26814,3002,26812,98.3e6,20.105,1.25,2,189.7e6,127.3e6,95.6e6,3328ms
1529689744.883734929,224,22.675,0.142,1448,1500,536,1448,372,38692046,26904,3013,26902,98.3e6,20.105,1.25,2,190.0e6,127.3e6,93.9e6,3340ms
1529689744.895133121,224,22.672,0.164,1448,1500,536,1448,372,38822366,27004,3023,27002,98.3e6,20.105,1.25,2,190.1e6,127.3e6,94.0e6,3352ms
1529689744.906579805,224,22.661,0.141,1448,1500,536,1448,372,38967166,27094,3034,27092,98.3e6,20.105,1.25,2,190.2e6,127.3e6,95.4e6,3364ms
1529689744.917891308,224,22.692,0.175,1448,1500,536,1448,372,39097486,27189,3044,27187,98.3e6,20.105,1.25,2,189.9e6,127.3e6,95.5e6,3376ms
1529689744.929135038,224,22.668,0.154,1448,1500,536,1448,372,39227806,27289,3054,27287,98.3e6,20.105,1.25,2,190.1e6,127.3e6,95.5e6,3388ms
1529689744.940337358,224,22.652,0.152,1448,1500,536,1448,372,39365366,27379,3066,27377,98.3e6,20.105,1.25,2,190.2e6,127.3e6,93.1e6,3396ms
1529689744.951749578,224,22.632,0.149,1448,1500,536,1448,372,39495686,27469,3076,27467,98.3e6,20.105,1.25,2,190.4e6,127.3e6,93.1e6,3408ms
1529689744.962959713,224,22.639,0.119,1448,1500,536,1448,372,39640486,27569,3087,27567,98.1e6,20.105,1.25,2,190.3e6,127.0e6,95.5e6,3420ms
1529689744.974285806,224,22.647,0.097,1448,1500,536,1448,372,39770806,27659,3097,27657,98.1e6,20.105,1.25,2,190.3e6,127.0e6,95.6e6,3432ms
1529689744.985529048,224,22.641,0.118,1448,1500,536,1448,372,39901126,27749,3107,27747,98.1e6,20.105,1.25,2,190.3e6,127.0e6,95.7e6,3444ms
1529689744.996959811,224,22.697,0.198,1448,1500,536,1448,372,40045926,27839,3119,27837,98.1e6,20.105,1.25,2,189.9e6,127.0e6,95.5e6,3452ms
1529689745.008215974,224,22.684,0.174,1448,1500,536,1448,372,40176246,27939,3130,27937,98.1e6,20.105,1.25,2,190.0e6,127.0e6,95.5e6,3464ms
1529689745.019617219,224,22.825,0.347,1448,1500,536,1448,372,40321046,28029,3141,28027,98.1e6,20.105,1.25,2,188.8e6,127.0e6,93.9e6,3476ms
1529689745.030860050,224,22.714,0.199,1448,1500,536,1448,372,40451366,28119,3151,28117,98.1e6,20.105,1.25,2,189.7e6,127.0e6,93.8e6,3488ms
1529689745.042037347,224,22.696,0.164,1448,1500,536,1448,372,40581686,28219,3161,28217,98.1e6,20.105,1.25,2,189.9e6,127.0e6,93.9e6,3500ms
1529689745.053258158,224,22.688,0.153,1448,1500,536,1448,372,40712006,28309,3171,28307,98.1e6,20.105,1.25,2,189.9e6,127.0e6,93.9e6,3512ms
1529689745.064517119,224,22.662,0.151,1448,1500,536,1448,372,40856806,28399,3183,28397,98.1e6,20.105,1.25,2,190.2e6,127.0e6,95.6e6,3520ms
1529689745.075660862,224,22.642,0.142,1448,1500,536,1448,372,40987126,28489,3193,28487,98.1e6,20.105,1.25,2,190.3e6,127.0e6,95.7e6,3532ms
1529689745.086936955,224,22.647,0.149,1448,1500,536,1448,376,41117446,28584,3203,28582,99.3e6,20.105,1.25,2,192.3e6,128.6e6,95.4e6,3544ms
1529689745.098215560,224,22.659,0.119,1448,1500,536,1448,376,41247766,28684,3213,28682,99.3e6,20.105,1.25,2,192.2e6,128.6e6,95.4e6,3556ms
1529689745.109249401,224,22.652,0.113,1448,1500,536,1448,376,41385326,28774,3224,28772,99.3e6,20.105,1.25,2,192.3e6,128.6e6,93.0e6,3568ms
1529689745.120613507,224,22.628,0.157,1448,1500,536,1448,376,41515646,28864,3234,28862,99.3e6,20.105,1.25,2,192.5e6,128.6e6,93.1e6,3576ms
1529689745.132122713,224,22.63,0.131,1448,1500,536,1448,376,41660446,28964,3245,28962,99.3e6,20.105,1.25,2,192.5e6,128.6e6,95.9e6,3588ms
1529689745.143586260,224,22.647,0.114,1448,1500,536,1448,376,41790766,29054,3255,29052,99.3e6,20.105,1.25,2,192.3e6,128.6e6,95.6e6,3600ms
1529689745.154834427,224,22.687,0.167,1448,1500,536,1448,376,41935566,29144,3266,29142,99.3e6,20.105,1.25,2,192.0e6,128.6e6,95.8e6,3612ms
1529689745.165990733,224,22.689,0.143,1448,1500,536,1448,376,42065886,29244,3276,29242,99.3e6,20.105,1.25,2,192.0e6,128.6e6,95.9e6,3624ms
1529689745.177172450,224,22.696,0.165,1448,1500,536,1448,376,42196206,29334,3287,29332,99.3e6,20.105,1.25,2,191.9e6,128.6e6,95.8e6,3636ms
1529689745.188371306,224,22.687,0.155,1448,1500,536,1448,376,42326526,29424,3297,29422,99.3e6,20.105,1.25,2,192.0e6,128.6e6,95.8e6,3644ms
1529689745.199765825,224,22.785,0.252,1448,1500,536,1448,376,42471326,29514,3308,29512,99.3e6,20.105,1.25,2,191.2e6,128.6e6,93.8e6,3656ms
1529689745.211012381,224,22.702,0.166,1448,1500,536,1448,376,42601646,29614,3318,29612,99.3e6,20.105,1.25,2,191.9e6,128.6e6,93.8e6,3668ms
1529689745.222367891,224,22.853,0.452,1448,1500,536,1448,376,42746446,29704,3329,29702,99.3e6,20.105,1.25,2,190.6e6,128.6e6,95.7e6,3680ms
1529689745.233670983,224,22.72,0.194,1448,1500,536,1448,376,42876766,29794,3339,29792,99.3e6,20.105,1.25,2,191.7e6,128.6e6,95.6e6,3692ms
