ts, Backlog in Bytes, Backlog in packets
1531234441.683841543,0,0
1531234441.789187793,0,0
1531234441.894362676,0,0
1531234441.999618820,0,0
1531234442.104844688,0,0
1531234442.210014630,0,0
1531234442.315106771,0,0
1531234442.420294563,0,0
1531234442.525473425,0,0
1531234442.630650533,0,0
1531234442.735848353,0,0
1531234442.841066785,0,0
1531234442.946238360,0,0
1531234443.051432883,0,0
1531234443.156679069,0,0
1531234443.261883135,0,0
1531234443.367025142,0,0
1531234443.472218793,0,0
1531234443.577370385,0,0
1531234443.682541251,0,0
1531234443.787660181,0,0
1531234443.892900238,0,0
1531234443.998088690,0,0
1531234444.103239689,134,2
1531234444.208470991,164,2
1531234444.313647605,300,4
1531234444.418819466,300,4
1531234444.524033086,164,2
1531234444.629224386,144,2
1531234444.734459921,242,3
1531234444.839687477,336,4
1531234444.944923447,0,0
1531234445.050086542,78,1
1531234445.155236424,144,2
1531234445.260437380,0,0
1531234445.365646449,144,2
1531234445.470793785,66,1
1531234445.576035315,406,5
1531234445.681234463,78,1
1531234445.786417987,222,3
1531234445.891627817,234,3
1531234445.996893381,164,2
1531234446.102044934,78,1
1531234446.207254532,144,2
1531234446.312492747,0,0
1531234446.417680838,66,1
1531234446.522833169,222,3
1531234446.628032992,156,2
1531234446.733255125,210,3
1531234446.838455115,144,2
1531234446.943660421,78,1
1531234447.048911410,328,4
1531234447.154100247,144,2
1531234447.259301727,132,2
1531234447.364493921,198,3
1531234447.469700403,132,2
1531234447.574842146,156,2
1531234447.680082674,242,3
1531234447.785281731,86,1
1531234447.890434598,156,2
1531234447.995624690,0,0
1531234448.100854084,66,1
1531234448.206024204,300,4
1531234448.311174337,66,1
1531234448.416374584,156,2
1531234448.521554883,210,3
1531234448.626729177,250,3
1531234448.731918475,258,3
1531234448.837118080,156,2
1531234448.942295207,210,3
1531234449.047499832,252,4
1531234449.152759185,78,1
1531234449.257943634,210,3
1531234449.363099769,144,2
1531234449.468270010,0,0
1531234449.573424650,78,1
1531234449.678611896,0,0
1531234449.783820664,210,3
1531234449.889026581,0,0
1531234449.994225605,0,0
1531234450.099405039,234,3
1531234450.204630413,0,0
1531234450.309814454,144,2
1531234450.414949884,66,1
1531234450.520136688,230,3
1531234450.625309419,86,1
1531234450.730460731,144,2
1531234450.835658025,164,2
1531234450.940884914,300,4
1531234451.046052051,66,1
1531234451.151192908,78,1
1531234451.256374891,66,1
1531234451.361560647,152,2
1531234451.466754098,300,4
1531234451.571938527,0,0
1531234451.677193169,222,3
1531234451.782341859,234,3
1531234451.887552313,354,5
1531234451.992773351,0,0
1531234452.097937498,164,2
1531234452.203081482,288,4
1531234452.308251062,78,1
1531234452.413422386,0,0
1531234452.518571864,66,1
1531234452.623796132,366,5
1531234452.729052873,164,2
1531234452.834245053,210,3
1531234452.939430494,0,0
1531234453.044657840,144,2
1531234453.149827900,78,1
1531234453.254976298,66,1
1531234453.360141968,230,3
1531234453.465315543,234,3
1531234453.570460319,650,7
1531234453.675650673,242,3
1531234453.780881099,164,2
1531234453.886038854,210,3
1531234453.991230454,78,1
1531234454.096436535,66,1
1531234454.201610423,144,2
1531234454.306800401,0,0
1531234454.411986197,66,1
1531234454.517198614,0,0
1531234454.622398881,144,2
1531234454.727588490,132,2
1531234454.832817593,144,2
1531234454.937979999,66,1
1531234455.043157519,0,0
1531234455.148339926,144,2
1531234455.253513665,78,1
1531234455.358703441,250,3
1531234455.463870621,86,1
1531234455.569041775,210,3
1531234455.674171494,78,1
1531234455.779279595,0,0
1531234455.884632745,78,1
1531234455.989788288,0,0
1531234456.094889309,156,2
1531234456.200039007,132,2
1531234456.305201700,144,2
1531234456.410279734,222,3
1531234456.515392520,144,2
1531234456.620527944,78,1
1531234456.725618266,78,1
1531234456.830739248,156,2
1531234456.935892054,156,2
1531234457.041070653,86,1
1531234457.146224180,132,2
1531234457.251327900,222,3
1531234457.356480352,210,3
1531234457.461591172,144,2
1531234457.566729858,164,2
1531234457.671911102,156,2
1531234457.777084582,152,2
1531234457.882246690,210,3
1531234457.987384888,0,0
1531234458.092515920,78,1
1531234458.197770947,234,3
1531234458.302906080,78,1
1531234458.408066414,0,0
1531234458.513219393,66,1
1531234458.618351656,78,1
1531234458.723470587,78,1
1531234458.828630987,132,2
1531234458.933760727,132,2
1531234459.038903446,210,3
1531234459.144027034,78,1
1531234459.249172222,66,1
1531234459.354307067,144,2
1531234459.459450631,156,2
1531234459.564639334,308,4
1531234459.669813622,198,3
1531234459.774931266,66,1
1531234459.880075912,210,3
1531234459.985240703,66,1
1531234460.090323267,172,2
1531234460.195564693,180,2
1531234460.300734413,156,2
1531234460.405865552,66,1
1531234460.510967189,164,2
1531234460.616107992,164,2
1531234460.721262880,144,2
1531234460.826395189,78,1
1531234460.931536934,144,2
1531234461.036713992,78,1
1531234461.141811324,66,1
1531234461.246893185,288,4
1531234461.352035121,210,3
1531234461.457194313,78,1
1531234461.562337513,132,2
1531234461.667547220,144,2
1531234461.772740449,132,2
1531234461.877894271,222,3
1531234461.983027269,144,2
1531234462.088175368,222,3
1531234462.193323646,288,4
1531234462.298461388,210,3
1531234462.403645607,288,4
1531234462.508837622,66,1
1531234462.613960220,78,1
1531234462.719084942,156,2
1531234462.824244423,0,0
1531234462.929396091,144,2
1531234463.034515378,164,2
1531234463.139676196,132,2
1531234463.244838806,144,2
1531234463.349942737,210,3
1531234463.455077686,78,1
1531234463.560223402,86,1
1531234463.665366651,66,1
1531234463.770544641,78,1
1531234463.875686918,156,2
1531234463.980855221,296,4
1531234464.085980263,132,2
1531234464.191113137,144,2
1531234464.296222720,0,0
1531234464.401350183,144,2
1531234464.506473066,66,1
1531234464.611602763,0,0
1531234464.716778344,144,2
1531234464.821899791,78,1
1531234464.927059166,0,0
1531234465.032206732,144,2
1531234465.137369435,86,1
1531234465.242497455,0,0
1531234465.347636056,66,1
1531234465.452802813,86,1
1531234465.557948080,66,1
1531234465.663069644,132,2
1531234465.768238054,66,1
1531234465.873375449,156,2
1531234465.978490116,242,3
1531234466.083614432,0,0
1531234466.188790985,78,1
1531234466.293857667,198,3
1531234466.399003195,0,0
1531234466.504160919,0,0
1531234466.609308947,144,2
1531234466.714436008,144,2
