ts,in_queue(size), in_queue(number)
1530224814.625036922,330,5
1530224814.637463461,264,4
1530224814.650178103,330,5
1530224814.662630089,330,5
1530224814.675101988,330,5
1530224814.687731278,264,4
1530224814.700369557,264,4
1530224814.712940570,330,5
1530224814.725372308,330,5
1530224814.737775042,264,4
1530224814.750317660,330,5
1530224814.762841598,264,4
1530224814.775589462,330,5
1530224814.788181164,330,5
1530224814.800866721,264,4
1530224814.813512210,330,5
1530224814.826138966,330,5
1530224814.838682385,330,5
1530224814.851201668,264,4
1530224814.863689010,330,5
1530224814.876129132,330,5
1530224814.888586237,330,5
1530224814.901240121,264,4
1530224814.913732035,330,5
1530224814.926241058,264,4
1530224814.938819991,330,5
1530224814.951464866,396,6
1530224814.963802326,396,6
1530224814.976397436,396,6
1530224814.989023080,330,5
1530224815.001468381,264,4
1530224815.014126685,546,7
1530224815.040471961,330,5
1530224815.052969761,330,5
1530224815.065387883,330,5
1530224815.077788747,330,5
1530224815.090457523,396,6
1530224815.103155212,330,5
1530224815.115742196,396,6
1530224815.128328731,330,5
1530224815.140733069,462,7
1530224815.153227941,528,8
1530224815.165856698,330,5
1530224815.178548250,330,5
1530224815.191193523,264,4
1530224815.203692422,462,7
1530224815.216431878,330,5
1530224815.228940622,330,5
1530224815.241522157,396,6
1530224815.254212249,264,4
1530224815.266751375,396,6
1530224815.279335948,396,6
1530224815.292021365,330,5
1530224815.304775914,396,6
1530224815.317328618,330,5
1530224815.329967667,330,5
1530224815.342641102,330,5
1530224815.355462162,330,5
1530224815.367900396,396,6
1530224815.380573051,396,6
1530224815.393073569,396,6
1530224815.405612341,396,6
1530224815.418305058,330,5
1530224815.430797794,330,5
1530224815.443314697,462,7
1530224815.455986125,396,6
1530224815.468687751,330,5
1530224815.481215459,396,6
1530224815.493721250,462,7
1530224815.506377502,396,6
1530224815.519003418,330,5
1530224815.531604253,330,5
1530224815.544031577,396,6
1530224815.556544860,264,4
1530224815.568982638,330,5
1530224815.581615431,396,6
1530224815.594247399,330,5
1530224815.606846531,462,7
1530224815.619366934,462,7
1530224815.631970117,330,5
1530224815.644582443,396,6
1530224815.657130597,330,5
1530224815.669790093,330,5
1530224815.682503217,396,6
1530224815.694969769,396,6
1530224815.707700343,462,7
1530224815.720348961,396,6
1530224815.732924333,330,5
1530224815.745548766,528,8
1530224815.758104777,396,6
1530224815.770707435,330,5
1530224815.783414771,330,5
1530224815.795824756,198,3
1530224815.808462558,396,6
1530224815.821015777,396,6
1530224815.833597882,330,5
1530224815.846170894,396,6
1530224815.858755467,396,6
1530224815.871378044,330,5
1530224815.884000890,330,5
1530224815.896618035,396,6
1530224815.909309099,330,5
1530224815.921793705,462,7
1530224815.934482233,396,6
1530224815.947349001,462,7
1530224815.959804014,462,7
1530224815.972438781,330,5
1530224815.984935901,396,6
1530224815.997539246,330,5
1530224816.010351117,330,5
1530224816.022990674,396,6
1530224816.035614276,198,3
1530224816.048059570,462,7
1530224816.060600112,330,5
1530224816.073130355,330,5
1530224816.085878545,330,5
1530224816.098578756,330,5
1530224816.111133445,396,6
1530224816.123718743,330,5
1530224816.136127191,396,6
1530224816.148802003,330,5
1530224816.161329637,462,7
1530224816.173838391,330,5
1530224816.186505648,330,5
1530224816.199128720,330,5
1530224816.211834222,330,5
1530224816.224535917,396,6
1530224816.237192833,330,5
1530224816.249653184,396,6
1530224816.262097362,330,5
1530224816.274646350,264,4
1530224816.287116049,396,6
1530224816.299688523,396,6
1530224816.312339884,396,6
1530224816.325033064,462,7
1530224816.337553199,396,6
1530224816.350117276,330,5
1530224816.362797902,330,5
1530224816.375323371,396,6
1530224816.387848465,330,5
1530224816.400372910,462,7
1530224816.412939951,330,5
1530224816.425503576,330,5
1530224816.438034856,396,6
1530224816.450546557,330,5
1530224816.463152631,462,7
1530224816.475602688,396,6
1530224816.488018406,330,5
1530224816.500527099,462,7
1530224816.513059677,264,4
1530224816.525603562,396,6
1530224816.538336410,462,7
1530224816.550860474,330,5
1530224816.563389411,396,6
1530224816.575856324,264,4
1530224816.588457128,396,6
1530224816.601066761,330,5
1530224816.613516194,330,5
1530224816.626073426,330,5
1530224816.638738464,396,6
1530224816.651300482,396,6
1530224816.663891391,396,6
1530224816.676359401,396,6
1530224816.688835578,396,6
1530224816.701485261,462,7
1530224816.714006767,396,6
1530224816.726538309,396,6
1530224816.739162724,396,6
1530224816.751709832,264,4
1530224816.764190771,396,6
1530224816.776797712,330,5
1530224816.789360311,396,6
1530224816.801876838,330,5
1530224816.814411175,264,4
1530224816.827119689,330,5
1530224816.839710406,330,5
1530224816.852248007,396,6
1530224816.864738938,396,6
1530224816.877447476,330,5
1530224816.890106902,396,6
1530224816.902750075,396,6
1530224816.915317718,396,6
1530224816.927794904,396,6
1530224816.940502827,330,5
1530224816.953209638,594,9
1530224816.965924077,396,6
1530224816.978646710,330,5
1530224816.991275840,396,6
1530224817.003922241,396,6
1530224817.016497075,396,6
1530224817.029047076,462,7
1530224817.041767348,396,6
1530224817.054350068,396,6
1530224817.067056906,396,6
1530224817.079675807,330,5
1530224817.092327286,330,5
1530224817.104821529,330,5
1530224817.117358693,396,6
1530224817.130010369,330,5
1530224817.142663595,396,6
1530224817.155274164,396,6
1530224817.167909615,330,5
1530224817.180430255,330,5
1530224817.193117664,330,5
1530224817.205761033,330,5
1530224817.218454415,330,5
1530224817.231065190,330,5
1530224817.243782057,396,6
1530224817.256298398,396,6
1530224817.268761934,396,6
1530224817.281388068,330,5
1530224817.293897536,330,5
1530224817.313536309,330,5
1530224817.326113630,396,6
1530224817.338784245,396,6
1530224817.351314269,330,5
1530224817.363954347,330,5
1530224817.376481415,198,3
1530224817.389052613,396,6
1530224817.401553136,396,6
1530224817.414073140,330,5
1530224817.426679353,330,5
1530224817.439349004,330,5
1530224817.451827910,396,6
1530224817.464300143,396,6
1530224817.476767593,330,5
1530224817.489281556,330,5
1530224817.501763327,396,6
1530224817.514373737,396,6
1530224817.526988156,396,6
1530224817.539813316,396,6
1530224817.552428147,330,5
1530224817.564985496,396,6
1530224817.577452135,330,5
1530224817.590211963,330,5
1530224817.602741877,330,5
1530224817.615504065,264,4
1530224817.628099194,330,5
1530224817.640602734,462,7
1530224817.653026030,330,5
1530224817.665733830,396,6
1530224817.678288169,330,5
1530224817.690942594,330,5
1530224817.703694864,396,6
1530224817.716369622,330,5
1530224817.728863283,396,6
1530224817.741503289,396,6
1530224817.754152559,396,6
1530224817.766793980,396,6
1530224817.779412436,330,5
1530224817.791902129,264,4
1530224817.804334822,528,8
1530224817.816819489,396,6
1530224817.829470760,396,6
1530224817.842047485,396,6
1530224817.854806566,264,4
1530224817.867405863,396,6
1530224817.879857038,396,6
1530224817.892447808,396,6
1530224817.905059522,330,5
1530224817.917619892,264,4
1530224817.930221586,396,6
1530224817.942856983,330,5
1530224817.955523838,396,6
1530224817.968050822,396,6
1530224817.980664669,396,6
1530224817.993124920,396,6
1530224818.005719584,396,6
1530224818.018299659,396,6
1530224818.030862621,396,6
1530224818.043567554,330,5
1530224818.055979236,396,6
1530224818.068517492,330,5
1530224818.081105449,396,6
1530224818.093657831,330,5
1530224818.106226693,396,6
1530224818.118693303,330,5
1530224818.131209345,396,6
1530224818.143889226,462,7
1530224818.156364956,396,6
1530224818.168933241,330,5
1530224818.181608532,396,6
1530224818.194235878,330,5
1530224818.206886225,396,6
1530224818.219572199,396,6
1530224818.232306459,330,5
1530224818.244735555,462,7
1530224818.257475003,396,6
1530224818.270009662,330,5
1530224818.282602276,462,7
1530224818.295265242,330,5
1530224818.307808209,330,5
1530224818.320211101,330,5
1530224818.332740132,330,5
1530224818.345429738,264,4
1530224818.357917953,396,6
1530224818.370505710,330,5
1530224818.383145238,330,5
1530224818.395799230,330,5
1530224818.408372579,396,6
1530224818.420835552,396,6
1530224818.433476292,396,6
1530224818.446048907,330,5
1530224818.458719085,462,7
1530224818.471304296,330,5
1530224818.483876742,330,5
1530224818.496501082,396,6
1530224818.509028895,330,5
1530224818.521605344,330,5
1530224818.534199230,396,6
1530224818.546785902,330,5
1530224818.559585957,396,6
1530224818.572154711,330,5
1530224818.584723294,330,5
1530224818.597433459,330,5
1530224818.610032262,330,5
1530224818.622759007,396,6
1530224818.635394414,396,6
1530224818.648022324,396,6
1530224818.660608083,396,6
1530224818.673222316,396,6
1530224818.685931264,330,5
1530224818.698749864,396,6
1530224818.711537663,396,6
1530224818.724069280,396,6
1530224818.736645867,330,5
1530224818.749149261,330,5
1530224818.761726555,330,5
1530224818.774389271,396,6
1530224818.787068705,396,6
1530224818.799719992,462,7
1530224818.812354996,396,6
1530224818.825088201,396,6
1530224818.837692907,462,7
1530224818.850266564,396,6
1530224818.862918703,462,7
1530224818.875535845,462,7
1530224818.887937613,462,7
1530224818.900453921,396,6
1530224818.913016855,330,5
1530224818.925518052,264,4
1530224818.938277887,330,5
1530224818.950967310,330,5
1530224818.963702160,330,5
1530224818.976132604,396,6
1530224818.988656663,306,5
1530224819.001121555,396,6
1530224819.013892876,396,6
1530224819.026565775,330,5
1530224819.039286199,396,6
1530224819.051763811,330,5
1530224819.064423967,330,5
1530224819.077036911,396,6
1530224819.089544193,396,6
1530224819.101985386,330,5
1530224819.114558533,528,8
1530224819.127038022,330,5
1530224819.139668897,330,5
1530224819.152360577,396,6
1530224819.164994268,330,5
1530224819.177601137,396,6
1530224819.190050941,330,5
1530224819.202670995,396,6
1530224819.215143789,330,5
1530224819.227824909,264,4
1530224819.240313112,396,6
1530224819.252928919,396,6
1530224819.265545506,462,7
1530224819.278210502,330,5
1530224819.290785861,264,4
1530224819.303252728,330,5
1530224819.315783283,396,6
1530224819.328222707,396,6
1530224819.340627189,330,5
1530224819.353065806,396,6
1530224819.365745761,330,5
1530224819.378423801,396,6
1530224819.390996844,396,6
1530224819.403491676,330,5
1530224819.415893217,396,6
1530224819.428550372,396,6
1530224819.441066552,396,6
1530224819.453486612,462,7
1530224819.466186110,330,5
1530224819.478940979,396,6
1530224819.491590409,396,6
1530224819.504116023,330,5
1530224819.516677852,462,7
1530224819.529168640,264,4
1530224819.541698835,396,6
1530224819.554357724,396,6
1530224819.566920630,330,5
1530224819.579489699,330,5
1530224819.592078182,330,5
1530224819.604676283,396,6
1530224819.617200978,396,6
1530224819.629883031,396,6
1530224819.642588902,396,6
1530224819.655087962,462,7
1530224819.667721801,330,5
1530224819.680396792,330,5
1530224819.693048043,396,6
1530224819.705771083,396,6
1530224819.718498866,462,7
1530224819.731160165,330,5
1530224819.743761126,330,5
1530224819.756186112,396,6
1530224819.768868007,264,4
1530224819.781518799,462,7
1530224819.794069608,330,5
1530224819.806617310,330,5
1530224819.819340166,330,5
1530224819.831828188,330,5
1530224819.844270187,396,6
1530224819.856813745,396,6
1530224819.869541545,396,6
1530224819.882217629,330,5
1530224819.894897427,462,7
1530224819.907488003,330,5
1530224819.919918576,396,6
1530224819.932443269,396,6
1530224819.945084922,396,6
1530224819.957629354,462,7
1530224819.970341554,330,5
1530224819.982850162,330,5
1530224819.995412331,396,6
1530224820.007856548,264,4
1530224820.020590548,396,6
1530224820.033178045,396,6
1530224820.045647573,330,5
1530224820.058386336,396,6
1530224820.071201192,396,6
1530224820.083861487,330,5
1530224820.096444966,396,6
1530224820.109051618,330,5
1530224820.121559212,396,6
1530224820.134102663,462,7
1530224820.146723807,396,6
1530224820.159410605,396,6
1530224820.171975200,330,5
1530224820.184621046,264,4
1530224820.197164564,396,6
1530224820.209763234,396,6
1530224820.222260745,396,6
1530224820.234867789,396,6
1530224820.247424127,330,5
1530224820.259877609,330,5
1530224820.272457643,330,5
1530224820.284979683,396,6
1530224820.297488427,330,5
1530224820.310139230,330,5
1530224820.322804567,396,6
1530224820.335556170,330,5
1530224820.347979866,330,5
1530224820.360486344,396,6
1530224820.373118349,528,8
1530224820.385689537,396,6
1530224820.398250144,462,7
1530224820.410821108,330,5
1530224820.423391034,264,4
1530224820.435798826,462,7
1530224820.448447436,462,7
1530224820.461089692,462,7
1530224820.473607618,396,6
1530224820.486384699,396,6
1530224820.499131319,330,5
1530224820.511738282,528,8
1530224820.524438596,330,5
1530224820.536893488,396,6
1530224820.549554385,264,4
1530224820.562074202,396,6
1530224820.574707045,396,6
1530224820.587299121,396,6
1530224820.599853732,330,5
1530224820.612384084,396,6
1530224820.625082201,330,5
1530224820.637665943,330,5
1530224820.650369579,396,6
1530224820.663041035,330,5
1530224820.675765956,462,7
1530224820.688192246,462,7
1530224820.700889602,462,7
1530224820.713434192,396,6
1530224820.726007506,330,5
1530224820.738718059,330,5
1530224820.751354006,330,5
1530224820.763980215,462,7
1530224820.776509121,396,6
1530224820.789086888,264,4
1530224820.801611330,396,6
1530224820.814091191,330,5
1530224820.826681882,330,5
1530224820.839233900,396,6
1530224820.851823958,396,6
1530224820.864474596,462,7
1530224820.876985847,396,6
1530224820.889655578,330,5
1530224820.902362920,330,5
1530224820.914858498,528,8
1530224820.927477828,396,6
1530224820.940094938,396,6
1530224820.952700312,396,6
1530224820.965379021,264,4
1530224820.978036272,396,6
1530224820.990689125,396,6
1530224821.003359384,396,6
1530224821.015906907,330,5
1530224821.028499620,264,4
1530224821.041085853,330,5
1530224821.053592576,462,7
1530224821.066429126,330,5
1530224821.079152223,396,6
1530224821.091822205,264,4
1530224821.104314559,528,8
1530224821.116980096,396,6
1530224821.129626533,396,6
1530224821.142181962,330,5
1530224821.154732259,264,4
1530224821.167315071,330,5
1530224821.179776371,396,6
1530224821.192440467,396,6
1530224821.205116832,396,6
1530224821.217629417,396,6
1530224821.230418323,462,7
1530224821.243012210,330,5
1530224821.255568673,330,5
1530224821.267983452,330,5
1530224821.280514337,462,7
1530224821.293029197,330,5
1530224821.305627115,330,5
1530224821.318201026,330,5
1530224821.330739114,396,6
1530224821.343532748,396,6
1530224821.356066174,396,6
1530224821.368544058,396,6
1530224821.380993500,330,5
1530224821.393525899,330,5
1530224821.406179503,462,7
1530224821.418895111,462,7
1530224821.431617608,396,6
1530224821.444291045,330,5
1530224821.456901712,330,5
1530224821.469550520,396,6
1530224821.482136221,396,6
1530224821.494774363,396,6
1530224821.507414914,330,5
1530224821.520064310,264,4
1530224821.532589133,396,6
1530224821.545105786,396,6
1530224821.557757794,396,6
1530224821.570287713,396,6
1530224821.582957827,396,6
1530224821.595494324,396,6
1530224821.608021639,330,5
1530224821.620551773,396,6
1530224821.633199427,264,4
1530224821.645945913,462,7
1530224821.658392979,396,6
1530224821.670881592,330,5
1530224821.683456749,396,6
1530224821.695850631,264,4
1530224821.708487430,396,6
1530224821.721040359,396,6
1530224821.733549585,330,5
1530224821.746098675,330,5
1530224821.758735369,198,3
1530224821.771235286,462,7
1530224821.783915466,396,6
1530224821.796591549,330,5
1530224821.809242306,396,6
1530224821.821719586,330,5
1530224821.834264053,330,5
1530224821.846960517,330,5
1530224821.859574288,330,5
1530224821.872135465,330,5
1530224821.884710040,396,6
1530224821.897271836,396,6
1530224821.909813654,330,5
1530224821.922613231,396,6
1530224821.935280596,396,6
1530224821.947894916,396,6
1530224821.960514000,330,5
1530224821.973012188,330,5
1530224821.985628725,396,6
1530224821.998212343,396,6
1530224822.010714174,396,6
1530224822.023287184,330,5
1530224822.035857771,396,6
1530224822.048361835,330,5
1530224822.060876502,396,6
1530224822.073571571,396,6
1530224822.086068289,462,7
1530224822.098621629,330,5
1530224822.111260945,264,4
1530224822.123740154,330,5
1530224822.136242349,396,6
1530224822.148905587,396,6
1530224822.161436538,330,5
1530224822.174143541,330,5
1530224822.186702659,396,6
1530224822.199403089,330,5
1530224822.211931030,330,5
1530224822.224540552,396,6
1530224822.237140059,462,7
1530224822.249739566,462,7
1530224822.262434833,396,6
1530224822.275162921,396,6
1530224822.287812993,396,6
1530224822.300345418,462,7
1530224822.325014787,330,5
1530224822.337513089,330,5
1530224822.350097155,330,5
1530224822.362648549,396,6
1530224822.375274559,396,6
1530224822.387949744,396,6
1530224822.400450306,330,5
1530224822.413102689,396,6
1530224822.425677132,330,5
1530224822.438191736,330,5
1530224822.450907317,396,6
1530224822.463618535,396,6
1530224822.476146340,396,6
1530224822.488792448,396,6
1530224822.501421930,396,6
1530224822.514148354,396,6
1530224822.526750341,330,5
1530224822.539473143,396,6
1530224822.552080189,330,5
1530224822.564575041,330,5
1530224822.577097189,330,5
1530224822.589695711,330,5
1530224822.602440301,330,5
1530224822.615138163,396,6
1530224822.627838786,396,6
1530224822.640455468,396,6
1530224822.653034673,396,6
1530224822.665545764,396,6
1530224822.678262412,330,5
1530224822.690955809,462,7
1530224822.703714716,330,5
1530224822.716363823,396,6
1530224822.728888776,330,5
1530224822.741629482,330,5
1530224822.754375695,330,5
1530224822.766901395,198,3
1530224822.779468940,462,7
1530224822.791970933,396,6
1530224822.804507063,330,5
1530224822.817057299,330,5
1530224822.829853017,330,5
1530224822.842564060,330,5
1530224822.855206873,330,5
1530224822.867817378,396,6
1530224822.880468679,396,6
1530224822.892992831,264,4
1530224822.905480685,396,6
1530224822.918183908,330,5
1530224822.930736543,396,6
1530224822.943429382,330,5
1530224822.956167154,330,5
1530224822.968883384,396,6
1530224822.981529785,330,5
1530224822.994086073,396,6
1530224823.006630365,264,4
1530224823.019429019,462,7
1530224823.032153074,396,6
1530224823.044899224,330,5
1530224823.057550789,396,6
1530224823.070160096,264,4
1530224823.082924800,396,6
1530224823.095465368,462,7
1530224823.108235799,396,6
1530224823.120923273,396,6
1530224823.133553216,264,4
1530224823.146275570,396,6
1530224823.158866451,396,6
1530224823.171415017,330,5
1530224823.184047477,330,5
1530224823.196711137,462,7
1530224823.209293697,330,5
1530224823.222019271,330,5
1530224823.234703218,462,7
1530224823.247314885,330,5
1530224823.259991773,462,7
1530224823.272504049,462,7
1530224823.285207947,396,6
1530224823.297845159,330,5
1530224823.310457656,330,5
1530224823.322956069,396,6
1530224823.335768337,396,6
1530224823.348268177,396,6
1530224823.360708564,396,6
1530224823.373158347,264,4
1530224823.385678874,330,5
1530224823.398270974,396,6
1530224823.410969025,330,5
1530224823.423516333,462,7
1530224823.436317006,396,6
1530224823.448811882,396,6
1530224823.461288634,330,5
1530224823.473957196,330,5
1530224823.486612226,330,5
1530224823.499119192,462,7
1530224823.511823120,396,6
1530224823.524381850,396,6
1530224823.536927525,396,6
1530224823.549450566,264,4
1530224823.561995001,330,5
1530224823.574755174,330,5
1530224823.587428248,396,6
1530224823.599828669,396,6
1530224823.612282539,264,4
1530224823.624927322,396,6
1530224823.637355705,396,6
1530224823.650093806,396,6
1530224823.662684433,330,5
1530224823.675301865,396,6
1530224823.687780629,462,7
1530224823.700263891,396,6
1530224823.712877728,396,6
1530224823.725487937,330,5
1530224823.738082884,396,6
1530224823.750744910,330,5
1530224823.763493739,462,7
1530224823.775896577,396,6
1530224823.788506337,264,4
1530224823.801229711,330,5
1530224823.813713580,396,6
1530224823.826584802,396,6
1530224823.839257510,330,5
1530224823.851769335,330,5
1530224823.864404768,330,5
1530224823.877076106,396,6
1530224823.889589153,330,5
1530224823.902123417,330,5
1530224823.914873178,396,6
1530224823.927424212,396,6
1530224823.939829677,396,6
1530224823.952403528,396,6
1530224823.965134673,330,5
1530224823.977703729,330,5
1530224823.990390261,396,6
1530224824.002902024,330,5
1530224824.015479476,396,6
1530224824.027917925,330,5
1530224824.040453338,462,7
1530224824.053107149,330,5
1530224824.065921429,462,7
1530224824.078584224,396,6
1530224824.091207110,462,7
1530224824.103798534,396,6
1530224824.116517552,396,6
1530224824.129214761,396,6
1530224824.142020463,330,5
1530224824.154672746,528,8
1530224824.167386086,330,5
1530224824.179871293,462,7
1530224824.192453144,330,5
1530224824.204989810,264,4
1530224824.217546982,396,6
1530224824.230118877,396,6
1530224824.242761633,396,6
1530224824.255470926,396,6
1530224824.267949919,396,6
1530224824.280491320,396,6
1530224824.293043108,330,5
1530224824.305565358,396,6
1530224824.318118186,330,5
1530224824.330672054,462,7
1530224824.343270429,330,5
1530224824.355840455,330,5
1530224824.368472228,462,7
1530224824.381104941,330,5
1530224824.393679313,396,6
1530224824.406259118,396,6
1530224824.418757365,396,6
1530224824.431510374,396,6
1530224824.444059074,264,4
1530224824.456574210,330,5
1530224824.469174579,396,6
1530224824.481644548,330,5
1530224824.494412929,462,7
1530224824.507122321,330,5
1530224824.519711785,330,5
1530224824.532118592,396,6
1530224824.544606710,396,6
1530224824.557200119,330,5
1530224824.569739213,396,6
1530224824.582537666,396,6
1530224824.595337118,396,6
1530224824.607864746,330,5
1530224824.620443184,396,6
1530224824.632996980,396,6
1530224824.645588945,330,5
1530224824.658182883,330,5
1530224824.670906531,462,7
1530224824.683388771,330,5
1530224824.695874674,396,6
1530224824.708379012,330,5
1530224824.720993355,330,5
1530224824.733468613,396,6
1530224824.746014704,396,6
1530224824.758638647,396,6
1530224824.771254099,396,6
1530224824.783825733,330,5
1530224824.796490276,330,5
1530224824.809136722,396,6
1530224824.821862038,330,5
1530224824.834531249,330,5
1530224824.847018732,396,6
1530224824.859747103,264,4
1530224824.872268388,462,7
1530224824.884937037,396,6
1530224824.897542515,330,5
1530224824.910133140,330,5
1530224824.922740502,330,5
1530224824.935453066,330,5
1530224824.948069361,330,5
1530224824.960555898,396,6
1530224824.973079402,330,5
1530224824.985639459,396,6
1530224824.998372026,330,5
1530224825.010918346,330,5
1530224825.023523075,330,5
1530224825.035940955,330,5
1530224825.048898683,78,1
1530224825.075672117,0,0
1530224825.088044348,0,0
1530224825.100486207,132,2
1530224825.112801174,0,0
1530224825.125081978,66,1
1530224825.137489575,0,0
1530224825.149938719,0,0
1530224825.162356258,132,2
1530224825.174915008,0,0
1530224825.187313679,132,2
1530224825.199731553,132,2
1530224825.212254753,0,0
1530224825.224802745,132,2
1530224825.237268338,0,0
1530224825.249582949,0,0
1530224825.262027820,198,3
1530224825.274478976,594,9
1530224825.287131958,528,8
1530224825.299605883,264,4
1530224825.311988003,528,8
1530224825.324511515,264,4
1530224825.337111458,726,11
1530224825.349676962,264,4
1530224825.362320628,660,10
1530224825.374927217,462,7
1530224825.387627788,330,5
1530224825.400218695,594,9
1530224825.412650740,396,6
1530224825.425138278,462,7
1530224825.437783594,528,8
1530224825.450527514,396,6
1530224825.463318121,594,9
1530224825.475935630,528,8
1530224825.488508111,330,5
1530224825.501169780,660,10
1530224825.513821277,330,5
1530224825.526459532,660,10
1530224825.539159331,264,4
1530224825.551755320,594,9
1530224825.564506758,792,12
1530224825.577134645,198,3
1530224825.589660600,792,12
1530224825.602335228,396,6
1530224825.614885121,594,9
1530224825.627437768,726,11
1530224825.639923698,396,6
1530224825.652534293,528,8
1530224825.665043358,660,10
1530224825.677648139,396,6
1530224825.690350048,726,11
1530224825.702958749,330,5
1530224825.715421993,462,7
1530224825.728023113,660,10
1530224825.740616246,396,6
1530224825.753066959,528,8
1530224825.765627477,198,3
1530224825.778255193,660,10
1530224825.790991853,594,9
1530224825.803713576,396,6
1530224825.816377617,660,10
1530224825.829040875,330,5
1530224825.841501321,594,9
