ts,in_queue(size), in_queue(number)
1530224843.109083994,990,15
1530224843.121733163,990,15
1530224843.134340956,924,14
1530224843.146889460,924,14
1530224843.159645910,924,14
1530224843.172306566,990,15
1530224843.184873054,924,14
1530224843.197537699,990,15
1530224843.210069248,924,14
1530224843.222905589,990,15
1530224843.235598983,1056,16
1530224843.248015218,1056,16
1530224843.260528484,1056,16
1530224843.273031912,1056,16
1530224843.285521525,990,15
1530224843.297869554,924,14
1530224843.310362774,1122,17
1530224843.322742993,1056,16
1530224843.335322853,990,15
1530224843.347940459,924,14
1530224843.360586030,1056,16
1530224843.373051092,990,15
1530224843.385730447,990,15
1530224843.398467043,990,15
1530224843.410996329,990,15
1530224843.423570987,924,14
1530224843.435989660,924,14
1530224843.448504856,924,14
1530224843.461150738,990,15
1530224843.473716871,990,15
1530224843.486235736,924,14
1530224843.498784698,924,14
1530224843.511570916,858,13
1530224843.524191357,990,15
1530224843.536643543,858,13
1530224843.549080343,924,14
1530224843.561621767,924,14
1530224843.574110683,924,14
1530224843.586875510,924,14
1530224843.599510818,858,13
1530224843.611932696,1056,16
1530224843.624508348,990,15
1530224843.636951480,924,14
1530224843.649602722,924,14
1530224843.662262285,990,15
1530224843.674791000,924,14
1530224843.687510439,924,14
1530224843.700106800,1122,17
1530224843.712747279,990,15
1530224843.725372928,990,15
1530224843.738036564,990,15
1530224843.750617139,924,14
1530224843.763229077,990,15
1530224843.775849649,924,14
1530224843.788434384,858,13
1530224843.801096714,1188,18
1530224843.813587243,924,14
1530224843.826188594,924,14
1530224843.838809391,924,14
1530224843.851339862,858,13
1530224843.863948465,924,14
1530224843.876487111,924,14
1530224843.888955637,990,15
1530224843.901532763,924,14
1530224843.914252392,924,14
1530224843.926795142,990,15
1530224843.939408140,990,15
1530224843.951872658,858,13
1530224843.964517699,924,14
1530224843.977059982,990,15
1530224843.989740778,924,14
1530224844.002352878,924,14
1530224844.015126608,1056,16
1530224844.027785788,924,14
1530224844.040351352,924,14
1530224844.052926122,924,14
1530224844.065412450,1254,19
1530224844.078118139,858,13
1530224844.090709970,924,14
1530224844.103263750,858,13
1530224844.115855005,990,15
1530224844.128369488,990,15
1530224844.141075005,990,15
1530224844.153517180,990,15
1530224844.166268260,990,15
1530224844.178893441,924,14
1530224844.191471089,924,14
1530224844.203919630,990,15
1530224844.216626803,924,14
1530224844.229214819,990,15
1530224844.241981540,924,14
1530224844.254564675,924,14
1530224844.267283916,990,15
1530224844.280011435,924,14
1530224844.292536179,924,14
1530224844.305185364,924,14
1530224844.317712498,924,14
1530224844.330569481,924,14
1530224844.343112343,990,15
1530224844.355729680,924,14
1530224844.368155441,990,15
1530224844.380830805,990,15
1530224844.393448381,924,14
1530224844.406149013,924,14
1530224844.418658808,990,15
1530224844.431214855,990,15
1530224844.443812115,924,14
1530224844.456447725,858,13
1530224844.469103460,924,14
1530224844.481706294,990,15
1530224844.494295289,990,15
1530224844.506875740,924,14
1530224844.519475081,924,14
1530224844.531927027,924,14
1530224844.544492600,924,14
1530224844.557082365,924,14
1530224844.569687328,858,13
1530224844.582361251,924,14
1530224844.595182576,858,13
1530224844.607824207,924,14
1530224844.620503778,924,14
1530224844.633181838,924,14
1530224844.645706485,924,14
1530224844.658302744,924,14
1530224844.670937382,924,14
1530224844.683696541,924,14
1530224844.696261275,858,13
1530224844.708790188,1122,17
1530224844.721467145,990,15
1530224844.734110583,990,15
1530224844.746724881,1056,16
1530224844.759276911,858,13
1530224844.771901055,990,15
1530224844.784446340,924,14
1530224844.797148760,924,14
1530224844.809578025,924,14
1530224844.822364932,924,14
1530224844.834876147,924,14
1530224844.847438793,1056,16
1530224844.859964589,924,14
1530224844.872614179,1056,16
1530224844.885116009,924,14
1530224844.897874874,924,14
1530224844.910457220,924,14
1530224844.923197707,858,13
1530224844.935735348,990,15
1530224844.948485845,1122,17
1530224844.961061582,858,13
1530224844.973507217,924,14
1530224844.986141234,924,14
1530224844.998658632,924,14
1530224845.011194021,858,13
1530224845.023974361,924,14
1530224845.036427331,924,14
1530224845.048975378,990,15
1530224845.061557251,924,14
1530224845.074047346,990,15
1530224845.086604184,858,13
1530224845.099310762,924,14
1530224845.112137124,990,15
1530224845.124968821,1008,14
1530224845.151543100,156,2
1530224845.163969475,780,10
1530224845.176404134,234,3
1530224845.188968909,0,0
1530224845.201564351,1560,20
1530224845.214072514,1884,26
1530224845.226685237,396,6
1530224845.239478106,660,10
1530224845.251928432,1452,22
1530224845.264368499,1518,23
1530224845.276947479,1452,22
1530224845.289533795,1320,20
1530224845.302130708,1518,23
1530224845.314862723,1518,23
1530224845.327613455,1386,21
1530224845.340072623,1386,21
1530224845.352795804,1584,24
1530224845.365346609,1452,22
1530224845.378101333,1518,23
1530224845.390722644,1518,23
1530224845.403542490,1452,22
1530224845.416295420,1518,23
1530224845.428949474,1452,22
1530224845.441425573,1452,22
1530224845.453989704,1386,21
1530224845.466693941,1320,20
1530224845.479247676,1320,20
1530224845.491843061,1518,23
1530224845.504473391,1584,24
1530224845.517041098,1518,23
1530224845.529654810,1452,22
1530224845.542301465,1452,22
1530224845.555041498,1518,23
1530224845.567618782,1452,22
1530224845.580201010,1320,20
1530224845.592852163,1452,22
1530224845.605526837,1452,22
1530224845.618039882,1254,19
1530224845.630828476,1254,19
1530224845.643508727,1452,22
1530224845.656260636,1518,23
1530224845.668777774,1518,23
1530224845.681492114,1386,21
1530224845.694135024,1386,21
1530224845.706647212,1518,23
1530224845.719398190,1452,22
1530224845.732179258,1320,20
1530224845.744772995,1452,22
1530224845.757369649,1320,20
1530224845.770171088,1188,18
1530224845.782779467,1320,20
1530224845.795462595,1650,25
1530224845.807960062,1584,24
1530224845.820666102,1518,23
1530224845.833353619,1320,20
1530224845.845910128,1320,20
1530224845.858576629,1584,24
1530224845.871486373,1518,23
1530224845.884062065,1452,22
1530224845.896656209,1452,22
1530224845.909422511,1386,21
1530224845.922133418,1320,20
1530224845.934983340,1320,20
1530224845.947746837,1452,22
1530224845.960461263,1518,23
1530224845.973126461,1386,21
1530224845.985637015,1320,20
1530224845.998331693,1386,21
1530224846.011132463,1518,23
1530224846.023749855,1386,21
1530224846.036439787,1518,23
1530224846.048950786,1452,22
1530224846.061560864,1188,18
1530224846.074342187,1122,17
1530224846.086896459,1452,22
1530224846.099706024,1518,23
1530224846.112182713,1452,22
1530224846.124672455,1320,20
1530224846.137180279,1386,21
1530224846.149715239,1716,26
1530224846.162285576,1452,22
1530224846.175099224,1452,22
1530224846.187622744,1584,24
1530224846.200228937,1518,23
1530224846.212858710,1320,20
1530224846.225318053,1320,20
1530224846.237859879,1386,21
1530224846.250427465,1518,23
1530224846.263246724,1584,24
1530224846.275909745,1386,21
1530224846.288634976,1386,21
1530224846.301136939,1452,22
1530224846.313616818,1386,21
1530224846.326393059,1452,22
1530224846.338988759,1584,24
1530224846.351545865,1386,21
1530224846.364012999,1188,18
1530224846.376682489,1320,20
1530224846.389337454,1386,21
1530224846.401905473,1452,22
1530224846.414535435,1386,21
1530224846.427484234,1254,19
1530224846.440204715,1386,21
1530224846.452876505,1386,21
1530224846.465551584,1254,19
1530224846.478153993,1320,20
1530224846.490858549,1452,22
1530224846.503453310,1254,19
1530224846.516051243,1122,17
1530224846.528661981,1452,22
1530224846.541111932,1386,21
1530224846.553596884,1518,23
1530224846.566340695,1320,20
1530224846.579131040,1320,20
1530224846.591846936,1452,22
1530224846.604518153,1386,21
1530224846.617223320,1320,20
1530224846.629786279,1452,22
1530224846.642342178,1452,22
1530224846.654870381,1188,18
1530224846.667544955,1188,18
1530224846.680365235,1386,21
1530224846.693045090,1452,22
1530224846.705566545,1452,22
1530224846.718195373,1254,19
1530224846.730805127,1320,20
1530224846.743598601,1518,23
1530224846.756103745,1320,20
1530224846.768673607,1320,20
1530224846.781219034,1452,22
1530224846.793717561,1452,22
1530224846.806361809,1056,16
1530224846.818950607,1320,20
1530224846.831522621,1386,21
1530224846.844007389,1518,23
1530224846.856780829,1452,22
1530224846.869520238,1320,20
1530224846.882150027,1452,22
1530224846.894690842,1584,24
1530224846.907358086,1320,20
1530224846.919989937,1386,21
1530224846.932743830,1386,21
1530224846.945514144,1386,21
1530224846.958074468,1056,16
1530224846.970898982,1254,19
1530224846.983661507,1386,21
1530224846.996303933,1584,24
1530224847.008839069,1650,25
1530224847.021432261,1452,22
1530224847.034093905,1782,27
1530224847.046706141,1716,26
1530224847.059406108,1452,22
1530224847.071817966,1518,23
1530224847.084421954,1650,25
1530224847.097138581,1320,20
1530224847.109897468,1254,19
1530224847.122502981,1584,24
1530224847.135312646,1650,25
1530224847.147874092,1782,27
1530224847.160556660,1584,24
1530224847.173075702,1518,23
1530224847.185533020,1584,24
1530224847.198138755,1584,24
1530224847.210729385,1452,22
1530224847.223312029,1584,24
1530224847.235851393,1584,24
1530224847.248276936,1320,20
1530224847.260680556,1254,19
1530224847.273238075,1518,23
1530224847.285818413,1584,24
1530224847.298451781,1650,25
1530224847.310862907,1518,23
1530224847.323543656,1518,23
1530224847.336001822,1584,24
1530224847.365477867,1518,23
1530224847.377899309,1650,25
1530224847.390339944,1386,21
1530224847.402963789,1254,19
1530224847.415543787,1452,22
1530224847.427865615,1650,25
1530224847.440367011,1650,25
1530224847.452788859,1584,24
1530224847.465540446,1452,22
1530224847.478241005,1584,24
1530224847.490792097,1584,24
1530224847.503569030,1386,21
1530224847.516067873,1518,23
1530224847.528631116,1584,24
1530224847.541442171,1254,19
1530224847.554142122,1254,19
1530224847.566901967,1584,24
1530224847.579633178,1716,26
1530224847.592101615,1650,25
1530224847.604632283,1452,22
1530224847.617162681,1452,22
1530224847.629751410,1584,24
1530224847.642323331,1452,22
1530224847.655314841,1386,21
1530224847.668006008,1584,24
1530224847.680659579,1518,23
1530224847.693038295,1254,19
1530224847.705367201,1386,21
1530224847.717954164,1650,25
1530224847.730482147,1650,25
1530224847.743042520,1716,26
1530224847.755731334,1386,21
1530224847.768249102,1452,22
1530224847.780605105,1584,24
1530224847.792976058,1518,23
1530224847.805245124,1452,22
1530224847.817835567,1650,25
1530224847.830455508,1518,23
1530224847.842981169,1188,18
1530224847.855413196,1320,20
1530224847.867803090,1650,25
1530224847.880078441,1650,25
1530224847.892442023,1650,25
1530224847.904732188,1452,22
1530224847.917013383,1452,22
1530224847.929283174,1584,24
1530224847.941820967,1452,22
1530224847.954159816,1386,21
1530224847.966593295,1584,24
1530224847.979064748,1584,24
1530224847.991503064,1254,19
1530224848.003945004,1452,22
1530224848.016337305,1650,25
1530224848.028560718,1650,25
1530224848.040749580,1584,24
1530224848.052995716,1452,22
1530224848.065206562,1518,23
1530224848.077436858,1584,24
1530224848.089814527,1452,22
1530224848.102259232,1452,22
1530224848.114580269,1650,25
1530224848.127108724,1584,24
1530224848.139420279,1188,18
1530224848.151810850,1386,21
1530224848.164236479,1518,23
1530224848.176450709,1584,24
1530224848.188907787,1584,24
1530224848.201346541,1386,21
1530224848.213831284,1452,22
1530224848.226142684,1584,24
1530224848.238568065,1452,22
1530224848.250829204,1452,22
1530224848.263157838,1584,24
1530224848.275588999,1584,24
1530224848.287823815,1254,19
1530224848.299993125,1452,22
1530224848.312222732,1584,24
1530224848.324440620,1650,25
1530224848.336912722,1584,24
1530224848.349132974,1386,21
1530224848.361485557,1518,23
1530224848.373952312,1650,25
1530224848.386442206,1452,22
1530224848.398702838,1386,21
1530224848.411105464,1584,24
1530224848.423412199,1452,22
1530224848.435848877,1188,18
1530224848.448079011,1452,22
1530224848.460262037,1584,24
1530224848.472507035,1584,24
1530224848.484700499,1584,24
1530224848.497175992,1386,21
1530224848.509696461,1452,22
1530224848.522008395,1518,23
1530224848.534417705,1452,22
1530224848.546988561,1518,23
1530224848.559465284,1584,24
1530224848.571702372,1518,23
1530224848.583954925,1188,18
1530224848.596181353,1188,18
1530224848.608445453,1518,23
1530224848.620867523,1518,23
1530224848.633109566,1584,24
1530224848.645381300,1386,21
1530224848.657860143,1386,21
1530224848.670240665,1518,23
1530224848.682671521,1452,22
1530224848.695231676,1386,21
1530224848.707521969,1584,24
1530224848.719722406,1518,23
1530224848.732054266,1254,19
1530224848.744275693,1188,18
1530224848.756800405,1452,22
1530224848.769087709,1518,23
1530224848.781493317,1584,24
1530224848.793955775,1452,22
1530224848.806316931,1386,21
1530224848.818663016,1584,24
1530224848.831067617,1452,22
1530224848.843478262,1386,21
1530224848.855982424,1518,23
1530224848.868214591,1584,24
1530224848.880579317,1254,19
1530224848.892880244,1188,18
1530224848.905101955,1452,22
1530224848.917339244,1584,24
1530224848.929816417,1584,24
1530224848.942267178,1386,21
1530224848.954597925,1386,21
1530224848.966884345,1518,23
1530224848.979158826,1452,22
1530224848.991558205,1452,22
1530224849.003796053,1518,23
1530224849.016006228,1584,24
1530224849.028495074,1188,18
1530224849.040936320,1122,17
1530224849.053218940,1452,22
1530224849.065473356,1518,23
1530224849.077828081,1584,24
1530224849.090228701,1386,21
1530224849.102632915,1320,20
1530224849.115100963,1584,24
1530224849.127473208,1452,22
1530224849.139850004,1386,21
1530224849.152272890,1452,22
1530224849.164487215,1518,23
1530224849.176936921,1188,18
1530224849.189170613,1188,18
1530224849.201550547,1452,22
1530224849.213990744,1452,22
1530224849.226534898,1518,23
1530224849.239145470,1452,22
1530224849.251436788,1386,21
1530224849.263835739,1518,23
1530224849.276224848,1452,22
1530224849.288358095,1386,21
1530224849.300552890,1518,23
1530224849.312684976,1584,24
1530224849.324862659,1320,20
1530224849.337106760,1188,18
1530224849.349397406,1518,23
1530224849.361787627,1518,23
1530224849.373950811,1584,24
1530224849.386227719,1386,21
1530224849.398394650,1320,20
1530224849.410579907,1518,23
1530224849.422727649,1584,24
1530224849.434863246,1452,22
1530224849.447215139,1518,23
1530224849.459478186,1650,25
1530224849.471818146,1122,17
1530224849.484024938,1254,19
1530224849.496354129,1386,21
1530224849.508530352,1518,23
1530224849.520850997,1584,24
1530224849.533020360,1386,21
1530224849.545134175,1386,21
1530224849.557376805,1584,24
1530224849.569589471,1452,22
1530224849.581942668,1386,21
1530224849.594428666,1518,23
1530224849.606876388,1584,24
1530224849.619305274,1254,19
1530224849.631645024,1188,18
1530224849.643826931,1386,21
1530224849.655975229,1452,22
1530224849.668139295,1584,24
1530224849.680410404,1518,23
1530224849.692575238,1320,20
1530224849.704683945,1650,25
1530224849.717043769,1650,25
1530224849.729251047,1320,20
1530224849.741548230,1452,22
1530224849.753862270,1650,25
1530224849.766364381,1386,21
1530224849.778557651,1122,17
1530224849.790989365,1452,22
1530224849.803488131,1518,23
1530224849.815853425,1518,23
1530224849.828222397,1452,22
1530224849.840453088,1320,20
1530224849.852598594,1518,23
1530224849.864762308,1518,23
1530224849.877173496,1386,21
1530224849.889498833,1452,22
1530224849.901592772,1518,23
1530224849.913720489,1386,21
1530224849.925933548,1188,18
1530224849.938359203,1386,21
1530224849.950638846,1584,24
1530224849.962930083,1518,23
1530224849.975164177,1518,23
1530224849.987324554,1386,21
1530224849.999644064,1518,23
1530224850.011673372,1518,23
1530224850.023789554,1386,21
1530224850.036113542,1386,21
1530224850.048392270,1518,23
1530224850.060473260,1320,20
1530224850.072549902,1122,17
1530224850.084667947,1386,21
1530224850.096736131,1518,23
1530224850.108949435,1584,24
1530224850.121003199,1452,22
1530224850.133072017,1320,20
1530224850.145184630,1320,20
1530224850.157459754,1452,22
1530224850.169581885,1386,21
1530224850.181636163,1452,22
1530224850.193732258,1584,24
1530224850.205835113,1452,22
1530224850.218005595,1188,18
1530224850.230356578,1254,19
1530224850.242474531,1518,23
1530224850.254631048,1518,23
1530224850.266858905,1518,23
1530224850.278942597,1386,21
1530224850.291221758,1452,22
1530224850.303320738,1584,24
1530224850.315423567,1452,22
1530224850.327789114,1320,20
1530224850.339850056,1518,23
1530224850.352042498,1518,23
1530224850.364075381,1122,17
1530224850.376092467,1188,18
1530224850.388128826,1518,23
1530224850.400160883,1518,23
1530224850.412195428,1518,23
1530224850.424395577,1320,20
1530224850.436457398,1386,21
1530224850.448527563,1518,23
1530224850.460812538,1452,22
1530224850.472899765,1320,20
1530224850.485239854,1452,22
1530224850.497497601,1518,23
1530224850.509519722,1254,19
1530224850.521628076,1122,17
1530224850.533713816,1452,22
1530224850.545764715,1584,24
1530224850.558025082,1518,23
1530224850.570215878,1452,22
1530224850.582503259,1386,21
1530224850.594596088,1584,24
1530224850.606810611,1518,23
1530224850.618873207,1452,22
1530224850.631122677,1386,21
1530224850.643168587,1584,24
1530224850.655357056,1386,21
1530224850.667441730,1254,19
1530224850.679672046,1386,21
1530224850.691669821,1518,23
1530224850.703731758,1584,24
1530224850.715767270,1452,22
1530224850.727763949,1320,20
1530224850.739899452,1452,22
1530224850.751996733,1518,23
1530224850.764104746,1386,21
1530224850.776447097,1386,21
1530224850.788553664,1518,23
1530224850.800872317,1320,20
1530224850.813203651,990,15
1530224850.825340996,1320,20
1530224850.837379974,1518,23
1530224850.849522550,1584,24
1530224850.861596685,1584,24
1530224850.873637888,1320,20
1530224850.885686194,1452,22
1530224850.897933713,1584,24
1530224850.910007606,1518,23
1530224850.922135506,1452,22
1530224850.934336231,1584,24
1530224850.946406664,1320,20
1530224850.958551047,1056,16
1530224850.970650970,1320,20
1530224850.982867631,1518,23
1530224850.995115125,1518,23
1530224851.007221092,1452,22
1530224851.019523927,1320,20
1530224851.031643629,1386,21
1530224851.043680163,1452,22
1530224851.055695983,1452,22
1530224851.067672328,1320,20
1530224851.079786586,1386,21
1530224851.091782801,1386,21
1530224851.103841517,1320,20
1530224851.115960256,1320,20
1530224851.128086088,1518,23
1530224851.140250591,1518,23
1530224851.152282550,1452,22
1530224851.164329805,1386,21
1530224851.176550297,1320,20
1530224851.188718203,1452,22
1530224851.200838995,1452,22
1530224851.212865764,1320,20
1530224851.224898637,1518,23
1530224851.237137433,1518,23
1530224851.249160104,1188,18
1530224851.261402433,1056,16
1530224851.273542181,1320,20
1530224851.285883320,1452,22
1530224851.297928623,1518,23
1530224851.310108701,1386,21
1530224851.322391406,1386,21
1530224851.334435609,1452,22
1530224851.346542631,1452,22
1530224851.358910053,1320,20
1530224851.371226117,1452,22
1530224851.383267418,1452,22
1530224851.395339806,1254,19
1530224851.407391948,990,15
1530224851.419484503,1254,19
1530224851.431635208,1386,21
1530224851.443812018,1452,22
1530224851.455920923,1452,22
1530224851.468037187,1320,20
1530224851.480087639,1518,23
1530224851.492304430,1518,23
1530224851.504464657,1386,21
1530224851.516493449,1386,21
1530224851.528532789,1452,22
1530224851.540590484,1254,19
1530224851.552602623,990,15
1530224851.564614274,1254,19
1530224851.576890428,1518,23
1530224851.588927063,1518,23
1530224851.601024320,1452,22
1530224851.613135877,1320,20
1530224851.625350919,1320,20
1530224851.637386734,1518,23
1530224851.649427589,1386,21
1530224851.661473462,1386,21
1530224851.673517523,1518,23
1530224851.685775879,1518,23
1530224851.697878846,1452,22
1530224851.709964541,1386,21
1530224851.722037790,1452,22
1530224851.734145181,1452,22
1530224851.746441984,1518,23
1530224851.758595412,1320,20
1530224851.770665024,1254,19
1530224851.782718052,1452,22
1530224851.795000841,1452,22
1530224851.807103625,1386,21
1530224851.819135304,1386,21
1530224851.831328392,1452,22
1530224851.843461976,1320,20
1530224851.855706807,1386,21
1530224851.867740786,1386,21
1530224851.879739184,1452,22
1530224851.891772931,1518,23
1530224851.903868179,1452,22
1530224851.915889645,1320,20
1530224851.927947971,1452,22
1530224851.940015722,1452,22
1530224851.952210529,1320,20
1530224851.964230357,1452,22
1530224851.976420788,1584,24
1530224851.988518009,1320,20
1530224852.000533034,1188,18
1530224852.012788655,1320,20
1530224852.024826327,1452,22
1530224852.037024665,1518,23
1530224852.049102165,1518,23
1530224852.061209447,1254,19
1530224852.073421197,1386,21
1530224852.085569830,1518,23
1530224852.097622446,1320,20
1530224852.109843852,1254,19
1530224852.122032957,1452,22
1530224852.134226309,1254,19
1530224852.146523626,1188,18
1530224852.158665173,1386,21
1530224852.170747404,1584,24
1530224852.183093705,1518,23
1530224852.195245624,1518,23
1530224852.207293204,1320,20
1530224852.219332532,1386,21
1530224852.231592566,1452,22
1530224852.243629051,1320,20
1530224852.255687420,1320,20
1530224852.267811976,1518,23
1530224852.279803806,1452,22
1530224852.291908916,1122,17
1530224852.303936843,1254,19
1530224852.316214117,1452,22
1530224852.328269745,1386,21
1530224852.340283573,1518,23
1530224852.364985503,1320,20
1530224852.377276341,1518,23
1530224852.389549713,1452,22
1530224852.401659857,1320,20
1530224852.413705272,1386,21
1530224852.425936302,1452,22
1530224852.438066359,1122,17
1530224852.450369275,1188,18
1530224852.462487316,1386,21
1530224852.474710327,1518,23
1530224852.486841038,1650,25
1530224852.499047636,1452,22
1530224852.511139767,1518,23
1530224852.523202590,1650,25
1530224852.535345494,1584,24
1530224852.547489457,1518,23
1530224852.559596835,1650,25
1530224852.571645247,1584,24
1530224852.583736611,1452,22
1530224852.595768220,1122,17
1530224852.607757479,1320,20
1530224852.619808004,1584,24
1530224852.631802923,1716,26
1530224852.643798375,1584,24
1530224852.656127333,1452,22
1530224852.668164185,1650,25
1530224852.680350315,1650,25
1530224852.692364152,1452,22
1530224852.704444393,1584,24
1530224852.716476608,1716,26
1530224852.728593148,1452,22
1530224852.740632239,1188,18
1530224852.752723923,1386,21
1530224852.764785321,1452,22
1530224852.776853616,1584,24
1530224852.788916524,1650,25
1530224852.801183820,1518,23
1530224852.813403559,1518,23
1530224852.825444611,1650,25
1530224852.837771835,1452,22
1530224852.850148694,1452,22
1530224852.862242448,1650,25
1530224852.874586852,1584,24
1530224852.886877131,1188,18
1530224852.898908148,1386,21
1530224852.911047858,1452,22
1530224852.923424152,1518,23
1530224852.935443834,1650,25
1530224852.947508955,1518,23
1530224852.959590033,1518,23
1530224852.971624409,1584,24
1530224852.983880679,1518,23
1530224852.996007156,1386,21
1530224853.008121232,1584,24
1530224853.020150651,1716,26
1530224853.032346122,1320,20
1530224853.044402465,1188,18
1530224853.056454701,1320,20
1530224853.068479968,1518,23
1530224853.080550828,1716,26
1530224853.092854392,1518,23
1530224853.105074907,1452,22
1530224853.117128376,1650,25
1530224853.129361067,1584,24
1530224853.141451287,1386,21
1530224853.153593692,1518,23
1530224853.165627906,1584,24
1530224853.177926427,1254,19
1530224853.190060040,1056,16
1530224853.202143918,1320,20
1530224853.214423578,1452,22
1530224853.226663001,1584,24
1530224853.238777377,1518,23
1530224853.250848190,1452,22
1530224853.262916670,1584,24
1530224853.275055233,1584,24
1530224853.287303650,1386,21
1530224853.299320726,1386,21
1530224853.311486093,1584,24
1530224853.323569564,1452,22
1530224853.335730207,990,15
1530224853.347845998,1254,19
1530224853.359992427,1452,22
1530224853.372340825,1584,24
1530224853.384456379,1584,24
1530224853.396790597,1518,23
1530224853.408919433,1584,24
1530224853.420931850,1650,25
1530224853.433220789,1584,24
1530224853.445238803,1584,24
1530224853.457263466,1584,24
1530224853.469287792,1584,24
1530224853.481404410,1254,19
1530224853.493440625,1254,19
1530224853.505481714,1518,23
1530224853.517544046,1650,25
1530224853.529571086,1584,24
1530224853.541608772,1452,22
1530224853.553871546,1518,23
1530224853.565935759,1584,24
1530224853.577987095,1518,23
1530224853.590343890,1452,22
1530224853.602451552,1584,24
1530224853.614639702,1584,24
1530224853.626668257,1254,19
1530224853.638727295,1188,18
1530224853.650998930,1320,20
1530224853.663019234,1518,23
1530224853.675251387,1584,24
1530224853.687391891,1452,22
1530224853.699471201,1386,21
1530224853.711586862,1584,24
1530224853.723631811,1518,23
1530224853.735789451,1452,22
1530224853.747832435,1518,23
1530224853.759864324,1716,26
1530224853.771899424,1452,22
1530224853.784189033,1122,17
1530224853.796384115,1320,20
1530224853.808464124,1518,23
1530224853.820650539,1650,25
1530224853.832716847,1518,23
1530224853.844909166,1386,21
1530224853.857219770,1584,24
1530224853.869248521,1518,23
1530224853.881388839,1320,20
1530224853.893583087,1518,23
1530224853.905876852,1584,24
1530224853.917926855,1320,20
1530224853.930045473,1056,16
1530224853.942105988,1254,19
1530224853.954260619,1452,22
1530224853.966291872,1584,24
1530224853.978391998,1518,23
1530224853.990556950,1452,22
1530224854.002621377,1518,23
1530224854.014889666,1584,24
1530224854.026974261,1386,21
1530224854.039015449,1518,23
1530224854.051182506,1716,26
1530224854.063324636,1386,21
1530224854.075499888,1056,16
1530224854.087745804,1254,19
1530224854.099787877,1452,22
1530224854.111808937,1650,25
1530224854.123857673,1650,25
1530224854.136031272,1452,22
1530224854.148083130,1518,23
1530224854.160294317,1584,24
1530224854.172429181,1452,22
1530224854.184593587,1452,22
1530224854.196819038,1584,24
1530224854.208925037,1518,23
1530224854.220987653,1122,17
1530224854.233195577,1188,18
1530224854.245208815,1386,21
1530224854.257472237,1584,24
1530224854.269765523,1584,24
1530224854.282027181,1452,22
1530224854.294149950,1452,22
1530224854.306450607,1584,24
1530224854.318486686,1518,23
1530224854.330546985,1320,20
1530224854.342617604,1518,23
1530224854.354666058,1518,23
1530224854.366702163,1056,16
1530224854.378757599,1122,17
1530224854.390792425,1386,21
1530224854.402853480,1518,23
1530224854.414929656,1584,24
1530224854.426961860,1452,22
1530224854.439115257,1386,21
1530224854.451293468,1518,23
1530224854.463466628,1518,23
1530224854.475620706,1452,22
1530224854.487736537,1452,22
1530224854.499828515,1584,24
1530224854.511874907,1320,20
1530224854.524132246,1188,18
1530224854.536155076,1320,20
1530224854.548179077,1452,22
1530224854.560301134,1584,24
1530224854.572441021,1452,22
1530224854.584542186,1386,21
1530224854.596557252,1518,23
1530224854.608741941,1518,23
1530224854.620950646,1386,21
1530224854.633166500,1518,23
1530224854.645446622,1584,24
1530224854.657472515,1254,19
1530224854.669555067,1056,16
1530224854.681648570,1254,19
1530224854.693814560,1386,21
1530224854.706071226,1584,24
1530224854.718150044,1452,22
1530224854.730255957,1452,22
1530224854.742350293,1584,24
1530224854.754711694,1584,24
1530224854.766848224,1386,21
1530224854.778925841,1584,24
1530224854.790944789,1584,24
1530224854.803069553,1320,20
1530224854.815146990,1056,16
1530224854.827459467,1386,21
1530224854.839577812,1584,24
1530224854.851830279,1584,24
1530224854.863959070,1518,23
1530224854.875997148,1452,22
1530224854.888138615,1452,22
1530224854.900309821,1584,24
1530224854.912350795,1452,22
1530224854.924391074,1386,21
1530224854.936525399,1518,23
1530224854.948573826,1452,22
1530224854.960622925,1188,18
1530224854.972866679,1320,20
1530224854.984933798,1518,23
1530224854.997255916,1518,23
1530224855.009518071,1584,24
1530224855.021588594,1386,21
1530224855.033624464,1386,21
1530224855.045752244,1518,23
1530224855.058032512,1452,22
1530224855.070379196,1452,22
1530224855.082467878,1584,24
1530224855.094617089,1518,23
1530224855.106960304,1188,18
1530224855.119189002,1254,19
1530224855.131350354,1584,24
1530224855.143667360,1584,24
1530224855.155743994,1386,21
1530224855.167982466,396,6
1530224855.180280441,0,0
1530224855.192787060,0,0
1530224855.205014335,0,0
1530224855.217167144,0,0
1530224855.229250788,0,0
1530224855.241277660,0,0
1530224855.253375822,0,0
1530224855.265573154,0,0
1530224855.277829176,0,0
1530224855.290090106,0,0
1530224855.302186046,78,1
1530224855.314457383,78,1
1530224855.326762661,0,0
1530224855.338826331,0,0
1530224855.350950891,0,0
1530224855.363087979,78,1
1530224855.375141601,78,1
1530224855.387458473,0,0
1530224855.399562112,0,0
1530224855.411773428,156,2
1530224855.423804208,156,2
1530224855.435883605,0,0
1530224855.447955136,0,0
1530224855.460186927,0,0
1530224855.472239946,78,1
1530224855.484344183,78,1
1530224855.496432072,0,0
1530224855.508477780,0,0
1530224855.520529019,66,1
1530224855.532573022,66,1
1530224855.544773734,0,0
1530224855.556905903,0,0
1530224855.568928388,132,2
1530224855.581172173,132,2
1530224855.593433707,0,0
1530224855.605427748,0,0
1530224855.617427475,132,2
1530224855.629458453,132,2
