ts,in_queue (size), in_queue (number)
1530618402.284270009,0,0
1530618402.296991794,0,0
1530618402.309551358,0,0
1530618402.322199677,0,0
1530618402.334973623,0,0
1530618402.347724604,0,0
1530618402.360283606,0,0
1530618402.373098065,0,0
1530618402.385716793,0,0
1530618402.398462887,0,0
1530618402.411062941,0,0
1530618402.423861403,0,0
1530618402.436508223,0,0
1530618402.449099355,0,0
1530618402.461829115,0,0
1530618402.474549768,0,0
1530618402.487482390,0,0
1530618402.500010134,0,0
1530618402.512765092,0,0
1530618402.525314669,0,0
1530618402.538073879,0,0
1530618402.550745071,0,0
1530618402.563437938,0,0
1530618402.576331233,0,0
1530618402.588920981,0,0
1530618402.601678917,0,0
1530618402.614467280,0,0
1530618402.627150042,0,0
1530618402.639880868,0,0
1530618402.652580482,0,0
1530618402.665145624,0,0
1530618402.678040740,0,0
1530618402.690710839,0,0
1530618402.703336819,0,0
1530618402.715959814,0,0
1530618402.728657880,0,0
1530618402.741507884,0,0
1530618402.754086958,0,0
1530618402.766865954,0,0
1530618402.779662249,0,0
1530618402.792429071,21196,13
1530618402.805129430,22710,13
1530618402.817770047,24224,13
1530618402.830718277,25738,13
1530618402.843565667,27252,13
1530618402.856097293,28766,13
1530618402.868902012,30280,13
1530618402.881528561,31794,13
1530618402.894272465,33308,13
1530618402.906985445,34e3,13
1530618402.919713958,36336,13
1530618402.932584127,37850,13
1530618402.945390725,39364,13
1530618402.958110193,39364,13
1530618402.970795596,42392,16
1530618402.983521184,45420,19
1530618402.996365738,45420,19
1530618403.009044647,48448,22
1530618403.021694945,48448,22
1530618403.034531600,51476,23
1530618403.047459547,51476,23
1530618403.060237042,54504,26
1530618403.072936722,54504,26
1530618403.085570440,57532,29
1530618403.098355718,57532,29
1530618403.111159857,60560,32
1530618403.124026133,60560,32
1530618403.136844700,63588,35
1530618403.149402880,63588,35
1530618403.162030798,66616,38
1530618403.174677910,66616,38
1530618403.187483207,68e3,41
1530618403.200059266,68e3,41
1530618403.212588773,72672,44
1530618403.225134923,72672,44
1530618403.237766024,75700,47
1530618403.250581726,74186,47
1530618403.263416576,80242,51
1530618403.276007354,81756,51
1530618403.288560155,83270,51
1530618403.301315630,84784,51
1530618403.314018743,86298,51
1530618403.326696273,87812,51
1530618403.339333300,89326,51
1530618403.351919653,90840,51
1530618403.364592197,92354,51
1530618403.377230006,93868,51
1530618403.389968420,95382,51
1530618403.402600426,96896,51
1530618403.415299323,96896,51
1530618403.427978907,99924,54
1530618403.440629782,99924,54
1530618403.453295472,99924,54
1530618403.465929952,104466,57
1530618403.478556931,105980,57
1530618403.491351377,107494,57
1530618403.504017780,109008,57
1530618403.516799318,112036,57
1530618403.529521087,113550,57
1530618403.542238141,115064,57
1530618403.555129532,116578,57
1530618403.567869612,118092,57
1530618403.580539998,119606,57
1530618403.593132496,121120,57
1530618403.605755895,122634,57
1530618403.618611370,121120,56
1530618403.631261248,125662,59
1530618403.643880152,124148,58
1530618403.656622659,124148,58
1530618403.669265475,122634,57
1530618403.681940269,131718,63
1530618403.694800534,130204,62
1530618403.707439825,134746,65
1530618403.720222316,133232,64
1530618403.732939029,137774,67
1530618403.745587776,136260,66
1530618403.758132293,140802,69
1530618403.770725585,137774,67
1530618403.783476699,142316,70
1530618403.795885452,146858,73
1530618403.808333335,148372,73
1530618403.820885822,149886,73
1530618403.833483758,151400,73
1530618403.845989486,152914,73
1530618403.858523401,154428,73
1530618403.871094928,155942,73
1530618403.883678260,157456,73
1530618403.896374304,158970,73
1530618403.909111526,160484,73
1530618403.921642842,160484,73
1530618403.934250937,163512,76
1530618403.946975353,163512,76
1530618403.959708719,166540,79
1530618403.972359643,166540,79
1530618403.985002630,169568,82
1530618403.997563162,169568,82
1530618404.010216925,172596,85
1530618404.022743053,172596,85
1530618404.035307474,175624,88
1530618404.048001790,175624,88
1530618404.060501352,174110,88
1530618404.073027653,174110,88
1530618404.085651184,181680,94
1530618404.098224982,184708,97
1530618404.110847477,184708,97
1530618404.123496495,187736,100
1530618404.135992506,187736,100
1530618404.148694929,190764,103
1530618404.161325080,190764,103
1530618404.173984501,193792,106
1530618404.186667231,195306,106
1530618404.199348896,196820,106
1530618404.212088364,198334,106
1530618404.224644829,199848,106
1530618404.237272039,199848,106
1530618404.249812979,199848,106
1530618404.262649880,204390,109
1530618404.275382223,205904,109
1530618404.287941522,207418,109
1530618404.300551490,208932,109
1530618404.313322341,208932,109
1530618404.325897031,208932,109
1530618404.338511597,208932,109
1530618404.351177406,208932,109
1530618404.363915956,208932,109
1530618404.376513251,208932,109
1530618404.389055448,208932,109
1530618404.401783218,208932,109
1530618404.414417495,208932,109
1530618404.427051834,208932,109
1530618404.439714581,208932,109
1530618404.452362219,208932,109
1530618404.465029239,208932,109
1530618404.477745730,208932,109
1530618404.490355644,208932,109
1530618404.503010994,208932,109
1530618404.515827733,208932,109
1530618404.528533206,208932,109
1530618404.541117579,208932,109
1530618404.553929453,208932,109
1530618404.566586828,208932,109
1530618404.579523981,208932,109
1530618404.592032342,207418,109
1530618404.604741446,208932,109
1530618404.617567747,208932,109
1530618404.630225421,208932,109
1530618404.643047069,208932,109
1530618404.655863808,208932,109
1530618404.668718719,208932,109
1530618404.681488200,208932,109
1530618404.694182861,208932,109
1530618404.706862513,208932,109
1530618404.719569647,208932,109
1530618404.732205094,208932,109
1530618404.744994726,207418,108
1530618404.757698363,205904,107
1530618404.770482207,204390,106
1530618404.783197099,202876,105
1530618404.795924162,201362,104
1530618404.808617232,199848,103
1530618404.821217669,198334,102
1530618404.834110728,196820,101
1530618404.846752613,195306,100
1530618404.859437001,193792,99
1530618404.872159962,192278,98
1530618404.884777130,190764,97
1530618404.897641303,187736,95
1530618404.910385784,186222,94
1530618404.923069609,184708,93
1530618404.935789582,183194,92
1530618404.948509516,181680,91
1530618404.961176360,180166,90
1530618404.973846849,178652,89
1530618404.986537776,178652,89
1530618404.999286308,175624,88
1530618405.011965205,175624,88
1530618405.024545834,172596,87
1530618405.037147533,172596,87
1530618405.049862700,169568,86
1530618405.062670876,169568,86
1530618405.075411311,166540,85
1530618405.088128158,166540,85
1530618405.100775640,163512,84
1530618405.113471872,163512,84
1530618405.126270682,160484,83
1530618405.138989630,160484,83
1530618405.151681545,157456,82
1530618405.164455872,154428,81
1530618405.177056327,154428,81
1530618405.189682423,151400,80
1530618405.202426555,149886,79
1530618405.215050413,148372,78
1530618405.227762476,146858,77
1530618405.240468697,145344,76
1530618405.253144048,143830,75
1530618405.265696995,142316,74
1530618405.278586089,140802,73
1530618405.291538540,139288,72
1530618405.304341385,137774,71
1530618405.316890570,136260,70
1530618405.329674121,134746,69
1530618405.342442690,133232,68
1530618405.355230306,131718,67
1530618405.367780572,130204,66
1530618405.380314757,128690,65
1530618405.392976772,127176,64
1530618405.405633991,124148,62
1530618405.418324469,122634,61
1530618405.431203090,121120,60
1530618405.443774006,119606,59
1530618405.456516992,118092,58
1530618405.469277883,116578,57
1530618405.481886401,115064,56
1530618405.494685099,113550,55
1530618405.507550672,112036,54
1530618405.520463116,110522,53
1530618405.533051349,109008,52
1530618405.545717325,107494,51
1530618405.558450412,105980,50
1530618405.571148679,104466,49
1530618405.583838428,102952,48
1530618405.596544792,101438,47
1530618405.609226651,99924,46
1530618405.621955564,98410,45
1530618405.634837529,96896,44
1530618405.647510201,95382,43
1530618405.660188798,92354,41
1530618405.672742865,90840,40
1530618405.685326221,89326,39
1530618405.697963544,87812,38
1530618405.710941584,86298,37
1530618405.723679153,84784,36
1530618405.736301957,84784,36
1530618405.748974416,81756,35
1530618405.761591663,81756,35
1530618405.774260621,78728,34
1530618405.787051705,78728,34
1530618405.799828366,75700,33
1530618405.812643423,75700,33
1530618405.825223064,72672,32
1530618405.838014905,72672,32
1530618405.850642295,68e3,31
1530618405.863433527,68130,30
1530618405.875955631,66616,29
1530618405.888691933,65102,28
1530618405.901270479,63588,27
1530618405.914177001,63588,27
1530618405.927121970,60560,26
1530618405.939765802,57532,25
1530618405.952349316,57532,25
1530618405.964990765,54504,24
1530618405.977561555,54504,24
1530618405.990528374,51476,23
1530618406.003422887,51476,23
1530618406.016005412,48448,22
1530618406.028678787,48448,22
1530618406.041367705,45420,21
1530618406.054120662,45420,21
1530618406.067013594,42392,20
1530618406.079793637,42392,20
1530618406.092611106,39364,19
1530618406.105277528,39364,19
1530618406.118195785,36336,18
1530618406.131145311,36336,18
1530618406.143887679,33308,17
1530618406.156742608,30280,16
1530618406.169552801,30280,16
1530618406.182465021,27252,15
1530618406.195282813,27252,15
1530618406.208096569,30280,18
1530618406.220724904,30280,18
1530618406.233386097,33308,21
1530618406.246267035,34e3,21
1530618406.259058328,34e3,21
1530618406.271935740,37850,24
1530618406.284558929,39364,24
1530618406.297276999,40878,24
1530618406.310068592,42392,24
1530618406.322859048,43906,24
1530618406.335522494,45420,24
1530618406.348366441,46934,24
1530618406.361027094,48448,24
1530618406.373796781,49962,24
1530618406.386448575,51476,24
1530618406.399449205,54504,24
1530618406.412378912,56018,24
1530618406.425073193,57532,24
1530618406.437874406,59046,24
1530618406.450743192,60560,24
1530618406.463624229,62074,24
1530618406.476453734,63588,24
1530618406.489189019,65102,24
1530618406.501833060,63588,23
1530618406.514663080,63588,23
1530618406.527345536,68e3,28
1530618406.539962842,68130,27
1530618406.552674342,72672,30
1530618406.565371724,71158,29
1530618406.578269052,75700,32
1530618406.590944844,75700,32
1530618406.603651111,78728,35
1530618406.616264634,78728,35
1530618406.628930818,81756,38
1530618406.641568772,84784,41
1530618406.654297079,84784,41
1530618406.667236509,83270,41
1530618406.679834356,83270,41
1530618406.692479456,90840,46
1530618406.705184771,90840,46
1530618406.718042229,87812,45
1530618406.730964570,87812,45
1530618406.743755599,84784,44
1530618406.756379396,84784,44
1530618406.769265227,81756,43
1530618406.781971049,81756,43
1530618406.794905207,78728,42
1530618406.807717512,78728,42
1530618406.820446110,75700,41
1530618406.833228343,75700,41
1530618406.845989447,72672,40
1530618406.858704850,72672,40
1530618406.871399805,72672,40
1530618406.884009105,75700,43
1530618406.896869529,75700,43
1530618406.909472461,78728,46
1530618406.922211636,78728,46
1530618406.935011553,81756,49
1530618406.947851595,81756,49
1530618406.960480298,84784,52
1530618406.973349388,84784,52
1530618406.986078780,87812,55
1530618406.998803050,87812,55
1530618407.011567013,90840,58
1530618407.024256989,89326,57
1530618407.036909142,87812,56
1530618407.049750791,86298,55
1530618407.062562918,84784,54
1530618407.075264188,83270,53
1530618407.087915105,81756,52
1530618407.100548038,80242,51
1530618407.113211536,78728,50
1530618407.125976284,75700,48
1530618407.138649624,74186,47
1530618407.151419325,72672,46
1530618407.164300178,71158,45
1530618407.177003300,72672,45
1530618407.189793647,71158,44
1530618407.202654306,75700,47
1530618407.215582320,74186,46
1530618407.228415457,78728,49
1530618407.240985227,77214,48
1530618407.253722866,78728,48
1530618407.266528725,77214,47
1530618407.279514082,84784,52
1530618407.292298252,83270,51
1530618407.305058484,87812,54
1530618407.317676596,86298,53
1530618407.330484466,90840,56
1530618407.343254113,89326,55
1530618407.356087968,86298,53
1530618407.368882087,84784,52
1530618407.381573897,83270,51
1530618407.394250367,81756,50
1530618407.407117901,81756,50
1530618407.419810923,78728,49
1530618407.432429140,78728,49
1530618407.445227691,75700,48
1530618407.457895583,74186,47
1530618407.470696165,72672,46
1530618407.483618468,71158,45
1530618407.496243981,72672,45
1530618407.509000820,71158,44
1530618407.521749223,75700,47
1530618407.534540029,74186,46
1530618407.547320015,78728,49
1530618407.560026964,77214,48
1530618407.572709107,81756,51
1530618407.585317215,80242,50
1530618407.598078642,83270,52
1530618407.610805551,87812,55
1530618407.623649157,86298,54
1530618407.636376159,90840,57
1530618407.649043527,89326,56
1530618407.661879226,87812,55
1530618407.674764163,86298,54
1530618407.687494159,84784,53
1530618407.700209535,83270,52
1530618407.712956535,81756,51
1530618407.725665966,80284,51
1530618407.738394831,78770,50
1530618407.751359672,78770,50
1530618407.763956799,75742,49
1530618407.776672752,74228,48
1530618407.789490870,71e3,47
1530618407.802263959,71200,46
1530618407.815048209,71e3,46
1530618407.827792236,71200,45
1530618407.840586450,71e3,46
1530618407.853326023,78812,51
1530618407.866109280,78812,51
1530618407.879035471,81840,54
1530618407.891768319,80326,53
1530618407.904455980,84868,56
1530618407.917092674,83354,55
1530618407.929754342,87896,58
1530618407.942436539,86382,57
1530618407.955255528,90924,60
1530618407.967838888,89410,59
1530618407.980572599,87896,58
1530618407.993366752,86382,57
1530618408.006266653,84868,56
1530618408.019089794,83354,55
1530618408.031826203,81840,54
1530618408.044531956,80326,53
1530618408.057093774,78812,52
1530618408.069753138,78812,52
1530618408.082560033,74270,50
1530618408.095292536,72756,49
1530618408.108136515,71242,48
1530618408.120818856,72756,48
1530618408.133607377,71242,47
1530618408.146326320,74e3,50
1530618408.159092970,74270,49
1530618408.171832296,78812,52
1530618408.184549546,77298,51
1530618408.197348202,81840,54
1530618408.210117710,80326,53
1530618408.222821263,84868,56
1530618408.235664638,83354,55
1530618408.248477907,87896,58
1530618408.261268263,86382,57
1530618408.274049397,87896,57
1530618408.286711320,86382,56
1530618408.299402297,90924,59
1530618408.312038694,89410,58
1530618408.324951256,86382,56
1530618408.337803051,84868,55
1530618408.350653275,83354,54
1530618408.363338085,81798,52
1530618408.375913803,81798,52
1530618408.388747002,78770,51
1530618408.401474075,77256,50
1530618408.414164707,75742,49
1530618408.427096629,74186,47
1530618408.439919910,72672,46
1530618408.452621920,71158,45
1530618408.465443034,72672,45
1530618408.478196939,71158,44
1530618408.490949569,75700,47
1530618408.503598872,74186,46
1530618408.516232656,78728,49
1530618408.528803098,77214,48
1530618408.541572319,81756,49
1530618408.554241363,80242,48
1530618408.567106505,84784,51
1530618408.579769456,81756,49
1530618408.592558128,86298,52
1530618408.605229915,90840,55
1530618408.618147001,89326,54
1530618408.630794819,87812,53
1530618408.643517697,86298,52
1530618408.656204602,84784,51
1530618408.668875320,83270,50
1530618408.681736491,81756,49
1530618408.694519959,81756,49
1530618408.707282314,78728,48
1530618408.719923491,77214,47
1530618408.732851809,75700,46
1530618408.745576374,74186,45
1530618408.758239868,72672,44
1530618408.771013867,71158,43
1530618408.783770000,72672,43
1530618408.796496907,71158,42
1530618408.809217051,75700,45
1530618408.822015469,72672,43
1530618408.834677188,77214,46
1530618408.847454501,81756,49
1530618408.860261442,80242,48
1530618408.872943078,80242,48
1530618408.885744508,78728,47
1530618408.898598111,87812,53
1530618408.911464397,86298,52
1530618408.924310015,90840,55
1530618408.937183701,89326,54
1530618408.949771832,87812,53
1530618408.962501750,87812,53
1530618408.975309309,84784,52
1530618408.987962474,83270,51
1530618409.000695352,81756,50
1530618409.013374664,80242,49
1530618409.026101728,78728,48
1530618409.039096448,78728,48
1530618409.051865080,75700,47
1530618409.064505037,72672,45
1530618409.077121843,71158,44
1530618409.089962213,72672,44
1530618409.102927081,71158,43
1530618409.115598944,75700,46
1530618409.128438636,74186,45
1530618409.141235085,78728,48
1530618409.153997985,78728,48
1530618409.166767071,81756,51
1530618409.179679461,81756,51
1530618409.192338315,84784,54
1530618409.205036237,83270,53
1530618409.217830620,87812,56
1530618409.230697741,86298,55
1530618409.243434614,90840,58
1530618409.256098283,89326,57
1530618409.268843455,87812,56
1530618409.281408282,86298,55
1530618409.294201203,83270,53
1530618409.306986043,81756,52
1530618409.319688660,80242,51
1530618409.332499413,78728,50
1530618409.345234889,78728,50
1530618409.358181328,75700,49
1530618409.370997717,74186,48
1530618409.383690631,72672,47
1530618409.396477783,71158,46
1530618409.409162346,68e3,45
1530618409.421820534,68130,44
1530618409.434643848,66616,43
1530618409.447337827,65102,42
1530618409.460244753,63588,41
1530618409.472823122,62074,40
1530618409.485485829,60560,39
1530618409.498201373,59046,38
1530618409.510915324,57532,37
1530618409.523742098,56018,36
1530618409.536451991,54504,35
1530618409.549120976,51476,33
1530618409.561688363,49962,32
1530618409.574529728,48448,31
1530618409.587486591,46934,30
1530618409.600105478,45420,29
1530618409.613038002,43906,28
1530618409.625827984,42392,27
1530618409.638556119,40878,26
1530618409.651400268,39364,25
1530618409.664171249,39364,25
1530618409.676932312,36336,24
1530618409.689547020,34e3,23
1530618409.702285255,33308,22
1530618409.715111826,31794,21
1530618409.727905605,30280,20
1530618409.740693262,28766,19
1530618409.753262764,27252,18
1530618409.766090153,25738,17
1530618409.778836651,22710,15
1530618409.791678127,21196,14
1530618409.804376033,19682,13
1530618409.817193449,18168,12
1530618409.829935828,16654,11
1530618409.842615938,15140,10
1530618409.855495168,13626,9
1530618409.868426825,12112,8
1530618409.881261087,10598,7
1530618409.894003542,9084,6
1530618409.906784672,7570,5
1530618409.919571589,6056,4
1530618409.932438535,4542,3
1530618409.945312486,4542,3
1530618409.958063119,4542,3
1530618409.970713771,4542,3
1530618409.983452592,4542,3
1530618409.996069913,4542,3
1530618410.008785853,4542,3
1530618410.021547708,4542,2
1530618410.034335596,6056,2
1530618410.047165000,9084,3
1530618410.059938967,6056,2
1530618410.072765498,9084,3
1530618410.085502809,9084,3
1530618410.098420135,9084,3
1530618410.111276954,9084,3
1530618410.123977670,9084,3
1530618410.136618809,6056,2
1530618410.149355305,6056,2
1530618410.162099146,4542,2
1530618410.174812519,6056,3
1530618410.187485295,4542,3
1530618410.200427469,4542,3
1530618410.213178832,4542,3
1530618410.225755784,4542,3
1530618410.238460240,4542,3
1530618410.251246586,3028,2
1530618410.263899773,4542,3
1530618410.276579838,6056,3
1530618410.289288653,4542,2
1530618410.302170004,6056,2
1530618410.314908472,9084,3
1530618410.327771202,6056,2
1530618410.340394032,9084,3
1530618410.353050052,9084,3
1530618410.365708201,9084,3
1530618410.378411348,9084,3
1530618410.391124139,9084,3
1530618410.403821245,6056,2
1530618410.416522761,6056,2
1530618410.429279831,4542,2
1530618410.441966798,6056,3
1530618410.454720934,4542,3
1530618410.467611659,4542,3
1530618410.480413131,4542,3
1530618410.492981294,4542,3
1530618410.505617029,4542,3
1530618410.518489647,4542,3
1530618410.531314437,4542,3
1530618410.544036875,6056,3
1530618410.556603731,4542,2
1530618410.569298330,4542,2
1530618410.582147381,7570,3
1530618410.594966059,7570,3
1530618410.607733540,6056,2
1530618410.620412856,9084,3
1530618410.633020692,9084,3
1530618410.645628480,9084,3
1530618410.658365048,9084,3
1530618410.671008056,9084,3
1530618410.683682306,6056,2
1530618410.696399279,6056,2
1530618410.709227583,4542,2
1530618410.721770539,6056,3
1530618410.734515031,4542,3
1530618410.747531907,4542,3
1530618410.760301144,4542,3
1530618410.773071155,4542,3
1530618410.785787730,4542,3
1530618410.798713870,4542,3
1530618410.811463889,4542,3
1530618410.824173094,6056,3
1530618410.836900588,4542,2
1530618410.849655213,6056,2
1530618410.862425545,9084,3
1530618410.875163279,6056,2
1530618410.887875591,9084,3
1530618410.900672462,9084,3
1530618410.913276052,9084,3
1530618410.925959196,9084,3
1530618410.938680932,9084,3
1530618410.951593470,6056,2
1530618410.964237087,6056,2
1530618410.976869735,4542,2
1530618410.989568470,6056,3
1530618411.002256170,4542,3
1530618411.015192049,4542,3
1530618411.027890548,4542,3
1530618411.040623666,4542,3
1530618411.053557582,4542,3
1530618411.066313188,4542,3
1530618411.079116735,4542,3
1530618411.091815051,6056,3
1530618411.104491936,4542,2
1530618411.117150230,7570,3
1530618411.129956038,7570,3
1530618411.142782989,7570,3
1530618411.155481701,9084,3
1530618411.168133430,9084,3
1530618411.180775581,9084,3
1530618411.193558237,12112,4
1530618411.206196906,9084,3
1530618411.219187427,9084,3
1530618411.231993777,6056,2
1530618411.244625672,4542,2
1530618411.257314321,6056,3
1530618411.270237082,4542,3
1530618411.283242555,4542,3
1530618411.295940072,4542,3
1530618411.308618956,4542,3
1530618411.321165816,4542,3
1530618411.333741247,4542,3
1530618411.346595863,4542,3
1530618411.359464488,4542,3
1530618411.372067243,6056,3
1530618411.384975882,7570,3
1530618411.397592552,6056,2
1530618411.410332937,9084,3
1530618411.423192092,9084,3
1530618411.435816994,9084,3
1530618411.448413967,9084,3
1530618411.461107459,12112,4
1530618411.474043684,9084,3
1530618411.486770956,6056,2
1530618411.499740881,6056,2
1530618411.512512297,4542,2
1530618411.525423769,6056,3
1530618411.538160431,4542,3
1530618411.550915978,4542,3
1530618411.563647531,4542,3
1530618411.576514655,4542,3
1530618411.589254536,4542,3
1530618411.602011905,4542,3
1530618411.614777777,4542,3
1530618411.627647292,4542,3
1530618411.640442328,6056,3
1530618411.653144741,6056,3
1530618411.665774236,7570,3
1530618411.678689492,7570,3
1530618411.691406294,7570,3
1530618411.704259722,9084,3
1530618411.716823648,6056,2
1530618411.729646421,9084,3
1530618411.742435885,9084,3
1530618411.755259893,9084,3
1530618411.767908284,6056,2
1530618411.780831901,6056,2
1530618411.793428724,4542,2
1530618411.806150672,6056,3
1530618411.818882211,4542,3
1530618411.831706408,4542,3
1530618411.844270397,4542,3
1530618411.856989575,4542,3
1530618411.869774930,4542,3
1530618411.882611100,4542,3
1530618411.895409791,4542,3
1530618411.908090049,4542,3
1530618411.920766108,6056,3
1530618411.933596173,7570,3
1530618411.946355099,6056,2
1530618411.959217819,6056,2
1530618411.972026842,9084,3
1530618411.984908567,6056,2
1530618411.997522780,9084,3
1530618412.010477264,9084,3
1530618412.023219892,9084,3
1530618412.035934239,6056,2
1530618412.048703216,6056,2
1530618412.061340798,4542,2
1530618412.074259163,6056,3
1530618412.087078252,4542,3
1530618412.099766745,4542,3
1530618412.112509163,4542,3
1530618412.125404693,4542,3
1530618412.138204886,4542,3
1530618412.150994248,4542,3
1530618412.163753548,4542,3
1530618412.176455597,4542,3
1530618412.189129782,4542,2
1530618412.201875959,4542,2
1530618412.214615597,7570,3
1530618412.227304007,7570,3
1530618412.239983535,6056,2
1530618412.252832156,9084,3
1530618412.265584851,9084,3
1530618412.278398476,9084,3
1530618412.291196592,9084,3
1530618412.303812252,9084,3
1530618412.316613433,6056,2
1530618412.329272979,6056,2
1530618412.341937123,4542,2
1530618412.354828654,6056,3
1530618412.367526918,4542,3
1530618412.380370662,4542,3
1530618412.393173109,4542,3
1530618412.405839487,4542,3
1530618412.418561629,4542,3
1530618412.431334796,3028,2
1530618412.444056950,4542,3
1530618412.456632744,6056,3
1530618412.469414828,4542,2
1530618412.482174721,6056,2
1530618412.494933940,9084,3
1530618412.507874564,6056,2
1530618412.520585443,9084,3
1530618412.533250990,9084,3
1530618412.546104920,9084,3
1530618412.558816974,9084,3
1530618412.571488601,9084,3
1530618412.584313555,6056,2
1530618412.596990972,6056,2
1530618412.609679895,4542,2
1530618412.622482470,6056,3
1530618412.635411693,4542,3
1530618412.648097172,4542,3
1530618412.660704338,4542,3
1530618412.673453452,4542,3
1530618412.686108454,4542,3
1530618412.698952228,4542,3
1530618412.711724464,4542,3
1530618412.724390797,6056,3
1530618412.737122457,4542,2
1530618412.749857470,4542,2
1530618412.762535440,6056,3
1530618412.775512992,4542,3
1530618412.788293893,4542,3
1530618412.801007616,4542,3
1530618412.813643325,4542,3
1530618412.826403961,4542,3
1530618412.839195969,4542,3
1530618412.851807617,4542,3
1530618412.864555489,4542,3
1530618412.877382638,4542,3
1530618412.890150751,4542,3
1530618412.902829863,4542,3
1530618412.915518898,4542,3
1530618412.928225009,4542,3
1530618412.940861490,4542,3
1530618412.953681662,4542,3
1530618412.966311443,4542,3
1530618412.979048441,4542,3
1530618412.991828563,4542,3
1530618413.004510441,4542,3
1530618413.017316401,4542,3
1530618413.030169369,4542,3
1530618413.042952055,4542,3
1530618413.055672873,4542,3
1530618413.068307852,4542,3
1530618413.080968821,4542,3
1530618413.093618103,4542,3
1530618413.106502421,4542,3
1530618413.119242685,4542,3
1530618413.131908791,4542,3
1530618413.144799789,6056,4
1530618413.157535362,6056,4
1530618413.170299436,6056,3
1530618413.183254986,4542,2
1530618413.195974637,6056,2
1530618413.208562828,9084,3
1530618413.221273527,6056,2
1530618413.234104791,9084,3
1530618413.246854991,9084,3
1530618413.259673335,9084,3
1530618413.272569573,10598,4
1530618413.285411873,10598,4
1530618413.298264730,10598,4
1530618413.311228509,13626,5
1530618413.323866105,10598,4
1530618413.336728727,12112,4
1530618413.349341260,15140,5
1530618413.362108542,12112,4
1530618413.374772293,13626,5
1530618413.387479493,12112,5
1530618413.400178232,13626,6
1530618413.412939294,10598,5
1530618413.425652774,9084,5
1530618413.438539431,12112,7
1530618413.451474815,10598,7
1530618413.464173074,10598,7
