ts,rto,rtt,rttvar,s,pmtu,rcvs,advs,cwnd,bytes_acked,segs_out,segs_in,data_segs_out,bbr_bw,bbr_min_rtt,bbr_pacing_gain,bbr_cwnd_gain,send,pacing_rate,delivery_rate,busy
1530623375.264218839,204,0.852,1.387,1448,1500,536,1448,11,38,3,2,1,2.1e6,0.196,2.88672,2.88672,149.6e6,1767.4e6,2.1e6,4
1530623375.275948609,204,0.852,1.387,1448,1500,536,1448,11,38,3,2,1,2.1e6,0.196,2.88672,2.88672,149.6e6,1767.4e6,2.1e6,4
1530623375.286923578,204,0.852,1.387,1448,1500,536,1448,11,38,3,2,1,2.1e6,0.196,2.88672,2.88672,149.6e6,1767.4e6,2.1e6,4
1530623375.297713866,204,0.852,1.387,1448,1500,536,1448,11,38,3,2,1,2.1e6,0.196,2.88672,2.88672,149.6e6,1767.4e6,2.1e6,4
1530623375.308595358,204,0.948,0.427,1448,1500,536,1448,21,53614,98,39,95,96.9e6,0,1.25,2,256.6e6,125.5e6,69.9e6,12
1530623375.319439219,204,0.715,0.412,1448,1500,536,1448,8,108638,154,118,151,66.6e6,0,1,2,129.6e6,69.0e6,44.2e6,24
1530623375.330368382,204,0.407,0.348,1448,1500,536,1448,15,139046,218,172,215,66.6e6,0,1,2,426.9e6,69.0e6,45.5e6,36
1530623375.341114664,204,0.929,0.438,1448,1500,536,1448,12,139046,277,193,274,66.6e6,0,1,2,149.6e6,69.0e6,24.4e6,44
1530623375.352113343,204,1.775,1.589,1448,1500,536,1448,16,139046,324,205,321,66.6e6,0,1,2,104.4e6,69.0e6,34.0e6,56
1530623375.362911886,204,2.515,2.672,1448,1500,536,1448,12,139046,338,207,335,66.6e6,0,1,2,55.3e6,69.0e6,4.5e6,68
1530623375.373803016,204,2.515,2.672,1448,1500,536,1448,12,139046,338,207,335,66.6e6,0,1,2,55.3e6,69.0e6,4.5e6,80
1530623375.384879328,204,2.515,2.672,1448,1500,536,1448,12,139046,338,207,335,66.6e6,0,1,2,55.3e6,69.0e6,4.5e6,88
1530623375.395961297,204,2.515,2.672,1448,1500,536,1448,12,139046,338,207,335,66.6e6,0,1,2,55.3e6,69.0e6,4.5e6,100
1530623375.406785578,204,2.515,2.672,1448,1500,536,1448,12,139046,338,207,335,66.6e6,0,1,2,55.3e6,69.0e6,4.5e6,112
1530623375.417632320,204,2.515,2.672,1448,1500,536,1448,12,139046,338,207,335,66.6e6,0,1,2,55.3e6,69.0e6,4.5e6,124
1530623375.428360760,204,2.515,2.672,1448,1500,536,1448,12,139046,338,207,335,66.6e6,0,1,2,55.3e6,69.0e6,4.5e6,132
1530623375.439603376,204,2.515,2.672,1448,1500,536,1448,12,139046,338,207,335,66.6e6,0,1,2,55.3e6,69.0e6,4.5e6,144
1530623375.450258373,204,2.515,2.672,1448,1500,536,1448,12,139046,338,207,335,66.6e6,0,1,2,55.3e6,69.0e6,4.5e6,156
1530623375.461451969,204,2.515,2.672,1448,1500,536,1448,12,139046,338,207,335,66.6e6,0,1,2,55.3e6,69.0e6,4.5e6,164
1530623375.472259181,204,2.515,2.672,1448,1500,536,1448,12,139046,338,207,335,66.6e6,0,1,2,55.3e6,69.0e6,4.5e6,176
1530623375.483193870,204,2.515,2.672,1448,1500,536,1448,12,139046,338,207,335,66.6e6,0,1,2,55.3e6,69.0e6,4.5e6,188
1530623375.494027905,204,2.515,2.672,1448,1500,536,1448,12,139046,338,207,335,66.6e6,0,1,2,55.3e6,69.0e6,4.5e6,200
1530623375.504883108,204,2.515,2.672,1448,1500,536,1448,12,139046,338,207,335,66.6e6,0,1,2,55.3e6,69.0e6,4.5e6,208
1530623375.516142018,204,2.515,2.672,1448,1500,536,1448,12,139046,338,207,335,66.6e6,0,1,2,55.3e6,69.0e6,4.5e6,220
1530623375.527089641,204,2.515,2.672,1448,1500,536,1448,12,139046,338,207,335,66.6e6,0,1,2,55.3e6,69.0e6,4.5e6,232
1530623375.538012923,408,2.515,2.672,1448,1500,536,1448,1,139046,339,207,336,66.6e6,0,1,2,4.6e6,69.0e6,4.5e6,244
1530623375.548686784,204,3.022,3.06,1448,1500,536,1448,5,309910,371,215,368,66.6e6,0,1,2,19.2e6,69.0e6,13.3e6,252
1530623375.559664699,204,2.601,0.484,1448,1500,536,1448,32,382310,479,272,476,183.9e6,0,1,2,142.5e6,190.5e6,60.1e6,264
