ts,in_queue.size, in_queue.number
1530623373.198404751,0,0
1530623373.211527467,0,0
1530623373.224149969,0,0
1530623373.236931160,0,0
1530623373.249614598,0,0
1530623373.262506820,0,0
1530623373.275152449,0,0
1530623373.287852826,0,0
1530623373.300643728,0,0
1530623373.313238375,0,0
1530623373.326037361,0,0
1530623373.338821210,0,0
1530623373.351687011,0,0
1530623373.364354939,0,0
1530623373.377202013,0,0
1530623373.390102358,0,0
1530623373.403044036,0,0
1530623373.415761595,0,0
1530623373.428584175,0,0
1530623373.441433030,0,0
1530623373.454171962,0,0
1530623373.466937474,0,0
1530623373.479638535,0,0
1530623373.492245376,0,0
1530623373.504981135,0,0
1530623373.517877057,0,0
1530623373.530564056,0,0
1530623373.543238447,0,0
1530623373.555885218,0,0
1530623373.568541425,0,0
1530623373.581253461,0,0
1530623373.594080392,0,0
1530623373.606833205,0,0
1530623373.619768731,0,0
1530623373.632528936,0,0
1530623373.645193722,0,0
1530623373.657927442,0,0
1530623373.670760097,0,0
1530623373.683682707,0,0
1530623373.696358683,0,0
1530623373.709057050,0,0
1530623373.721726269,0,0
1530623373.734415892,0,0
1530623373.747272851,0,0
1530623373.759925340,0,0
1530623373.772552725,0,0
1530623373.785357214,0,0
1530623373.797959981,0,0
1530623373.810811556,0,0
1530623373.823626919,0,0
1530623373.836190998,0,0
1530623373.848908360,0,0
1530623373.861522460,0,0
1530623373.874284308,0,0
1530623373.886952913,0,0
1530623373.899807243,0,0
1530623373.912483694,0,0
1530623373.925153946,0,0
1530623373.937964850,0,0
1530623373.950629102,0,0
1530623373.963371768,0,0
1530623373.976035061,0,0
1530623373.988800441,0,0
1530623374.001598345,0,0
1530623374.014293992,0,0
1530623374.027142674,0,0
1530623374.040263583,0,0
1530623374.052976693,0,0
1530623374.065844921,0,0
1530623374.078481718,0,0
1530623374.091323109,0,0
1530623374.103937748,0,0
1530623374.116580198,0,0
1530623374.129206656,0,0
1530623374.142023026,0,0
1530623374.154865064,0,0
1530623374.167702030,0,0
1530623374.180485224,0,0
1530623374.193368772,0,0
1530623374.206063718,0,0
1530623374.218835048,0,0
1530623374.231468499,0,0
1530623374.244351740,0,0
1530623374.257044283,0,0
1530623374.269678734,0,0
1530623374.282471761,0,0
1530623374.295062150,0,0
1530623374.307904576,0,0
1530623374.320634314,0,0
1530623374.333454714,0,0
1530623374.346112717,0,0
1530623374.358795362,0,0
1530623374.371605856,0,0
1530623374.384119287,0,0
1530623374.396788637,0,0
1530623374.409572817,0,0
1530623374.422286564,0,0
1530623374.435010885,0,0
1530623374.447821024,0,0
1530623374.460468377,0,0
1530623374.473073928,0,0
1530623374.485698294,0,0
1530623374.498583390,0,0
1530623374.511347270,0,0
1530623374.523930426,0,0
1530623374.536683575,0,0
1530623374.549380463,0,0
1530623374.562036424,0,0
1530623374.574742207,0,0
1530623374.587455926,0,0
1530623374.600168909,0,0
1530623374.612815431,0,0
1530623374.625472262,0,0
1530623374.638188471,0,0
1530623374.650809257,0,0
1530623374.663562136,0,0
1530623374.676159559,0,0
1530623374.689000775,0,0
1530623374.701689879,0,0
1530623374.714380179,0,0
1530623374.727254451,0,0
1530623374.739809881,0,0
1530623374.752469221,0,0
1530623374.765111593,0,0
1530623374.777910371,0,0
1530623374.790514592,0,0
1530623374.803242990,0,0
1530623374.815852887,0,0
1530623374.828467507,0,0
1530623374.841069764,0,0
1530623374.853784022,0,0
1530623374.866712979,0,0
1530623374.879561275,0,0
1530623374.892299883,0,0
1530623374.905039419,0,0
1530623374.917877363,0,0
1530623374.930671930,0,0
1530623374.943517486,0,0
1530623374.956091808,0,0
1530623374.968940812,0,0
1530623374.981786245,0,0
1530623374.994389611,0,0
1530623375.007193507,0,0
1530623375.019885463,0,0
1530623375.032631702,0,0
1530623375.045293260,0,0
1530623375.058145857,0,0
1530623375.070791391,0,0
1530623375.083391524,0,0
1530623375.095909144,0,0
1530623375.108687773,0,0
1530623375.121482430,0,0
1530623375.134056313,0,0
1530623375.146921800,0,0
1530623375.159552650,0,0
1530623375.172146574,0,0
1530623375.184780843,0,0
1530623375.197389071,0,0
1530623375.210141335,0,0
1530623375.223123897,0,0
1530623375.235758735,0,0
1530623375.248325925,0,0
1530623375.261020488,0,0
1530623375.273765476,0,0
1530623375.286416105,0,0
1530623375.299261063,0,0
1530623375.311889825,0,0
1530623375.324512660,0,0
1530623375.337233972,0,0
1530623375.349906205,70,1
1530623375.362563496,0,0
1530623375.375264722,0,0
1530623375.388040390,0,0
1530623375.400563833,0,0
1530623375.413160493,0,0
1530623375.425961304,0,0
1530623375.438658157,0,0
1530623375.451350806,66,1
1530623375.464128406,24290,15
1530623375.476887539,16654,11
1530623375.489640024,15140,10
1530623375.502348793,12112,8
1530623375.515198333,10598,5
1530623375.527870096,0,0
1530623375.540619140,0,0
1530623375.553360377,0,0
1530623375.566120081,0,0
1530623375.578792100,0,0
1530623375.591582400,0,0
1530623375.604289088,0,0
1530623375.617025086,0,0
1530623375.629649175,0,0
1530623375.642556839,0,0
1530623375.655441209,0,0
1530623375.668121299,0,0
1530623375.680884647,0,0
1530623375.693794754,1514,1
1530623375.706549620,13626,9
1530623375.719459133,27252,18
1530623375.732203509,27252,19
1530623375.745026787,22710,13
1530623375.757748981,13626,9
1530623375.770595373,22710,15
1530623375.783407737,10598,5
1530623375.796099811,28766,19
1530623375.808737027,28766,17
1530623375.821350852,18168,12
1530623375.834090234,21196,14
1530623375.846803251,31794,18
1530623375.859533050,31794,18
1530623375.872123548,16654,11
1530623375.884728143,18168,12
1530623375.897393367,27252,17
1530623375.910071373,19682,12
1530623375.922782580,24224,14
1530623375.935346605,28766,17
1530623375.947844953,27252,16
1530623375.960342919,25738,15
1530623375.973053432,24224,15
1530623375.985464392,21196,12
1530623375.998071296,19682,11
1530623376.010824558,15140,10
1530623376.023355193,36336,22
1530623376.035822561,33308,20
1530623376.048388702,33308,19
1530623376.060860727,0,0
1530623376.073364510,0,0
1530623376.085848935,0,0
1530623376.098309233,0,0
1530623376.110869084,0,0
1530623376.123312004,0,0
1530623376.135854390,0,0
1530623376.148538320,0,0
1530623376.161014682,0,0
1530623376.173742982,0,0
1530623376.186318055,0,0
