ts,rto,rtt,rttvar,mss,pmtu,rcvmss,advmss,cwnd,bytes_acked,segs_out,segs_in,data_segs_out,bbr_bw,bbr_min_rtt,bbr_pacing_gain,bbr_cwnd_gain,send,pacing_rate,delivery_rate,busy
1531202585.360772849,216,14.052,5.32,1448,1500,536,1448,11,38,3,2,1,811.3e3,14.021,2.88672,2.88672,9.1e6,24.7e6,811.8e3,16
1531202585.381346220,216,14.052,5.32,1448,1500,536,1448,11,38,3,2,1,811.3e3,14.021,2.88672,2.88672,9.1e6,24.7e6,811.8e3,16
1531202585.403611412,216,14.495,3.671,1448,1500,536,1448,9,2934,19,4,17,4.4e6,12.502,2.88672,2.88672,7.2e6,24.7e6,4.4e6,36
1531202585.424329392,216,13.11,3.657,1448,1500,536,1448,12,15966,36,12,33,7.0e6,4.594,2.88672,2.88672,10.6e6,24.7e6,7.0e6,56
1531202585.446116735,212,10.015,2.741,1448,1500,536,1448,13,44926,76,27,73,16.1e6,3.006,2.88672,2.88672,15.0e6,48.0e6,14.0e6,76
1531202585.467884175,212,9.998,3.079,1448,1500,536,1448,16,84022,102,40,99,16.1e6,3.006,2.88672,2.88672,18.5e6,48.3e6,16.2e6,100
1531202585.484831332,212,9.909,2.488,1448,1500,536,1448,16,84022,106,46,103,16.1e6,3.006,1,2,18.7e6,16.7e6,3.8e6,116
1531202585.504005260,216,13.385,4.994,1448,1500,536,1448,16,123118,127,55,124,16.1e6,3.006,1.25,2,13.8e6,20.9e6,10.9e6,136
1531202585.526652701,220,16.47,6.691,1448,1500,536,1448,16,141942,143,61,140,16.1e6,3.006,1,2,11.3e6,16.7e6,10.6e6,156
1531202585.544977185,220,19.186,5.069,1448,1500,536,1448,16,157870,157,70,154,16.1e6,3.006,1,2,9.7e6,16.7e6,6.7e6,176
1531202585.567678690,224,22.338,5.111,1448,1500,536,1448,16,199862,175,80,172,16.1e6,3.006,1.25,2,8.3e6,20.9e6,10.4e6,200
1531202585.585423521,220,19.182,4.047,1448,1500,536,1448,12,220134,191,89,188,16.1e6,2.07,1,2,7.2e6,16.7e6,7.7e6,216
1531202585.606005475,216,15.829,4.484,1448,1500,536,1448,10,225926,203,98,200,10.9e6,2.07,1,2,7.3e6,11.3e6,6.7e6,236
1531202585.626538783,216,15.526,3.64,1448,1500,536,1448,10,240406,213,103,210,10.9e6,2.07,1,2,7.5e6,11.3e6,5.6e6,260
1531202585.648038148,220,19.978,8.811,1448,1500,536,1448,10,257782,226,109,223,10.4e6,2.07,1,2,5.8e6,10.8e6,2.2e6,280
1531202585.670403696,224,21.117,5.484,1448,1500,536,1448,10,273710,237,115,234,10.4e6,2.07,1.25,2,5.5e6,13.5e6,4.0e6,300
1531202585.693327173,224,21.675,5.143,1448,1500,536,1448,10,289638,247,120,244,10.4e6,2.07,1,2,5.3e6,10.8e6,4.8e6,324
