ts,rto,rtt,rttvar,s,pmtu,rcvs,advs,cwnd,bytes_acked,segs_out,segs_in,data_segs_out,bbr_bw,bbr_min_rtt,bbr_pacing_gain,bbr_cwnd_gain,send,pacing_rate,delivery_rate,busy
1530568199.445277868,212,9.873,7.75,1448,1500,536,1448,11,38,3,2,1,423.9e3,7.383,2.88672,2.88672,12.9e6,46.9e6,424.2e3,28
1530568199.456450098,212,8.666,7.809,1448,1500,536,1448,13,2934,18,3,16,106.8e6,0.217,2.88672,2.88672,17.4e6,319.3e6,106.8e6,28
1530568199.467620083,212,8.895,6.315,1448,1500,536,1448,12,2934,19,4,17,106.8e6,0.217,2.88672,2.88672,15.6e6,319.3e6,1.0e6,40
1530568199.478591320,212,8.895,6.315,1448,1500,536,1448,12,2934,19,4,17,106.8e6,0.217,2.88672,2.88672,15.6e6,319.3e6,1.0e6,52
1530568199.490004057,212,8.895,6.315,1448,1500,536,1448,12,2934,23,4,21,106.8e6,0.217,2.88672,2.88672,15.6e6,319.3e6,1.0e6,64
1530568199.501054120,216,12.678,12.301,1448,1500,536,1448,8,2934,26,6,24,106.8e6,0.217,2.88672,2.88672,7.3e6,319.3e6,1.2e6,72
1530568199.511906741,216,12.678,12.301,1448,1500,536,1448,7,2934,28,7,26,106.8e6,0.217,2.88672,2.88672,6.4e6,319.3e6,1.1e6,84
1530568199.523088692,216,12.678,12.301,1448,1500,536,1448,7,2934,28,7,26,106.8e6,0.217,2.88672,2.88672,6.4e6,319.3e6,1.1e6,96
1530568199.533937681,216,12.678,12.301,1448,1500,536,1448,7,2934,32,9,30,106.8e6,0.217,2.88672,2.88672,6.4e6,319.3e6,887.6e3,108
1530568199.545048807,216,12.678,12.301,1448,1500,536,1448,7,2934,32,9,30,106.8e6,0.217,2.88672,2.88672,6.4e6,319.3e6,887.6e3,116
1530568199.555850158,216,12.678,12.301,1448,1500,536,1448,5,2934,34,10,32,106.8e6,0.217,2.88672,2.88672,4.6e6,319.3e6,318.0e3,128
1530568199.566926576,216,12.678,12.301,1448,1500,536,1448,5,2934,34,10,32,106.8e6,0.217,2.88672,2.88672,4.6e6,319.3e6,318.0e3,140
1530568199.579124039,228,26.343,36.556,1448,1500,536,1448,7,4382,38,11,36,106.8e6,0.217,1,2,3.1e6,110.6e6,860.5e3,152
1530568199.590809744,228,26.343,36.556,1448,1500,536,1448,8,4382,41,13,38,106.8e6,0.217,1,2,3.5e6,110.6e6,957.3e3,164
1530568199.602121601,260,40.05,54.832,1448,1500,536,1448,9,14518,43,14,40,106.8e6,0.217,1,2,2.6e6,110.6e6,1.1e6,176
1530568199.613281749,260,40.05,54.832,1448,1500,536,1448,10,14518,44,15,41,106.8e6,0.217,1,2,2.9e6,110.6e6,1.1e6,184
1530568199.624287718,344,55.169,71.361,1448,1500,536,1448,14,21758,49,16,46,106.8e6,0.217,1,2,2.9e6,110.6e6,1.2e6,196
1530568199.635419801,344,55.169,71.361,1448,1500,536,1448,15,21758,50,17,47,106.8e6,0.217,1.25,2,3.1e6,138.2e6,1.2e6,208
1530568199.646634239,344,55.169,71.361,1448,1500,536,1448,16,21758,51,18,48,106.8e6,0.217,1.25,2,3.4e6,138.2e6,1.2e6,220
1530568199.657732959,344,55.169,71.361,1448,1500,536,1448,16,21758,51,18,48,106.8e6,0.217,1.25,2,3.4e6,138.2e6,1.2e6,232
1530568199.668984317,344,55.169,71.361,1448,1500,536,1448,16,21758,51,18,48,106.8e6,0.217,1.25,2,3.4e6,138.2e6,1.2e6,240
1530568199.680131690,344,55.169,71.361,1448,1500,536,1448,17,21758,52,19,49,106.8e6,0.217,1.25,2,3.6e6,138.2e6,1.2e6,252
1530568199.691346170,344,55.169,71.361,1448,1500,536,1448,19,21758,54,21,51,106.8e6,0.217,1.25,2,4.0e6,138.2e6,1.2e6,264
1530568199.702468111,344,55.169,71.361,1448,1500,536,1448,20,21758,55,22,52,106.8e6,0.217,1.25,2,4.2e6,138.2e6,1.2e6,276
1530568199.713299875,344,55.169,71.361,1448,1500,536,1448,20,21758,55,22,52,106.8e6,0.217,1.25,2,4.2e6,138.2e6,1.2e6,284
1530568199.724159075,344,55.169,71.361,1448,1500,536,1448,20,21758,55,22,52,106.8e6,0.217,1.25,2,4.2e6,138.2e6,1.2e6,296
1530568199.735479220,344,55.169,71.361,1448,1500,536,1448,20,21758,55,22,52,106.8e6,0.217,1.25,2,4.2e6,138.2e6,1.2e6,308
1530568199.746550518,344,55.169,71.361,1448,1500,536,1448,22,21758,57,24,54,106.8e6,0.217,1.25,2,4.6e6,138.2e6,1.2e6,320
1530568199.757417870,344,55.169,71.361,1448,1500,536,1448,23,21758,58,25,55,106.8e6,0.217,1.25,2,4.8e6,138.2e6,1.2e6,328
1530568199.771510871,344,55.169,71.361,1448,1500,536,1448,24,21758,59,26,56,106.8e6,0.217,1.25,2,5.0e6,138.2e6,1.2e6,344
1530568199.782559160,344,55.169,71.361,1448,1500,536,1448,25,21758,60,27,57,106.8e6,0.217,1.25,2,5.2e6,138.2e6,1.2e6,356
1530568199.793967136,344,55.169,71.361,1448,1500,536,1448,26,21758,61,28,58,106.8e6,0.217,1.25,2,5.5e6,138.2e6,1.2e6,368
1530568199.804812104,460,76.009,95.202,1448,1500,536,1448,25,21758,62,29,59,106.8e6,0.217,0.75,2,3.8e6,82.9e6,887.5e3,376
1530568199.815679238,596,102.008,123.399,1448,1500,536,1448,27,23206,64,30,61,106.8e6,0.217,1,2,3.1e6,110.6e6,52.2e3,388
1530568199.826701062,596,102.008,123.399,1448,1500,536,1448,27,23206,64,30,61,106.8e6,0.217,1,2,3.1e6,110.6e6,52.2e3,400
1530568199.837568686,596,102.008,123.399,1448,1500,536,1448,27,23206,64,30,61,106.8e6,0.217,1,2,3.1e6,110.6e6,52.2e3,408
1530568199.848498778,596,102.008,123.399,1448,1500,536,1448,27,23206,64,30,61,106.8e6,0.217,1,2,3.1e6,110.6e6,52.2e3,420
1530568199.859793732,668,123.49,135.513,1448,1500,536,1448,24,23206,66,31,63,106.8e6,0.217,1,2,2.3e6,110.6e6,803.7e3,432
1530568199.870880390,668,123.49,135.513,1448,1500,536,1448,24,23206,66,31,63,106.8e6,0.217,1,2,2.3e6,110.6e6,803.7e3,444
1530568199.881757164,668,123.49,135.513,1448,1500,536,1448,24,23206,66,31,63,106.8e6,0.217,1,2,2.3e6,110.6e6,803.7e3,456
1530568199.892846931,720,144.52,143.696,1448,1500,536,1448,27,23206,74,33,71,106.8e6,0.217,1,2,2.2e6,110.6e6,169.1e3,464
1530568199.903988898,740,161.34,141.411,1448,1500,536,1448,28,23206,76,35,73,106.8e6,0.217,1,2,2.0e6,110.6e6,871.7e3,476
1530568199.915403828,740,161.34,141.411,1448,1500,536,1448,11,23206,78,36,75,106.8e6,0.217,1,2,789.8e3,110.6e6,775.4e3,488
1530568199.926587849,756,179.089,141.555,1448,1500,536,1448,12,23206,79,37,76,106.8e6,0.217,1,2,776.2e3,110.6e6,878.3e3,500
1530568199.937569973,756,179.089,141.555,1448,1500,536,1448,12,23206,79,37,76,106.8e6,0.217,1,2,776.2e3,110.6e6,878.3e3,508
1530568199.948806773,756,179.089,141.555,1448,1500,536,1448,12,23206,79,37,76,106.8e6,0.217,1,2,776.2e3,110.6e6,878.3e3,520
1530568199.959900756,756,179.089,141.555,1448,1500,536,1448,13,23206,80,38,77,106.8e6,0.217,1.25,2,840.9e3,138.2e6,878.3e3,532
1530568199.971052232,836,204.828,157.644,1448,1500,536,1448,6,34790,86,40,83,106.8e6,0.217,0.75,2,339.3e3,82.9e6,101.8e3,544
1530568199.981928030,860,224.724,158.026,1448,1500,536,1448,7,43478,88,42,85,106.8e6,0.217,1,2,360.8e3,110.6e6,953.1e3,556
1530568199.993097535,876,240.634,150.339,1448,1500,536,1448,8,44926,90,43,87,106.8e6,0.217,1,2,385.1e3,110.6e6,836.7e3,564
1530568200.004312021,876,240.634,150.339,1448,1500,536,1448,8,44926,90,43,87,106.8e6,0.217,1,2,385.1e3,110.6e6,836.7e3,576
1530568200.015634509,876,240.634,150.339,1448,1500,536,1448,8,44926,90,43,87,106.8e6,0.217,1,2,385.1e3,110.6e6,836.7e3,588
1530568200.026484619,876,240.634,150.339,1448,1500,536,1448,8,44926,90,43,87,106.8e6,0.217,1,2,385.1e3,110.6e6,836.7e3,600
1530568200.037585696,884,251.496,134.479,1448,1500,536,1448,4,46374,92,46,89,1.2e6,0.217,1,2,184.2e3,1.2e6,395.2e3,608
1530568200.048476414,900,264.559,126.986,1448,1500,536,1448,4,50718,92,47,89,1.2e6,0.217,1,2,175.1e3,1.2e6,591.6e3,620
1530568200.059437036,904,270.795,107.71,1448,1500,536,1448,5,52166,92,48,89,1.2e6,0.217,1.25,2,213.9e3,1.5e6,994.7e3,632
1530568200.070510416,904,270.795,107.71,1448,1500,536,1448,5,52166,92,48,89,1.2e6,0.217,1.25,2,213.9e3,1.5e6,994.7e3,644
1530568200.081493984,904,270.795,107.71,1448,1500,536,1448,5,52166,92,48,89,1.2e6,0.217,1.25,2,213.9e3,1.5e6,994.7e3,652
1530568200.092818965,920,287.096,89.188,1448,1500,536,1448,4,56510,92,51,89,1.2e6,0.217,1,2,161.4e3,1.2e6,973.2e3,664
