ts,in_queue(size), in_queue(number)
1530220463.720357032,1584,24
1530220463.733105218,1518,23
1530220463.745755700,1518,23
1530220463.758520079,1518,23
1530220463.771469575,1518,23
1530220463.784298642,1518,23
1530220463.796877042,1518,23
1530220463.809530545,1518,23
1530220463.822370109,1518,23
1530220463.835325841,1518,23
1530220463.847946455,1452,22
1530220463.860760472,1518,23
1530220463.873397412,1518,23
1530220463.886279153,1452,22
1530220463.899131655,1518,23
1530220463.911936615,1584,24
1530220463.924819042,1518,23
1530220463.937699094,1518,23
1530220463.950416215,1452,22
1530220463.963323878,1518,23
1530220463.976025310,1650,25
1530220463.988872937,1584,24
1530220464.001644073,1584,24
1530220464.014447621,1518,23
1530220464.027237890,1584,24
1530220464.040064387,1650,25
1530220464.052641132,1584,24
1530220464.065489168,1584,24
1530220464.078248680,1584,24
1530220464.091022812,1518,23
1530220464.103742385,1584,24
1530220464.116330099,1584,24
1530220464.129006673,1518,23
1530220464.141657981,1650,25
1530220464.154289245,1716,26
1530220464.166975144,1584,24
1530220464.179676125,1584,24
1530220464.192323873,1584,24
1530220464.204925622,1584,24
1530220464.217609478,1452,22
1530220464.230409510,1650,25
1530220464.243222252,1584,24
1530220464.256050940,1584,24
1530220464.268932118,1584,24
1530220464.281542547,1584,24
1530220464.294416688,1584,24
1530220464.307240635,1650,25
1530220464.319994513,1650,25
1530220464.332796237,1584,24
1530220464.345455698,1518,23
1530220464.358045263,1518,23
1530220464.370840743,1584,24
1530220464.383648400,1584,24
1530220464.396216252,1518,23
1530220464.408829895,1518,23
1530220464.421642785,1518,23
1530220464.434471065,1584,24
1530220464.447293307,1518,23
1530220464.459915208,1518,23
1530220464.472543235,1518,23
1530220464.485201775,1584,24
1530220464.497988175,1584,24
1530220464.510915677,1584,24
1530220464.523699732,1518,23
1530220464.536446748,1584,24
1530220464.549014338,1650,25
1530220464.561741281,1650,25
1530220464.574535270,1716,26
1530220464.587489457,1650,25
1530220464.600080257,1584,24
1530220464.612712338,1584,24
1530220464.625480516,1584,24
1530220464.638354872,1452,22
1530220464.651135440,1518,23
1530220464.663971364,1518,23
1530220464.676550895,1518,23
1530220464.689337661,1584,24
1530220464.702114493,1518,23
1530220464.714877985,1452,22
1530220464.727594189,1518,23
1530220464.740159965,1518,23
1530220464.752772366,1452,22
1530220464.765560586,1584,24
1530220464.778553349,1584,24
1530220464.791376561,1518,23
1530220464.804009875,1584,24
1530220464.816833136,1650,25
1530220464.829734770,1650,25
1530220464.842543600,1584,24
1530220464.855217958,1452,22
1530220464.867975055,1584,24
1530220464.880672226,1518,23
1530220464.893273202,1452,22
1530220464.906040799,1518,23
1530220464.918888074,1584,24
1530220464.931496991,1518,23
1530220464.944158379,1584,24
1530220464.956788557,1584,24
1530220464.969441159,1650,25
1530220464.982219926,1650,25
1530220464.995155858,1518,23
1530220465.008069703,1518,23
1530220465.020711714,1518,23
1530220465.033517502,1584,24
1530220465.046160594,1650,25
1530220465.059011847,1650,25
1530220465.071714334,1518,23
1530220465.084323898,1452,22
1530220465.097005938,1518,23
1530220465.109877820,1518,23
1530220465.122522870,1584,24
1530220465.135204990,1584,24
1530220465.147940859,1584,24
1530220465.160723736,1518,23
1530220465.173364898,1584,24
1530220465.186319577,1584,24
1530220465.199257900,1518,23
1530220465.212000939,1584,24
1530220465.224605355,1584,24
1530220465.237300565,1518,23
1530220465.250152257,1650,25
1530220465.262898863,1650,25
1530220465.275772096,1518,23
1530220465.288484245,1650,25
1530220465.301039311,1650,25
1530220465.313720436,1650,25
1530220465.326477104,1650,25
1530220465.339166247,1518,23
1530220465.351987194,1518,23
1530220465.364736918,1584,24
1530220465.377445540,1716,26
1530220465.390240416,1650,25
1530220465.403194144,1584,24
1530220465.415901705,1518,23
1530220465.428672019,1452,22
1530220465.441342338,1518,23
1530220465.454155610,1518,23
1530220465.467114942,1518,23
1530220465.479821840,1584,24
1530220465.492510660,1584,24
1530220465.505213087,1650,25
1530220465.517836734,1584,24
1530220465.530701331,1518,23
1530220465.543687266,1518,23
1530220465.556552486,1650,25
1530220465.569317488,1584,24
1530220465.582049168,1584,24
1530220465.594814818,1584,24
1530220465.607514771,1452,22
1530220465.620132238,1584,24
1530220465.632788889,1716,26
1530220465.645426006,1584,24
1530220465.658201306,1584,24
1530220465.671032294,1584,24
1530220465.683761595,1518,23
1530220465.696353225,1650,25
1530220465.709020088,1584,24
1530220465.721769983,1452,22
1530220465.745346938,1584,24
1530220465.758053069,1518,23
1530220465.770728244,1452,22
1530220465.783446153,1518,23
1530220465.796186920,1584,24
1530220465.808809751,1584,24
1530220465.821602754,1584,24
1530220465.834281634,1584,24
1530220465.847043606,1518,23
1530220465.859925986,1518,23
1530220465.872634530,1584,24
1530220465.885191952,1518,23
1530220465.897974826,1518,23
1530220465.910738967,1518,23
1530220465.923623048,1452,22
1530220465.936257322,1584,24
1530220465.949085065,1584,24
1530220465.961739445,1584,24
1530220465.974643268,1716,26
1530220465.987612187,1518,23
1530220466.000491495,1584,24
1530220466.013378460,1518,23
1530220466.026110752,1650,25
1530220466.038781884,1584,24
1530220466.051517139,1584,24
1530220466.064102483,1584,24
1530220466.076926403,1518,23
1530220466.089798220,1518,23
1530220466.102528891,1518,23
1530220466.115318987,1584,24
1530220466.127947919,1650,25
1530220466.140605408,1584,24
1530220466.153269964,1518,23
1530220466.165927722,1518,23
1530220466.178844354,1584,24
1530220466.191806166,1584,24
1530220466.204475417,1650,25
1530220466.217198480,1650,25
1530220466.230018577,1518,23
1530220466.242736962,1518,23
1530220466.255630973,1518,23
1530220466.268283063,1452,22
1530220466.280916907,1584,24
1530220466.293589539,1650,25
1530220466.306246249,1518,23
1530220466.318995132,1518,23
1530220466.331866443,1584,24
1530220466.344696650,1650,25
1530220466.357570548,1584,24
1530220466.370498310,1452,22
1530220466.383269759,1518,23
1530220466.396044320,1518,23
1530220466.408789174,1518,23
1530220466.421641612,1716,26
1530220466.434526180,1650,25
1530220466.447416065,1518,23
1530220466.459944254,1518,23
1530220466.472623775,1518,23
1530220466.485219229,1518,23
1530220466.497808400,1518,23
1530220466.510451814,1518,23
1530220466.523452422,1584,24
1530220466.536150096,1650,25
1530220466.548973339,1518,23
1530220466.561641700,1518,23
1530220466.574330700,1518,23
1530220466.587234367,1518,23
1530220466.600026322,1584,24
1530220466.612664940,1584,24
1530220466.625207162,1518,23
1530220466.638002231,1518,23
1530220466.650770048,1518,23
1530220466.663449692,1650,25
1530220466.676055032,1650,25
1530220466.688682512,1650,25
1530220466.701465542,1584,24
1530220466.714165952,1518,23
1530220466.726898565,1650,25
1530220466.739724719,1584,24
1530220466.752412233,1518,23
1530220466.765231763,1518,23
1530220466.778041750,1584,24
1530220466.790803371,1584,24
1530220466.803495430,1584,24
1530220466.816125436,1584,24
1530220466.828739739,1584,24
1530220466.841351708,1650,25
1530220466.854189211,1518,23
1530220466.867206258,1518,23
1530220466.879857519,1584,24
1530220466.892568166,1584,24
1530220466.905395236,1584,24
1530220466.918111599,1584,24
1530220466.930796538,1584,24
1530220466.943647477,1518,23
1530220466.956406094,1584,24
1530220466.969236381,1584,24
1530220466.981893971,1518,23
1530220466.994732038,1584,24
1530220467.007561239,1584,24
1530220467.020335753,1452,22
1530220467.033044972,1518,23
1530220467.045808528,1584,24
1530220467.058558795,1650,25
1530220467.071518795,1650,25
1530220467.084103084,1584,24
1530220467.096959283,1584,24
1530220467.109711708,1584,24
1530220467.122469312,1452,22
1530220467.135315083,1518,23
1530220467.147887399,1518,23
1530220467.160506526,1518,23
1530220467.173359652,1518,23
1530220467.186291819,1518,23
1530220467.199031733,1452,22
1530220467.211797412,1518,23
1530220467.224667436,1584,24
1530220467.237511764,1584,24
1530220467.250150465,1518,23
1530220467.262795869,1584,24
1530220467.275438924,1650,25
1530220467.288066534,1584,24
1530220467.300919542,1584,24
1530220467.313823142,1584,24
1530220467.326685878,1518,23
1530220467.339384729,1518,23
1530220467.351952271,1584,24
1530220467.364859567,1584,24
1530220467.377615119,1518,23
1530220467.390371301,1518,23
1530220467.403227632,1518,23
1530220467.415851135,1584,24
1530220467.428538506,1716,26
1530220467.441114044,1650,25
1530220467.453685235,1584,24
1530220467.466570600,1650,25
1530220467.479450630,1584,24
1530220467.492052406,1518,23
1530220467.504894904,1518,23
1530220467.517658786,1518,23
1530220467.530603331,1518,23
1530220467.543596893,1584,24
1530220467.556357421,1650,25
1530220467.568955907,1584,24
1530220467.581477425,1584,24
1530220467.594247088,1650,25
1530220467.607213881,1518,23
1530220467.619916048,1452,22
1530220467.632604238,1584,24
1530220467.645477374,1584,24
1530220467.658241535,1518,23
1530220467.670971518,1584,24
1530220467.683768969,1452,22
1530220467.696466389,1518,23
1530220467.709018584,1518,23
1530220467.721788096,1518,23
1530220467.734504181,1584,24
1530220467.747223735,1650,25
1530220467.759965728,1518,23
1530220467.772726021,1650,25
1530220467.785549616,1650,25
1530220467.798237395,1518,23
1530220467.811113082,1650,25
1530220467.823880050,1650,25
1530220467.836426785,1518,23
1530220467.849047808,1584,24
1530220467.861648651,1584,24
1530220467.874546037,1518,23
1530220467.887289934,1518,23
1530220467.900066096,1584,24
1530220467.912695428,1518,23
1530220467.925342232,1518,23
1530220467.937981531,1650,25
1530220467.950651983,1584,24
1530220467.963320354,1452,22
1530220467.975971162,1518,23
1530220467.988791389,1518,23
1530220468.001492523,1584,24
1530220468.014159495,1650,25
1530220468.026947092,1518,23
1530220468.039811267,1518,23
1530220468.052664918,1518,23
1530220468.065304824,1518,23
1530220468.078098609,1518,23
1530220468.091026714,1518,23
1530220468.103735793,1452,22
1530220468.116493348,1518,23
1530220468.129116094,1518,23
1530220468.141716482,1452,22
1530220468.154488167,1584,24
1530220468.167256695,1584,24
1530220468.179932583,1452,22
1530220468.192680403,1584,24
1530220468.205501671,1650,25
1530220468.218390466,1584,24
1530220468.231031534,1584,24
1530220468.243781704,1518,23
1530220468.256377401,1452,22
1530220468.269015450,1584,24
1530220468.281881689,1584,24
1530220468.294640079,1584,24
1530220468.307311314,1584,24
1530220468.320028238,1518,23
1530220468.332805157,1452,22
1530220468.345471347,1518,23
1530220468.358161601,1584,24
1530220468.370918459,1488,22
1530220468.383911055,1216,16
1530220468.396697972,0,0
1530220468.409943609,774,9
1530220468.422712011,1634,19
1530220468.435595079,1634,19
1530220468.448054176,1806,21
1530220468.460545603,2666,31
1530220468.473020722,2762,33
1530220468.485673864,1966,27
1530220468.498183233,1452,22
1530220468.510638305,1518,23
1530220468.523064413,1452,22
1530220468.535682825,1584,24
1530220468.548010428,1650,25
1530220468.560423275,1518,23
1530220468.572912099,1518,23
1530220468.585533181,1518,23
1530220468.597998192,1584,24
1530220468.610437190,1584,24
1530220468.622988873,1584,24
1530220468.635425577,1584,24
1530220468.647802661,1518,23
1530220468.660166314,1584,24
1530220468.672430968,1452,22
1530220468.684768191,1452,22
1530220468.697322734,1518,23
1530220468.709864555,1386,21
1530220468.722567682,1386,21
1530220468.735182959,1452,22
1530220468.747810304,1452,22
1530220468.760181078,1254,19
1530220468.772764225,1254,19
1530220468.785092762,1386,21
1530220468.797472760,1320,20
1530220468.809932873,1386,21
1530220468.822436809,1254,19
1530220468.834896930,1188,18
1530220468.847407087,1188,18
1530220468.859957424,1254,19
1530220468.872294090,1254,19
1530220468.884906912,1188,18
1530220468.897488277,1188,18
1530220468.909810161,1188,18
1530220468.922413352,1320,20
1530220468.934851482,1452,22
1530220468.947476512,1320,20
1530220468.959980939,1320,20
1530220468.972628542,1320,20
1530220468.984994610,1254,19
1530220468.997435136,1254,19
1530220469.010045601,1320,20
1530220469.022605397,1320,20
1530220469.035020631,1254,19
1530220469.047681702,1452,22
1530220469.060188232,1452,22
1530220469.072647473,1320,20
1530220469.085152507,1320,20
1530220469.097551311,1320,20
1530220469.110133536,1188,18
1530220469.122665498,1254,19
1530220469.135058022,1188,18
1530220469.147679301,1320,20
1530220469.160111274,1254,19
1530220469.172574310,1254,19
1530220469.184949521,1254,19
1530220469.197396669,1254,19
1530220469.209931950,1320,20
1530220469.222447953,1254,19
1530220469.234970274,1452,22
1530220469.247578320,1320,20
1530220469.259985202,1386,21
1530220469.272523422,1320,20
1530220469.285005630,1386,21
1530220469.297391578,1386,21
1530220469.310085021,1386,21
1530220469.322744259,1254,19
1530220469.335282372,1386,21
1530220469.347747519,1386,21
1530220469.360124754,1320,20
1530220469.372461666,1452,22
1530220469.385082460,1386,21
1530220469.397742825,1254,19
1530220469.410171832,1320,20
1530220469.422801884,1320,20
1530220469.435472120,1452,22
1530220469.448151499,1452,22
1530220469.460606431,1320,20
1530220469.473066245,1188,18
1530220469.485611363,1386,21
1530220469.498290213,1254,19
1530220469.510903297,1254,19
1530220469.523477005,1320,20
1530220469.535925691,1254,19
1530220469.548704897,1188,18
1530220469.561380826,1188,18
1530220469.574056905,1254,19
1530220469.586531572,1188,18
1530220469.598988028,1188,18
1530220469.611580438,1254,19
1530220469.623919832,1518,23
1530220469.636594205,1386,21
1530220469.649126614,1254,19
1530220469.661492571,1254,19
1530220469.673950544,1320,20
1530220469.686643769,1188,18
1530220469.699232685,1320,20
1530220469.711763903,1254,19
1530220469.724239169,1188,18
1530220469.736752198,1254,19
1530220469.749200201,1386,21
1530220469.761857706,1320,20
1530220469.774332924,1386,21
1530220469.787031139,1452,22
1530220469.799588881,1386,21
1530220469.812264751,1254,19
1530220469.824743046,1254,19
1530220469.837351130,1386,21
1530220469.849960453,1254,19
1530220469.862669345,1254,19
1530220469.875161428,1584,24
1530220469.887814787,1584,24
1530220469.900461908,1188,18
1530220469.912898510,1320,20
1530220469.925340888,1320,20
1530220469.937797780,1320,20
1530220469.950263713,1320,20
1530220469.962780846,1386,21
1530220469.975460907,1254,19
1530220469.987833389,1320,20
1530220470.000320047,1584,24
1530220470.012985464,1320,20
1530220470.025584152,1188,18
1530220470.038097691,1254,19
1530220470.050809093,1188,18
1530220470.063403092,1320,20
1530220470.076080135,1320,20
1530220470.088830681,1188,18
1530220470.101455952,1320,20
1530220470.114229895,1188,18
1530220470.126967514,1254,19
1530220470.139605865,1320,20
1530220470.152172213,1188,18
1530220470.164714334,1320,20
1530220470.177332412,1386,21
1530220470.189967012,1452,22
1530220470.202796748,1320,20
1530220470.215556022,1254,19
1530220470.228060856,1254,19
1530220470.240651891,1320,20
1530220470.253091501,1386,21
1530220470.265749385,1254,19
1530220470.278259902,1254,19
1530220470.291031673,1254,19
1530220470.303583736,1320,20
1530220470.316169963,1320,20
1530220470.328822658,1188,18
1530220470.341527310,1188,18
1530220470.354259593,1320,20
1530220470.366966810,1254,19
1530220470.379642474,1254,19
1530220470.392184550,1188,18
1530220470.404812490,1254,19
1530220470.417524073,1320,20
1530220470.430306558,1188,18
1530220470.442983502,1188,18
1530220470.455594459,1320,20
1530220470.468111370,1320,20
1530220470.480705337,1254,19
1530220470.493397746,1188,18
1530220470.506085653,1320,20
1530220470.518849534,1254,19
1530220470.531612054,1188,18
1530220470.544109050,1320,20
1530220470.556593106,1254,19
1530220470.569324143,1188,18
1530220470.582053276,1386,21
1530220470.594665994,1320,20
1530220470.607547702,1188,18
1530220470.620258685,1254,19
1530220470.632928638,1254,19
1530220470.645463281,1188,18
1530220470.658373829,1254,19
1530220470.671257682,1254,19
1530220470.683928136,1188,18
1530220470.696484480,1320,20
1530220470.709161552,1254,19
1530220470.721828239,1254,19
1530220470.734632281,1320,20
1530220470.752375023,1320,20
1530220470.765014643,1188,18
1530220470.777749850,1254,19
1530220470.790510509,1386,21
1530220470.803442835,1254,19
1530220470.815991135,1188,18
1530220470.828697278,1254,19
1530220470.841347213,1254,19
1530220470.854020073,1320,20
1530220470.866625122,1254,19
1530220470.879583745,1254,19
1530220470.892129215,1254,19
1530220470.904780919,1254,19
1530220470.917478139,1254,19
1530220470.930064538,1320,20
1530220470.942882950,1320,20
1530220470.955803786,1188,18
1530220470.968659384,1254,19
1530220470.981286853,1320,20
1530220470.993872662,1188,18
1530220471.006691828,1254,19
1530220471.019504748,1320,20
1530220471.032292635,1254,19
1530220471.045107984,1254,19
1530220471.057710552,1254,19
1530220471.070600082,1188,18
1530220471.083553699,1320,20
1530220471.096224323,1254,19
1530220471.108930892,1188,18
1530220471.121782382,1320,20
1530220471.134719552,1188,18
1530220471.147608490,1320,20
1530220471.160291847,1188,18
1530220471.172968863,1254,19
1530220471.185675015,1320,20
1530220471.198478687,1254,19
1530220471.211511204,1188,18
1530220471.224199276,1320,20
1530220471.236819230,1320,20
1530220471.249535177,1254,19
1530220471.262313947,1254,19
1530220471.275052278,1254,19
1530220471.288127126,1320,20
1530220471.300798652,1254,19
1530220471.313455088,1254,19
1530220471.326203355,1188,18
1530220471.338946227,1188,18
1530220471.351747276,1254,19
1530220471.364538377,1254,19
1530220471.377412347,1254,19
1530220471.390319324,1188,18
1530220471.403263608,1254,19
1530220471.415933572,1320,20
1530220471.428842204,1188,18
1530220471.441480621,1254,19
1530220471.454319052,1254,19
1530220471.467220153,1188,18
1530220471.479851743,1188,18
1530220471.492692640,1320,20
1530220471.505348796,1254,19
1530220471.518043621,1188,18
1530220471.530886731,1320,20
1530220471.543783057,1254,19
1530220471.556516819,1320,20
1530220471.569142974,1254,19
1530220471.581803247,1254,19
1530220471.594503496,1320,20
1530220471.607481350,1188,18
1530220471.620196021,1254,19
1530220471.632797737,1320,20
1530220471.645512097,1188,18
1530220471.658396595,1254,19
1530220471.671426043,1320,20
1530220471.684060280,1320,20
1530220471.696769818,1188,18
1530220471.709469555,1188,18
1530220471.722233521,1254,19
1530220471.735020261,1188,18
1530220471.747777184,1254,19
1530220471.760557411,1320,20
1530220471.773254740,1188,18
1530220471.785896557,1254,19
1530220471.798646323,1320,20
1530220471.811443517,1254,19
1530220471.824032006,1188,18
1530220471.836775921,1254,19
1530220471.849448236,1254,19
1530220471.862124835,1254,19
1530220471.874971323,1386,21
1530220471.887820956,1320,20
1530220471.900509284,1188,18
1530220471.913200291,1386,21
1530220471.925907407,1320,20
1530220471.938772870,1188,18
1530220471.951773188,1254,19
1530220471.964575478,1254,19
1530220471.977389486,1254,19
1530220471.990049366,1188,18
1530220472.002874048,1188,18
1530220472.015768777,1254,19
1530220472.028623130,1254,19
1530220472.041345581,1254,19
1530220472.054031120,1254,19
1530220472.066776860,1188,18
1530220472.079652919,1254,19
1530220472.092298044,1188,18
1530220472.105090004,1254,19
1530220472.117696522,1320,20
1530220472.130452768,1188,18
1530220472.143406061,1254,19
1530220472.156027311,1320,20
1530220472.168789612,1452,22
1530220472.181598831,1254,19
1530220472.194476224,1188,18
1530220472.207424446,1320,20
1530220472.220112449,1254,19
1530220472.232813096,1254,19
1530220472.245679761,1320,20
1530220472.258473688,1188,18
1530220472.271246581,1254,19
1530220472.284061841,1320,20
1530220472.296753177,1254,19
1530220472.309582454,1254,19
1530220472.322478948,1254,19
1530220472.335265899,1254,19
1530220472.347892186,1320,20
1530220472.360574771,1188,18
1530220472.373324823,1188,18
1530220472.386018679,1320,20
1530220472.398852102,1254,19
1530220472.411561989,1254,19
1530220472.424309974,1320,20
1530220472.437016804,1188,18
1530220472.449866100,1188,18
1530220472.462584575,1320,20
1530220472.475554000,1254,19
1530220472.488334276,1320,20
1530220472.501069357,1254,19
1530220472.513829683,1188,18
1530220472.526508855,1254,19
1530220472.539280718,1254,19
1530220472.552147244,1320,20
1530220472.564858525,1320,20
1530220472.577471481,1254,19
1530220472.590225211,1320,20
1530220472.603186671,1320,20
1530220472.615884425,1188,18
1530220472.628594180,1188,18
1530220472.641316570,1254,19
1530220472.654207943,1254,19
1530220472.667058342,1254,19
1530220472.679753704,1254,19
1530220472.692490552,1320,20
1530220472.705407289,1254,19
1530220472.718440274,1320,20
1530220472.731364411,1254,19
1530220472.744013801,1254,19
1530220472.756766010,1254,19
1530220472.769444044,1188,18
1530220472.782183748,1254,19
1530220472.795146941,1386,21
1530220472.807829311,1254,19
1530220472.820724851,1320,20
1530220472.833378014,1320,20
1530220472.846141598,1188,18
1530220472.859006664,1254,19
1530220472.871860783,1254,19
1530220472.884658808,1254,19
1530220472.897248174,1254,19
1530220472.910056599,1254,19
1530220472.922788441,1188,18
1530220472.935595196,1320,20
1530220472.948320382,1188,18
1530220472.961192479,1188,18
1530220472.974039288,1254,19
1530220472.986813389,1320,20
1530220472.999619016,1254,19
1530220473.012286305,1188,18
1530220473.024960313,1254,19
1530220473.037588127,1254,19
1530220473.050280035,1254,19
1530220473.063024161,1254,19
1530220473.075924606,1254,19
1530220473.088586206,1320,20
1530220473.101238696,1320,20
1530220473.113977513,1254,19
1530220473.126630077,1188,18
1530220473.139608314,1254,19
1530220473.152342235,1188,18
1530220473.165250369,1188,18
1530220473.178077654,1254,19
1530220473.191212720,1254,19
1530220473.204019738,1320,20
1530220473.216710734,1320,20
1530220473.229568229,1254,19
1530220473.242383382,1188,18
1530220473.255322098,1188,18
1530220473.268675836,1320,20
1530220473.281616143,1386,21
1530220473.294537541,1254,19
1530220473.307612793,1320,20
1530220473.320302498,1254,19
1530220473.333115132,1320,20
1530220473.345761392,1320,20
1530220473.358568882,1254,19
1530220473.371463321,1254,19
1530220473.384161154,1254,19
1530220473.397067269,1320,20
1530220473.409941336,1320,20
1530220473.422679852,1254,19
1530220473.435731432,1188,18
1530220473.448505816,1254,19
1530220473.461111973,1320,20
1530220473.473748692,1254,19
1530220473.486688559,1254,19
1530220473.499709997,1320,20
1530220473.512458848,1320,20
1530220473.525094259,1320,20
1530220473.537863014,1188,18
1530220473.550543793,1254,19
1530220473.563441200,1254,19
1530220473.576085628,1188,18
1530220473.588751848,1188,18
1530220473.601516910,1254,19
1530220473.614278753,1188,18
1530220473.627200427,1188,18
1530220473.639983308,1254,19
1530220473.652649786,1254,19
1530220473.665290449,1254,19
1530220473.678065862,1254,19
1530220473.691015979,1188,18
1530220473.703787692,1320,20
1530220473.716463914,1254,19
1530220473.729202571,1188,18
1530220473.741844564,1254,19
1530220473.754591440,1386,21
1530220473.767595323,1254,19
1530220473.780208517,1320,20
1530220473.792792728,1254,19
1530220473.805572357,1254,19
1530220473.818347420,1320,20
1530220473.831065328,1188,18
1530220473.843927737,1320,20
1530220473.856581005,1386,21
1530220473.869274684,1254,19
1530220473.882165239,1320,20
1530220473.894801755,1320,20
1530220473.907671512,1254,19
1530220473.920491264,1254,19
1530220473.933223183,1320,20
1530220473.946129426,1320,20
1530220473.959039166,1188,18
1530220473.971871087,1254,19
1530220473.984689456,1386,21
1530220473.997611615,1188,18
1530220474.010324548,1386,21
1530220474.023041599,1320,20
1530220474.035928748,1188,18
1530220474.048657757,1254,19
1530220474.061340543,1188,18
1530220474.074198357,1188,18
1530220474.086869985,1386,21
1530220474.099576426,1320,20
1530220474.112429259,1254,19
1530220474.125224404,1254,19
1530220474.137878863,1188,18
1530220474.150576619,1254,19
1530220474.163492969,1254,19
1530220474.176363092,1188,18
1530220474.188957798,1320,20
1530220474.201645183,1254,19
1530220474.214527927,1254,19
1530220474.227541143,1320,20
1530220474.240267102,1188,18
1530220474.252922342,1188,18
1530220474.265739117,1254,19
1530220474.278474050,1320,20
1530220474.291363661,1254,19
1530220474.304176673,1254,19
1530220474.316811716,1254,19
1530220474.329533178,1188,18
1530220474.342285462,1254,19
1530220474.355027516,1320,20
1530220474.367836220,1188,18
1530220474.380521261,1254,19
1530220474.393113591,1320,20
1530220474.405766203,1188,18
1530220474.418443452,1188,18
1530220474.431170235,1254,19
1530220474.443836948,1254,19
1530220474.456457132,1320,20
1530220474.469231330,1320,20
1530220474.482187397,1254,19
1530220474.495275551,1320,20
1530220474.507959417,1254,19
1530220474.520726811,1254,19
1530220474.533352531,1320,20
1530220474.546190321,1254,19
1530220474.559000375,1188,18
1530220474.571666560,1320,20
1530220474.584351969,1320,20
1530220474.597173625,1254,19
1530220474.610128087,1320,20
1530220474.622774555,1254,19
1530220474.635486686,1320,20
1530220474.648151205,1386,21
1530220474.660896118,1254,19
1530220474.673550849,1188,18
1530220474.686259467,1320,20
1530220474.699111519,1320,20
1530220474.711843464,1188,18
1530220474.724648878,1320,20
1530220474.737329641,1386,21
1530220474.750252398,1320,20
1530220474.763135580,1188,18
1530220474.776033621,1188,18
1530220474.788777270,1320,20
1530220474.801705370,1320,20
1530220474.814416258,1188,18
1530220474.827236467,1254,19
1530220474.840046957,1320,20
1530220474.852749835,1188,18
1530220474.865651295,1188,18
1530220474.878397133,1320,20
1530220474.891322492,1254,19
1530220474.903928934,1254,19
1530220474.916678376,1320,20
1530220474.929430242,1452,22
1530220474.942312013,1386,21
1530220474.955115411,1254,19
1530220474.967785669,1254,19
1530220474.980483610,1386,21
1530220474.993232426,1254,19
1530220475.005957993,1254,19
1530220475.018826528,1452,22
1530220475.031761186,1254,19
1530220475.044650460,1320,20
1530220475.057427755,1188,18
1530220475.070156965,1254,19
1530220475.082933845,1320,20
1530220475.095860033,1254,19
1530220475.108801399,1188,18
1530220475.121476833,1254,19
1530220475.134369495,1254,19
1530220475.147205531,1188,18
1530220475.160009646,1188,18
1530220475.172868597,1254,19
1530220475.185675347,1254,19
1530220475.198392667,1320,20
1530220475.211496383,1254,19
1530220475.224404696,1254,19
1530220475.237182056,1254,19
1530220475.249925458,1386,21
1530220475.262567597,1452,22
1530220475.275277429,1386,21
1530220475.288017945,1320,20
1530220475.300847128,1386,21
1530220475.313527372,1188,18
1530220475.326397282,1254,19
1530220475.339128060,1254,19
1530220475.352032729,1188,18
1530220475.364747084,1188,18
1530220475.377578015,1254,19
1530220475.390365030,1320,20
1530220475.403106219,1188,18
1530220475.415982040,1188,18
1530220475.428620012,1254,19
1530220475.441262944,1188,18
1530220475.453989601,1188,18
1530220475.466738806,1320,20
1530220475.479473403,1320,20
1530220475.492232266,1254,19
1530220475.504982447,1254,19
1530220475.517604878,1188,18
1530220475.530376591,1188,18
1530220475.543067153,1254,19
1530220475.555841917,1188,18
1530220475.568383331,1320,20
1530220475.581071481,1386,21
1530220475.593792848,1254,19
1530220475.606625495,1188,18
1530220475.619682199,1320,20
1530220475.632392613,1320,20
1530220475.645186361,1254,19
1530220475.658014023,1320,20
1530220475.671136496,1386,21
1530220475.683919183,1320,20
1530220475.696769923,1320,20
1530220475.709483480,1320,20
1530220475.722061840,1254,19
1530220475.734937397,1188,18
1530220475.762607124,1254,19
1530220475.775609747,1188,18
1530220475.788250434,1254,19
1530220475.801119040,1254,19
1530220475.813906974,1320,20
1530220475.826785810,1254,19
1530220475.839709221,1254,19
1530220475.852384356,1254,19
1530220475.865083337,1188,18
1530220475.877904531,1188,18
1530220475.890636943,1320,20
1530220475.903328939,1386,21
1530220475.916020873,1320,20
1530220475.928853283,1254,19
1530220475.941539466,1188,18
1530220475.954335392,1254,19
1530220475.967025584,1254,19
1530220475.979711031,1188,18
1530220475.992386680,1254,19
1530220476.004985278,1386,21
1530220476.017833176,1386,21
1530220476.030577991,1386,21
1530220476.043353282,1254,19
1530220476.055995684,1188,18
1530220476.068879778,1188,18
1530220476.081511090,1320,20
1530220476.094307067,1320,20
1530220476.107114484,1254,19
1530220476.119809877,1320,20
1530220476.132469867,1254,19
1530220476.145040073,1254,19
1530220476.157775132,1320,20
1530220476.170556601,1320,20
1530220476.183306676,1320,20
1530220476.195878398,1320,20
1530220476.208567062,1188,18
1530220476.221235614,1188,18
1530220476.234006369,1320,20
1530220476.246844715,1320,20
1530220476.259688717,1254,19
1530220476.272268323,1254,19
1530220476.285165452,1188,18
1530220476.297861942,1188,18
1530220476.310753102,1254,19
1530220476.323629808,1254,19
1530220476.336465956,1386,21
1530220476.349093032,1320,20
1530220476.361859963,1254,19
1530220476.374549806,1320,20
1530220476.387556329,1254,19
1530220476.400214678,1254,19
1530220476.412997336,1320,20
1530220476.425883915,1320,20
1530220476.438811538,1188,18
