ts, Backlog in Bytes, Backlog in packets
1531236565.007428956,0,0
1531236565.112653278,0,0
1531236565.217753796,0,0
1531236565.322884620,0,0
1531236565.428036380,0,0
1531236565.533156550,0,0
1531236565.638212565,0,0
1531236565.743301801,0,0
1531236565.848371854,0,0
1531236565.953460664,0,0
1531236566.058543477,0,0
1531236566.163645528,0,0
1531236566.268763175,0,0
1531236566.373802042,0,0
1531236566.478884012,0,0
1531236566.583989021,0,0
1531236566.689087245,0,0
1531236566.794175481,0,0
1531236566.899240936,0,0
1531236567.004331725,0,0
1531236567.109403014,0,0
1531236567.214481500,0,0
1531236567.319578214,586,7
1531236567.424686105,446,5
1531236567.529787065,516,6
1531236567.634863964,144,2
1531236567.739978720,0,0
1531236567.845094730,78,1
1531236567.950178944,78,1
1531236568.055281816,66,1
1531236568.160359821,242,3
1531236568.265467772,410,5
1531236568.370537099,532,6
1531236568.475625161,402,5
1531236568.580761254,172,2
1531236568.685810061,144,2
1531236568.790891653,86,1
1531236568.895977950,66,1
1531236569.001099120,132,2
1531236569.106159843,78,1
1531236569.211247267,144,2
1531236569.316357019,164,2
1531236569.421453802,410,5
1531236569.526513203,242,3
1531236569.631622941,242,3
1531236569.736759020,352,4
1531236569.841819837,144,2
1531236569.946892152,86,1
1531236570.051941133,492,6
1531236570.157014667,4452,48
1531236570.262064955,832,10
1531236570.367156025,312,4
1531236570.472293851,296,4
1531236570.577394791,78,1
1531236570.682474618,336,4
1531236570.787542769,144,2
1531236570.892680010,242,3
1531236570.997716842,530,7
1531236571.102763708,156,2
1531236571.207825889,144,2
1531236571.313003037,144,2
1531236571.418062129,394,5
1531236571.523164265,242,3
1531236571.628241829,386,5
1531236571.733296922,78,1
1531236571.838385597,316,4
1531236571.943464768,78,1
1531236572.048512175,144,2
1531236572.153591123,144,2
1531236572.258676369,144,2
1531236572.363746922,144,2
1531236572.468868650,222,3
1531236572.573920984,78,1
1531236572.679010506,312,4
1531236572.784104357,78,1
1531236572.889204064,230,3
1531236572.994270946,66,1
1531236573.099357465,354,5
1531236573.204458465,300,4
1531236573.309512426,430,5
1531236573.414563131,406,5
1531236573.519661548,0,0
1531236573.624804223,258,3
1531236573.729837106,94,1
1531236573.834907663,308,4
1531236573.939980359,156,2
1531236574.045085068,66,1
1531236574.150158067,222,3
1531236574.255284183,0,0
1531236574.360389222,78,1
1531236574.465466219,78,1
1531236574.570532104,1010,11
1531236574.675632086,602,7
1531236574.780743598,316,4
1531236574.885819141,402,5
1531236574.990906622,846,9
1531236575.095991068,540,6
1531236575.201096256,758,9
1531236575.306173419,254,3
1531236575.411243432,242,3
1531236575.516386354,164,2
1531236575.621477127,78,1
1531236575.726549678,210,3
1531236575.831632024,320,4
1531236575.936775319,274,3
1531236576.041852409,164,2
1531236576.146916640,78,1
1531236576.252022270,312,4
1531236576.357136833,360,4
1531236576.462186266,484,6
1531236576.567259509,144,2
1531236576.672361599,250,3
1531236576.777423084,180,2
1531236576.882462478,258,3
1531236576.987589212,328,4
1531236577.092707722,354,5
1531236577.197771820,144,2
1531236577.302841227,0,0
1531236577.407923525,0,0
1531236577.513033036,308,4
1531236577.618049075,78,1
1531236577.723112661,66,1
1531236577.828193548,144,2
1531236577.933305123,78,1
1531236578.038401098,1662,19
1531236578.143480617,144,2
1531236578.248622403,230,3
1531236578.353664415,156,2
1531236578.458742637,386,5
1531236578.563847267,382,5
1531236578.669007551,164,2
1531236578.774081335,222,3
1531236578.879149069,394,5
1531236578.984176963,2588,28
1531236579.089328643,846,9
1531236579.194416877,462,5
1531236579.299522381,250,3
1531236579.404709811,336,4
1531236579.509784276,222,3
1531236579.614870937,210,3
1531236579.719953078,144,2
1531236579.825081567,242,3
1531236579.930140206,414,5
1531236580.035235780,242,3
1531236580.140346043,78,1
1531236580.245421739,242,3
1531236580.350522844,156,2
1531236580.455591332,1804,20
1531236580.560765712,180,2
1531236580.665839841,172,2
1531236580.770916379,188,2
1531236580.876036593,320,4
1531236580.981186512,320,4
1531236581.086246932,300,4
1531236581.191322054,156,2
1531236581.296438672,164,2
1531236581.401535318,376,4
1531236581.506669700,376,4
1531236581.611770874,258,3
1531236581.716928385,452,6
1531236581.822031253,242,3
1531236581.927110892,164,2
1531236582.032220603,242,3
1531236582.137311970,258,3
1531236582.242400020,336,4
1531236582.347507856,242,3
1531236582.452631672,288,4
1531236582.557704271,78,1
1531236582.662786937,144,2
1531236582.767912892,156,2
1531236582.873050919,144,2
1531236582.978091960,210,3
1531236583.083187257,430,5
1531236583.188246326,172,2
1531236583.293341315,156,2
1531236583.398398997,78,1
1531236583.503507312,132,2
1531236583.608627837,78,1
1531236583.713696549,376,4
1531236583.818822841,610,7
