ts,rto,rtt,rttvar,mss,pmtu,rcvmss,advmss,cwnd,bytes_acked,segs_out,segs_in,data_segs_out,bbr_bw,bbr_min_rtt,bbr_pacing_gain,bbr_cwnd_gain,send,pacing_rate,delivery_rate,busy
1531236566.906640049,240,37.693,20.178,1448,1500,536,1448,11,38,3,2,1,181.6e3,33.975,2.88672,2.88672,3.4e6,10.2e6,181.8e3,64
1531236566.928132365,240,37.693,20.178,1448,1500,536,1448,11,38,3,2,1,181.6e3,33.975,2.88672,2.88672,3.4e6,10.2e6,181.8e3,64
1531236566.947733017,240,37.693,20.178,1448,1500,536,1448,11,38,3,2,1,181.6e3,33.975,2.88672,2.88672,3.4e6,10.2e6,181.8e3,64
1531236566.966383750,240,37.693,20.178,1448,1500,536,1448,11,38,3,2,1,181.6e3,33.975,2.88672,2.88672,3.4e6,10.2e6,181.8e3,64
1531236566.983390204,240,37.693,20.178,1448,1500,536,1448,11,38,3,2,1,181.6e3,33.975,2.88672,2.88672,3.4e6,10.2e6,181.8e3,64
1531236567.005119237,236,33.004,20.719,1448,1500,536,1448,13,2934,18,3,16,130.9e6,0.177,2.88672,2.88672,4.6e6,391.4e6,130.9e6,80
1531236567.027054181,236,33.004,20.719,1448,1500,536,1448,13,2934,18,3,16,130.9e6,0.177,2.88672,2.88672,4.6e6,391.4e6,130.9e6,100
1531236567.045836358,236,34.856,19.245,1448,1500,536,1448,23,17414,36,5,33,130.9e6,0.177,2.88672,2.88672,7.6e6,391.4e6,2.4e6,120
1531236567.064818484,236,34.856,19.245,1448,1500,536,1448,23,17414,36,5,33,130.9e6,0.177,2.88672,2.88672,7.6e6,391.4e6,2.4e6,140
1531236567.084415429,220,19.242,16.524,1448,1500,536,1448,37,46374,122,12,119,130.9e6,0.177,1,2,22.3e6,135.6e6,49.0e6,160
1531236567.105562133,212,10.888,12.948,1448,1500,536,1448,22,192622,236,19,233,79.1e6,0.154,1,2,23.4e6,81.9e6,39.0e6,180
1531236567.127612643,216,12.109,12.153,1448,1500,536,1448,28,192622,247,23,244,79.1e6,0.154,1.25,2,26.8e6,102.4e6,11.0e6,204
1531236567.147909954,212,9.796,10.719,1448,1500,536,1448,4,198414,270,34,267,79.1e6,0.154,1,2,4.7e6,81.9e6,2.8e6,224
1531236567.170709297,212,9.697,8.239,1448,1500,536,1448,8,204206,278,37,275,59.3e6,0.154,1,2,9.6e6,61.5e6,5.3e6,244
1531236567.193397918,216,12.735,12.255,1448,1500,536,1448,11,221582,288,44,285,59.3e6,0.154,1,2,10.0e6,61.5e6,1.1e6,268
1531236567.210200717,212,9.061,10.376,1448,1500,536,1448,16,237510,329,54,326,59.3e6,0,1,2,20.5e6,61.5e6,35.1e6,288
1531236567.228603021,212,11.39,8.224,1448,1500,536,1448,10,295430,342,58,339,35.1e6,0,1,2,10.2e6,36.3e6,9.9e6,304
1531236567.249609998,212,11.363,9.381,1448,1500,536,1448,6,299774,351,64,348,35.1e6,0,0.75,2,6.1e6,27.2e6,2.1e6,324
1531236567.267782174,216,12.317,8.945,1448,1500,536,1448,9,301222,358,70,355,35.1e6,0,1,2,8.5e6,36.3e6,1.7e6,344
1531236567.284994645,216,14.059,11.91,1448,1500,536,1448,10,309910,365,74,362,35.1e6,0,1,2,8.2e6,36.3e6,1.3e6,360
1531236567.306029349,212,11.531,11.063,1448,1500,536,1448,6,318598,377,78,374,35.1e6,0,1,2,6.0e6,36.3e6,12.3e6,380
1531236567.329253368,216,15.306,19.44,1448,1500,536,1448,3,341766,384,83,381,35.1e6,0,0.75,2,2.3e6,27.2e6,1.1e6,404
