ts,in_queue (size), in_queue (number)
1530632156.957193858,12112,7
1530632156.970015310,12112,7
1530632156.982833393,12112,6
1530632156.995680946,12112,6
1530632157.008364601,10598,5
1530632157.021049396,10598,5
1530632157.033795338,12112,6
1530632157.046612126,10598,6
1530632157.059462322,10598,6
1530632157.072453479,10598,6
1530632157.085283887,7570,5
1530632157.098038253,9084,6
1530632157.110889847,9084,6
1530632157.123696915,9084,6
1530632157.136665315,9084,6
1530632157.149505558,9084,6
1530632157.162254787,9084,6
1530632157.175056199,10598,7
1530632157.188040408,10598,7
1530632157.201023532,10598,6
1530632157.213693715,12112,6
1530632157.226570923,10598,5
1530632157.239565867,12112,5
1530632157.252416174,10598,4
1530632157.265337343,10598,4
1530632157.278006609,12112,5
1530632157.290881432,10598,5
1530632157.303753378,12112,6
1530632157.316442667,9084,5
1530632157.329089492,12112,7
1530632157.341872307,10598,7
1530632157.354702397,10598,7
1530632157.367641227,10598,7
1530632157.380343462,10598,7
1530632157.392921150,10598,7
1530632157.405726926,10598,7
1530632157.418494147,9084,6
1530632157.431611666,9084,6
1530632157.444521057,10598,6
1530632157.457286577,12112,6
1530632157.469956877,10598,5
1530632157.482829735,12112,5
1530632157.495724135,13626,5
1530632157.508634067,12112,4
1530632157.521464472,12112,4
1530632157.534216318,10598,4
1530632157.547220416,12112,5
1530632157.559932516,9084,4
1530632157.572800899,12112,6
1530632157.585516205,10598,6
1530632157.598353506,12112,7
1530632157.611135059,10598,7
1530632157.623994790,10598,7
1530632157.636754778,9084,6
1530632157.649520278,9084,6
1530632157.662424435,9084,6
1530632157.675441608,9084,6
1530632157.688174557,10598,7
1530632157.700844962,10598,7
1530632157.713521236,10598,7
1530632157.726449458,9084,6
1530632157.739186183,10598,7
1530632157.751978406,10598,7
1530632157.764639548,10598,7
1530632157.777327678,10598,7
1530632157.790170512,12112,7
1530632157.802969737,13626,7
1530632157.815693251,12112,6
1530632157.828476248,13626,6
1530632157.841323594,12112,5
1530632157.854025186,12112,5
1530632157.866714401,12112,5
1530632157.879700089,10598,5
1530632157.892460541,12112,6
1530632157.905164669,10598,6
1530632157.917982945,12112,7
1530632157.930816514,9084,6
1530632157.943698750,9084,6
1530632157.956390989,9084,6
1530632157.969233069,9084,6
1530632157.982040278,10598,7
1530632157.994804047,10598,7
1530632158.007561842,10598,7
1530632158.020293261,12112,7
1530632158.032930716,13626,7
1530632158.045586884,12112,6
1530632158.058367716,10598,5
1530632158.071339052,10598,5
1530632158.084101608,10598,5
1530632158.096916890,9084,5
1530632158.109708864,9084,5
1530632158.122501644,10598,6
1530632158.135230422,9084,6
1530632158.147857900,9084,6
1530632158.160533442,9084,6
1530632158.173366028,9084,6
1530632158.186172878,9084,6
1530632158.198917669,9084,6
1530632158.211789073,10598,7
1530632158.224581594,10598,7
1530632158.237190290,10598,7
1530632158.250088123,12112,7
1530632158.262828764,13626,7
1530632158.275732448,12112,6
1530632158.288666666,10598,5
1530632158.301251983,10598,5
1530632158.314127981,10598,5
1530632158.327116819,10598,5
1530632158.339920603,9084,5
1530632158.352840887,10598,6
1530632158.365702137,9084,6
1530632158.378641012,9084,6
1530632158.391663119,10598,7
1530632158.404329360,10598,7
1530632158.416999348,9084,6
1530632158.429791029,9084,6
1530632158.442627312,9084,6
1530632158.455485703,10598,7
1530632158.468217457,10598,7
1530632158.480911278,9084,6
1530632158.493645035,7570,5
1530632158.506602274,6056,4
1530632158.519414877,6056,4
1530632158.532138586,4542,3
1530632158.544912886,4542,3
1530632158.557719919,3028,2
1530632158.570425596,3028,2
1530632158.583340325,3028,2
1530632158.596259691,3028,2
1530632158.609167644,3028,2
1530632158.622003427,3028,2
1530632158.634921205,3028,2
1530632158.647811097,3028,2
1530632158.660588561,4542,3
1530632158.673288713,4542,3
1530632158.686279967,4542,3
1530632158.699240990,4542,3
1530632158.712017424,3028,2
1530632158.724745960,4542,3
1530632158.737681911,4542,3
1530632158.750494571,4542,3
1530632158.763526679,3028,2
1530632158.776413943,4542,2
1530632158.789322484,7570,3
1530632158.802275710,4542,2
1530632158.815065643,6056,2
1530632158.827805628,9084,3
1530632158.840418317,9084,3
1530632158.853104115,9084,3
1530632158.865915149,9084,3
1530632158.878686184,9084,3
1530632158.891544541,6056,2
1530632158.904354857,7570,3
1530632158.917192715,7570,4
1530632158.930078726,9084,5
1530632158.942858746,7570,5
1530632158.955555204,7570,5
1530632158.968421693,7570,5
1530632158.981432631,6056,4
1530632158.994272067,7570,5
1530632159.007019436,7570,5
1530632159.019882850,7570,5
1530632159.032558329,7570,5
1530632159.045415064,9084,5
1530632159.058297913,10598,5
1530632159.071150793,10598,5
1530632159.083729917,9084,4
1530632159.096470512,9084,4
1530632159.109272219,12112,6
1530632159.122101347,9084,5
1530632159.134869596,10598,6
1530632159.147775832,10598,6
1530632159.160537798,9084,6
1530632159.173262699,9084,6
1530632159.186108912,9084,6
1530632159.199067477,7570,5
1530632159.211850935,7570,5
1530632159.224766749,9084,5
1530632159.237431358,10598,5
1530632159.250182775,9084,4
1530632159.263027881,7570,3
1530632159.275791066,7570,3
1530632159.288553945,9084,4
1530632159.301284329,7570,4
1530632159.314142448,9084,5
1530632159.326990373,7570,5
1530632159.339997073,7570,5
1530632159.352734228,7570,5
1530632159.365403599,7570,5
1530632159.378206647,9084,6
1530632159.390912985,9084,6
1530632159.403703274,9084,6
1530632159.416482569,9084,6
1530632159.429290395,9084,5
1530632159.442184307,10598,5
1530632159.454885132,9084,4
1530632159.467507215,7570,3
1530632159.480367198,9084,4
1530632159.493200958,6056,3
1530632159.505977149,7570,4
1530632159.518682535,9084,5
1530632159.531424593,7570,5
1530632159.544380465,7570,5
1530632159.557227401,7570,5
1530632159.570063526,7570,5
1530632159.582826371,7570,5
1530632159.595609534,9084,6
1530632159.608404523,9084,6
1530632159.621126558,9084,6
1530632159.633873541,10598,6
1530632159.646761592,12112,6
1530632159.659787404,9084,4
1530632159.672510410,10598,4
1530632159.685432009,9084,3
1530632159.698196676,9084,3
1530632159.711107034,6056,2
1530632159.723877958,7570,3
1530632159.736517765,6056,3
1530632159.749252798,9084,5
1530632159.762121434,6056,4
1530632159.775135499,7570,5
1530632159.787921472,7570,5
1530632159.800883082,7570,5
1530632159.813573650,7570,5
1530632159.826247052,7570,5
1530632159.839211020,9084,5
1530632159.852005286,10598,5
1530632159.864829130,10598,5
1530632159.877535190,9084,4
1530632159.890290148,10598,5
1530632159.903120377,9084,5
1530632159.915928910,10598,6
1530632159.928679336,7570,5
1530632159.941605155,9084,6
1530632159.954421961,9084,6
1530632159.967174618,9084,6
1530632159.979891888,9084,6
1530632159.992654882,9084,6
1530632160.005475470,10598,6
1530632160.018381386,12112,6
1530632160.031381849,10598,5
1530632160.044097561,9084,4
1530632160.056769476,9084,4
1530632160.069506075,9084,4
1530632160.082425757,9084,4
1530632160.095218757,7570,4
1530632160.108010328,6056,4
1530632160.120940735,7570,5
1530632160.133693720,7570,5
1530632160.146598820,7570,5
1530632160.159413734,7570,5
1530632160.172096533,9084,5
1530632160.184963767,7570,4
1530632160.197597996,9084,4
1530632160.210327427,7570,3
1530632160.223015383,7570,3
1530632160.235838548,9084,4
1530632160.248545423,7570,4
1530632160.261235153,9084,5
1530632160.273946627,7570,5
1530632160.286766437,7570,5
1530632160.299578215,7570,5
1530632160.312408841,7570,5
1530632160.325155715,7570,5
1530632160.337980053,6056,4
1530632160.351054762,7570,5
1530632160.363781954,7570,5
1530632160.376479695,7570,5
1530632160.389168022,9084,5
1530632160.402088639,10598,5
1530632160.415029238,9084,4
1530632160.427870871,10598,4
1530632160.440733561,9084,3
1530632160.453473346,9084,3
1530632160.466451232,6056,2
1530632160.479201592,9084,4
1530632160.491822705,7570,4
1530632160.504621250,9084,5
1530632160.517459790,7570,5
1530632160.530500520,7570,5
1530632160.543532233,6056,4
1530632160.556338376,6056,4
1530632160.569125392,6056,4
1530632160.581740671,6056,4
1530632160.594587201,7570,5
1530632160.607441430,9084,5
1530632160.620231306,7570,4
1530632160.633011697,9084,4
1530632160.645818782,10598,4
1530632160.658564523,13626,5
1530632160.671420467,10598,4
1530632160.684390505,9084,3
1530632160.697364436,9084,3
1530632160.710247087,7570,3
1530632160.723012738,9084,4
1530632160.735949894,9084,5
1530632160.748659791,9084,5
1530632160.761371283,6056,4
1530632160.774256940,6056,4
1530632160.787046257,6056,4
1530632160.799870699,6056,4
1530632160.812526510,7570,5
1530632160.825309533,9084,5
1530632160.838278222,7570,4
1530632160.851266001,9084,4
1530632160.863923947,10598,4
1530632160.876747731,10598,4
1530632160.889474683,10598,4
1530632160.902438494,9084,4
1530632160.915275963,10598,5
1530632160.928090540,9084,5
1530632160.940978671,10598,6
1530632160.953697176,9084,6
1530632160.966561073,9084,6
1530632160.979549957,7570,5
1530632160.992538443,7570,5
1530632161.005198483,7570,5
1530632161.018167619,7570,5
1530632161.030977044,7570,5
1530632161.043929205,7570,5
1530632161.056801129,7570,5
1530632161.069485792,9084,5
1530632161.082184593,10598,5
1530632161.094881002,9084,4
1530632161.107769763,9084,4
1530632161.120551870,7570,3
1530632161.133297377,9084,4
1530632161.146197665,7570,4
1530632161.159001631,9084,5
1530632161.171813212,7570,5
1530632161.184770076,7570,5
1530632161.197575174,6056,4
1530632161.210346926,6056,4
1530632161.223154931,6056,4
1530632161.235881795,6056,4
1530632161.248748475,6056,4
1530632161.261542763,9084,5
1530632161.274220892,7570,4
1530632161.286922193,7570,4
1530632161.299669831,7570,4
1530632161.312536716,7570,4
1530632161.325427758,9084,5
1530632161.338192980,9084,6
1530632161.351063784,9084,6
1530632161.363942291,9084,6
1530632161.376681527,9084,6
1530632161.389383754,9084,6
1530632161.402080823,9084,6
1530632161.414781297,9084,6
1530632161.427750381,7570,5
1530632161.440593447,9084,5
1530632161.453385727,7570,4
1530632161.466278323,9084,4
1530632161.479014558,7570,3
1530632161.491916082,7570,3
1530632161.504935851,9084,4
1530632161.517834045,7570,4
1530632161.530600119,9084,5
1530632161.543449550,7570,5
1530632161.556104000,7570,5
1530632161.568809456,7570,5
1530632161.581592858,7570,5
1530632161.594446885,7570,5
1530632161.607593523,9084,6
1530632161.620261917,9084,6
1530632161.632999207,9084,6
1530632161.645871753,7570,5
1530632161.658821451,9084,5
1530632161.671638277,10598,5
1530632161.684401632,9084,4
1530632161.697210019,9084,4
1530632161.709994184,9084,4
1530632161.722883428,10598,5
1530632161.735731526,9084,5
1530632161.748566011,10598,6
1530632161.761470344,9084,6
1530632161.774162617,9084,6
1530632161.786875306,9084,6
1530632161.799588133,9084,6
1530632161.812462747,9084,6
1530632161.825213535,9084,6
1530632161.837891718,9084,6
1530632161.850732074,12112,7
1530632161.863519297,9084,5
1530632161.876251518,10598,5
1530632161.889073579,12112,5
1530632161.901778850,10598,4
1530632161.914569157,9084,3
1530632161.927476005,9084,3
1530632161.940366361,7570,3
1530632161.953126175,9084,4
1530632161.965821862,7570,4
1530632161.978666702,9084,5
1530632161.991674422,6056,4
1530632162.004479107,7570,5
1530632162.017389695,7570,5
1530632162.030097182,7570,5
1530632162.042958549,7570,5
1530632162.055825128,7570,5
1530632162.068528861,7570,5
1530632162.081311394,9084,5
1530632162.094052062,9084,4
1530632162.106752493,9084,4
1530632162.119668831,9084,4
1530632162.132405750,9084,4
1530632162.145086028,7570,4
1530632162.157799039,9084,5
1530632162.170619459,7570,5
1530632162.183434402,7570,5
1530632162.196092376,7570,5
1530632162.208948723,7570,5
1530632162.221601266,7570,5
1530632162.234435556,7570,5
1530632162.247236129,9084,6
1530632162.259977093,9084,6
1530632162.272851217,10598,6
1530632162.285607294,9084,5
1530632162.298396454,10598,5
1530632162.311134142,12112,5
1530632162.323882984,9084,3
1530632162.336849126,9084,3
1530632162.349534609,6056,2
1530632162.362258451,7570,3
1530632162.375010604,6056,3
1530632162.387861072,9084,5
1530632162.400602131,7570,5
1530632162.413496086,7570,5
1530632162.426234982,7570,5
1530632162.439162012,7570,5
1530632162.451990982,7570,5
1530632162.464742466,7570,5
1530632162.477378771,9084,5
1530632162.490142414,10598,5
1530632162.503060079,9084,4
1530632162.515829104,9084,4
1530632162.528566234,7570,3
1530632162.541422939,7570,3
1530632162.554220198,7570,4
1530632162.567058008,6056,4
1530632162.579755430,6056,4
1530632162.592438243,6056,4
1530632162.605392032,6056,4
1530632162.618477571,6056,4
1530632162.631267446,6056,4
1530632162.644139409,7570,5
1530632162.656918154,7570,5
1530632162.669779013,6056,4
1530632162.682695097,7570,4
1530632162.695745476,9084,4
1530632162.708639149,7570,3
1530632162.721472928,7570,3
1530632162.734438704,9084,4
1530632162.747416908,9084,5
1530632162.760105284,7570,5
1530632162.772923236,7570,5
1530632162.785664748,7570,5
1530632162.798530622,7570,5
1530632162.811279416,7570,5
1530632162.824066587,7570,5
1530632162.836807031,7570,5
1530632162.849593577,7570,5
1530632162.862342933,6056,4
1530632162.875303500,7570,4
1530632162.888083580,9084,4
1530632162.900878506,7570,3
1530632162.913530971,9084,3
1530632162.926430429,9084,3
1530632162.939150336,7570,3
1530632162.951934598,9084,4
1530632162.964754245,7570,4
1530632162.977413612,9084,5
1530632162.990102787,6056,4
1530632163.002861245,6056,4
1530632163.015530537,6056,4
1530632163.028443260,6056,4
1530632163.041216477,6056,4
1530632163.054169857,7570,5
1530632163.067232502,6056,4
1530632163.080079780,6056,4
1530632163.092761037,6056,4
1530632163.105413670,7570,4
1530632163.118158175,9084,4
1530632163.130970222,10598,4
1530632163.143757879,9084,3
1530632163.156578603,12112,4
1530632163.169216425,10598,4
1530632163.182158560,10598,4
1530632163.195124105,9084,4
1530632163.207880034,9084,4
1530632163.220776857,9084,5
1530632163.233630134,7570,5
1530632163.246312827,7570,5
1530632163.259116069,7570,5
1530632163.271789156,7570,5
1530632163.284480574,7570,5
1530632163.297041872,7570,5
1530632163.309819596,7570,5
1530632163.322472809,7570,5
1530632163.335197639,7570,5
1530632163.347987228,9084,5
1530632163.360686614,10598,5
1530632163.373385252,12112,5
1530632163.386159107,10598,4
1530632163.399029899,9084,3
1530632163.411746330,9084,3
1530632163.424467072,7570,3
1530632163.437129007,9084,4
1530632163.449813621,7570,4
1530632163.462764082,6056,4
1530632163.475523291,6056,4
1530632163.488229661,6056,4
1530632163.501049394,6056,4
1530632163.513811914,6056,4
1530632163.526523601,6056,4
1530632163.539281897,6056,4
1530632163.552157980,7570,4
1530632163.564747869,9084,4
1530632163.577560320,9084,4
1530632163.590450743,7570,3
1530632163.603213246,7570,3
1530632163.615884772,6056,3
1530632163.628472949,7570,4
1530632163.641120106,7570,5
1530632163.653710632,7570,5
1530632163.666599997,7570,5
1530632163.679302528,7570,5
1530632163.692033901,7570,5
1530632163.704949489,6056,4
1530632163.717650717,6056,4
1530632163.730336748,6056,4
1530632163.743016508,6056,4
1530632163.755819834,7570,4
1530632163.768771932,9084,4
1530632163.781456644,7570,3
1530632163.794428238,7570,3
1530632163.807322931,9084,4
1530632163.820011459,7570,4
1530632163.832858218,9084,5
1530632163.845568158,7570,5
1530632163.858338932,7570,5
1530632163.871064526,7570,5
1530632163.883871115,7570,5
1530632163.896655443,7570,5
1530632163.909301515,9084,6
1530632163.922159720,9084,6
1530632163.935023759,7570,5
1530632163.947824524,9084,5
1530632163.960472201,9084,5
1530632163.973453456,10598,5
1530632163.986355748,12112,5
1530632163.999124764,10598,4
1530632164.011868267,10598,4
1530632164.024686380,9084,4
1530632164.037371879,9084,4
1530632164.050108790,9084,4
1530632164.063110251,6056,3
1530632164.075801840,7570,4
1530632164.088504335,6056,4
1530632164.101467596,7570,5
1530632164.114383771,7570,5
1530632164.127143165,7570,5
1530632164.139873608,7570,5
1530632164.152619263,7570,5
1530632164.165465004,7570,4
1530632164.178292912,9084,4
1530632164.191031361,10598,4
1530632164.203886696,9084,3
1530632164.216618460,9084,3
1530632164.229338773,7570,3
1530632164.242016121,9084,4
1530632164.254694621,7570,4
1530632164.267457963,9084,5
1530632164.280064314,7570,5
1530632164.292995157,7570,5
1530632164.305678556,7570,5
1530632164.318610630,9084,6
1530632164.331632025,9084,6
1530632164.344335180,9084,6
1530632164.357284335,9084,6
1530632164.370175948,9084,6
1530632164.383149866,9084,5
1530632164.395860230,10598,5
1530632164.408652634,9084,4
1530632164.421330086,7570,3
1530632164.434032230,7570,3
1530632164.446815297,9084,4
1530632164.459718284,7570,4
1530632164.472298270,9084,5
1530632164.485071645,7570,5
1530632164.497897514,7570,5
1530632164.510692381,7570,5
1530632164.523497781,9084,6
1530632164.536349861,9084,6
1530632164.549051236,10598,6
1530632164.561747876,9084,5
1530632164.574621155,10598,5
1530632164.587337719,12112,5
1530632164.599939878,13626,5
1530632164.612985495,12112,4
1530632164.625884205,9084,3
1530632164.638649043,9084,3
1530632164.651352593,6056,2
1530632164.663948418,9084,4
1530632164.676771186,7570,4
1530632164.689547576,9084,5
1530632164.702350329,7570,5
1530632164.715305148,7570,5
1530632164.728022249,7570,5
1530632164.740746004,7570,5
1530632164.753388831,7570,5
1530632164.766316322,10598,6
1530632164.779032001,9084,5
1530632164.791717167,10598,5
1530632164.804524781,9084,4
1530632164.817251685,7570,3
1530632164.830118021,9084,4
1530632164.843009725,9084,4
1530632164.855895703,7570,4
1530632164.868623350,6056,4
1530632164.881488672,6056,4
1530632164.894258770,7570,5
1530632164.907274008,7570,5
1530632164.919992997,7570,5
1530632164.932805439,7570,5
1530632164.945694657,7570,5
1530632164.958548516,9084,6
1530632164.971521178,9084,6
1530632164.984175693,9084,6
1530632164.996975852,10598,6
1530632165.009989829,12112,6
1530632165.022762498,13626,6
1530632165.035827362,12112,5
1530632165.048588086,10598,4
1530632165.061187357,7570,3
1530632165.073830287,9084,4
1530632165.086759523,9084,4
1530632165.099421521,6056,3
1530632165.112111232,7570,4
1530632165.124699373,6056,4
1530632165.137306555,7570,5
1530632165.150173994,7570,5
1530632165.162851831,7570,5
1530632165.175733443,7570,5
1530632165.188456245,7570,5
1530632165.201072603,10598,6
1530632165.213731895,9084,5
1530632165.226410977,10598,5
1530632165.239374135,12112,5
1530632165.252021211,10598,4
1530632165.264757029,9084,3
1530632165.277742176,9084,3
1530632165.290566909,7570,3
1530632165.303488849,6056,3
1530632165.316224525,9084,5
1530632165.329043350,7570,5
1530632165.341704095,7570,5
1530632165.354624530,7570,5
1530632165.367655863,7570,5
1530632165.380395444,7570,5
1530632165.393151610,9084,6
1530632165.406069254,10598,6
1530632165.418800350,9084,5
1530632165.431510280,10598,5
1530632165.444192306,9084,4
1530632165.457060814,9084,4
1530632165.469806538,7570,3
1530632165.482485374,7570,3
1530632165.495237705,6056,3
1530632165.508019815,9084,5
1530632165.520614160,7570,5
1530632165.533227482,7570,5
1530632165.545988232,6056,4
1530632165.558758209,6056,4
1530632165.571493043,6056,4
1530632165.584182521,6056,4
1530632165.596802024,6056,4
1530632165.609782550,6056,4
1530632165.622670721,6056,4
1530632165.635436009,6056,4
1530632165.648137635,7570,4
1530632165.660714557,9084,4
1530632165.673551076,10598,4
1530632165.686411891,9084,3
1530632165.699224541,12112,4
1530632165.711808187,9084,3
1530632165.724576353,9084,3
1530632165.737165520,7570,3
1530632165.749899765,9084,4
1530632165.762629090,9084,5
1530632165.775338420,9084,5
1530632165.788019279,6056,4
1530632165.800666984,6056,4
1530632165.813457636,6056,4
1530632165.826232204,6056,4
1530632165.838892448,7570,5
1530632165.851566778,7570,5
1530632165.864316728,7570,5
1530632165.876977795,9084,5
1530632165.889882838,10598,5
1530632165.902630822,9084,4
1530632165.915633875,10598,4
1530632165.928614641,12112,4
1530632165.941364389,15140,5
1530632165.954198277,12112,4
1530632165.966943154,12112,4
1530632165.979593800,9084,3
1530632165.992474551,9084,3
1530632166.005287675,7570,3
1530632166.018122131,6056,3
1530632166.031024910,7570,4
1530632166.043747003,6056,4
1530632166.056479596,7570,5
1530632166.069340814,7570,5
1530632166.082195830,7570,5
1530632166.094967179,7570,5
1530632166.107753959,7570,5
1530632166.120704831,9084,6
1530632166.133527308,10598,6
1530632166.146468005,12112,6
1530632166.159271808,10598,5
1530632166.171896100,12112,5
1530632166.184909862,13626,5
1530632166.197665260,12112,4
1530632166.210611695,12112,4
1530632166.223536628,9084,3
1530632166.236335282,6056,2
1530632166.249107203,9084,4
1530632166.262017826,7570,4
1530632166.274869640,9084,5
1530632166.287676341,7570,5
1530632166.300414882,7570,5
1530632166.313181775,7570,5
1530632166.326018088,7570,5
1530632166.338758523,7570,5
1530632166.351421392,7570,5
1530632166.364240779,10598,6
1530632166.376926065,9084,5
1530632166.389755153,10598,5
1530632166.402506077,10598,5
1530632166.415415918,10598,5
1530632166.428108607,10598,5
1530632166.440926450,10598,5
1530632166.453593169,10598,6
1530632166.466417242,7570,5
1530632166.479341966,9084,6
1530632166.492122511,9084,6
1530632166.504750718,9084,6
1530632166.517553949,9084,6
1530632166.530399922,9084,6
1530632166.543135401,10598,6
1530632166.555778452,9084,5
1530632166.568449783,10598,5
1530632166.581213143,9084,4
1530632166.594069691,9084,4
1530632166.607021208,9084,4
1530632166.619807920,9084,4
1530632166.632605665,7570,4
1530632166.645531179,9084,5
1530632166.658313805,7570,5
1530632166.671155325,7570,5
1530632166.683946727,7570,5
1530632166.696634805,7570,5
1530632166.709405625,7570,5
1530632166.722165588,7570,5
1530632166.735110134,7570,5
1530632166.747962950,9084,5
1530632166.760665919,10598,5
1530632166.773521829,9084,4
1530632166.786193397,10598,4
1530632166.798977173,10598,4
1530632166.811818193,10598,4
1530632166.824608286,9084,4
1530632166.837431777,10598,5
1530632166.850106361,7570,4
1530632166.862813144,9084,5
1530632166.875510864,9084,6
1530632166.888262809,9084,6
1530632166.900896032,9084,6
1530632166.913607243,9084,6
1530632166.926618900,7570,5
1530632166.939539964,7570,5
1530632166.952184368,7570,5
1530632166.965112671,7570,5
1530632166.977967275,7570,5
1530632166.990903042,10598,6
1530632167.003786116,9084,5
1530632167.016510641,10598,5
1530632167.029183811,12112,5
1530632167.041809519,10598,4
1530632167.054632359,9084,3
1530632167.067397671,9084,3
1530632167.080351403,7570,3
1530632167.093027461,9084,4
1530632167.105717615,7570,4
1530632167.118649750,9084,5
1530632167.131607831,7570,5
1530632167.144475510,6056,4
1530632167.157284005,6056,4
1530632167.170279953,7570,5
1530632167.183244639,7570,5
1530632167.195947790,7570,5
1530632167.208667457,9084,5
1530632167.221335153,10598,5
1530632167.233965448,9084,4
1530632167.246727481,7570,3
1530632167.259596615,7570,3
1530632167.272419710,9084,4
1530632167.285247072,7570,4
1530632167.298010713,9084,5
1530632167.310771919,7570,5
1530632167.323441655,7570,5
1530632167.336098530,7570,5
1530632167.348955887,7570,5
1530632167.361654280,7570,5
1530632167.374544810,6056,4
1530632167.387476338,6056,4
1530632167.400251504,6056,4
1530632167.412816818,9084,5
1530632167.425444947,7570,4
1530632167.438198954,9084,4
1530632167.450946326,7570,3
1530632167.463626143,7570,3
1530632167.476348201,9084,4
1530632167.489091772,7570,4
1530632167.501841163,9084,5
1530632167.514563352,6056,4
1530632167.527424479,6056,4
1530632167.540375068,7570,5
1530632167.553084977,7570,5
1530632167.565835024,7570,5
1530632167.578639467,7570,5
1530632167.591357341,7570,5
1530632167.604146849,9084,6
1530632167.616821978,6056,4
1530632167.629697753,7570,5
1530632167.642534643,9084,5
1530632167.655266445,7570,4
1530632167.668094948,7570,4
1530632167.680941093,9084,4
1530632167.693650169,10598,4
1530632167.706376540,9084,3
1530632167.719246506,9084,3
1530632167.731804405,7570,3
1530632167.744517075,9084,4
1530632167.757219803,7570,4
1530632167.769972203,9084,5
1530632167.782724518,7570,5
1530632167.795574908,7570,5
1530632167.808329815,9084,6
1530632167.821134156,9084,6
1530632167.833848876,9084,6
1530632167.846590075,9084,6
1530632167.859278879,9084,5
1530632167.872210101,10598,5
1530632167.884921557,9084,4
1530632167.897677085,9084,4
1530632167.910580938,9084,4
1530632167.923368012,9084,4
1530632167.936344644,7570,4
1530632167.949040690,9084,5
1530632167.961672970,6056,4
1530632167.974291218,6056,4
1530632167.986956853,6056,4
1530632167.999783622,7570,5
1530632168.012542933,6056,4
1530632168.025371693,7570,5
1530632168.038297761,7570,5
1530632168.051106185,7570,5
1530632168.063916329,7570,5
1530632168.076635145,7570,5
1530632168.089462513,7570,4
1530632168.102191273,9084,4
1530632168.114839264,7570,3
1530632168.127524168,6056,2
1530632168.140314429,7570,3
1530632168.152994390,7570,4
1530632168.165825408,9084,5
1530632168.178701198,7570,5
1530632168.191494698,7570,5
1530632168.204426007,7570,5
1530632168.217089119,7570,5
1530632168.229783178,7570,5
1530632168.242537640,7570,5
1530632168.255252923,7570,5
1530632168.267898915,9084,6
1530632168.280596552,9084,6
1530632168.293327529,10598,6
1530632168.306197999,9084,5
1530632168.318878170,10598,5
1530632168.331523341,7570,3
1530632168.344138287,7570,3
1530632168.356799249,9084,4
1530632168.369576023,6056,3
1530632168.382476559,7570,4
1530632168.395526265,6056,4
1530632168.408255262,7570,5
1530632168.420838445,7570,5
1530632168.433505657,7570,5
1530632168.446285576,7570,5
1530632168.458962378,7570,5
1530632168.471841378,9084,5
1530632168.484897663,10598,5
1530632168.497670946,12112,5
1530632168.510638766,10598,4
1530632168.523642213,9084,3
1530632168.536429138,9084,3
1530632168.549110683,9084,4
1530632168.562054054,6056,3
1530632168.575053507,9084,5
1530632168.587826868,7570,5
1530632168.600472741,7570,5
1530632168.613288725,7570,5
1530632168.626164054,7570,5
1530632168.639218238,7570,5
1530632168.652052529,10598,6
1530632168.664902381,9084,5
1530632168.677771670,10598,5
1530632168.690494864,9084,4
1530632168.703367075,9084,4
1530632168.716282140,9084,4
1530632168.729050233,9084,4
1530632168.741864536,7570,4
1530632168.754615656,9084,5
1530632168.767531951,4542,3
1530632168.780447055,3028,2
1530632168.793223788,3028,2
1530632168.806149999,3028,2
1530632168.818861120,3028,2
1530632168.831572733,3028,2
1530632168.844215823,3028,2
1530632168.857089933,4542,3
1530632168.869684492,4542,3
1530632168.882543075,4542,3
1530632168.895464376,4542,3
1530632168.908190327,4542,3
1530632168.920994042,6056,4
1530632168.933623656,6056,4
1530632168.946486751,6056,4
1530632168.959424860,6056,4
1530632168.972373572,6056,4
1530632168.985233144,9084,5
1530632168.998035913,6056,3
1530632169.010712916,7612,4
1530632169.023596503,9126,4
1530632169.036246667,12154,5
1530632169.048977132,12154,5
1530632169.061731652,12154,5
1530632169.074571331,10598,4
1530632169.087304587,12112,5
1530632169.100017965,10598,5
1530632169.112801590,12112,6
1530632169.125392108,10598,6
1530632169.138106752,12112,7
1530632169.150984520,10598,7
1530632169.163720590,10598,7
1530632169.176544548,12112,8
1530632169.189431010,12112,8
1530632169.202211972,12112,8
1530632169.215127814,12112,8
1530632169.227796846,12112,8
1530632169.240596277,10598,7
1530632169.253364249,9084,6
1530632169.266171113,10598,6
1530632169.278929317,12112,6
1530632169.291781579,12112,6
1530632169.304530830,10598,5
1530632169.317167081,10598,5
1530632169.329887391,10598,5
1530632169.342576250,13626,7
1530632169.355473635,12112,7
1530632169.368236792,13626,8
1530632169.381008380,10598,7
1530632169.393751560,12112,8
1530632169.406627205,12112,8
1530632169.419641643,12112,8
1530632169.432245608,12112,8
1530632169.444847567,12112,8
1530632169.457685093,12112,8
1530632169.470548054,10598,7
1530632169.483326663,10598,7
1530632169.496100426,13626,8
1530632169.508991476,12112,7
1530632169.521774555,13626,7
1530632169.534472794,12112,6
1530632169.547329700,12112,6
1530632169.560048400,10598,5
1530632169.572881131,12112,6
1530632169.585520909,10598,5
1530632169.598418208,10598,5
1530632169.611214200,7570,4
1530632169.623938821,10598,6
1530632169.636628657,9084,6
1530632169.649403721,9084,6
1530632169.662176507,9084,6
1530632169.674860672,10598,7
1530632169.687704474,10598,7
1530632169.700531476,9084,6
1530632169.713528254,9084,6
