ts,backlog_in_bytes,backlog_in_packets
1529943847.020501351,330,5
1529943847.033119696,330,5
1529943847.045575988,264,4
1529943847.058049409,330,5
1529943847.070819933,330,5
1529943847.083630072,330,5
1529943847.096140310,330,5
1529943847.108633480,264,4
1529943847.121100458,330,5
1529943847.133623626,330,5
1529943847.146156514,330,5
1529943847.158832018,264,4
1529943847.171544191,330,5
1529943847.184068047,396,6
1529943847.196579230,330,5
1529943847.209115372,264,4
1529943847.221743844,264,4
1529943847.234264239,330,5
1529943847.246988075,330,5
1529943847.259699384,330,5
1529943847.272146266,264,4
1529943847.284663258,330,5
1529943847.297188619,330,5
1529943847.309533968,330,5
1529943847.322079380,330,5
1529943847.334598088,264,4
1529943847.347275229,264,4
1529943847.359963185,330,5
1529943847.372336795,330,5
1529943847.384807093,264,4
1529943847.397265935,396,6
1529943847.409779958,264,4
1529943847.422248403,396,6
1529943847.434924058,330,5
1529943847.447536862,264,4
1529943847.460021731,264,4
1529943847.472478635,264,4
1529943847.484838743,264,4
1529943847.497368228,330,5
1529943847.509941696,330,5
1529943847.522404948,330,5
1529943847.535123815,264,4
1529943847.547634749,330,5
1529943847.560139710,330,5
1529943847.572608195,330,5
1529943847.585112955,330,5
1529943847.597750820,330,5
1529943847.610310708,330,5
1529943847.622898359,330,5
1529943847.635417850,264,4
1529943847.648022133,330,5
1529943847.660604806,330,5
1529943847.673142270,330,5
1529943847.685710920,396,6
1529943847.698257952,330,5
1529943847.710721343,264,4
1529943847.723163148,264,4
1529943847.735626016,264,4
1529943847.748147392,330,5
1529943847.760692436,330,5
1529943847.773125804,330,5
1529943847.785584630,264,4
1529943847.798088711,264,4
1529943847.810546704,264,4
1529943847.823076685,330,5
1529943847.835801269,396,6
1529943847.848154882,264,4
1529943847.860532085,330,5
1529943847.872963109,264,4
1529943847.885451979,330,5
1529943847.897920982,264,4
1529943847.910387124,330,5
1529943847.922932777,330,5
1529943847.935534873,330,5
1529943847.948048347,264,4
1529943847.960499555,330,5
1529943847.973128100,330,5
1529943847.985736391,330,5
1529943847.998262292,264,4
1529943848.010751735,330,5
1529943848.023455952,330,5
1529943848.035879820,330,5
1529943848.048211595,330,5
1529943848.060827846,330,5
1529943848.073463095,264,4
1529943848.086015933,330,5
1529943848.098676662,264,4
1529943848.111295427,264,4
1529943848.124013605,330,5
1529943848.136626871,330,5
1529943848.149248445,330,5
1529943848.161829635,264,4
1529943848.174386387,330,5
1529943848.187046470,330,5
1529943848.199545509,330,5
1529943848.212154133,264,4
1529943848.224743433,264,4
1529943848.237270898,330,5
1529943848.249865699,330,5
1529943848.262466963,264,4
1529943848.274937223,264,4
1529943848.287523037,330,5
1529943848.299973447,330,5
1529943848.312450743,330,5
1529943848.324867795,330,5
1529943848.337536756,264,4
1529943848.350016236,264,4
1529943848.362580892,330,5
1529943848.375310354,264,4
1529943848.388015703,330,5
1529943848.400536358,264,4
1529943848.413015791,330,5
1529943848.425599666,264,4
1529943848.437994050,330,5
1529943848.450519250,264,4
1529943848.463133320,330,5
1529943848.475680004,264,4
1529943848.488139848,330,5
1529943848.500683528,396,6
1529943848.513089247,264,4
1529943848.525684297,264,4
1529943848.538290132,330,5
1529943848.550796121,330,5
1529943848.563258094,330,5
1529943848.575867551,330,5
1529943848.588470611,330,5
1529943848.601022283,264,4
1529943848.613678030,330,5
1529943848.626094596,264,4
1529943848.638806751,330,5
1529943848.651338517,330,5
1529943848.663803413,330,5
1529943848.676139391,330,5
1529943848.688649374,330,5
1529943848.701047001,330,5
1529943848.713498534,264,4
1529943848.725958211,264,4
1529943848.738558334,396,6
1529943848.751411750,330,5
1529943848.764008472,330,5
1529943848.776441509,264,4
1529943848.789009333,330,5
1529943848.801646069,330,5
1529943848.814035852,330,5
1529943848.826560963,264,4
1529943848.839071802,330,5
1529943848.851728047,264,4
1529943848.864146039,330,5
1529943848.876644673,396,6
1529943848.889079157,264,4
1529943848.901644969,264,4
1529943848.914287019,396,6
1529943848.926869854,330,5
1529943848.939501253,330,5
1529943848.952151684,264,4
1529943848.964661532,330,5
1529943848.977338317,330,5
1529943848.989915065,330,5
1529943849.002451766,264,4
1529943849.015114088,264,4
1529943849.027774878,330,5
1529943849.040163635,330,5
1529943849.052563077,264,4
1529943849.065168386,264,4
1529943849.077661475,264,4
1529943849.090199129,330,5
1529943849.102633436,330,5
1529943849.115330156,330,5
1529943849.127979021,264,4
1529943849.140598524,264,4
1529943849.153260778,330,5
1529943849.165666369,330,5
1529943849.178250054,330,5
1529943849.190916106,330,5
1529943849.203672558,396,6
1529943849.216124529,264,4
1529943849.228699796,396,6
1529943849.241303101,330,5
1529943849.253815293,330,5
1529943849.266431118,330,5
1529943849.279138743,264,4
1529943849.291877213,330,5
1529943849.304568633,330,5
1529943849.317039837,330,5
1529943849.329433639,264,4
1529943849.341929762,330,5
1529943849.354495258,330,5
1529943849.366976363,330,5
1529943849.379611126,330,5
1529943849.392247811,264,4
1529943849.404721022,330,5
1529943849.417257754,330,5
1529943849.429880457,330,5
1529943849.442642985,264,4
1529943849.455220882,330,5
1529943849.467727473,330,5
1529943849.480228277,330,5
1529943849.492817680,264,4
1529943849.505296516,330,5
1529943849.517776301,396,6
1529943849.530224484,330,5
1529943849.542815825,396,6
1529943849.555449333,330,5
1529943849.567961338,330,5
1529943849.580554435,330,5
1529943849.593208866,330,5
1529943849.605659875,330,5
1529943849.618283060,264,4
1529943849.630866113,264,4
1529943849.643382137,330,5
1529943849.655793505,330,5
1529943849.668317507,330,5
1529943849.680942781,330,5
1529943849.693447041,264,4
1529943849.706099856,330,5
1529943849.718573651,330,5
1529943849.731246173,330,5
1529943849.743937254,330,5
1529943849.756377440,264,4
1529943849.768850363,330,5
1529943849.781440850,396,6
1529943849.793845011,264,4
1529943849.806490553,264,4
1529943849.819123476,330,5
1529943849.831617218,330,5
1529943849.844172232,330,5
1529943849.856747705,264,4
1529943849.869341286,396,6
1529943849.882029199,330,5
1529943849.894780478,264,4
1529943849.907312406,396,6
1529943849.919971862,264,4
1529943849.932635068,330,5
1529943849.945188539,264,4
1529943849.957575468,330,5
1529943849.970149378,264,4
1529943849.982813783,330,5
1529943849.995535447,264,4
1529943850.008004907,330,5
1529943850.020378523,264,4
1529943850.032841667,264,4
1529943850.045432314,330,5
1529943850.057977266,330,5
1529943850.070505138,330,5
1529943850.082999851,330,5
1529943850.095677645,264,4
1529943850.108058942,330,5
1529943850.120420595,330,5
1529943850.133003812,330,5
1529943850.145482163,330,5
1529943850.157947133,330,5
1529943850.170472857,396,6
1529943850.183065212,330,5
1529943850.195665488,330,5
1529943850.208272250,264,4
1529943850.220658293,264,4
1529943850.233069395,264,4
1529943850.245484082,396,6
1529943850.258174388,330,5
1529943850.270940662,264,4
1529943850.283554671,330,5
1529943850.296066127,264,4
1529943850.308658928,330,5
1529943850.321165545,264,4
1529943850.333643091,330,5
1529943850.346257166,264,4
1529943850.358924493,330,5
1529943850.371460885,264,4
1529943850.383985537,330,5
1529943850.396431613,264,4
1529943850.409089023,330,5
1529943850.421572452,396,6
1529943850.434098695,330,5
1529943850.446569874,264,4
1529943850.459038880,330,5
1529943850.471584318,264,4
1529943850.484163485,330,5
1529943850.496542623,330,5
1529943850.509150199,330,5
1529943850.521551529,330,5
1529943850.533984500,264,4
1529943850.546629934,264,4
1529943850.559370145,330,5
1529943850.571882979,330,5
1529943850.584261554,330,5
1529943850.596711043,264,4
1529943850.609113703,264,4
1529943850.621501427,330,5
1529943850.633877068,264,4
1529943850.646312491,330,5
1529943850.659016467,330,5
1529943850.671584403,264,4
1529943850.684114796,264,4
1529943850.696562613,330,5
1529943850.709201255,330,5
1529943850.721661737,396,6
1529943850.734207993,264,4
1529943850.746734253,330,5
1529943850.759261995,264,4
1529943850.771961245,330,5
1529943850.784312915,330,5
1529943850.796701129,264,4
1529943850.809402929,264,4
1529943850.821759848,264,4
1529943850.834410482,330,5
1529943850.847112979,330,5
1529943850.859683002,264,4
1529943850.872285528,396,6
1529943850.884850728,330,5
1529943850.897224675,330,5
1529943850.909684125,330,5
1529943850.922279115,264,4
1529943850.934732960,330,5
1529943850.947360223,330,5
1529943850.959930815,396,6
1529943850.972378330,330,5
1529943850.984859787,264,4
1529943850.997277951,264,4
1529943851.028763348,264,4
1529943851.041243254,330,5
1529943851.053859473,330,5
1529943851.066343230,330,5
1529943851.078927276,330,5
1529943851.091582482,264,4
1529943851.104249977,330,5
1529943851.116882265,264,4
1529943851.129553752,330,5
1529943851.141983506,264,4
1529943851.154450608,330,5
1529943851.166960184,330,5
1529943851.179572940,330,5
1529943851.192056900,330,5
1529943851.204479794,264,4
1529943851.216984249,264,4
1529943851.229595519,330,5
1529943851.242161408,330,5
1529943851.254687132,330,5
1529943851.267317383,264,4
1529943851.280013955,330,5
1529943851.292663021,330,5
1529943851.305263112,330,5
1529943851.317865865,264,4
1529943851.330458645,330,5
1529943851.343047804,330,5
1529943851.355824705,264,4
1529943851.368185630,330,5
1529943851.380695377,264,4
1529943851.393274561,330,5
1529943851.405758007,330,5
1529943851.418409884,330,5
1529943851.431072242,330,5
1529943851.443610487,330,5
1529943851.456056175,396,6
1529943851.468639541,330,5
1529943851.481221589,264,4
1529943851.493708887,330,5
1529943851.506210901,330,5
1529943851.518741935,330,5
1529943851.531342471,264,4
1529943851.543972512,396,6
1529943851.556566787,330,5
1529943851.569188195,462,7
1529943851.581631680,264,4
1529943851.594261509,264,4
1529943851.606949216,330,5
1529943851.619456230,330,5
1529943851.631983298,330,5
1529943851.644420139,264,4
1529943851.657054500,264,4
1529943851.669661957,330,5
1529943851.682352016,330,5
1529943851.694968795,198,3
1529943851.707685159,330,5
1529943851.720183972,330,5
1529943851.732719225,462,7
1529943851.745214106,264,4
1529943851.757753864,264,4
1529943851.770221951,330,5
1529943851.782853274,330,5
1529943851.795606032,330,5
1529943851.808252154,264,4
1529943851.820617171,330,5
1529943851.833237083,330,5
1529943851.845823742,330,5
1529943851.858459570,264,4
1529943851.871206442,264,4
1529943851.883806012,396,6
1529943851.896312853,330,5
1529943851.908719144,330,5
1529943851.921137494,264,4
1529943851.933621195,264,4
1529943851.946231529,330,5
1529943851.958687613,330,5
1529943851.971170800,330,5
1529943851.983667061,264,4
1529943851.996228087,330,5
1529943852.008706394,264,4
1529943852.021164219,330,5
1529943852.033755664,330,5
1529943852.046344846,396,6
1529943852.059042627,330,5
1529943852.071712962,330,5
1529943852.084061388,330,5
1529943852.096456181,330,5
1529943852.109139604,264,4
1529943852.121651499,264,4
1529943852.134087727,264,4
1529943852.146792319,330,5
1529943852.159457116,264,4
1529943852.172063591,264,4
1529943852.184667087,330,5
1529943852.197186741,330,5
1529943852.209761439,330,5
1529943852.222347446,264,4
1529943852.235024593,330,5
1529943852.247744179,330,5
1529943852.260155888,330,5
1529943852.272765542,264,4
1529943852.285367019,264,4
1529943852.297736089,330,5
1529943852.310331501,330,5
1529943852.323050130,264,4
1529943852.335689804,264,4
1529943852.348085883,330,5
1529943852.360632490,330,5
1529943852.373118042,330,5
1529943852.385677942,264,4
1529943852.398048300,264,4
1529943852.410748921,264,4
1529943852.423401163,396,6
1529943852.435883558,330,5
1529943852.448287813,396,6
1529943852.460905871,264,4
1529943852.473592374,330,5
1529943852.486067680,330,5
1529943852.498562990,330,5
1529943852.511056029,330,5
1529943852.523652498,264,4
1529943852.536136135,264,4
1529943852.548713406,330,5
1529943852.561226049,330,5
1529943852.573700477,264,4
1529943852.586288619,264,4
1529943852.598929772,330,5
1529943852.611518758,330,5
1529943852.624023333,330,5
1529943852.636446613,330,5
1529943852.648820496,264,4
1529943852.661333198,264,4
1529943852.673745940,330,5
1529943852.686193470,330,5
1529943852.698702249,264,4
1529943852.711175481,330,5
1529943852.723770760,264,4
1529943852.736203149,330,5
1529943852.748765315,264,4
1529943852.761103422,396,6
1529943852.773741440,330,5
1529943852.786258508,264,4
1529943852.798834629,264,4
1529943852.811328709,330,5
1529943852.823979865,330,5
1529943852.836446469,330,5
1529943852.848943225,264,4
1529943852.861404665,264,4
1529943852.873943365,264,4
1529943852.886606276,330,5
1529943852.899118062,330,5
1529943852.911782226,330,5
1529943852.924250349,264,4
1529943852.936608667,330,5
1529943852.949250693,330,5
1529943852.961722599,330,5
1529943852.974230770,330,5
1529943852.986795878,330,5
1529943852.999428547,264,4
1529943853.012041701,330,5
1529943853.024655819,264,4
1529943853.037211209,330,5
1529943853.049750425,264,4
1529943853.062382636,330,5
1529943853.074995818,264,4
1529943853.087707351,264,4
1529943853.100196315,396,6
1529943853.112866301,330,5
1529943853.125452243,330,5
1529943853.138027904,264,4
1529943853.150573690,330,5
1529943853.163109189,330,5
1529943853.175603706,330,5
1529943853.188059179,330,5
1529943853.200609808,264,4
1529943853.213175917,264,4
1529943853.225596495,330,5
1529943853.238219804,330,5
1529943853.250848363,330,5
1529943853.263493557,264,4
1529943853.276018430,396,6
1529943853.288452631,330,5
1529943853.301097800,330,5
1529943853.313637130,330,5
1529943853.326045680,330,5
1529943853.338752076,264,4
1529943853.351409953,330,5
1529943853.364015101,330,5
1529943853.376410987,330,5
1529943853.388839665,264,4
1529943853.401318849,198,3
1529943853.413972207,330,5
1529943853.426499369,330,5
1529943853.439109717,330,5
1529943853.451772807,330,5
1529943853.464461344,330,5
1529943853.477068764,330,5
1529943853.489427726,264,4
1529943853.502044947,264,4
1529943853.514554363,330,5
1529943853.527042936,330,5
1529943853.539753109,330,5
1529943853.552114932,330,5
1529943853.564679062,330,5
1529943853.577081283,264,4
1529943853.589480916,396,6
1529943853.602008052,330,5
1529943853.614709756,264,4
1529943853.627426310,264,4
1529943853.640043208,330,5
1529943853.652409611,462,7
1529943853.664999989,330,5
1529943853.677542995,264,4
1529943853.690060266,330,5
1529943853.702598050,330,5
1529943853.715141352,330,5
1529943853.727692901,330,5
1529943853.740088027,264,4
1529943853.752445505,396,6
1529943853.764828001,264,4
1529943853.777313562,330,5
1529943853.789811498,330,5
1529943853.802475609,330,5
1529943853.815002708,264,4
1529943853.827580601,264,4
1529943853.840101833,264,4
1529943853.852536035,330,5
1529943853.865136234,330,5
1529943853.877725078,330,5
1529943853.890315544,264,4
1529943853.902881188,330,5
1529943853.915454754,396,6
1529943853.928023688,330,5
1529943853.940546933,264,4
1529943853.953141511,264,4
1529943853.965678408,330,5
1529943853.978386309,330,5
1529943853.990922961,330,5
1529943854.003383183,264,4
1529943854.016027346,330,5
1529943854.028437447,330,5
1529943854.040937449,330,5
1529943854.053420385,330,5
1529943854.065963162,330,5
1529943854.078547179,264,4
1529943854.091208293,330,5
1529943854.103926090,264,4
1529943854.116352432,330,5
1529943854.128815027,264,4
1529943854.141216819,330,5
1529943854.153681104,330,5
1529943854.166169215,396,6
1529943854.178882553,264,4
1529943854.191493019,330,5
1529943854.204015527,264,4
1529943854.216588833,330,5
1529943854.229151679,264,4
1529943854.241555723,264,4
1529943854.254003770,264,4
1529943854.266502912,330,5
1529943854.278976272,330,5
1529943854.291694966,330,5
1529943854.304160331,264,4
1529943854.316818466,330,5
1529943854.329322499,396,6
1529943854.341777406,330,5
1529943854.354395165,330,5
1529943854.367010790,330,5
1529943854.379605332,264,4
1529943854.392120045,462,7
1529943854.404664449,330,5
1529943854.417186804,330,5
1529943854.429579412,330,5
1529943854.442058803,264,4
1529943854.454772551,396,6
1529943854.467458905,330,5
1529943854.480031393,330,5
1529943854.492451535,264,4
1529943854.504853262,264,4
1529943854.517419521,264,4
1529943854.529821733,330,5
1529943854.542430392,330,5
1529943854.555011938,330,5
1529943854.567536164,264,4
1529943854.580095247,330,5
1529943854.592517776,330,5
1529943854.605128960,330,5
1529943854.617753609,330,5
1529943854.630254527,264,4
1529943854.642850461,330,5
1529943854.655314809,330,5
1529943854.667980203,330,5
1529943854.680590466,264,4
1529943854.693053347,330,5
1529943854.705472224,264,4
1529943854.717931228,330,5
1529943854.730572927,330,5
1529943854.743163228,330,5
1529943854.755909941,396,6
1529943854.768548603,396,6
1529943854.781156215,264,4
1529943854.793585214,264,4
1529943854.806051875,330,5
1529943854.818636653,330,5
1529943854.831415484,330,5
1529943854.843985499,264,4
1529943854.856461659,330,5
1529943854.868860610,264,4
1529943854.881509966,330,5
1529943854.893936916,330,5
1529943854.906478229,396,6
1529943854.918954814,330,5
1529943854.931716433,330,5
1529943854.944124105,396,6
1529943854.956656510,66,1
1529943854.969245829,66,1
1529943854.981642671,0,0
1529943854.994278972,0,0
1529943855.006952684,132,2
1529943855.019564771,132,2
1529943855.031960915,0,0
1529943855.044555988,0,0
1529943855.056924768,0,0
1529943855.069533991,132,2
1529943855.081939626,132,2
1529943855.094487813,0,0
1529943855.107143788,0,0
1529943855.119723075,132,2
1529943855.132082905,132,2
1529943855.144774389,0,0
1529943855.157131970,0,0
1529943855.169712507,396,6
1529943855.182237703,396,6
1529943855.194960390,396,6
1529943855.207570847,330,5
1529943855.220197021,330,5
1529943855.232646211,264,4
1529943855.245196410,330,5
1529943855.257804402,330,5
1529943855.270194145,264,4
1529943855.282766252,264,4
1529943855.295302846,330,5
1529943855.307947317,330,5
1529943855.320370354,330,5
1529943855.332934889,330,5
1529943855.345543506,264,4
1529943855.358094351,264,4
1529943855.370572117,330,5
1529943855.383054688,330,5
1529943855.395757290,330,5
1529943855.408395506,264,4
1529943855.421017950,330,5
1529943855.433468752,330,5
1529943855.445964510,396,6
1529943855.458471415,264,4
1529943855.470949682,330,5
1529943855.483702993,330,5
1529943855.496263147,330,5
1529943855.508792758,264,4
1529943855.521300168,330,5
1529943855.533822740,264,4
1529943855.546265192,330,5
1529943855.558877070,264,4
1529943855.571391313,330,5
1529943855.583978235,264,4
1529943855.596601420,330,5
1529943855.609062868,330,5
1529943855.621672994,330,5
1529943855.634292427,264,4
1529943855.647008683,264,4
1529943855.659538583,330,5
1529943855.672171113,330,5
1529943855.684626644,264,4
1529943855.697186320,264,4
1529943855.709805696,330,5
1529943855.722377269,264,4
1529943855.734845473,330,5
1529943855.747562478,264,4
1529943855.760127799,330,5
1529943855.772594952,330,5
1529943855.785176543,330,5
1529943855.797726421,264,4
1529943855.810418693,264,4
1529943855.823093053,330,5
1529943855.835805508,264,4
1529943855.848176659,264,4
1529943855.860716000,264,4
1529943855.873312056,330,5
1529943855.885769169,396,6
1529943855.898396248,330,5
1529943855.911103588,396,6
1529943855.923777757,330,5
1529943855.936299153,330,5
1529943855.948746256,330,5
1529943855.961323506,330,5
1529943855.973963017,264,4
1529943855.986605750,330,5
1529943855.999266586,330,5
1529943856.028709718,330,5
1529943856.041334753,330,5
1529943856.053778710,264,4
1529943856.066297490,264,4
1529943856.078929633,330,5
1529943856.091575747,330,5
1529943856.104034810,264,4
1529943856.116460463,330,5
1529943856.129112062,264,4
1529943856.141747132,396,6
1529943856.154427685,330,5
1529943856.167001090,264,4
1529943856.179553090,330,5
1529943856.192085902,264,4
1529943856.204634820,330,5
1529943856.217198648,264,4
1529943856.229685344,330,5
1529943856.242263282,264,4
1529943856.254743438,330,5
1529943856.267338562,396,6
1529943856.279958776,330,5
1529943856.292413352,264,4
1529943856.305008675,330,5
1529943856.317715750,330,5
1529943856.330328218,330,5
1529943856.343012935,330,5
1529943856.355580225,264,4
1529943856.368154818,330,5
1529943856.380635247,264,4
1529943856.393076901,264,4
1529943856.405474998,330,5
1529943856.418042445,330,5
1529943856.430601321,330,5
1529943856.443264724,330,5
1529943856.455912775,264,4
1529943856.468489712,330,5
1529943856.481114173,330,5
1529943856.493516948,330,5
1529943856.506118244,264,4
1529943856.518620432,330,5
1529943856.531159822,264,4
1529943856.543823880,330,5
1529943856.556316853,264,4
1529943856.569013065,330,5
1529943856.581650735,330,5
1529943856.594257525,396,6
1529943856.606888993,330,5
1529943856.619332818,264,4
1529943856.631976646,396,6
1529943856.644629577,330,5
1529943856.657159766,330,5
1529943856.669763655,264,4
1529943856.682388512,264,4
1529943856.694975799,330,5
1529943856.707586741,330,5
1529943856.720129333,264,4
1529943856.732692263,264,4
1529943856.745087674,396,6
1529943856.757579316,330,5
1529943856.770285459,330,5
1529943856.782957180,264,4
1529943856.795510265,330,5
1529943856.808080506,330,5
1529943856.820510884,330,5
1529943856.833112515,264,4
1529943856.845792526,264,4
1529943856.858482188,330,5
1529943856.871049724,330,5
1529943856.883688591,330,5
1529943856.896353458,264,4
1529943856.908781043,330,5
1529943856.921399228,330,5
1529943856.933894621,330,5
1529943856.946403364,264,4
1529943856.959172851,330,5
1529943856.971927486,330,5
1529943856.984307174,396,6
1529943856.996885821,264,4
1529943857.009269872,330,5
1529943857.021926743,330,5
1529943857.034548077,396,6
1529943857.047034674,264,4
1529943857.059815026,264,4
1529943857.072176912,330,5
1529943857.084840539,330,5
1529943857.097485018,330,5
1529943857.109945637,264,4
1529943857.122601640,330,5
1529943857.135285523,330,5
1529943857.148018345,264,4
1529943857.160671586,264,4
1529943857.173064119,264,4
1529943857.185700513,330,5
1529943857.198328114,264,4
1529943857.211071863,264,4
1529943857.223683898,330,5
1529943857.236344258,330,5
1529943857.248742247,264,4
1529943857.261403295,264,4
1529943857.273856485,396,6
1529943857.286531848,330,5
1529943857.299224028,330,5
1529943857.311777784,264,4
1529943857.324263816,330,5
1529943857.336825660,330,5
1529943857.349261841,330,5
1529943857.361829223,264,4
1529943857.374400860,264,4
1529943857.386909754,264,4
1529943857.399595842,330,5
1529943857.412317328,264,4
1529943857.424755528,264,4
1529943857.437330461,330,5
1529943857.449858769,330,5
1529943857.462362316,330,5
1529943857.475018458,264,4
1529943857.487607893,330,5
1529943857.500276939,330,5
1529943857.512817103,330,5
1529943857.525238500,330,5
1529943857.537872722,330,5
1529943857.550322330,264,4
1529943857.562877871,330,5
1529943857.575721481,330,5
1529943857.588274555,264,4
1529943857.600627781,198,3
1529943857.613066550,264,4
1529943857.625470954,198,3
1529943857.638044611,330,5
1529943857.650578285,330,5
1529943857.663072243,330,5
1529943857.675592519,264,4
1529943857.688145791,264,4
1529943857.700651516,330,5
1529943857.713105299,330,5
1529943857.725623199,330,5
1529943857.738226124,264,4
1529943857.750870319,264,4
1529943857.763490679,396,6
1529943857.776163237,264,4
1529943857.788794419,264,4
1529943857.801335084,330,5
1529943857.813851393,330,5
1529943857.826540160,264,4
1529943857.839271144,264,4
1529943857.851909031,330,5
1529943857.864276305,330,5
1529943857.876793716,330,5
1529943857.889586785,264,4
1529943857.902247568,330,5
1529943857.914875388,330,5
1529943857.927535566,264,4
1529943857.940118970,330,5
1529943857.952633065,330,5
1529943857.965352442,396,6
1529943857.977891146,264,4
1529943857.990391086,264,4
1529943858.003060836,330,5
1529943858.015719291,330,5
1529943858.028237601,264,4
1529943858.040698893,264,4
1529943858.053144023,330,5
1529943858.065707644,330,5
1529943858.078322814,330,5
1529943858.090946302,264,4
1529943858.103660793,330,5
1529943858.116180915,330,5
1529943858.128825880,330,5
1529943858.141352586,264,4
1529943858.153870882,264,4
1529943858.166428399,330,5
1529943858.178927247,396,6
1529943858.191651622,264,4
1529943858.204227953,264,4
1529943858.216804728,330,5
1529943858.229330274,330,5
1529943858.241898264,330,5
1529943858.254373496,330,5
1529943858.267075476,330,5
1529943858.279770992,330,5
1529943858.292115636,396,6
1529943858.304706323,264,4
1529943858.317356320,330,5
1529943858.329869254,264,4
1529943858.342379267,330,5
1529943858.354891730,264,4
1529943858.367653290,396,6
1529943858.380187750,330,5
1529943858.392761322,330,5
1529943858.405197041,330,5
1529943858.417841871,330,5
1529943858.430394666,264,4
1529943858.442986414,264,4
1529943858.455742594,330,5
1529943858.468157065,330,5
1529943858.480510626,264,4
1529943858.492899603,330,5
1529943858.505467805,330,5
1529943858.517961370,330,5
1529943858.530713855,330,5
1529943858.543478011,264,4
1529943858.555928933,330,5
1529943858.568626468,330,5
1529943858.581152476,330,5
1529943858.593645855,330,5
1529943858.606297471,264,4
1529943858.618872538,396,6
1529943858.631404412,330,5
1529943858.643866482,264,4
1529943858.656300501,330,5
1529943858.668886068,330,5
1529943858.681560580,396,6
1529943858.694159533,330,5
1529943858.706856664,264,4
1529943858.719647466,330,5
1529943858.732222273,330,5
1529943858.744646476,330,5
1529943858.757279104,330,5
1529943858.769897238,264,4
1529943858.782528796,330,5
1529943858.794959381,330,5
1529943858.807546418,264,4
1529943858.820018943,264,4
1529943858.832680365,396,6
1529943858.845171173,330,5
1529943858.857602538,330,5
1529943858.870265105,264,4
1529943858.882920067,396,6
1529943858.895635060,330,5
1529943858.908113634,330,5
1529943858.920780110,264,4
1529943858.933435744,264,4
1529943858.946038258,330,5
1529943858.958686885,264,4
1529943858.971254768,264,4
1529943858.983864747,330,5
1529943858.996345145,330,5
1529943859.008838327,396,6
1529943859.021479548,396,6
1529943859.033982221,264,4
1529943859.046478598,396,6
1529943859.058933774,264,4
1529943859.071484457,330,5
1529943859.084002530,264,4
1529943859.096587009,330,5
1529943859.109160534,264,4
1529943859.121635444,330,5
1529943859.134196951,330,5
1529943859.146805527,330,5
1529943859.159385566,264,4
1529943859.171833674,330,5
1529943859.184310921,264,4
1529943859.196798870,330,5
1529943859.209251915,330,5
1529943859.221881062,264,4
1529943859.234390865,330,5
1529943859.247094919,330,5
1529943859.259707065,264,4
1529943859.272229385,396,6
1529943859.284644005,330,5
1529943859.297310751,330,5
1529943859.309757988,264,4
1529943859.322360484,330,5
1529943859.334828525,264,4
1529943859.347276909,330,5
1529943859.359826633,264,4
1529943859.372463774,396,6
1529943859.384873969,330,5
1529943859.397457838,330,5
1529943859.409838046,330,5
1529943859.422400251,264,4
1529943859.434924140,264,4
1529943859.447472374,330,5
1529943859.460141780,330,5
1529943859.472716231,330,5
1529943859.485256175,264,4
