ts,rto,rtt,rttvar,mss,pmtu,rcvmss,advmss,cwnd,bytes_acked,segs_out,segs_in,data_segs_out,bbr_bw,bbr_min_rtt,bbr_pacing_gain,bbr_cwnd_gain,send,pacing_rate,delivery_rate,busy
1529943844.746446205,212,10.278,3.875,1448,1500,536,1448,11,38,3,2,1,1.1e6,10.217,2.88672,2.88672,12.4e6,33.7e6,1.1e6,12ms
1529943844.757674774,212,10.278,3.875,1448,1500,536,1448,11,38,3,2,1,1.1e6,10.217,2.88672,2.88672,12.4e6,33.7e6,1.1e6,12ms
1529943844.768417026,212,10.278,3.875,1448,1500,536,1448,11,38,3,2,1,1.1e6,10.217,2.88672,2.88672,12.4e6,33.7e6,1.1e6,12ms
1529943844.779619850,212,10.278,3.875,1448,1500,536,1448,11,38,14,2,12,1.1e6,10.217,2.88672,2.88672,12.4e6,33.7e6,1.1e6,16ms
1529943844.790656415,212,10.286,0.711,1448,1500,536,1448,22,15966,29,8,27,9.2e6,10.217,2.88672,2.88672,24.8e6,33.7e6,9.2e6,28ms
1529943844.801512229,212,10.251,0.097,1448,1500,536,1448,39,40582,59,17,57,16.3e6,10.174,2.88672,2.88672,44.1e6,48.7e6,16.3e6,40ms
1529943844.812030850,212,10.217,0.034,1448,1500,536,1448,67,81126,117,29,115,30.5e6,10.102,2.88672,2.88672,76.0e6,91.3e6,30.5e6,48ms
1529943844.822929854,212,10.269,0.046,1448,1500,536,1448,131,173798,247,41,245,69.6e6,10.102,2.88672,2.88672,147.8e6,208.2e6,66.4e6,60ms
1529943844.833589699,212,10.929,0.905,1448,1500,536,1448,219,301222,347,51,345,98.4e6,10.102,2.88672,2.88672,232.1e6,294.1e6,98.4e6,72ms
1529943844.844300946,216,13.367,2.328,1448,1500,536,1448,310,432990,440,59,438,103.3e6,10.102,2.88672,2.88672,268.6e6,308.8e6,103.1e6,80ms
1529943844.855293334,220,16.624,1.647,1448,1500,536,1448,353,567654,530,72,528,105.0e6,10.102,2.88672,2.88672,246.0e6,314.0e6,99.0e6,92ms
1529943844.865903566,220,16.978,0.838,1448,1500,536,1448,353,697974,620,80,618,105.0e6,10.102,2.88672,2.88672,240.9e6,314.0e6,95.8e6,104ms
1529943844.876967737,220,17.423,0.666,1448,1500,536,1448,353,826846,710,88,708,105.0e6,10.102,2.88672,2.88672,234.7e6,314.0e6,97.9e6,116ms
1529943844.888033517,220,17.26,0.676,1448,1500,536,1448,212,958614,756,95,754,105.0e6,10.102,1,2,142.3e6,108.8e6,97.0e6,124ms
1529943844.898991366,216,15.187,0.97,1448,1500,536,1448,218,1077350,852,103,850,105.0e6,10.102,1.25,2,166.3e6,136.0e6,59.6e6,136ms
1529943844.909786729,216,13.036,1.014,1448,1500,536,1448,218,1213462,942,112,940,105.0e6,10.102,1.25,2,193.7e6,136.0e6,96.7e6,148ms
1529943844.920768027,216,12.224,0.488,1448,1500,536,1448,218,1343782,1032,122,1030,105.0e6,10.102,1.25,2,206.6e6,136.0e6,95.1e6,156ms
1529943844.931582551,216,12.165,0.381,1448,1500,536,1448,218,1474102,1122,130,1120,105.0e6,10.102,1.25,2,207.6e6,136.0e6,95.2e6,168ms
1529943844.942632610,216,12.158,0.347,1448,1500,536,1448,218,1604422,1212,138,1210,105.0e6,10.102,1.25,2,207.7e6,136.0e6,94.6e6,180ms
1529943844.954165127,216,12.075,0.332,1448,1500,536,1448,218,1750670,1313,149,1311,105.0e6,10.102,1.25,2,209.1e6,136.0e6,94.5e6,192ms
1529943844.965111092,216,12.078,0.328,1448,1500,536,1448,218,1880990,1403,158,1401,105.0e6,10.102,1.25,2,209.1e6,136.0e6,94.9e6,204ms
1529943844.976413042,212,11.999,0.325,1448,1500,536,1448,218,2011310,1493,168,1491,105.0e6,10.102,1.25,2,210.5e6,136.0e6,95.2e6,212ms
1529943844.987749481,216,12.048,0.352,1448,1500,536,1448,218,2141630,1583,177,1581,105.0e6,10.102,1.25,2,209.6e6,136.0e6,94.8e6,224ms
1529943844.999068965,216,12.125,0.348,1448,1500,536,1448,202,2271950,1672,185,1670,98.3e6,10.102,1.25,2,193.0e6,127.3e6,94.8e6,236ms
1529943845.010098198,216,12.157,0.413,1448,1500,536,1448,202,2416750,1774,195,1772,98.3e6,10.102,1.25,2,192.5e6,127.3e6,94.1e6,248ms
1529943845.021244340,216,12.366,0.393,1448,1500,536,1448,202,2542726,1864,206,1862,98.3e6,10.102,1.25,2,189.2e6,127.3e6,94.9e6,260ms
1529943845.032673356,216,12.633,0.164,1448,1500,536,1448,202,2673046,1964,216,1962,98.3e6,10.102,1.25,2,185.2e6,127.3e6,92.8e6,268ms
