ts, Backlog in Bytes, Backlog in packets
1531190139.653899968,0,0
1531190139.759752785,0,0
1531190139.865054427,0,0
1531190139.970240420,0,0
1531190140.075347292,0,0
1531190140.180382770,0,0
1531190140.285449423,0,0
1531190140.390475184,0,0
1531190140.495535926,0,0
1531190140.600690915,0,0
1531190140.705798815,0,0
1531190140.810812211,0,0
1531190140.915838923,0,0
1531190141.020977169,0,0
1531190141.126010001,0,0
1531190141.231073373,0,0
1531190141.336065247,0,0
1531190141.441187159,0,0
1531190141.546278538,0,0
1531190141.651327012,0,0
1531190141.756427211,0,0
1531190141.861532008,0,0
1531190141.966594093,0,0
1531190142.071740527,0,0
1531190142.176900546,708,10
1531190142.282036378,5974,65
1531190142.387175688,774,11
1531190142.492268114,708,10
1531190142.597433781,540,8
1531190142.702535507,642,9
1531190142.807651167,728,10
1531190142.912790940,732,10
1531190143.017875288,618,9
1531190143.122909626,716,10
1531190143.228064017,750,11
1531190143.333252248,770,11
1531190143.438446521,684,10
1531190143.543537841,684,10
1531190143.648668240,564,8
1531190143.753805871,720,10
1531190143.858894493,642,9
1531190143.964084779,838,11
1531190144.069274527,782,11
1531190144.174374371,708,10
1531190144.279451665,774,11
1531190144.384642238,798,11
1531190144.489703553,774,11
1531190144.594810097,720,10
1531190144.699987693,576,8
1531190144.805138423,576,8
1531190144.910337858,618,9
1531190145.015415639,564,8
1531190145.120476125,798,11
1531190145.225553348,696,10
1531190145.330626633,630,9
1531190145.435783822,486,7
1531190145.540902646,696,10
1531190145.646015806,810,11
1531190145.751157318,618,9
1531190145.856230825,720,10
1531190145.961322115,654,9
1531190146.066462909,618,9
1531190146.171539507,708,10
1531190146.276670209,918,13
1531190146.381761577,618,9
1531190146.486825000,630,9
1531190146.591944970,708,10
1531190146.697064464,720,10
1531190146.802133401,752,10
1531190146.907179536,588,8
1531190147.012277386,774,11
1531190147.117386753,684,10
1531190147.222470208,740,10
1531190147.327590359,462,7
1531190147.432686544,498,7
1531190147.537827381,892,12
1531190147.642909151,774,11
1531190147.748157966,654,9
1531190147.853268820,840,12
1531190147.958353742,896,12
1531190148.063454736,642,9
1531190148.168526139,650,9
1531190148.273613255,630,9
1531190148.378679382,716,10
1531190148.483853930,650,9
1531190148.589095720,630,9
1531190148.694174674,618,9
1531190148.799250491,864,12
1531190148.904372155,806,11
1531190149.009450621,732,10
1531190149.114597295,540,8
1531190149.219694130,642,9
1531190149.324829182,942,13
1531190149.429924473,840,12
1531190149.535028270,630,9
1531190149.640163657,666,9
1531190149.745366346,762,11
1531190149.850491185,584,8
1531190149.955560897,654,9
1531190150.060674508,732,10
1531190150.165789599,584,8
1531190150.270866010,540,8
1531190150.375971705,552,8
1531190150.481114617,708,10
1531190150.586238262,708,10
1531190150.691289660,630,9
1531190150.796364086,740,10
1531190150.901483912,510,7
1531190151.006485375,642,9
1531190151.111576265,818,11
1531190151.216645579,630,9
1531190151.321726104,708,10
1531190151.426844459,642,9
1531190151.531958899,696,10
1531190151.637095920,674,9
1531190151.742214162,654,9
1531190151.847274969,684,10
1531190151.952362732,732,10
1531190152.057431907,576,8
1531190152.162530273,762,11
1531190152.267634353,132,2
1531190152.372804956,66,1
1531190152.477865415,720,10
1531190152.582925814,736,10
1531190152.688041334,904,12
1531190152.793205670,672,10
1531190152.898252767,618,9
1531190153.003309798,588,8
1531190153.108457224,564,8
1531190153.213590730,720,10
1531190153.318699296,786,11
1531190153.423828829,728,10
1531190153.528965523,630,9
1531190153.634059824,552,8
1531190153.739164269,654,9
1531190153.844275515,630,9
1531190153.949391290,474,7
1531190154.054484449,708,10
1531190154.159597780,720,10
1531190154.264815946,654,9
1531190154.369873596,752,10
1531190154.474977831,654,9
1531190154.580121183,564,8
1531190154.685223748,774,11
1531190154.790310808,618,9
1531190154.895430257,692,10
1531190155.000540015,642,9
1531190155.105633902,642,9
1531190155.210703447,708,10
1531190155.315796672,732,10
1531190155.421062985,564,8
1531190155.526162288,654,9
1531190155.631239786,618,9
1531190155.736436214,864,12
1531190155.841521064,642,9
1531190155.946609772,552,8
1531190156.051709837,606,9
1531190156.156858576,708,10
1531190156.261921171,762,11
1531190156.367022743,606,9
1531190156.472147604,642,9
1531190156.577247275,708,10
1531190156.682348255,576,8
1531190156.787462211,642,9
1531190156.892626090,782,11
1531190156.997694512,732,10
1531190157.102765654,696,10
1531190157.207956431,630,9
1531190157.313055611,696,10
1531190157.418103804,576,8
1531190157.523210865,654,9
1531190157.628349073,630,9
1531190157.733453150,762,11
1531190157.838595698,638,9
1531190157.943691873,674,9
1531190158.048856217,638,9
1531190158.153964088,630,9
1531190158.259065029,654,9
1531190158.364266565,606,9
1531190158.469387156,642,9
1531190158.574468155,720,10
1531190158.679623521,642,9
1531190158.784743386,630,9
1531190158.889812965,498,7
1531190158.994909648,606,9
1531190159.100025448,576,8
1531190159.205135824,642,9
1531190159.310238789,650,9
1531190159.415329284,684,10
1531190159.520498320,696,10
1531190159.625583896,684,10
1531190159.730716192,552,8
1531190159.835900403,642,9
1531190159.941020334,786,11
1531190160.046105358,810,11
1531190160.151212100,654,9
1531190160.256250539,708,10
1531190160.361281578,786,11
1531190160.466371965,876,12
1531190160.571447441,618,9
1531190160.676545812,786,11
1531190160.781629597,396,6
1531190160.886728877,474,7
1531190160.991823346,576,8
1531190161.096990784,786,11
1531190161.202082512,552,8
1531190161.307209375,630,9
1531190161.412257568,794,11
1531190161.517347351,684,10
1531190161.622439256,552,8
1531190161.727519266,630,9
1531190161.832618784,630,9
1531190161.937637575,674,9
1531190162.042634073,848,12
1531190162.147659210,828,12
1531190162.252748733,774,11
1531190162.357787192,630,9
1531190162.462845425,132,2
1531190162.567868101,78,1
1531190162.672943476,540,8
1531190162.778035755,708,10
1531190162.883073817,962,13
1531190162.988154475,708,10
1531190163.093196316,630,9
1531190163.198267963,708,10
1531190163.303368442,618,9
1531190163.408452231,630,9
1531190163.513541506,642,9
1531190163.618647453,618,9
1531190163.723730026,630,9
1531190163.828990508,630,9
1531190163.934057406,696,10
1531190164.039193779,630,9
1531190164.144381235,630,9
1531190164.249612554,708,10
1531190164.354671272,684,10
1531190164.459833337,576,8
1531190164.564951563,618,9
1531190164.670003237,716,10
1531190164.775099737,708,10
1531190164.880179336,630,9
1531190164.985335025,618,9
1531190165.090406899,564,8
1531190165.195480673,684,10
1531190165.300694557,794,11
1531190165.405788838,630,9
1531190165.510844145,564,8
1531190165.615928138,720,10
1531190165.721061223,608,8
1531190165.826265175,552,8
1531190165.931356994,618,9
1531190166.036443930,594,9
1531190166.141599509,642,9
1531190166.246684137,662,9
1531190166.351792416,752,10
1531190166.456939170,510,7
1531190166.562023551,764,10
1531190166.667211203,576,8
1531190166.772346761,630,9
1531190166.877458832,654,9
1531190166.982592221,708,10
1531190167.087709828,728,10
1531190167.192823057,720,10
1531190167.297884974,708,10
1531190167.403031401,564,8
1531190167.508128695,642,9
1531190167.613289103,576,8
1531190167.718359172,642,9
1531190167.823529544,608,8
1531190167.928621854,630,9
1531190168.033685781,662,9
1531190168.138811057,642,9
1531190168.243898793,708,10
1531190168.349013619,864,12
1531190168.454185555,630,9
1531190168.559276796,630,9
1531190168.664369145,696,10
1531190168.769592561,708,10
1531190168.874700509,774,11
1531190168.979816572,950,13
1531190169.084966925,708,10
1531190169.190049224,708,10
1531190169.295126848,708,10
1531190169.400250012,618,9
1531190169.505340952,708,10
1531190169.610449942,618,9
1531190169.715538395,576,8
1531190169.820637682,708,10
1531190169.925807639,662,9
1531190170.030925700,798,11
1531190170.135968080,732,10
1531190170.241225729,888,12
1531190170.346314854,728,10
1531190170.451582825,630,9
1531190170.556966836,642,9
1531190170.662219159,630,9
1531190170.767425651,654,9
1531190170.872650363,576,8
1531190170.977814327,630,9
1531190171.082957873,642,9
1531190171.188153756,672,10
1531190171.293326053,642,9
1531190171.398502907,642,9
1531190171.503673562,630,9
1531190171.608912616,630,9
1531190171.714099224,816,12
1531190171.819288114,672,10
1531190171.924542144,618,9
1531190172.029703530,630,9
1531190172.134832154,486,7
1531190172.240019123,826,11
1531190172.345269191,696,10
1531190172.450433377,786,11
1531190172.555600388,760,10
1531190172.660791899,720,10
1531190172.765974187,564,8
1531190172.871126859,684,10
1531190172.976323751,596,8
1531190173.081465180,696,10
1531190173.186643942,606,9
1531190173.291809869,672,10
1531190173.397024666,830,11
1531190173.502206404,564,8
1531190173.607386376,642,9
1531190173.712547618,798,11
1531190173.817708741,498,7
1531190173.922839547,752,10
1531190174.028019589,816,12
1531190174.133193215,630,9
1531190174.238374222,720,10
1531190174.343535258,786,11
1531190174.448755667,696,10
1531190174.553879890,672,10
1531190174.659005805,732,10
1531190174.764190434,618,9
1531190174.869381616,752,10
1531190174.974526339,572,8
1531190175.079774365,708,10
1531190175.185011748,884,12
1531190175.290170876,540,8
1531190175.395290388,606,9
1531190175.500474637,630,9
1531190175.605614962,618,9
1531190175.710796838,630,9
1531190175.815944812,672,10
1531190175.921168248,696,10
1531190176.026293371,630,9
1531190176.131472317,540,8
1531190176.236683035,654,9
1531190176.341851610,660,10
1531190176.446988574,642,9
1531190176.552145018,642,9
1531190176.657309959,486,7
1531190176.762472596,930,13
1531190176.867638751,654,9
1531190176.972862725,720,10
1531190177.078038279,654,9
1531190177.183173218,630,9
1531190177.288341829,600,8
1531190177.393501097,696,10
1531190177.498664882,576,8
1531190177.603830322,876,12
1531190177.709027802,606,9
1531190177.814218674,540,8
1531190177.919402404,786,11
1531190178.024615603,564,8
1531190178.129752423,708,10
1531190178.234877439,720,10
1531190178.340041942,654,9
1531190178.445251264,716,10
1531190178.550437181,564,8
1531190178.655667373,696,10
1531190178.760869769,642,9
1531190178.866024109,596,8
1531190178.971119435,662,9
1531190179.076284417,606,9
1531190179.181426063,762,11
1531190179.286613285,618,9
1531190179.391792808,642,9
1531190179.497006123,674,9
1531190179.602165425,618,9
1531190179.707333374,872,12
1531190179.812491105,144,2
1531190179.917670669,132,2
1531190180.022814470,864,12
1531190180.127995644,654,9
1531190180.233197482,642,9
1531190180.338357936,786,11
1531190180.443562443,740,10
1531190180.548815465,540,8
1531190180.653980704,684,10
1531190180.759115657,696,10
1531190180.864310962,798,11
1531190180.969470757,720,10
1531190181.074645350,576,8
1531190181.179820379,720,10
1531190181.285063804,642,9
1531190181.390234422,740,10
1531190181.495391044,720,10
1531190181.600607543,588,8
1531190181.705737334,618,9
1531190181.810873392,596,8
1531190181.916080486,786,11
1531190182.021326698,744,10
1531190182.126525733,884,12
1531190182.231747655,720,10
1531190182.336965322,552,8
1531190182.442145393,708,10
1531190182.547347999,552,8
1531190182.652533838,654,9
1531190182.757684706,618,9
1531190182.862809173,654,9
1531190182.968012822,572,8
1531190183.073241658,696,10
1531190183.178419110,606,9
1531190183.283632369,618,9
