ts,rto,rtt,rttvar,mss,pmtu,rcvmss,advmss,cwnd,bytes_acked,segs_out,segs_in,data_segs_out,bbr_bw,bbr_min_rtt,bbr_pacing_gain,bbr_cwnd_gain,send,pacing_rate,delivery_rate,busy
1531190141.949074521,224,21.707,8.546,1448,1500,536,1448,11,38,3,2,1,564.1e3,20.511,2.88672,2.88672,5.9e6,15.8e6,564.8e3,20
1531190141.968622505,224,21.707,8.546,1448,1500,536,1448,11,38,7,2,5,564.1e3,20.511,2.88672,2.88672,5.9e6,15.8e6,564.8e3,24
1531190141.991244331,224,20.601,4.616,1448,1500,536,1448,19,8726,17,6,15,4.1e6,16.532,2.88672,2.88672,10.7e6,15.8e6,4.1e6,44
1531190142.014014853,224,20.703,2.651,1448,1500,536,1448,29,26102,44,12,41,5.8e6,16.532,2.88672,2.88672,16.2e6,17.2e6,5.8e6,68
1531190142.035991616,224,20.72,0.973,1448,1500,536,1448,53,66646,93,26,90,12.2e6,16.532,2.88672,2.88672,29.6e6,36.5e6,12.2e6,92
1531190142.056254913,224,20.375,1.001,1448,1500,536,1448,95,136150,176,45,173,25.5e6,16.527,2.88672,2.88672,54.0e6,76.1e6,25.5e6,112
1531190142.077644968,224,20.43,0.778,1448,1500,536,1448,177,254886,355,72,352,47.7e6,16.527,2.88672,2.88672,100.4e6,142.8e6,47.7e6,132
1531190142.095145279,224,20.776,0.889,1448,1500,536,1448,338,488014,540,94,537,91.3e6,16.527,2.88672,2.88672,188.5e6,273.1e6,91.3e6,152
1531190142.116349936,228,24.484,2.534,1448,1500,536,1448,448,699422,703,105,700,91.3e6,16.527,2.88672,2.88672,212.0e6,273.1e6,87.4e6,172
1531190142.136939068,228,25.833,1.724,1448,1500,536,1448,517,945582,886,209,883,105.6e6,16.527,2.88672,2.88672,231.8e6,315.7e6,97.6e6,192
1531190142.154522308,232,28.031,1.548,1448,1500,536,1448,517,1171470,1040,321,1037,105.6e6,16.527,2.88672,2.88672,213.7e6,315.7e6,94.8e6,212
1531190142.174258987,228,27.591,0.704,1448,1500,536,1448,517,1339438,1201,355,1198,105.6e6,16.527,2.88672,2.88672,217.1e6,315.7e6,89.4e6,228
1531190142.196570921,228,27.343,0.596,1448,1500,536,1448,336,1665238,1343,456,1340,105.6e6,16.527,1.25,2,142.3e6,136.7e6,96.4e6,252
1531190142.216791837,232,28.579,2.305,1448,1500,536,1448,336,1888230,1501,500,1498,105.6e6,16.527,1.25,2,136.2e6,136.7e6,77.5e6,272
1531190142.238878744,228,24.526,1.28,1448,1500,536,1448,336,2131494,1669,519,1666,105.6e6,16.527,1.25,2,158.7e6,136.7e6,74.1e6,292
1531190142.260482584,224,23.108,0.844,1448,1500,536,1448,336,2408062,1861,541,1858,105.6e6,16.527,1.25,2,168.4e6,136.7e6,85.0e6,316
1531190142.280639791,224,23.143,0.987,1448,1500,536,1448,336,2636846,2029,558,2026,105.6e6,16.527,1.25,2,168.2e6,136.7e6,96.0e6,336
1531190142.300917862,224,23.003,0.914,1448,1500,536,1448,336,2881558,2198,577,2195,105.6e6,16.527,1.25,2,169.2e6,136.7e6,101.3e6,356
1531190142.323532043,224,23.075,0.911,1448,1500,536,1448,330,3191430,2381,599,2378,105.6e6,16.527,1,2,165.7e6,109.4e6,95.7e6,376
1531190142.344671006,224,23.235,1.094,1448,1500,536,1448,330,3426006,2561,620,2558,105.6e6,16.527,1,2,164.5e6,109.4e6,97.5e6,400
1531190142.367966030,224,22.444,0.97,1448,1500,536,1448,330,3699678,2741,640,2738,105.6e6,16.527,1,2,170.3e6,109.4e6,92.1e6,420
1531190142.387851299,224,23.03,0.576,1448,1500,536,1448,330,3960318,2921,661,2918,105.6e6,16.527,1,2,166.0e6,109.4e6,93.7e6,444
1531190142.407399785,224,23.766,1.394,1448,1500,536,1448,316,4155798,3073,676,3070,102.1e6,16.527,1,2,154.0e6,105.8e6,84.7e6,460
1531190142.426201950,224,23.119,0.723,1448,1500,536,1448,328,4422230,3244,699,3241,103.1e6,16.527,1.25,2,164.3e6,133.5e6,97.3e6,480
1531190142.447646489,224,22.983,1.204,1448,1500,536,1448,328,4672734,3413,720,3410,103.1e6,16.527,1.25,2,165.3e6,133.5e6,98.4e6,504
1531190142.470292095,224,21.912,0.899,1448,1500,536,1448,328,4917446,3582,739,3579,103.1e6,16.527,1.25,2,173.4e6,133.5e6,88.3e6,524
1531190142.490505223,224,22.475,1.018,1448,1500,536,1448,328,5194014,3762,759,3759,103.1e6,16.527,1.25,2,169.1e6,133.5e6,96.7e6,544
1531190142.508126546,224,22.366,1.374,1448,1500,536,1448,328,5389494,3920,776,3916,103.1e6,16.527,1.25,2,169.9e6,133.5e6,84.0e6,564
1531190142.529089645,224,22.924,1.018,1448,1500,536,1448,328,5618278,4089,793,4085,103.1e6,16.527,1.25,2,165.7e6,133.5e6,96.1e6,584
1531190142.548933056,224,23.083,0.598,1448,1500,536,1448,328,5845614,4247,811,4243,103.1e6,16.527,1.25,2,164.6e6,133.5e6,89.8e6,604
1531190142.569881070,224,22.735,0.746,1448,1500,536,1448,338,6106254,4415,831,4411,106.4e6,16.527,1.25,2,172.2e6,137.8e6,92.9e6,624
1531190142.587012443,224,22.639,0.778,1448,1500,536,1448,338,6366894,4573,850,4569,106.4e6,16.527,1.25,2,172.9e6,137.8e6,97.3e6,644
1531190142.608550894,224,22.895,0.893,1448,1500,536,1448,338,6595678,4730,868,4726,106.4e6,16.527,1.25,2,171.0e6,137.8e6,91.3e6,664
