ts, Backlog in Bytes, Backlog in packets
1531189163.176097532,0,0
1531189163.281850946,0,0
1531189163.387110903,0,0
1531189163.492297721,0,0
1531189163.597456472,0,0
1531189163.702618440,0,0
1531189163.807759939,0,0
1531189163.912945423,0,0
1531189164.018099201,0,0
1531189164.123231942,0,0
1531189164.228356279,0,0
1531189164.333489240,0,0
1531189164.438616825,0,0
1531189164.543748991,0,0
1531189164.648913131,0,0
1531189164.754017922,0,0
1531189164.859121905,0,0
1531189164.964257206,0,0
1531189165.069355110,0,0
1531189165.174479649,0,0
1531189165.279607826,0,0
1531189165.384753664,0,0
1531189165.489840093,0,0
1531189165.594953764,0,0
1531189165.700166278,840,12
1531189165.805393219,444,6
1531189165.910586109,928,12
1531189166.015814895,552,8
1531189166.121059610,732,10
1531189166.226218389,630,9
1531189166.331398090,696,10
1531189166.436546742,696,10
1531189166.541677722,654,9
1531189166.646812525,630,9
1531189166.751968230,864,12
1531189166.857185085,696,10
1531189166.962410252,642,9
1531189167.067562105,732,10
1531189167.172759806,630,9
1531189167.277949484,896,12
1531189167.383123498,884,12
1531189167.488308729,810,11
1531189167.593520183,786,11
1531189167.698729770,852,12
1531189167.803914971,908,12
1531189167.909170251,794,11
1531189168.014303833,1152,16
1531189168.119523674,630,9
1531189168.224770287,696,10
1531189168.329963042,994,13
1531189168.435160169,876,12
1531189168.540297360,942,13
1531189168.645533768,978,13
1531189168.750725074,950,13
1531189168.855923837,942,13
1531189168.961170236,794,11
1531189169.066329424,740,10
1531189169.171455608,740,10
1531189169.276673034,974,13
1531189169.381848267,864,12
1531189169.486985021,786,11
1531189169.592124073,786,11
1531189169.697289543,840,12
1531189169.802477551,618,9
1531189169.907597777,1016,14
1531189170.012869096,896,12
1531189170.117983273,872,12
1531189170.223235759,798,11
1531189170.328448293,716,10
1531189170.433643400,762,11
1531189170.538780662,872,12
1531189170.643960911,708,10
1531189170.749133835,900,12
1531189170.854299950,744,10
1531189170.959474121,884,12
1531189171.064731416,1K,14
1531189171.169911344,762,11
1531189171.275080682,1020,14
1531189171.380273047,720,10
1531189171.485464951,728,10
1531189171.590649105,804,12
1531189171.695782324,826,11
1531189171.800996154,908,12
1531189171.906146397,1116,16
1531189172.011372871,728,10
1531189172.116567431,860,12
1531189172.221745030,666,9
1531189172.326894782,974,13
1531189172.432043982,740,10
1531189172.537272745,642,9
1531189172.642417748,774,11
1531189172.747538974,930,13
1531189172.852757469,708,10
1531189172.957922337,654,9
1531189173.063122307,732,10
1531189173.168314154,782,11
1531189173.273463521,650,9
1531189173.378336484,954,13
1531189173.483524445,794,11
1531189173.588740336,794,11
1531189173.693897396,762,11
1531189173.799075129,918,13
1531189173.904231497,786,11
1531189174.009418635,864,12
1531189174.114670895,860,12
1531189174.219812002,762,11
1531189174.324994125,774,11
