ts,rto,rtt,rttvar,mss,pmtu,rcvmss,advmss,cwnd,bytes_acked,segs_out,segs_in, data_segs_out,bbr_bw,bbr_min_rtt,bbr_pacing_gain,bbr_cwnd_gain,send,pacing_rate,delivery_rate
1529354907.157154924,204,0.21,0.12,1448,1500,536,1448,11,38,3,2,1,399.4e6,0.029,2.88672,2.88672,606.8e6,1467.8e6,399.4e6
1529354907.183961604,204,0.21,0.12,1448,1500,536,1448,11,38,3,2,1,399.4e6,0.029,2.88672,2.88672,606.8e6,1467.8e6,399.4e6
1529354907.211541322,204,0.175,0.157,1448,1500,536,1448,186,23605334,16392,1134,16390,10043.9e6,0.029,1.25,2,12312.1e6,13005.8e6,9858.7e6
1529354907.239557279,204,0.214,0.015,1448,1500,536,1448,194,49457926,34347,3081,34345,12087.7e6,0.028,1,2,10501.4e6,12521.7e6,9752.1e6
1529354907.267201383,204,0.214,0.013,1448,1500,536,1448,192,76884494,53247,5592,53245,11584.0e6,0.028,1,2,10393.1e6,12000.0e6,8801.8e6
1529354907.297658769,204,0.184,0.014,1448,1500,536,1448,180,105989294,73362,8353,73360,10371.7e6,0.025,1,2,11332.2e6,10744.2e6,9642.2e6
1529354907.326629546,204,0.088,0.013,1448,1500,536,1448,178,136230774,94197,11273,94195,9834.3e6,0.025,1.25,2,23431.3e6,12734.4e6,8658.7e6
1529354907.357229902,204,0.115,0.02,1448,1500,536,1448,180,163437246,113007,13862,113005,10385.7e6,0.025,1.25,2,18131.5e6,13448.3e6,9507.6e6
1529354907.386100137,204,0.199,0.015,1448,1500,536,1448,182,191684830,132537,16657,132535,11584.0e6,0.023,1,2,10594.4e6,12000.0e6,9093.4e6
1529354907.416024983,204,0.082,0.017,1448,1500,536,1448,180,220830174,152562,19492,152560,11373.4e6,0.022,1.25,2,25428.3e6,14727.3e6,9701.6e6
1529354907.443106237,204,0.191,0.015,1448,1500,536,1448,180,248136558,171507,22233,171505,11429.5e6,0.022,1,2,10916.9e6,11840.0e6,9438.8e6
1529354907.468932737,204,0.172,0.01,1448,1500,536,1448,176,274057206,189417,24877,189415,10530.9e6,0.022,1,2,11853.4e6,13636.4e6,9901.4e6
1529354907.497490319,204,0.229,0.08,1448,1500,536,1448,176,302908606,209262,25610,209260,10564.6e6,0.022,1.25,2,8903.0e6,13680.0e6,4222.9e6
1529354907.526940261,204,0.249,0.052,1448,1500,536,1448,180,332014854,229422,26138,229420,11294.4e6,0.022,1.25,2,8374.0e6,11918.9e6,2413.3e6
1529354907.554915777,204,0.19,0.032,1448,1500,536,1448,182,359234358,248232,26630,248230,12204.6e6,0.022,1,2,11096.3e6,12642.9e6,9511.1e6
1529354907.585694725,204,0.156,0.02,1448,1500,536,1448,178,387195238,267537,27142,267535,11239.9e6,0.022,1,2,13217.6e6,11643.6e6,8431.0e6
1529354907.615320982,204,0.223,0.061,1448,1500,536,1448,178,416189990,287562,27655,287560,10830.0e6,0.022,1.25,2,9246.4e6,14023.7e6,4088.5e6
1529354907.649956592,204,0.188,0.028,1448,1500,536,1448,180,445568462,307857,28189,307855,11511.1e6,0.022,1,2,11091.1e6,11924.5e6,10127.7e6
1529354907.677665467,204,0.18,0.017,1448,1500,536,1448,174,473448254,327072,28678,327070,10183.7e6,0.022,1.25,2,11197.9e6,13186.8e6,6876.1e6
1529354907.707276730,204,0.182,0.012,1448,1500,536,1448,174,499855430,345342,29151,345340,9884.2e6,0.022,1.25,2,11074.8e6,12798.9e6,9821.2e6
1529354907.737582037,204,0.232,0.053,1448,1500,536,1448,176,529242590,365637,29677,365635,10432.4e6,0.022,1,2,8787.9e6,10807.0e6,6560.5e6
1529354907.765756816,204,0.18,0.074,1448,1500,536,1448,174,557920230,385392,30195,385390,9867.9e6,0.022,1.25,2,11197.9e6,12777.8e6,7857.0e6
1529354907.798902351,204,0.245,0.062,1448,1500,536,1448,174,586844030,405417,30717,405415,9768.1e6,0.022,1.25,2,8227.0e6,10118.9e6,3620.0e6
1529354907.826470747,204,0.265,0.096,1448,1500,536,1448,176,613364150,423687,31182,423685,10477.7e6,0.022,1,2,7693.5e6,10853.9e6,4912.6e6
1529354907.854734196,204,0.198,0.021,1448,1500,536,1448,178,639300726,441687,31647,441685,10811.7e6,0.022,1,2,10413.9e6,11200.0e6,6601.6e6
1529354907.886316234,204,0.211,0.032,1448,1500,536,1448,178,668461998,461757,32173,461755,11308.2e6,0.022,1.25,2,9772.3e6,14642.9e6,5892.7e6
1529354907.916820107,204,0.201,0.024,1448,1500,536,1448,174,696257806,481017,32679,481015,9920.9e6,0.022,1,2,10027.9e6,10277.2e6,7495.5e6
1529354907.949375815,204,0.189,0.048,1448,1500,536,1448,172,726496390,501852,33232,501850,9290.7e6,0.022,1,2,10542.1e6,9624.4e6,8775.8e6
1529354907.977948037,204,0.181,0.026,1448,1500,536,1448,174,752111510,519582,33690,519580,9880.5e6,0.022,0.75,2,11136.0e6,7676.5e6,8227.3e6
1529354908.010174704,204,0.228,0.081,1448,1500,536,1448,176,779730662,538662,34176,538660,10495.6e6,0.022,1,2,8942.0e6,10872.5e6,8337.9e6
1529354908.039991731,204,0.199,0.05,1448,1500,536,1448,174,808165038,558282,34691,558280,10188.3e6,0.022,1,2,10128.7e6,10554.2e6,8193.6e6
1529354908.067442135,204,0.203,0.023,1448,1500,536,1448,176,834631582,576552,35153,576550,10761.5e6,0.022,1.25,2,10043.3e6,13934.9e6,9373.9e6
1529354908.097232105,204,0.228,0.092,1448,1500,536,1448,182,862670654,595947,35640,595945,12227.6e6,0.022,1,2,9246.9e6,12666.7e6,10706.4e6
1529354908.124976486,204,0.222,0.079,1448,1500,536,1448,178,889255934,614262,36107,614260,9882.9e6,0.022,1,2,9288.1e6,14019.6e6,7316.2e6
1529354908.155257363,204,0.315,0.198,1448,1500,536,1448,168,916944590,633420,36601,633418,8605.3e6,0.022,1.25,2,6178.1e6,11142.9e6,1247.1e6
1529354908.190865459,204,0.246,0.054,1448,1500,536,1448,174,944572430,652377,37086,652375,10020.5e6,0.022,1.25,2,8193.6e6,12975.5e6,6469.6e6
1529354908.221795419,204,0.288,0.183,1448,1500,536,1448,176,976037470,674157,37638,674155,10563.6e6,0.022,1,2,7079.1e6,13678.8e6,7592.5e6
1529354908.251281455,204,0.166,0.025,1448,1500,536,1448,178,1003213534,692967,38132,692965,11075.9e6,0.022,1.25,2,12421.4e6,11473.7e6,8366.2e6
1529354908.281801412,204,0.195,0.036,1448,1500,536,1448,178,1031828910,712722,38637,712720,11276.5e6,0.022,1.25,2,10574.1e6,14601.8e6,7093.6e6
1529354908.311485055,204,0.312,0.121,1448,1500,536,1448,174,1058602430,731127,39105,731125,10089.3e6,0.022,1.25,2,6460.3e6,13064.5e6,4385.4e6
1529354908.342208793,204,0.189,0.02,1448,1500,536,1448,178,1087488582,751152,39620,751150,11028.6e6,0.022,1.25,2,10909.8e6,14280.8e6,6742.0e6
1529354908.374054871,204,0.203,0.08,1448,1500,536,1448,172,1117460734,771852,40157,771850,9691.2e6,0.022,1,2,9815.0e6,10039.2e6,8688.0e6
1529354908.404836815,204,0.283,0.093,1448,1500,536,1448,172,1146763910,792057,40675,792055,9679.8e6,0.022,1.25,2,7040.5e6,12534.2e6,5471.3e6
1529354908.434136431,204,0.209,0.062,1448,1500,536,1448,176,1173140678,810327,41142,810325,9911.4e6,0.022,1,2,9754.9e6,10695.7e6,5241.2e6
1529354908.466589130,204,0.185,0.008,1448,1500,536,1448,178,1203063598,830982,41669,830980,11004.8e6,0.022,1,2,11145.7e6,11400.0e6,8255.3e6
1529354908.496019704,204,0.259,0.141,1448,1500,536,1448,174,1229973230,849561,42146,849559,10191.4e6,0.022,0.75,2,7782.3e6,7918.0e6,3777.4e6
1529354908.526055991,204,0.229,0.104,1448,1500,536,1448,184,1256297870,867747,42609,867745,12618.3e6,0.022,1.25,2,9307.7e6,13071.4e6,5283.2e6
1529354908.555859829,204,0.296,0.124,1448,1500,536,1448,174,1286087574,888267,43138,888265,9774.0e6,0.022,1,2,6809.5e6,10125.0e6,3248.4e6
1529354908.589177156,204,0.226,0.119,1448,1500,536,1448,178,1313855870,907437,43643,907435,11312.5e6,0.022,1.25,2,9123.7e6,14648.4e6,3885.1e6
1529354908.616091735,204,0.187,0.032,1448,1500,536,1448,176,1341948518,926922,44138,926920,10354.4e6,0.022,1.25,2,10902.6e6,13407.8e6,8916.6e6
1529354908.650066818,204,0.211,0.054,1448,1500,536,1448,176,1371483374,947307,44668,947305,10480.8e6,0.022,1.25,2,9662.5e6,13571.4e6,5039.6e6
1529354908.680431813,204,0.404,0.352,1448,1500,536,1448,174,1402125950,968412,45212,968410,9929.1e6,0.022,1.25,2,4989.1e6,12857.1e6,1388.5e6
1529354908.717762519,204,0.313,0.179,1448,1500,536,1448,178,1433020478,989832,45759,989830,11089.0e6,0.022,1,2,6587.7e6,11487.2e6,3946.9e6
1529354908.746980376,204,0.247,0.109,1448,1500,536,1448,176,1462165822,1009947,46266,1009945,10780.5e6,0.022,1.25,2,8254.2e6,13959.5e6,9126.8e6
1529354908.777438479,204,0.197,0.032,1448,1500,536,1448,182,1488515078,1028127,46728,1028125,12005.2e6,0.022,1,2,10702.0e6,12436.4e6,9996.3e6
1529354908.804255421,204,0.611,0.545,1448,1500,536,1448,176,1514592110,1046123,47192,1046121,10514.7e6,0.022,0.75,2,3336.8e6,13615.4e6,3384.9e6
1529354908.831765346,204,0.195,0.039,1448,1500,536,1448,176,1541733422,1064847,47676,1064845,10561.9e6,0.022,1,2,10455.3e6,10941.2e6,7460.9e6
1529354908.861578245,204,0.183,0.017,1448,1500,536,1448,174,1567667102,1082757,48145,1082755,9946.5e6,0.022,1,2,11014.3e6,10303.7e6,7578.9e6
1529354908.891187481,204,0.399,0.248,1448,1500,536,1448,180,1597801430,1103592,48678,1103590,11584.0e6,0.022,1.25,2,5225.9e6,12000.0e6,2729.2e6
1529354908.921245482,204,0.159,0.02,1448,1500,536,1448,174,1624712510,1122132,49148,1122130,10057.4e6,0.022,1.25,2,12676.8e6,13023.3e6,9297.7e6
1529354908.953384131,204,0.179,0.04,1448,1500,536,1448,172,1653839030,1142247,49677,1142245,9700.4e6,0.022,1.25,2,11131.0e6,12561.0e6,8724.7e6
1529354908.984836377,204,0.301,0.19,1448,1500,536,1448,176,1684203590,1163258,50219,1163256,10778.2e6,0.022,1,2,6773.4e6,11165.2e6,3258.0e6
1529354909.014154258,204,0.306,0.173,1448,1500,536,1448,174,1712287550,1182567,50719,1182565,10057.4e6,0.022,1.25,2,6587.0e6,13023.3e6,3794.0e6
1529354909.045538752,204,0.193,0.03,1448,1500,536,1448,180,1740582918,1202232,51215,1202230,11397.2e6,0.022,1,2,10803.7e6,11806.5e6,7618.3e6
1529354909.076899425,204,0.188,0.037,1448,1500,536,1448,174,1769172230,1221942,51726,1221940,10073.0e6,0.022,1,2,10721.4e6,10434.8e6,8088.8e6
1529354909.107200402,204,0.192,0.024,1448,1500,536,1448,180,1796584318,1240887,52199,1240885,11332.2e6,0.022,1,2,10860.0e6,11739.1e6,7743.0e6
1529354909.133338895,204,0.221,0.073,1448,1500,536,1448,174,1823543182,1259427,52671,1259425,10026.5e6,0.022,1.25,2,9120.4e6,12983.2e6,5083.6e6
1529354909.163444624,204,0.389,0.176,1448,1500,536,1448,178,1851990590,1279092,53167,1279090,10902.6e6,0.022,1.25,2,5300.6e6,14117.6e6,3205.1e6
1529354909.193410916,204,0.207,0.043,1448,1500,536,1448,174,1878445550,1297407,53630,1297405,10193.9e6,0.022,1.25,2,9737.3e6,13200.0e6,8641.0e6
1529354909.224653771,204,0.21,0.031,1448,1500,536,1448,174,1907557590,1317477,54138,1317475,10190.4e6,0.022,1,2,9598.2e6,10556.4e6,9400.6e6
1529354909.257076925,204,0.2,0.062,1448,1500,536,1448,176,1938848870,1339077,54695,1339075,10593.3e6,0.022,1.25,2,10193.9e6,13717.1e6,3121.4e6
1529354909.287774840,204,0.232,0.051,1448,1500,536,1448,184,1970319702,1360902,55252,1360900,12514.9e6,0.022,1,2,9187.3e6,12964.3e6,10765.6e6
1529354909.318209843,204,0.19,0.023,1448,1500,536,1448,174,1998290718,1380162,55748,1380160,9929.1e6,0.022,1,2,10608.5e6,10285.7e6,9091.2e6
1529354909.346929543,204,0.19,0.065,1448,1500,536,1448,178,2025930142,1399242,56244,1399240,11219.1e6,0.022,1.25,2,10852.4e6,14527.6e6,9864.5e6
1529354909.379521902,204,0.178,0.02,1448,1500,536,1448,178,2055249246,1419537,56771,1419535,11086.5e6,0.022,1.25,2,11584.0e6,14355.8e6,8230.7e6
1529354909.410197908,204,0.171,0.026,1448,1500,536,1448,174,2084204902,1439472,57284,1439470,10240.0e6,0.022,1,2,11787.2e6,10607.7e6,7951.1e6
1529354909.439233304,204,0.204,0.038,1448,1500,536,1448,176,2110740950,1457832,57755,1457830,10333.9e6,0.022,1,2,9994.0e6,10705.0e6,8073.7e6
1529354909.469559754,204,0.218,0.052,1448,1500,536,1448,186,2137408766,1476282,58225,1476280,12907.9e6,0.022,1.25,2,9883.6e6,16714.3e6,6872.8e6
1529354909.502002899,204,0.183,0.023,1448,1500,536,1448,178,2167422910,1496937,58758,1496935,11162.8e6,0.022,1,2,11267.5e6,11563.6e6,9377.5e6
1529354909.534061408,204,0.165,0.044,1448,1500,536,1448,174,2197539862,1517727,59290,1517725,10089.3e6,0.022,1,2,12215.9e6,10451.6e6,10089.3e6
1529354909.565847451,204,0.191,0.031,1448,1500,536,1448,176,2226003198,1537392,59783,1537390,10368.0e6,0.022,1,2,10674.3e6,10740.3e6,10368.0e6
1529354909.597731011,204,0.17,0.055,1448,1500,536,1448,182,2255574254,1557867,60303,1557865,12367.9e6,0.022,1,2,12401.7e6,12812.0e6,9068.3e6
1529354909.626774392,204,0.196,0.014,1448,1500,536,1448,178,2283745094,1577352,60799,1577350,10947.5e6,0.022,1,2,10520.2e6,11340.7e6,5884.9e6
1529354909.658978648,204,0.193,0.022,1448,1500,536,1448,178,2312169334,1596882,61289,1596880,10984.8e6,0.022,1,2,10683.7e6,14224.1e6,7068.2e6
1529354909.691172539,204,0.186,0.019,1448,1500,536,1448,174,2341248070,1616952,61801,1616950,9917.8e6,0.022,1.25,2,10836.6e6,12842.5e6,7574.2e6
1529354909.722106748,204,0.192,0.045,1448,1500,536,1448,178,2369990870,1636842,62309,1636840,11071.4e6,0.022,1,2,10739.3e6,11469.0e6,3316.0e6
1529354909.753262594,204,0.189,0.023,1448,1500,536,1448,178,2397916998,1656102,62797,1656100,11216.3e6,0.022,1,2,10909.8e6,11619.0e6,7272.2e6
1529354909.781572869,204,0.184,0.019,1448,1500,536,1448,174,2426126934,1675632,63292,1675630,10089.3e6,0.022,1,2,10954.4e6,10451.6e6,7513.9e6
1529354909.809190807,204,0.19,0.013,1448,1500,536,1448,176,2452450126,1693812,63766,1693810,10660.6e6,0.022,1,2,10730.4e6,8282.6e6,9252.6e6
1529354909.841949018,204,0.163,0.036,1448,1500,536,1448,178,2482464270,1714512,64296,1714510,10999.9e6,0.022,1,2,12650.0e6,11395.0e6,9472.3e6
1529354909.873253871,204,0.211,0.017,1448,1500,536,1448,180,2511112950,1734312,64792,1734310,11382.5e6,0.022,1.25,2,9882.1e6,14739.1e6,6602.9e6
1529354909.905143135,204,0.203,0.062,1448,1500,536,1448,178,2539537190,1753977,65288,1753975,11200.4e6,0.022,1.25,2,10157.4e6,14503.3e6,4385.1e6
1529354909.935978521,204,0.204,0.028,1448,1500,536,1448,178,2570509910,1775307,65827,1775305,11072.9e6,0.022,1,2,10107.6e6,8602.9e6,7596.1e6
1529354909.966241246,204,0.201,0.047,1448,1500,536,1448,176,2597987158,1794342,66306,1794340,10662.5e6,0.022,1,2,10143.2e6,11045.5e6,9539.8e6
1529354909.994913450,204,0.196,0.027,1448,1500,536,1448,180,2623697846,1812117,66759,1812115,11377.1e6,0.022,1,2,10638.4e6,11785.7e6,6757.3e6
1529354910.027797460,204,0.245,0.107,1448,1500,536,1448,176,2655193294,1833807,67310,1833805,10324.9e6,0.022,1.25,2,8321.6e6,13369.6e6,8762.3e6
1529354910.059135407,204,0.188,0.021,1448,1500,536,1448,176,2684140262,1853832,67824,1853830,10269.1e6,0.022,1,2,10844.6e6,10637.8e6,10110.9e6
1529354910.090395394,204,0.181,0.02,1448,1500,536,1448,180,2713731590,1874262,68356,1874260,11382.5e6,0.022,1,2,11520.0e6,11791.3e6,8775.8e6
1529354910.121956516,204,0.158,0.02,1448,1500,536,1448,174,2744390094,1895457,68909,1895455,10211.1e6,0.022,1.25,2,12757.1e6,13222.2e6,8472.9e6
1529354910.149665205,204,0.177,0.016,1448,1500,536,1448,176,2769385470,1912692,69348,1912690,10324.9e6,0.022,1,2,11518.6e6,10695.7e6,9407.1e6
1529354910.178599061,204,0.181,0.019,1448,1500,536,1448,176,2796500718,1931457,69834,1931455,10435.2e6,0.022,0.75,2,11264.0e6,8107.4e6,8457.0e6
1529354910.211016176,204,0.189,0.011,1448,1500,536,1448,180,2823272790,1949952,70299,1949950,11441.0e6,0.022,0.75,2,11032.4e6,8888.9e6,8334.8e6
1529354910.241513358,204,0.188,0.02,1448,1500,536,1448,178,2852716422,1970247,70827,1970245,11230.3e6,0.022,1.25,2,10967.8e6,14542.0e6,9398.3e6
1529354910.271690367,204,0.205,0.076,1448,1500,536,1448,176,2881381030,1990002,71336,1990000,10458.7e6,0.022,1,2,9945.3e6,13542.9e6,9255.3e6
1529354910.303849245,204,0.215,0.096,1448,1500,536,1448,174,2910662486,2010252,71850,2010250,10070.2e6,0.022,0.75,2,9375.0e6,13039.8e6,9638.6e6
1529354910.335749913,204,0.212,0.072,1448,1500,536,1448,178,2937705334,2028972,72330,2028970,11279.2e6,0.022,1.25,2,9726.2e6,14605.3e6,8726.6e6
1529354910.366311623,204,0.22,0.087,1448,1500,536,1448,172,2966607414,2048907,72839,2048905,9464.1e6,0.022,1.25,2,9056.6e6,12254.9e6,8283.9e6
1529354910.396082490,204,0.242,0.121,1448,1500,536,1448,174,2995555830,2068887,73349,2068885,10101.2e6,0.022,0.75,2,8329.0e6,7848.0e6,7256.6e6
1529354910.426713758,204,0.197,0.069,1448,1500,536,1448,176,3022562478,2087562,73828,2087560,10320.3e6,0.022,1,2,10349.2e6,10690.9e6,2974.3e6
1529354910.455177774,204,0.181,0.013,1448,1500,536,1448,176,3048058862,2105157,74271,2105155,10678.0e6,0.022,1,2,11264.0e6,11061.5e6,8823.3e6
1529354910.483148161,204,0.19,0.048,1448,1500,536,1448,178,3074913470,2123697,74744,2123695,10919.3e6,0.022,1.25,2,10852.4e6,14139.3e6,4675.2e6
1529354910.515757924,204,0.162,0.033,1448,1500,536,1448,178,3103883606,2143722,75260,2143720,11276.5e6,0.022,1.25,2,12728.1e6,14601.8e6,9412.0e6
1529354910.545731365,204,0.203,0.031,1448,1500,536,1448,178,3133818110,2164377,75791,2164375,10933.2e6,0.022,1,2,10157.4e6,11325.8e6,8267.6e6
1529354910.577611750,204,0.202,0.075,1448,1500,536,1448,176,3162624622,2184267,76301,2184265,10692.9e6,0.022,1,2,10093.0e6,11076.9e6,7308.0e6
1529354910.607477054,204,0.236,0.055,1448,1500,536,1448,172,3193513358,2205597,76850,2205595,9489.0e6,0.022,1,2,8442.6e6,9829.8e6,5596.1e6
1529354910.639285283,204,0.189,0.02,1448,1500,536,1448,178,3222369102,2225532,77360,2225530,11279.2e6,0.022,1.25,2,10909.8e6,14605.3e6,11279.2e6
1529354910.667107455,204,0.295,0.191,1448,1500,536,1448,178,3248538806,2243622,77822,2243620,10811.7e6,0.022,1,2,6989.7e6,11200.0e6,2270.2e6
1529354910.699752999,204,0.195,0.024,1448,1500,536,1448,174,3275781478,2262387,78306,2262385,10209.6e6,0.022,1,2,10336.5e6,13152.2e6,9068.3e6
1529354910.730088201,204,0.265,0.079,1448,1500,536,1448,174,3304282462,2282052,78816,2282050,10144.6e6,0.022,1.25,2,7606.1e6,13136.1e6,5511.3e6
1529354910.759870062,204,0.209,0.095,1448,1500,536,1448,182,3333132414,2302032,79323,2302030,12178.1e6,0.022,1,2,10087.5e6,12615.4e6,12178.1e6
1529354910.791779765,204,0.169,0.019,1448,1500,536,1448,176,3360696542,2321067,79812,2321065,10602.3e6,0.022,1.25,2,12063.8e6,13728.8e6,9303.2e6
1529354910.823772998,204,0.192,0.011,1448,1500,536,1448,176,3390549958,2341677,80339,2341675,10530.9e6,0.022,0.75,2,10618.7e6,8181.8e6,9161.2e6
1529354910.854502391,204,0.199,0.022,1448,1500,536,1448,176,3418463054,2360982,80836,2360980,10289.7e6,0.022,1,2,10245.1e6,10659.2e6,6619.4e6
1529354910.887485817,204,0.197,0.023,1448,1500,536,1448,176,3446793174,2380557,81334,2380555,10433.8e6,0.022,1.25,2,10349.2e6,13510.6e6,6318.5e6
1529354910.918516452,204,0.183,0.011,1448,1500,536,1448,176,3478851894,2402652,81897,2402650,10347.5e6,0.022,0.75,2,11140.9e6,8039.3e6,7149.0e6
1529354910.951261673,204,0.324,0.094,1448,1500,536,1448,182,3509791310,2424027,82447,2424025,12237.9e6,0.022,1,2,6507.1e6,12677.4e6,4436.4e6
1529354910.983046072,204,0.167,0.02,1448,1500,536,1448,172,3537346750,2443017,82934,2443015,9327.4e6,0.022,1,2,11930.8e6,9662.3e6,8848.9e6
1529354911.011673311,204,0.18,0.024,1448,1500,536,1448,178,3563166038,2460882,83388,2460880,10897.5e6,0.022,1.25,2,11455.3e6,14111.1e6,6127.8e6
1529354911.042407919,204,0.273,0.2,1448,1500,536,1448,172,3589461718,2479062,83857,2479060,9363.2e6,0.022,1.25,2,7298.3e6,12124.4e6,8795.3e6
1529354911.071044853,204,0.213,0.05,1448,1500,536,1448,178,3616116502,2497422,84326,2497420,10828.5e6,0.022,1,2,9680.5e6,11217.4e6,7459.9e6
1529354911.101492369,204,0.2,0.029,1448,1500,536,1448,180,3644601558,2517132,84832,2517130,11656.9e6,0.022,1,2,10425.6e6,12075.5e6,10196.3e6
1529354911.130309526,204,0.177,0.02,1448,1500,536,1448,178,3671647302,2535807,85304,2535805,10881.9e6,0.022,0.75,2,11649.4e6,8454.5e6,9415.9e6
1529354911.161101338,204,0.198,0.065,1448,1500,536,1448,176,3700514630,2555697,85821,2555695,10355.4e6,0.022,1.25,2,10296.9e6,10727.3e6,7994.6e6
1529354911.189771500,204,0.171,0.026,1448,1500,536,1448,176,3728242382,2574912,86312,2574910,10289.3e6,0.022,1,2,11922.7e6,10658.8e6,9009.8e6
1529354911.219749399,204,0.297,0.143,1448,1500,536,1448,178,3755379350,2593632,86790,2593630,11138.5e6,0.022,1.25,2,6942.6e6,14423.1e6,2555.3e6
1529354911.249938276,204,0.169,0.02,1448,1500,536,1448,178,3783356158,2612982,87289,2612980,10889.0e6,0.022,0.75,2,12200.9e6,8460.0e6,6893.9e6
1529354911.282497883,204,0.189,0.024,1448,1500,536,1448,176,3814186974,2634222,87836,2634220,10406.0e6,0.022,1,2,10787.2e6,10779.7e6,10406.0e6
1529354911.312991846,204,0.198,0.04,1448,1500,536,1448,176,3842718366,2653932,88345,2653930,10548.0e6,0.022,1.25,2,10296.9e6,13658.5e6,7596.1e6
1529354911.342768210,204,0.196,0.021,1448,1500,536,1448,174,3869677230,2672562,88824,2672560,9874.9e6,0.022,1,2,10283.8e6,10229.5e6,8237.5e6
1529354911.370763736,204,0.214,0.097,1448,1500,536,1448,178,3896431926,2691057,89293,2691055,11266.6e6,0.022,1.25,2,9635.3e6,14589.0e6,10167.3e6
1529354911.401610493,204,0.193,0.02,1448,1500,536,1448,180,3926324438,2711712,89827,2711710,11584.0e6,0.022,1.25,2,10803.7e6,15000.0e6,8601.3e6
1529354911.428890730,204,0.18,0.083,1448,1500,536,1448,172,3951952590,2729307,90280,2729305,9322.0e6,0.022,1.25,2,11069.2e6,12071.0e6,6703.1e6
1529354911.461458542,204,0.222,0.051,1448,1500,536,1448,180,3980414478,2749062,90780,2749060,11432.6e6,0.022,1,2,9392.4e6,11843.1e6,10425.6e6
1529354911.491780957,204,0.215,0.075,1448,1500,536,1448,174,4009536654,2769177,91301,2769175,9989.1e6,0.022,1.25,2,9375.0e6,12934.8e6,9989.1e6
1529354911.522122530,204,0.15,0.028,1448,1500,536,1448,170,4035216934,2786862,91755,2786860,9096.6e6,0.022,1.25,2,13128.5e6,11779.1e6,5752.6e6
1529354911.552180799,204,0.203,0.019,1448,1500,536,1448,180,4063468862,2806392,92256,2806390,11584.0e6,0.022,1.25,2,10271.5e6,15000.0e6,6530.2e6
1529354911.581937247,204,0.222,0.035,1448,1500,536,1448,174,4090488542,2825067,92742,2825065,10211.5e6,0.022,1.25,2,9079.4e6,13222.7e6,9980.1e6
1529354911.610957531,204,0.28,0.178,1448,1500,536,1448,176,4118320550,2844192,93233,2844190,10310.4e6,0.022,1,2,7281.4e6,10680.6e6,2687.0e6
1529354911.640736116,204,0.281,0.157,1448,1500,536,1448,176,4144539486,2862372,93697,2862370,10667.3e6,0.022,1.25,2,7255.5e6,13812.9e6,1394.6e6
1529354911.671102960,204,0.2,0.015,1448,1500,536,1448,174,4172468510,2881677,94188,2881675,10083.9e6,0.022,1,2,10078.1e6,10446.0e6,9065.7e6
1529354911.702010516,204,0.286,0.121,1448,1500,536,1448,178,4203224030,2902827,94728,2902825,10978.3e6,0.022,1,2,7209.6e6,11372.5e6,5567.2e6
1529354911.730723951,204,0.207,0.058,1448,1500,536,1448,176,4229613830,2921052,95198,2921050,10756.6e6,0.022,1.25,2,9849.2e6,13928.6e6,4890.0e6
1529354911.762409598,204,0.225,0.042,1448,1500,536,1448,174,4256459750,2939682,95671,2939680,10247.4e6,0.022,1.25,2,8958.3e6,13269.2e6,8657.5e6
1529354911.793404590,204,0.157,0.03,1448,1500,536,1448,178,4285503734,2959752,96192,2959750,11084.7e6,0.022,1,2,13133.5e6,11482.8e6,9267.2e6
1529354911.823967270,204,0.308,0.172,1448,1500,536,1448,176,4314126350,2979507,96705,2979505,10782.0e6,0.022,1.25,2,6619.4e6,13961.5e6,2580.6e6
1529354911.855222273,204,0.199,0.066,1448,1500,536,1448,176,4342705526,2999262,97200,2999260,10463.0e6,0.022,1.25,2,10245.1e6,13548.4e6,9750.6e6
1529354911.885777596,204,0.169,0.021,1448,1500,536,1448,176,4371587334,3019197,97713,3019195,10523.5e6,0.022,1,2,12063.8e6,10901.4e6,8323.8e6
1529354911.917338861,204,0.184,0.037,1448,1500,536,1448,178,4397716494,3037242,98162,3037240,10884.3e6,0.022,1.25,2,11206.3e6,14094.0e6,8620.7e6
1529354911.946468282,204,0.192,0.022,1448,1500,536,1448,176,4426146526,3056862,98658,3056860,10340.5e6,0.022,1.25,2,10618.7e6,13389.8e6,8744.1e6
1529354911.977237563,204,0.167,0.021,1448,1500,536,1448,184,4455050054,3076842,99172,3076840,12445.6e6,0.022,1,2,12763.2e6,12892.6e6,8646.4e6
1529354912.009396032,204,0.174,0.024,1448,1500,536,1448,176,4482912470,3096102,99660,3096100,10583.9e6,0.022,1,2,11717.1e6,10964.0e6,7089.7e6
1529354912.040035544,204,0.376,0.319,1448,1500,536,1448,180,4513741838,3117387,100221,3117385,11584.0e6,0.022,1,2,5545.5e6,12000.0e6,6662.3e6
1529354912.071993942,204,0.188,0.068,1448,1500,536,1448,176,4543741502,3138087,100744,3138085,10500.1e6,0.022,1,2,10844.6e6,10877.2e6,10385.7e6
1529354912.102839044,204,0.184,0.017,1448,1500,536,1448,176,4570969694,3156897,101223,3156895,10435.2e6,0.022,1,2,11080.3e6,10809.9e6,9780.5e6
1529354912.133176368,204,0.205,0.043,1448,1500,536,1448,174,4598238430,3175707,101706,3175705,9884.2e6,0.022,1,2,9832.3e6,7679.3e6,4671.0e6
