ts,rto,rtt,rttvar,mss,pmtu,rcvmss,advmss,cwnd,bytes_acked,segs_out,segs_in, data_segs_out,bbr_bw,bbr_min_rtt,bbr_pacing_gain,bbr_cwnd_gain,send,pacing_rate,delivery_rate
1529354936.950902041,204,0.184,0.024,1448,1500,536,1448,176,27337747718,18879762,538679,18879760,10707.9e6,0.022,1.25,2,11080.3e6,11092.4e6,8300.8e6
1529354936.983849838,204,0.193,0.016,1448,1500,536,1448,178,27368404774,18900957,539228,18900955,11004.8e6,0.022,1,2,10683.7e6,11400.0e6,8381.4e6
1529354937.016922874,204,0.173,0.029,1448,1500,536,1448,174,27397576182,18921117,539738,18921115,9977.5e6,0.022,1,2,11651.0e6,10335.8e6,8643.0e6
1529354937.048130820,204,0.2,0.023,1448,1500,536,1448,176,27426093094,18940827,540247,18940825,10576.7e6,0.022,1.25,2,10193.9e6,13695.7e6,7682.7e6
1529354937.078298213,204,0.203,0.034,1448,1500,536,1448,174,27455150110,18960897,540762,18960895,9929.1e6,0.022,1,2,9929.1e6,10285.7e6,7459.9e6
1529354937.106658095,204,0.175,0.048,1448,1500,536,1448,170,27481227142,18978897,541220,18978895,9179.8e6,0.022,1.25,2,11253.0e6,11886.8e6,7640.5e6
1529354937.135521771,204,0.315,0.195,1448,1500,536,1448,178,27510155286,18998832,541728,18998830,10877.7e6,0.022,1,2,6545.9e6,11268.3e6,2430.4e6
1529354937.166272391,204,0.166,0.02,1448,1500,536,1448,176,27536837582,19017282,542198,19017280,10530.9e6,0.022,0.75,2,12281.8e6,8181.8e6,8445.1e6
1529354937.199696149,204,0.217,0.041,1448,1500,536,1448,178,27567517806,19038477,542737,19038475,11109.2e6,0.022,1,2,9502.1e6,8631.1e6,4416.4e6
1529354937.231056246,204,0.214,0.03,1448,1500,536,1448,180,27598448534,19059807,543278,19059805,10086.7e6,0.022,1.25,2,9743.6e6,11809.5e6,6743.7e6
1529354937.260505945,204,0.19,0.025,1448,1500,536,1448,184,27625837454,19078797,543755,19078795,12852.3e6,0.022,0.75,2,11218.2e6,9985.4e6,6732.1e6
1529354937.291679298,204,0.177,0.022,1448,1500,536,1448,174,27653863494,19098147,544245,19098145,10049.7e6,0.022,1,2,11387.7e6,10410.6e6,5676.2e6
1529354937.321336620,204,0.189,0.015,1448,1500,536,1448,176,27681717222,19117362,544737,19117360,10530.9e6,0.022,1.25,2,10787.2e6,13636.4e6,8236.0e6
1529354937.352094393,204,0.204,0.087,1448,1500,536,1448,182,27708906318,19136127,545219,19136125,12295.3e6,0.022,1.25,2,10334.7e6,15921.1e6,9496.8e6
1529354937.381344438,204,0.195,0.015,1448,1500,536,1448,176,27737589750,19155972,545720,19155970,10660.6e6,0.022,1,2,10455.3e6,11043.5e6,8916.2e6
1529354937.411867235,204,0.272,0.203,1448,1500,536,1448,174,27767757382,19176762,546251,19176760,10073.0e6,0.022,0.75,2,7410.4e6,7826.1e6,9362.4e6
1529354937.442171743,204,0.34,0.162,1448,1500,536,1448,176,27796682630,19196783,546767,19196781,10399.3e6,0.022,1.25,2,5996.4e6,13465.9e6,1166.2e6
1529354937.470212241,204,0.175,0.018,1448,1500,536,1448,178,27821003238,19213572,547199,19213570,10984.8e6,0.022,1.25,2,11782.6e6,14224.1e6,9153.8e6
1529354937.500054140,204,0.207,0.049,1448,1500,536,1448,176,27848127174,19232247,547682,19232245,10671.9e6,0.022,1,2,9849.2e6,11055.1e6,5566.3e6
1529354937.531707790,204,0.183,0.023,1448,1500,536,1448,176,27877879230,19252812,548215,19252810,10375.2e6,0.022,1,2,11140.9e6,10747.8e6,7440.1e6
1529354937.563742674,204,0.238,0.068,1448,1500,536,1448,178,27909148790,19274412,548762,19274410,11015.5e6,0.022,1,2,8663.7e6,11411.0e6,2736.4e6
1529354937.595137495,204,0.174,0.038,1448,1500,536,1448,174,27938866094,19294887,549280,19294885,10209.6e6,0.022,1,2,11584.0e6,10576.3e6,3881.5e6
1529354937.625692483,204,0.171,0.04,1448,1500,536,1448,172,27966952950,19314282,549776,19314280,9291.3e6,0.022,1,2,11651.7e6,9625.0e6,6689.4e6
1529354937.655755511,204,0.276,0.166,1448,1500,536,1448,172,27993839414,19332867,550249,19332865,9535.6e6,0.022,1.25,2,7219.0e6,12347.6e6,5718.7e6
1529354937.687434319,204,0.182,0.029,1448,1500,536,1448,176,28022053694,19352397,550747,19352395,10685.2e6,0.022,1,2,11202.1e6,11069.0e6,8674.5e6
1529354937.718447842,204,0.196,0.043,1448,1500,536,1448,182,28050734230,19372197,551248,19372195,12153.7e6,0.022,1,2,10756.6e6,12590.2e6,10093.0e6
1529354937.750709142,204,0.209,0.054,1448,1500,536,1448,176,28079840478,19392267,551758,19392265,10692.9e6,0.022,1,2,9754.9e6,11076.9e6,8840.4e6
1529354937.783103931,204,0.176,0.029,1448,1500,536,1448,182,28110619166,19413552,552300,19413550,12124.6e6,0.022,0.75,2,11978.9e6,9420.0e6,9243.2e6
1529354937.813183082,204,0.189,0.054,1448,1500,536,1448,176,28138309270,19432677,552792,19432675,10304.4e6,0.022,1.25,2,10787.2e6,13343.0e6,9457.8e6
1529354937.844863607,204,0.2,0.031,1448,1500,536,1448,174,28168333550,19453377,553328,19453375,9920.3e6,0.022,1,2,10078.1e6,10276.6e6,8357.4e6
1529354937.874931684,204,0.197,0.022,1448,1500,536,1448,180,28196710006,19473042,553832,19473040,11389.3e6,0.022,1.25,2,10584.4e6,11798.3e6,8706.4e6
1529354937.905521218,204,0.167,0.022,1448,1500,536,1448,176,28226593830,19493607,554368,19493605,10602.3e6,0.022,1.25,2,12208.3e6,13728.8e6,10286.6e6
1529354937.933908293,204,0.203,0.048,1448,1500,536,1448,4,28233108382,19498010,554572,19498008,9746.2e6,0.161,1,1,228.3e6,10096.2e6,2293.1e6
1529354937.965288097,204,0.204,0.047,1448,1500,536,1448,4,28233878718,19498542,554708,19498540,9746.2e6,0.111,1,1,227.1e6,10096.2e6,2293.1e6
1529354937.995551168,204,0.197,0.027,1448,1500,536,1448,4,28234750414,19499144,554861,19499142,9746.2e6,0.069,1,1,235.2e6,10096.2e6,2293.1e6
1529354938.025196759,204,0.236,0.083,1448,1500,536,1448,4,28235433870,19499616,554980,19499614,9746.2e6,0.069,1,1,196.3e6,10096.2e6,2293.1e6
1529354938.056928681,204,0.199,0.018,1448,1500,536,1448,4,28236276606,19500198,555127,19500196,9746.2e6,0.069,1,1,232.8e6,10096.2e6,2293.1e6
1529354938.088639365,204,0.2,0.031,1448,1500,536,1448,4,28237025222,19500715,555258,19500713,9746.2e6,0.069,1,1,231.7e6,10096.2e6,2293.1e6
1529354938.118757911,204,0.269,0.049,1448,1500,536,1448,284,28241102790,19503777,555432,19503775,12436.8e6,0.069,1,2,12229.9e6,12883.4e6,9531.7e6
1529354938.148723191,204,0.198,0.042,1448,1500,536,1448,230,28270358182,19523892,555908,19523890,11004.8e6,0.05,1,2,13456.2e6,11400.0e6,9741.1e6
1529354938.177402057,204,0.239,0.02,1448,1500,536,1448,230,28297571894,19542702,556390,19542700,10980.1e6,0.05,1,2,11147.8e6,11374.4e6,7772.8e6
1529354938.206440267,204,0.209,0.048,1448,1500,536,1448,212,28324407678,19561242,556852,19561240,9427.4e6,0.047,1,2,11750.3e6,9766.0e6,8494.9e6
1529354938.237977371,204,0.192,0.011,1448,1500,536,1448,186,28355405014,19582617,558859,19582615,10058.0e6,0.029,1,2,11222.0e6,10419.2e6,8782.3e6
1529354938.269303572,204,0.153,0.013,1448,1500,536,1448,178,28384894982,19603002,561597,19603000,10455.7e6,0.023,1,2,13476.8e6,13448.3e6,9572.9e6
1529354938.301554286,204,0.179,0.008,1448,1500,536,1448,178,28415234926,19623927,564375,19623925,10636.9e6,0.023,1,2,11519.3e6,11018.9e6,10387.8e6
1529354938.333056859,204,0.193,0.12,1448,1500,536,1448,176,28444257190,19643907,567125,19643905,9853.1e6,0.023,1,2,10563.6e6,10375.0e6,3146.3e6
1529354938.365536868,204,0.149,0.013,1448,1500,536,1448,176,28476279710,19666092,570243,19666090,10109.7e6,0.023,1,2,13683.1e6,10472.7e6,9337.4e6
1529354938.395267085,204,0.181,0.01,1448,1500,536,1448,176,28504569286,19685622,573002,19685620,10275.1e6,0.023,1,2,11264.0e6,10644.1e6,9290.7e6
1529354938.425708131,204,0.14,0.023,1448,1500,536,1448,186,28532521478,19704927,575694,19704925,12492.5e6,0.023,1,2,15390.2e6,12941.2e6,9254.3e6
1529354938.454638215,204,0.188,0.009,1448,1500,536,1448,178,28560085606,19723962,578346,19723960,10490.0e6,0.023,1,2,10967.8e6,10866.7e6,9792.7e6
1529354938.483467341,204,0.205,0.037,1448,1500,536,1448,178,28586775142,19742322,579637,19742320,10805.2e6,0.023,1.25,2,10058.3e6,13991.6e6,6155.7e6
1529354938.514110410,204,0.278,0.106,1448,1500,536,1448,180,28613719526,19760997,580111,19760995,10974.3e6,0.023,1,2,7500.4e6,11368.4e6,4691.8e6
1529354938.542130098,204,0.167,0.022,1448,1500,536,1448,174,28639980454,19779132,580575,19779130,9739.8e6,0.023,0.75,2,12069.6e6,7567.2e6,9612.3e6
1529354938.571427484,204,0.2,0.016,1448,1500,536,1448,180,28666281926,19797267,581033,19797265,11120.6e6,0.023,1,2,10425.6e6,11520.0e6,9992.8e6
1529354938.602609173,204,0.213,0.08,1448,1500,536,1448,184,28695686462,19817562,581546,19817560,12121.0e6,0.023,1,2,10006.8e6,12556.3e6,12121.0e6
1529354938.635257691,204,0.191,0.028,1448,1500,536,1448,180,28724920134,19837812,582059,19837810,11036.1e6,0.023,1.25,2,10916.9e6,14290.5e6,7834.3e6
1529354938.665819869,204,0.167,0.047,1448,1500,536,1448,178,28754663502,19858332,582583,19858330,10660.6e6,0.023,1.25,2,12347.0e6,13804.3e6,10660.6e6
1529354938.697503063,204,0.184,0.018,1448,1500,536,1448,178,28781531142,19876917,583048,19876915,10673.8e6,0.023,1.25,2,11206.3e6,13821.4e6,8617.4e6
1529354938.729429772,204,0.217,0.057,1448,1500,536,1448,176,28810246430,19896627,583549,19896625,10283.8e6,0.023,1,2,9395.3e6,10653.1e6,5425.4e6
1529354938.760028676,204,0.183,0.031,1448,1500,536,1448,176,28840162110,19917417,584070,19917415,10057.4e6,0.023,1.25,2,11140.9e6,13023.3e6,7048.1e6
1529354938.789981714,204,0.178,0.013,1448,1500,536,1448,180,28866609830,19935687,584539,19935685,11120.6e6,0.023,1,2,11714.2e6,11520.0e6,8819.6e6
1529354938.822052754,204,0.337,0.173,1448,1500,536,1448,172,28894433150,19954812,585033,19954810,9112.7e6,0.023,1.25,2,5912.3e6,11800.0e6,4506.7e6
1529354938.852895025,204,0.204,0.03,1448,1500,536,1448,178,28921832206,19973802,585504,19973800,10723.0e6,0.023,1.25,2,10107.6e6,13885.1e6,10487.3e6
1529354938.881667112,204,0.21,0.057,1448,1500,536,1448,178,28948206078,19991937,585969,19991935,9728.0e6,0.023,1,2,9818.8e6,13763.7e6,7190.1e6
1529354938.909885239,204,0.187,0.037,1448,1500,536,1448,174,28975272094,20010702,586441,20010700,9801.8e6,0.023,1,2,10778.7e6,10153.8e6,9022.7e6
1529354938.942046901,204,0.253,0.084,1448,1500,536,1448,176,29003473342,20030097,586936,20030095,9956.5e6,0.023,1.25,2,8058.4e6,12892.6e6,3873.2e6
1529354938.973097768,204,0.267,0.125,1448,1500,536,1448,184,29032020662,20049852,587435,20049850,11997.7e6,0.023,1.25,2,7983.0e6,15535.7e6,5324.9e6
1529354939.002207242,204,0.151,0.016,1448,1500,536,1448,176,29059813574,20069022,587923,20069020,10091.2e6,0.023,1.25,2,13501.9e6,13067.0e6,8289.5e6
1529354939.031620559,204,0.191,0.036,1448,1500,536,1448,178,29087862782,20088462,588413,20088460,10385.7e6,0.023,1.25,2,10795.6e6,13448.3e6,7395.4e6
1529354939.061890669,204,0.18,0.017,1448,1500,536,1448,184,29113637182,20106282,588861,20106280,11976.7e6,0.023,1,2,11841.4e6,12406.8e6,8430.6e6
1529354939.097106674,204,0.171,0.017,1448,1500,536,1448,176,29145136974,20128017,589416,20128015,10308.7e6,0.023,1.25,2,11922.7e6,13348.6e6,8445.1e6
1529354939.133630765,204,0.268,0.143,1448,1500,536,1448,178,29178723334,20151192,589999,20151190,10794.2e6,0.023,1,2,7693.9e6,13977.3e6,3527.6e6
1529354939.164955831,204,0.212,0.056,1448,1500,536,1448,174,29210323038,20172972,590550,20172970,9483.6e6,0.023,1.25,2,9507.6e6,9801.0e6,9155.1e6
1529354939.193405900,204,0.213,0.099,1448,1500,536,1448,178,29237264526,20191602,591022,20191600,10516.0e6,0.023,1.25,2,9680.5e6,13617.0e6,8305.5e6
1529354939.223091908,204,0.206,0.014,1448,1500,536,1448,182,29264844582,20210682,591506,20210680,11334.0e6,0.023,1.25,2,10234.4e6,14676.3e6,7629.6e6
1529354939.256596999,204,0.196,0.019,1448,1500,536,1448,180,29294128934,20230842,592024,20230840,10871.1e6,0.023,1.25,2,10638.4e6,11261.5e6,8274.3e6
1529354939.286168107,204,0.25,0.088,1448,1500,536,1448,180,29324930790,20252127,592550,20252125,10892.4e6,0.023,1,2,8340.5e6,11283.6e6,5642.5e6
1529354939.318646820,204,0.185,0.06,1448,1500,536,1448,174,29354435238,20272512,593074,20272510,9783.8e6,0.023,1,2,10895.2e6,10135.1e6,5672.2e6
1529354939.348933550,204,0.179,0.079,1448,1500,536,1448,172,29382787078,20292087,593569,20292085,9076.1e6,0.023,1,2,11131.0e6,9402.1e6,7460.9e6
1529354939.377046040,204,0.217,0.078,1448,1500,536,1448,188,29408415230,20309817,594021,20309815,13175.7e6,0.023,1,2,10035.9e6,13648.9e6,8596.3e6
1529354939.406359588,204,0.192,0.024,1448,1500,536,1448,178,29436182078,20328987,594506,20328985,10342.9e6,0.023,1,2,10739.3e6,10714.3e6,6611.1e6
1529354939.438576805,204,0.222,0.069,1448,1500,536,1448,174,29464656998,20348652,595007,20348650,9746.5e6,0.023,1.25,2,9079.4e6,12620.7e6,7806.6e6
1529354939.466802210,204,0.199,0.013,1448,1500,536,1448,176,29493324502,20368452,595508,20368450,9858.7e6,0.023,1,2,10245.1e6,10212.8e6,6731.2e6
1529354939.497176028,204,0.265,0.092,1448,1500,536,1448,176,29520229790,20386947,595978,20386945,10105.2e6,0.023,1,2,7693.5e6,10468.1e6,4677.6e6
1529354939.529419720,204,0.255,0.14,1448,1500,536,1448,178,29550322126,20407825,596502,20407823,10504.7e6,0.023,1,2,8086.1e6,10882.0e6,10504.7e6
1529354939.561345503,204,0.374,0.196,1448,1500,536,1448,176,29580175542,20428347,597021,20428345,10113.0e6,0.023,1,2,5451.3e6,10476.2e6,7054.6e6
1529354939.591919001,204,0.209,0.076,1448,1500,536,1448,176,29610802190,20449587,597564,20449585,10190.4e6,0.023,1,2,9754.9e6,10556.4e6,9077.5e6
1529354939.620674513,204,0.169,0.028,1448,1500,536,1448,178,29637368646,20467902,598036,20467900,10484.8e6,0.023,1.25,2,12200.9e6,13576.6e6,7680.7e6
1529354939.649773493,204,0.186,0.028,1448,1500,536,1448,176,29664596838,20486757,598505,20486755,10196.3e6,0.023,1.25,2,10961.2e6,13203.1e6,7303.0e6
1529354939.679709915,204,0.212,0.023,1448,1500,536,1448,178,29693202078,20506512,599007,20506510,10756.6e6,0.023,1.25,2,9726.2e6,13928.6e6,7471.7e6
1529354939.711507141,204,0.183,0.032,1448,1500,536,1448,178,29721110830,20525772,599487,20525770,10388.8e6,0.023,1.25,2,11267.5e6,13452.4e6,8344.9e6
1529354939.744043641,204,0.21,0.051,1448,1500,536,1448,176,29751285702,20546607,600015,20546605,9956.5e6,0.023,1,2,9708.5e6,10314.0e6,4885.2e6
1529354939.775330257,204,0.179,0.021,1448,1500,536,1448,174,29782306206,20568027,600553,20568025,9801.8e6,0.023,1,2,11260.4e6,10153.8e6,8899.0e6
1529354939.805164800,204,0.168,0.023,1448,1500,536,1448,178,29810846286,20587692,601049,20587690,10600.5e6,0.023,1,2,12273.5e6,10981.1e6,8316.7e6
1529354939.834999573,204,0.188,0.019,1448,1500,536,1448,180,29837029022,20605827,601504,20605825,11292.0e6,0.023,1.25,2,11091.1e6,14621.8e6,8205.3e6
1529354939.865313123,204,0.289,0.13,1448,1500,536,1448,174,29863934310,20624367,601963,20624365,9494.1e6,0.023,1,2,6974.4e6,7376.3e6,4244.1e6
1529354939.894842143,204,0.191,0.055,1448,1500,536,1448,178,29892031302,20643807,602456,20643805,10460.2e6,0.023,1,2,10795.6e6,10835.8e6,9300.6e6
1529354939.924130543,204,0.243,0.078,1448,1500,536,1448,178,29919715614,20662932,602949,20662930,10644.8e6,0.023,1.25,2,8485.4e6,13783.8e6,5001.0e6
1529354939.951788699,204,0.209,0.073,1448,1500,536,1448,180,29946502166,20681427,603418,20681425,10950.5e6,0.023,1.25,2,9976.7e6,14179.7e6,10146.0e6
1529354939.985692001,204,0.176,0.024,1448,1500,536,1448,182,29977321398,20702712,603957,20702710,11482.4e6,0.023,0.75,2,11978.9e6,8921.1e6,9267.2e6
1529354940.014079975,204,0.27,0.115,1448,1500,536,1448,176,30005671790,20722197,604459,20722195,10187.3e6,0.023,1,2,7551.1e6,10553.2e6,4747.1e6
1529354940.045579632,204,0.174,0.023,1448,1500,536,1448,180,30034935870,20742537,604974,20742535,10876.6e6,0.023,1,2,11983.4e6,11267.2e6,7539.9e6
1529354940.077735430,204,0.176,0.026,1448,1500,536,1448,176,30063713422,20762337,605477,20762335,10089.3e6,0.023,1,2,11584.0e6,10451.6e6,7598.1e6
1529354940.105230251,204,0.174,0.046,1448,1500,536,1448,174,30088888350,20779752,605919,20779750,9504.8e6,0.023,1,2,11584.0e6,9846.2e6,8148.1e6
1529354940.138635012,204,0.176,0.027,1448,1500,536,1448,176,30117369062,20799462,606418,20799460,9867.9e6,0.023,1,2,11584.0e6,10222.2e6,9299.8e6
1529354940.171079953,204,0.181,0.02,1448,1500,536,1448,182,30147694526,20820387,606948,20820385,11373.4e6,0.023,1,2,11648.0e6,11781.8e6,11352.3e6
1529354940.201594178,204,0.18,0.035,1448,1500,536,1448,178,30178051846,20841312,607487,20841310,10561.9e6,0.023,1,2,11455.3e6,10941.2e6,9189.5e6
1529354940.236082413,204,0.2,0.025,1448,1500,536,1448,184,30208927550,20862642,608025,20862640,12237.9e6,0.023,1.25,2,10657.3e6,12677.4e6,7982.8e6
1529354940.265593904,204,0.182,0.015,1448,1500,536,1448,176,30237651526,20882487,608524,20882485,10187.3e6,0.023,1.25,2,11202.1e6,13191.5e6,7336.5e6
1529354940.299061693,204,0.187,0.023,1448,1500,536,1448,176,30267192174,20902917,609037,20902915,10305.8e6,0.023,1.25,2,10902.6e6,13344.8e6,8418.6e6
1529354940.327708664,204,0.178,0.02,1448,1500,536,1448,178,30295373150,20922312,609523,20922310,10580.7e6,0.023,1.25,2,11584.0e6,13700.8e6,10580.7e6
1529354940.359901791,204,0.215,0.065,1448,1500,536,1448,176,30323913230,20942067,610024,20942065,9958.2e6,0.023,1.25,2,9482.7e6,12894.7e6,4458.7e6
1529354940.391595947,204,0.188,0.019,1448,1500,536,1448,182,30351538174,20961102,610504,20961100,11484.1e6,0.023,1.25,2,11214.3e6,11896.6e6,9801.8e6
1529354940.421906391,204,0.217,0.045,1448,1500,536,1448,178,30378537582,20979822,610974,20979820,10331.7e6,0.023,1.25,2,9502.1e6,13378.4e6,9106.9e6
1529354940.447627012,204,0.297,0.154,1448,1500,536,1448,178,30403278110,20996787,611403,20996785,10591.1e6,0.023,1.25,2,6942.6e6,13714.3e6,2447.3e6
1529354940.475153823,204,0.181,0.04,1448,1500,536,1448,178,30428240182,21014112,611836,21014110,10720.6e6,0.023,1,2,11392.0e6,11105.6e6,7722.7e6
1529354940.510202909,204,0.192,0.009,1448,1500,536,1448,178,30457240726,21034137,612338,21034135,10441.9e6,0.023,0.75,2,10739.3e6,8112.7e6,8513.5e6
1529354940.541761390,204,0.17,0.011,1448,1500,536,1448,178,30489487686,21056412,612897,21056410,10743.2e6,0.023,1,2,12129.1e6,11129.0e6,10277.5e6
1529354940.573491090,204,0.159,0.029,1448,1500,536,1448,178,30517332726,21075627,613379,21075625,10569.3e6,0.023,1.25,2,12968.3e6,13686.1e6,9043.6e6
1529354940.601569227,204,0.211,0.038,1448,1500,536,1448,178,30545848190,21095247,613880,21095245,10756.6e6,0.023,1.25,2,9772.3e6,13928.6e6,5301.2e6
1529354940.631517746,204,0.198,0.028,1448,1500,536,1448,176,30571312718,21112887,614325,21112885,10213.8e6,0.023,1,2,10296.9e6,10580.6e6,9519.5e6
1529354940.664735964,204,0.213,0.101,1448,1500,536,1448,176,30602631510,21134532,614878,21134530,10304.0e6,0.023,1.25,2,9571.8e6,13342.5e6,7889.1e6
1529354940.695585846,204,0.189,0.052,1448,1500,536,1448,178,30631920206,21154737,615392,21154735,10729.4e6,0.023,1.25,2,10909.8e6,13893.4e6,8424.7e6
1529354940.725455634,204,0.233,0.069,1448,1500,536,1448,174,30657992894,21172737,615853,21172735,9632.3e6,0.023,1,2,8650.7e6,9978.3e6,4649.4e6
1529354940.753075742,204,0.158,0.015,1448,1500,536,1448,174,30685025606,21191457,616336,21191455,9701.6e6,0.023,1,2,12757.1e6,10050.0e6,8831.4e6
1529354940.782420101,204,0.164,0.015,1448,1500,536,1448,178,30712379774,21210312,616817,21210310,10330.1e6,0.023,1.25,2,12572.9e6,13376.3e6,8635.3e6
1529354940.813641370,204,0.376,0.264,1448,1500,536,1448,178,30740289974,21229617,617310,21229615,10581.5e6,0.023,1,2,5483.9e6,10961.5e6,6976.0e6
1529354940.844841216,204,0.272,0.078,1448,1500,536,1448,176,30770057958,21250092,617824,21250090,9919.6e6,0.023,1,2,7495.5e6,10275.9e6,5679.1e6
1529354940.877574368,204,0.236,0.096,1448,1500,536,1448,178,30798570526,21269892,618312,21269890,10419.1e6,0.023,1,2,8737.1e6,10793.3e6,8920.3e6
1529354940.908578094,204,0.184,0.023,1448,1500,536,1448,176,30830737846,21292077,618884,21292075,10199.0e6,0.023,1,2,11080.3e6,10565.2e6,9252.6e6
1529354940.939261628,204,0.195,0.035,1448,1500,536,1448,180,30860656422,21312777,619410,21312775,10995.0e6,0.023,1.25,2,10692.9e6,14237.3e6,7882.6e6
1529354940.969910734,204,0.252,0.105,1448,1500,536,1448,174,30887082422,21330957,619873,21330955,9782.0e6,0.023,1,2,7998.5e6,10133.3e6,6375.1e6
1529354941.000373639,204,0.192,0.016,1448,1500,536,1448,178,30916418902,21351297,620390,21351295,10468.5e6,0.023,1,2,10739.3e6,10844.4e6,9222.9e6
1529354941.029753823,204,0.165,0.034,1448,1500,536,1448,178,30944618702,21370737,620885,21370735,10473.2e6,0.023,1.25,2,12496.7e6,13561.6e6,9339.6e6
1529354941.060688493,204,0.386,0.228,1448,1500,536,1448,176,30972905382,21390267,621378,21390265,9849.9e6,0.023,1.25,2,5281.8e6,12754.5e6,3283.3e6
1529354941.090571370,204,0.185,0.02,1448,1500,536,1448,180,31000547702,21409347,621863,21409345,10984.8e6,0.023,1.25,2,11270.9e6,14224.1e6,7722.7e6
1529354941.118903024,204,0.192,0.013,1448,1500,536,1448,178,31027848294,21428202,622339,21428200,10368.0e6,0.023,1,2,10739.3e6,10740.3e6,8366.2e6
1529354941.149889373,204,0.177,0.04,1448,1500,536,1448,182,31056908206,21448317,622836,21448315,11392.5e6,0.023,1.25,2,11911.2e6,14752.1e6,7722.7e6
1529354941.181631505,204,0.177,0.019,1448,1500,536,1448,178,31084870534,21467622,623323,21467620,10649.8e6,0.023,1,2,11649.4e6,11032.3e6,8049.9e6
1529354941.210638402,204,0.202,0.023,1448,1500,536,1448,180,31111105398,21485712,623783,21485710,10982.2e6,0.023,1,2,10322.4e6,11376.6e6,10091.2e6
1529354941.240077523,204,0.292,0.136,1448,1500,536,1448,178,31139260310,21505195,624264,21505193,10331.7e6,0.023,1.25,2,7061.5e6,13378.4e6,3546.1e6
1529354941.273524277,204,0.207,0.074,1448,1500,536,1448,180,31169578534,21526077,624790,21526075,11222.0e6,0.023,1.25,2,10073.0e6,14531.2e6,6772.2e6
1529354941.303193669,204,0.237,0.088,1448,1500,536,1448,178,31195819190,21544212,625247,21544210,10738.0e6,0.023,1,2,8700.2e6,11123.6e6,5027.7e6
1529354941.331902965,204,0.229,0.116,1448,1500,536,1448,176,31222515966,21562662,625699,21562660,10205.0e6,0.023,1.25,2,8903.0e6,13214.3e6,5586.0e6
1529354941.360633532,204,0.208,0.067,1448,1500,536,1448,174,31250294398,21581832,626195,21581830,9483.0e6,0.023,1.25,2,9690.5e6,12279.4e6,4935.2e6
1529354941.389016349,204,0.265,0.184,1448,1500,536,1448,182,31276910086,21600192,626668,21600190,11390.9e6,0.023,1,2,7955.8e6,11800.0e6,7061.5e6
1529354941.421794566,204,0.212,0.115,1448,1500,536,1448,174,31306841694,21620847,627199,21620845,10212.2e6,0.023,1.25,2,9507.6e6,12583.3e6,8237.5e6
1529354941.454970272,204,0.19,0.025,1448,1500,536,1448,174,31336629950,21641457,627716,21641455,9720.8e6,0.023,1.25,2,10608.5e6,12587.4e6,7791.0e6
1529354941.484051789,204,0.202,0.02,1448,1500,536,1448,178,31364434446,21660672,628207,21660670,10672.9e6,0.023,1.25,2,10207.7e6,13820.2e6,10289.7e6
1529354941.513642280,204,0.217,0.052,1448,1500,536,1448,182,31392603838,21680112,628706,21680110,11488.3e6,0.023,1,2,9715.6e6,11900.8e6,7326.1e6
1529354941.544654459,204,0.199,0.081,1448,1500,536,1448,178,31421432070,21700002,629202,21700000,10766.3e6,0.023,1,2,10361.6e6,11152.9e6,9341.9e6
1529354941.580843407,204,0.332,0.264,1448,1500,536,1448,180,31449781014,21719622,629698,21719620,11213.3e6,0.023,1,2,6280.5e6,14520.0e6,1728.3e6
1529354941.614102620,204,0.212,0.05,1448,1500,536,1448,176,31482292958,21742032,630273,21742030,9893.4e6,0.023,1,2,9616.9e6,10248.6e6,4550.9e6
1529354941.644834652,204,0.187,0.027,1448,1500,536,1448,176,31513659534,21763722,630825,21763720,10182.7e6,0.023,1.25,2,10902.6e6,13185.5e6,9160.8e6
1529354941.674626819,204,0.16,0.021,1448,1500,536,1448,178,31541963590,21783297,631328,21783295,10406.0e6,0.023,0.75,2,12887.2e6,8084.7e6,7922.4e6
1529354941.704638797,204,0.217,0.061,1448,1500,536,1448,174,31570589102,21803007,631831,21803005,9447.1e6,0.023,1.25,2,9288.6e6,12233.0e6,4819.6e6
1529354941.734043367,204,0.236,0.049,1448,1500,536,1448,176,31598964110,21822537,632324,21822535,10144.2e6,0.023,1.25,2,8638.9e6,13135.6e6,5892.2e6
1529354941.765241219,204,0.193,0.051,1448,1500,536,1448,174,31628037054,21842697,632827,21842695,9536.0e6,0.023,0.75,2,10443.6e6,7408.8e6,2778.3e6
1529354941.796078532,204,0.235,0.113,1448,1500,536,1448,178,31657195430,21862857,633345,21862855,10633.5e6,0.023,1.25,2,8774.3e6,13769.2e6,8362.0e6
1529354941.825876042,204,0.193,0.02,1448,1500,536,1448,178,31683499798,21881037,633813,21881035,10465.1e6,0.023,1.25,2,10683.7e6,13551.1e6,8910.8e6
1529354941.854541425,204,0.164,0.017,1448,1500,536,1448,176,31710793150,21899892,634292,21899890,10240.0e6,0.023,1.25,2,12431.6e6,13259.7e6,8853.5e6
1529354941.885331008,204,0.175,0.012,1448,1500,536,1448,184,31739945734,21919962,634807,21919960,11873.6e6,0.023,1.25,2,12179.7e6,15375.0e6,7722.7e6
1529354941.914771446,204,0.164,0.016,1448,1500,536,1448,174,31766816270,21938547,635281,21938545,9653.3e6,0.023,1,2,12290.3e6,10000.0e6,7915.7e6
