ts, Backlog in Bytes, Backlog in packets
1531189456.825518884,0,0
1531189456.930929484,0,0
1531189457.036093566,0,0
1531189457.141306584,0,0
1531189457.246417254,0,0
1531189457.351541986,0,0
1531189457.456684032,0,0
1531189457.561764810,0,0
1531189457.666852093,0,0
1531189457.771948122,0,0
1531189457.877075560,0,0
1531189457.982270979,0,0
1531189458.087370951,0,0
1531189458.192509208,0,0
1531189458.297581373,0,0
1531189458.402681357,0,0
1531189458.507797811,0,0
1531189458.612935240,0,0
1531189458.718009225,0,0
1531189458.823085382,0,0
1531189458.928182013,0,0
1531189459.033291449,74,1
1531189459.138377531,0,0
1531189459.243506302,576,8
1531189459.348697717,420,6
1531189459.453819087,4256,46
1531189459.558950839,720,10
1531189459.664130002,564,8
1531189459.769254473,662,9
1531189459.874363746,798,11
1531189459.979490051,696,10
1531189460.084686934,774,11
1531189460.189756920,654,9
1531189460.294877360,774,11
1531189460.399915295,780,10
1531189460.505015053,740,10
1531189460.610094999,654,9
1531189460.715059838,618,9
1531189460.820099690,642,9
1531189460.925251136,552,8
1531189461.030248930,662,9
1531189461.135238144,630,9
1531189461.240330397,630,9
1531189461.345366834,630,9
1531189461.450440533,864,12
1531189461.555523660,642,9
1531189461.660543431,642,9
1531189461.765633997,588,8
1531189461.870702060,564,8
1531189461.975818342,642,9
1531189462.080899397,684,10
1531189462.185981469,654,9
1531189462.291016647,684,10
1531189462.396123562,630,9
1531189462.501234763,642,9
1531189462.606313911,552,8
1531189462.711363393,708,10
1531189462.816468267,498,7
1531189462.921564255,618,9
1531189463.026658463,720,10
1531189463.131732465,708,10
1531189463.236841321,654,9
1531189463.341938967,794,11
1531189463.446998561,696,10
1531189463.552074230,684,10
1531189463.657185586,708,10
1531189463.762299898,642,9
1531189463.867433558,864,12
1531189463.972480731,654,9
1531189464.077538337,630,9
1531189464.182608466,576,8
1531189464.287689124,696,10
1531189464.392774728,630,9
1531189464.497826760,618,9
1531189464.602903602,642,9
1531189464.707981761,684,10
1531189464.813074130,588,8
1531189464.918135010,662,9
1531189465.023198491,588,8
1531189465.128307467,720,10
1531189465.233372694,552,8
1531189465.338480719,826,11
1531189465.443577546,630,9
1531189465.548710650,618,9
1531189465.653836093,720,10
1531189465.758915832,630,9
1531189465.864004917,708,10
1531189465.969097297,642,9
1531189466.074180836,594,9
1531189466.179253588,630,9
1531189466.284348167,576,8
1531189466.389413561,696,10
1531189466.494471437,630,9
1531189466.599587858,760,10
1531189466.704708656,626,9
1531189466.809771184,630,9
1531189466.914844528,672,10
1531189467.019912518,588,8
1531189467.125041353,654,9
1531189467.230067102,630,9
1531189467.335144970,708,10
1531189467.440279615,540,8
1531189467.545358950,630,9
1531189467.650443414,708,10
1531189467.755511598,686,9
1531189467.860626970,618,9
1531189467.965655129,642,9
1531189468.070756397,642,9
1531189468.175839584,654,9
1531189468.280950214,708,10
1531189468.386032312,696,10
1531189468.491126500,708,10
1531189468.596199653,654,9
1531189468.701302224,672,10
1531189468.806371181,642,9
1531189468.911460009,704,10
1531189469.016534158,510,7
1531189469.121609472,618,9
1531189469.226678652,630,9
1531189469.331781905,66,1
1531189469.436902273,132,2
1531189469.541990272,696,10
1531189469.647043273,684,10
1531189469.752114535,642,9
1531189469.857212512,654,9
1531189469.962297797,618,9
1531189470.067362330,618,9
1531189470.172449247,762,11
1531189470.277582535,708,10
1531189470.382673060,630,9
1531189470.487804304,630,9
1531189470.592966690,786,11
1531189470.698030203,654,9
1531189470.803134946,510,7
1531189470.908220867,806,11
1531189471.013358703,762,11
1531189471.118447030,762,11
1531189471.223548508,774,11
1531189471.328672230,474,7
1531189471.433736492,798,11
1531189471.538810765,576,8
1531189471.643898006,662,9
1531189471.749029737,810,11
1531189471.854091783,840,12
1531189471.959154598,786,11
1531189472.064277227,774,11
1531189472.169351718,708,10
1531189472.274436776,618,9
1531189472.379553702,750,11
1531189472.484699959,864,12
1531189472.589751928,1004,14
1531189472.694829275,798,11
1531189472.799936029,696,10
1531189472.905058611,740,10
1531189473.010092957,584,8
1531189473.115170074,642,9
1531189473.220257806,474,7
1531189473.325342547,662,9
1531189473.430415436,672,10
1531189473.535536332,852,12
1531189473.640684403,962,13
1531189473.745760099,732,10
1531189473.850814995,762,11
1531189473.955932358,786,12
1531189474.061020016,786,11
1531189474.166107267,674,9
1531189474.271194968,762,11
1531189474.376293597,720,10
1531189474.481372648,884,12
1531189474.586476809,708,10
1531189474.691593047,618,9
1531189474.796750707,696,10
1531189474.901779965,596,8
1531189475.006853425,552,8
1531189475.111952578,786,11
1531189475.217027706,716,10
1531189475.322075816,564,8
1531189475.427175884,770,11
1531189475.532234492,798,11
1531189475.637349259,564,8
1531189475.742418306,670,9
1531189475.847539118,594,9
1531189475.952671404,684,10
1531189476.057717515,930,13
1531189476.162784290,696,10
1531189476.267874387,852,12
1531189476.372995112,786,11
1531189476.478069939,630,9
1531189476.583160388,642,9
1531189476.688267289,696,10
1531189476.793352989,540,8
1531189476.898456306,596,8
1531189477.003535450,798,11
1531189477.108659266,852,12
1531189477.213673944,630,9
1531189477.318771767,540,8
1531189477.423853876,728,10
1531189477.528965716,654,9
1531189477.634014653,650,9
1531189477.739111748,786,11
1531189477.844191313,630,9
1531189477.949309990,642,9
1531189478.054370630,540,8
1531189478.159447204,576,8
1531189478.264545415,728,10
1531189478.369623554,642,9
1531189478.474725690,642,9
1531189478.579813847,642,9
1531189478.684933178,606,9
1531189478.789986824,588,8
1531189478.895080296,814,11
1531189479.000170431,720,10
1531189479.105269093,732,10
1531189479.210346834,654,9
1531189479.315376939,642,9
1531189479.420472780,708,10
1531189479.525558006,222,3
1531189479.630629573,66,1
1531189479.735724696,564,8
1531189479.840867688,662,9
1531189479.945927332,794,11
1531189480.050981272,666,9
1531189480.156060610,618,9
1531189480.261202062,696,10
1531189480.366262885,708,10
1531189480.471339561,630,9
1531189480.576433564,588,8
1531189480.681559020,750,11
1531189480.786610588,552,8
1531189480.891715628,720,10
1531189480.996833964,662,9
1531189481.101876373,618,9
1531189481.206939352,762,11
1531189481.312048833,630,9
1531189481.417158671,552,8
1531189481.522230572,606,9
1531189481.627297213,552,8
1531189481.732374586,674,9
1531189481.837434120,576,8
1531189481.942538057,540,8
1531189482.047606800,630,9
1531189482.152730021,540,8
1531189482.257773004,774,11
1531189482.362842509,630,9
1531189482.467993200,642,9
1531189482.573112902,618,9
1531189482.678142346,642,9
1531189482.783221919,642,9
1531189482.888281752,684,10
1531189482.993365512,740,10
1531189483.098410811,642,9
1531189483.203507361,720,10
1531189483.308609227,564,8
1531189483.413678902,818,11
1531189483.518774151,596,8
1531189483.623856538,618,9
1531189483.728985656,674,9
1531189483.834055495,576,8
1531189483.939114109,630,9
1531189484.044208958,798,11
1531189484.149319893,798,11
1531189484.254399432,942,13
1531189484.359519485,840,12
1531189484.464702922,736,10
1531189484.569738921,654,9
1531189484.674802238,654,9
1531189484.779879868,576,8
1531189484.885016789,774,11
1531189484.990086835,552,8
1531189485.095178429,662,9
1531189485.200260364,728,10
1531189485.305369404,876,12
1531189485.410460884,552,8
1531189485.515557154,420,6
1531189485.620712803,618,9
1531189485.725763211,752,10
1531189485.830805420,794,11
1531189485.935921112,696,10
1531189486.041005349,916,12
1531189486.146057195,684,10
1531189486.251156066,744,10
1531189486.356285239,786,11
1531189486.461409585,576,8
1531189486.566502967,872,12
1531189486.671619853,798,11
1531189486.776730257,708,10
1531189486.881821330,732,10
1531189486.986915862,756,10
1531189487.092009985,606,9
1531189487.197119200,852,12
1531189487.302184223,926,13
1531189487.407285942,564,8
1531189487.512379303,618,9
1531189487.617489517,904,12
1531189487.722642496,638,9
1531189487.827759819,708,10
1531189487.932888393,564,8
1531189488.038011995,810,11
1531189488.143076962,486,7
1531189488.248184712,552,8
1531189488.353288987,708,10
1531189488.458356574,540,8
1531189488.563467679,786,11
1531189488.668623876,618,9
1531189488.773666646,618,9
1531189488.878725612,630,9
1531189488.983809765,540,8
1531189489.088946970,642,9
1531189489.194043776,540,8
1531189489.299145265,654,9
1531189489.404262949,732,10
1531189489.509366746,606,9
1531189489.614450502,750,11
1531189489.719557474,630,9
1531189489.824673426,132,2
1531189489.929727921,0,0
1531189490.034808315,696,10
1531189490.139930915,642,9
1531189490.244968599,740,10
1531189490.349998447,662,9
1531189490.455104941,630,9
1531189490.560214302,762,11
1531189490.665292822,630,9
1531189490.770337927,630,9
1531189490.875374562,786,11
1531189490.980430520,720,10
1531189491.085433390,774,11
1531189491.190480992,682,9
1531189491.295571189,810,11
1531189491.400690996,576,8
1531189491.505735971,716,10
1531189491.610817501,720,10
1531189491.715982182,930,13
1531189491.821126902,564,8
1531189491.926183846,606,9
1531189492.031257534,642,9
1531189492.136344978,654,9
1531189492.241438748,864,12
1531189492.346257406,708,10
1531189492.451316753,674,9
1531189492.556433926,794,11
1531189492.661534047,696,10
1531189492.766601784,798,11
1531189492.871697746,672,10
1531189492.976801713,662,9
1531189493.081891911,662,9
1531189493.186956691,642,9
1531189493.292027529,736,10
1531189493.397110051,716,10
1531189493.502201833,696,10
1531189493.607286283,588,8
1531189493.712412181,760,10
1531189493.817497119,740,10
1531189493.922575782,774,11
1531189494.027670384,744,10
1531189494.132783274,618,9
1531189494.237824781,1K,14
1531189494.342897095,684,10
1531189494.448018993,642,9
1531189494.553151898,654,9
1531189494.658234115,650,9
1531189494.763315790,732,10
1531189494.868418654,474,7
1531189494.973496746,642,9
1531189495.078585932,810,11
1531189495.183694544,630,9
1531189495.288814755,768,10
1531189495.393848783,486,7
1531189495.498897608,720,10
1531189495.603992159,642,9
1531189495.709105306,672,10
1531189495.814193094,576,8
1531189495.919276386,782,11
1531189496.024372825,720,10
1531189496.129463992,840,12
1531189496.234579809,786,11
1531189496.339651969,694,9
1531189496.444761303,760,10
1531189496.549841045,660,10
1531189496.654917400,642,9
1531189496.760020562,810,11
1531189496.865156782,830,11
1531189496.970230293,708,10
1531189497.075327477,606,9
1531189497.180396835,810,11
1531189497.285490721,576,8
1531189497.390566160,740,10
1531189497.495665784,716,10
1531189497.600816882,606,9
1531189497.705866415,618,9
1531189497.810957882,774,11
1531189497.916064844,794,11
1531189498.021193756,762,11
1531189498.126272953,618,9
1531189498.231373366,596,8
1531189498.336484480,606,9
1531189498.441580630,672,10
1531189498.546666948,1020,14
1531189498.651806889,564,8
1531189498.756953323,618,9
1531189498.862044607,888,12
1531189498.967119561,630,9
1531189499.072231676,708,10
1531189499.177351792,588,8
1531189499.282435043,696,10
1531189499.387549165,732,10
1531189499.492654349,670,9
1531189499.597751678,662,9
1531189499.702848291,748,10
1531189499.807965694,752,10
1531189499.913104627,884,12
1531189500.018204444,66,1
1531189500.123237821,66,1
1531189500.228286526,588,8
1531189500.333345034,774,11
1531189500.438342945,708,10
1531189500.543395886,630,9
1531189500.648481650,630,9
1531189500.753508872,708,10
1531189500.858565028,618,9
1531189500.963631394,642,9
1531189501.068748046,642,9
1531189501.173826636,630,9
1531189501.278876689,708,10
1531189501.383918498,708,10
1531189501.488992593,720,10
1531189501.594055508,642,9
1531189501.699115617,540,8
1531189501.804165972,720,10
1531189501.909230180,708,10
1531189502.014299518,720,10
1531189502.119319204,618,9
1531189502.224383146,654,9
1531189502.329487030,720,10
1531189502.434506854,630,9
1531189502.539619439,716,10
1531189502.644728185,684,10
1531189502.749729642,618,9
1531189502.854738961,744,10
1531189502.959808425,864,12
1531189503.064885615,786,11
1531189503.169928327,684,10
1531189503.275045267,642,9
1531189503.380159610,762,11
1531189503.485293760,642,9
1531189503.590386715,708,10
1531189503.695503658,876,12
1531189503.800631846,564,8
1531189503.905690231,720,10
1531189504.010770735,774,11
1531189504.115873129,954,13
1531189504.221040561,708,10
1531189504.326108408,630,9
1531189504.431205355,654,9
1531189504.536321279,642,9
1531189504.641432727,720,10
1531189504.746504654,884,12
1531189504.851595514,642,9
1531189504.956731793,720,10
1531189505.061806978,588,8
1531189505.166866501,618,9
1531189505.271991877,666,9
1531189505.377153418,716,10
1531189505.482280575,696,10
1531189505.587382701,880,12
1531189505.692500656,708,10
1531189505.797549741,630,9
1531189505.902646031,708,10
1531189506.007746680,708,10
1531189506.112869518,782,11
1531189506.217977024,618,9
1531189506.323079150,630,9
1531189506.428185734,708,10
1531189506.533298583,774,11
1531189506.638397161,708,10
