ts, Backlog in Bytes, Backlog in packets
1531192980.076476087,644,8
1531192980.181657813,750,9
1531192980.286838198,612,8
1531192980.392059225,828,10
1531192980.497267987,816,10
1531192980.602440961,288,4
1531192980.707621688,750,9
1531192980.812873796,766,9
1531192980.918063999,876,12
1531192981.023264611,776,10
1531192981.128453404,694,9
1531192981.233632687,796,10
1531192981.338828289,804,10
1531192981.444012471,740,10
1531192981.549184259,722,9
1531192981.654375581,660,8
1531192981.759571662,742,9
1531192981.864782658,628,8
1531192981.969936059,710,9
1531192982.075120181,518,7
1531192982.180291147,796,10
1531192982.285488871,672,8
1531192982.390654501,722,9
1531192982.495837760,944,12
1531192982.601043571,546,7
1531192982.706201911,828,10
1531192982.811390546,808,10
1531192982.916604350,620,8
1531192983.021768931,1126,13
1531192983.126972766,664,8
1531192983.232163397,854,11
1531192983.337358785,850,11
1531192983.442514662,698,9
1531192983.547727499,808,10
1531192983.652933029,706,9
1531192983.758091161,800,10
1531192983.863233181,628,8
1531192983.968413995,820,10
1531192984.073597805,538,7
1531192984.178770733,774,9
1531192984.283917848,780,10
1531192984.389193668,828,10
1531192984.494362453,886,11
1531192984.599600070,604,8
1531192984.704820062,66,1
1531192984.810032942,78,1
1531192984.915200032,686,9
1531192985.020400904,640,8
1531192985.125557044,766,9
1531192985.230747802,644,8
1531192985.335941293,780,10
1531192985.441182926,902,11
1531192985.546350298,714,9
1531192985.651549021,922,11
1531192985.756765914,706,9
1531192985.861975865,542,7
1531192985.967156765,602,7
1531192986.072337860,698,9
1531192986.177498862,612,8
1531192986.282686174,616,8
1531192986.387858464,666,9
1531192986.493075050,894,11
1531192986.598257764,672,8
1531192986.703464718,754,9
1531192986.808692732,702,9
1531192986.913834388,620,8
1531192987.019033559,730,9
1531192987.124233188,586,7
1531192987.229415976,1180,14
1531192987.334577696,694,9
1531192987.439745268,772,10
1531192987.544973576,688,8
1531192987.650129196,398,5
1531192987.755338909,628,8
1531192987.860525212,946,11
1531192987.965708312,616,8
1531192988.070876682,756,10
1531192988.176082519,878,11
1531192988.281289027,586,7
1531192988.386479591,746,9
1531192988.491663907,796,10
1531192988.596912053,796,10
1531192988.702084115,874,11
1531192988.807277449,796,10
1531192988.912476730,686,9
1531192989.017635351,686,9
1531192989.122792958,894,11
1531192989.227996252,948,12
1531192989.333236649,1098,13
1531192989.438412568,774,9
1531192989.543614282,604,8
1531192989.648861810,558,7
1531192989.754027985,784,10
1531192989.859224831,596,8
1531192989.964393695,764,10
1531192990.069594714,682,9
1531192990.174782445,644,8
1531192990.279996041,824,10
1531192990.385216927,588,8
1531192990.490454806,722,9
1531192990.595650923,596,8
1531192990.700886174,976,12
1531192990.806075499,1020,12
1531192990.911271121,596,8
1531192991.016428505,612,8
1531192991.121616155,706,9
1531192991.226787984,688,8
1531192991.332035465,960,12
1531192991.437261300,1116,14
1531192991.542466246,906,11
1531192991.647633706,1086,13
1531192991.752904358,1138,13
1531192991.858082437,674,8
1531192991.963261764,702,9
1531192992.068464250,690,9
1531192992.173635473,644,8
1531192992.278825192,816,10
1531192992.384036018,996,12
1531192992.489236726,760,10
1531192992.594467694,856,10
1531192992.699663838,824,10
1531192992.804891104,898,11
1531192992.910055932,1042,13
1531192993.015220589,996,12
1531192993.120409666,1K,12
1531192993.225632716,1134,13
1531192993.330808567,1022,13
1531192993.436020364,866,11
1531192993.541239979,714,9
1531192993.646429860,772,10
1531192993.751659082,1148,14
1531192993.856903856,1192,14
1531192993.962061671,1244,14
1531192994.067256325,972,12
1531192994.172434301,1182,13
1531192994.277619860,1070,13
1531192994.382781654,684,8
1531192994.488031898,908,12
1531192994.593301787,686,9
1531192994.698500413,828,10
1531192994.803682791,698,9
1531192994.908938338,788,10
1531192995.014103444,660,8
1531192995.119306962,550,7
1531192995.224509993,726,9
1531192995.329681303,718,9
1531192995.434838152,616,8
1531192995.540050388,682,9
1531192995.645275873,722,9
1531192995.750451180,870,11
1531192995.855661735,644,8
1531192995.960858390,844,10
1531192996.066030810,920,12
1531192996.171220769,906,11
1531192996.276408817,554,7
1531192996.381624638,756,10
1531192996.486805435,798,11
1531192996.592052769,1040,12
1531192996.697262516,750,9
1531192996.802446611,1000,12
1531192996.907627594,1110,13
1531192997.012874945,696,8
1531192997.118038784,784,10
1531192997.223242322,686,9
1531192997.328443920,714,9
1531192997.433620533,886,11
1531192997.538807317,740,10
1531192997.643986490,798,9
1531192997.749231709,628,8
1531192997.854422534,902,11
1531192997.959609716,694,9
1531192998.064825594,846,11
1531192998.169986546,444,6
1531192998.275179887,860,10
1531192998.380368466,672,8
1531192998.485575402,1008,12
1531192998.590751241,550,7
1531192998.695943505,780,10
1531192998.801168862,738,9
1531192998.906365525,800,10
1531192999.011534412,768,10
1531192999.116771876,800,10
1531192999.221927051,570,7
1531192999.327121484,842,11
1531192999.432339969,654,9
1531192999.537557821,510,7
1531192999.642744389,914,11
1531192999.747958663,874,11
1531192999.853181702,808,10
1531192999.958371865,674,9
1531193000.063615193,652,8
1531193000.168845883,930,11
1531193000.274024017,620,8
1531193000.379235809,750,9
1531193000.484445045,914,11
1531193000.589647016,824,10
1531193000.694853133,750,9
1531193000.800057972,850,11
1531193000.905265687,628,8
1531193001.010459088,690,9
1531193001.115658974,722,9
1531193001.220887560,760,10
1531193001.326062114,542,7
1531193001.431242754,730,9
1531193001.536448404,582,7
1531193001.641636272,836,10
1531193001.746811703,664,8
1531193001.852004558,752,10
1531193001.957197715,816,10
1531193002.062387818,690,9
1531193002.167570305,644,8
1531193002.272835810,1144,14
1531193002.378001597,764,10
1531193002.483219160,1054,13
1531193002.588439698,1220,14
1531193002.693657989,1196,14
1531193002.798851490,608,8
1531193002.904042234,758,9
1531193003.009258179,852,10
