ts,rto,rtt,rttvar,mss,pmtu,rcvmss,advmss,cwnd,bytes_acked,segs_out,segs_in,data_segs_out,bbr_bw,bbr_min_rtt,bbr_pacing_gain,bbr_cwnd_gain,send,pacing_rate,delivery_rate,busy
1530072760.562308349,204,0.138,0.074,1448,1500,536,1448,11,38,3,2,1,165.5e6,0.07,2.88672,2.88672,923.4e6,2340.6e6,165.5e6,4ms
1530072760.573568945,204,0.138,0.074,1448,1500,536,1448,11,38,3,2,1,165.5e6,0.07,2.88672,2.88672,923.4e6,2340.6e6,165.5e6,4ms
1530072760.584467704,204,0.138,0.074,1448,1500,536,1448,11,38,3,2,1,165.5e6,0.07,2.88672,2.88672,923.4e6,2340.6e6,165.5e6,4ms
1530072760.596049382,204,0.138,0.074,1448,1500,536,1448,11,38,3,2,1,165.5e6,0.07,2.88672,2.88672,923.4e6,2340.6e6,165.5e6,4ms
1530072760.607075620,204,1.479,1.281,1448,1500,536,1448,71,86918,108,12,106,346.8e6,0.07,2.88672,2.88672,556.1e6,2340.6e6,137.9e6,8ms
1530072760.617864440,204,3.975,3.09,1448,1500,536,1448,146,195518,281,18,279,346.8e6,0.07,2.88672,2.88672,425.5e6,2340.6e6,96.1e6,20ms
1530072760.628381711,212,9.411,4.044,1448,1500,536,1448,109,320046,306,28,304,346.8e6,0.07,1.25,2,134.2e6,449.1e6,92.6e6,28ms
1530072760.639325742,216,13.641,2.038,1448,1500,536,1448,92,380862,362,57,360,346.8e6,0.07,1.25,2,78.1e6,449.1e6,62.7e6,40ms
1530072760.650129237,208,7.769,1.018,1448,1500,536,1448,116,579238,448,83,446,346.8e6,0.07,1.25,2,173.0e6,449.1e6,88.4e6,52ms
1530072760.660804317,208,6.571,0.513,1448,1500,536,1448,116,708110,538,111,536,346.8e6,0.07,1.25,2,204.5e6,449.1e6,118.8e6,60ms
1530072760.671604454,208,6.595,0.57,1448,1500,536,1448,50,761686,625,144,623,346.8e6,0.07,1.25,2,87.8e6,449.1e6,93.8e6,72ms
1530072760.682340257,208,7.193,0.727,1448,1500,536,1448,44,915174,710,167,708,346.8e6,0.07,1.25,2,70.9e6,449.1e6,115.0e6,84ms
1530072760.693036202,208,5.129,1.064,1448,1500,536,1448,44,1101966,787,176,785,130.5e6,0.07,1.25,2,99.4e6,169.0e6,130.5e6,92ms
1530072760.703946417,204,3.499,0.791,1448,1500,536,1448,44,1236630,877,184,875,130.5e6,0.07,1.25,2,145.7e6,169.0e6,90.1e6,104ms
1530072760.714838558,204,2.83,0.575,1448,1500,536,1448,44,1366950,967,193,965,130.5e6,0.07,1.25,2,180.1e6,169.0e6,91.0e6,116ms
1530072760.725583424,204,2.788,0.54,1448,1500,536,1448,44,1497270,1057,200,1055,130.5e6,0.07,1.25,2,182.8e6,169.0e6,92.6e6,128ms
1530072760.736300309,204,2.622,0.478,1448,1500,536,1448,32,1616006,1132,208,1130,92.6e6,0.07,1.25,2,141.4e6,119.9e6,77.3e6,136ms
