ts,backlog_in_bytes, backlog_in_packets
1530072763.794556916,0,0
1530072763.806961473,0,0
1530072763.819479938,0,0
1530072763.832012309,0,0
1530072763.844572599,0,0
1530072763.857166068,0,0
1530072763.869917896,0,0
1530072763.882430789,0,0
1530072763.895104339,0,0
1530072763.907898279,0,0
1530072763.920422667,0,0
1530072763.932974824,0,0
1530072763.945462552,0,0
1530072763.958206208,0,0
1530072763.970885336,0,0
1530072763.983485401,0,0
1530072763.996108191,0,0
1530072764.008557626,0,0
1530072764.021050117,0,0
1530072764.033671406,0,0
1530072764.046360993,0,0
1530072764.059112938,0,0
1530072764.071719445,0,0
1530072764.084294329,0,0
1530072764.096899232,0,0
1530072764.109371334,0,0
1530072764.122025830,0,0
1530072764.134756699,0,0
1530072764.147371863,0,0
1530072764.159981079,0,0
1530072764.172466019,0,0
1530072764.185026562,0,0
1530072764.197671214,0,0
1530072764.210386897,0,0
1530072764.223170628,0,0
1530072764.235829758,0,0
1530072764.248387146,0,0
1530072764.261005749,0,0
1530072764.273620706,0,0
1530072764.286201126,0,0
1530072764.298931082,0,0
1530072764.311582455,0,0
1530072764.324107365,0,0
1530072764.336819900,0,0
1530072764.349270982,0,0
1530072764.361906289,0,0
1530072764.374582394,0,0
1530072764.387251436,0,0
1530072764.399951943,0,0
1530072764.412576585,0,0
1530072764.425175461,0,0
1530072764.437630941,0,0
1530072764.450127835,0,0
1530072764.462556784,0,0
1530072764.475104171,0,0
1530072764.487423028,0,0
1530072764.499712101,0,0
1530072764.512245043,0,0
1530072764.524567257,0,0
1530072764.537126182,0,0
1530072764.549441839,0,0
1530072764.561808499,0,0
1530072764.574193279,0,0
1530072764.586562653,0,0
1530072764.599115879,0,0
1530072764.611623228,0,0
1530072764.624235308,0,0
1530072764.636609935,0,0
1530072764.649177533,0,0
1530072764.661672699,0,0
1530072764.674144655,0,0
1530072764.686706636,0,0
1530072764.699184476,0,0
1530072764.711614730,0,0
1530072764.724064812,0,0
1530072764.736404118,0,0
1530072764.748917366,0,0
1530072764.761435822,0,0
1530072764.773868993,0,0
1530072764.786309660,0,0
1530072764.798843449,0,0
1530072764.811448065,0,0
1530072764.823954797,0,0
1530072764.836434267,0,0
1530072764.849180234,0,0
1530072764.861732905,0,0
1530072764.874318348,0,0
1530072764.886989841,0,0
1530072764.899541741,0,0
1530072764.912014972,0,0
1530072764.924634139,0,0
1530072764.937101168,0,0
1530072764.949672579,0,0
1530072764.962279349,0,0
1530072764.974912146,0,0
1530072764.987776376,0,0
1530072765.000233581,0,0
1530072765.012635196,0,0
1530072765.025167771,0,0
1530072765.037879303,0,0
1530072765.050385111,0,0
1530072765.063120954,0,0
1530072765.075619321,0,0
1530072765.088118922,0,0
1530072765.100690074,0,0
1530072765.113124026,0,0
1530072765.125465278,0,0
1530072765.138090080,0,0
1530072765.150677969,0,0
1530072765.163274648,0,0
1530072765.175768675,0,0
1530072765.188229845,0,0
1530072765.200780194,0,0
1530072765.213488016,0,0
1530072765.226145472,0,0
1530072765.238714692,0,0
1530072765.251483463,0,0
1530072765.263977976,0,0
1530072765.276370945,0,0
1530072765.289117608,0,0
1530072765.301574384,0,0
1530072765.314277187,0,0
1530072765.326702159,0,0
1530072765.339429045,0,0
1530072765.352060633,0,0
1530072765.364471345,0,0
1530072765.376966006,0,0
1530072765.389536184,0,0
1530072765.402074443,0,0
1530072765.414777808,0,0
1530072765.427603857,0,0
1530072765.440184720,0,0
1530072765.452655437,0,0
1530072765.465153996,0,0
1530072765.477605486,0,0
1530072765.490140129,0,0
1530072765.502893304,0,0
1530072765.515520756,0,0
1530072765.528202926,0,0
1530072765.540809114,0,0
1530072765.553408651,0,0
1530072765.565948667,0,0
1530072765.578547581,0,0
1530072765.591098400,0,0
1530072765.603650514,0,0
1530072765.616221119,0,0
1530072765.628742516,0,0
1530072765.641179698,0,0
1530072765.653787570,0,0
1530072765.666291406,0,0
1530072765.678802551,0,0
1530072765.691407696,0,0
1530072765.703880296,0,0
1530072765.716365598,0,0
1530072765.728837907,0,0
1530072765.741539675,0,0
1530072765.754103455,0,0
1530072765.766704967,0,0
1530072765.779314620,0,0
1530072765.792057259,0,0
1530072765.804693761,0,0
1530072765.817275461,0,0
1530072765.829764506,0,0
1530072765.842469813,0,0
1530072765.855164543,0,0
1530072765.867882700,0,0
1530072765.880408670,0,0
1530072765.893013574,0,0
1530072765.905581036,0,0
1530072765.918079511,0,0
1530072765.930852827,0,0
1530072765.943714970,0,0
1530072765.956328135,0,0
1530072765.968754797,0,0
1530072765.981292309,0,0
1530072765.993937667,0,0
1530072766.006495471,0,0
1530072766.019123395,0,0
1530072766.031691246,0,0
1530072766.044332224,0,0
1530072766.056732234,0,0
1530072766.069230363,0,0
1530072766.081755427,0,0
1530072766.094466738,0,0
1530072766.106954370,0,0
1530072766.119589628,0,0
1530072766.132057623,0,0
1530072766.144544223,0,0
1530072766.157157524,0,0
1530072766.169726273,0,0
1530072766.182397789,0,0
1530072766.195049859,0,0
1530072766.207922143,0,0
1530072766.220489808,0,0
1530072766.232965366,0,0
1530072766.245462746,0,0
1530072766.258144857,0,0
1530072766.270799129,0,0
1530072766.283469507,0,0
1530072766.296115536,0,0
1530072766.308570585,0,0
1530072766.321007763,0,0
1530072766.333636856,0,0
1530072766.346262758,0,0
1530072766.358978923,0,0
1530072766.371631445,0,0
1530072766.384184755,0,0
1530072766.396713387,0,0
1530072766.409204842,0,0
1530072766.421909706,0,0
1530072766.434720155,0,0
1530072766.447224090,0,0
1530072766.459777844,0,0
1530072766.472392642,0,0
1530072766.484821961,0,0
1530072766.497374024,0,0
1530072766.509907189,0,0
1530072766.522336885,0,0
1530072766.535062422,0,0
1530072766.547756820,0,0
1530072766.560190197,0,0
1530072766.572488176,0,0
1530072766.584892238,0,0
1530072766.597250976,0,0
1530072766.609605398,0,0
1530072766.621994381,0,0
1530072766.634534401,0,0
1530072766.647138926,0,0
1530072766.659873324,0,0
1530072766.672493433,0,0
1530072766.684957775,0,0
1530072766.716854659,0,0
1530072766.729297088,0,0
1530072766.741699817,0,0
1530072766.754444501,0,0
1530072766.767141533,0,0
1530072766.779715051,0,0
1530072766.792268526,0,0
1530072766.804900063,0,0
1530072766.817419015,0,0
1530072766.829897855,0,0
1530072766.842513079,0,0
1530072766.855024078,0,0
1530072766.867617484,0,0
1530072766.880305848,0,0
1530072766.892910490,0,0
1530072766.905578356,0,0
1530072766.918160384,0,0
1530072766.930811407,0,0
1530072766.943697282,0,0
1530072766.956157747,0,0
1530072766.968876438,0,0
1530072766.981322885,0,0
1530072766.993848921,0,0
1530072767.006606287,0,0
1530072767.019427122,0,0
1530072767.031979773,0,0
1530072767.044622644,0,0
1530072767.057084833,0,0
1530072767.069693065,0,0
1530072767.082574522,0,0
1530072767.095178073,0,0
1530072767.107847829,0,0
1530072767.120530623,0,0
1530072767.132943017,0,0
1530072767.145442741,0,0
1530072767.158076669,0,0
1530072767.170785395,0,0
1530072767.183405812,0,0
1530072767.195905310,0,0
1530072767.208312942,0,0
1530072767.220908382,0,0
1530072767.233419128,0,0
1530072767.246040280,0,0
1530072767.258830288,0,0
1530072767.271587995,0,0
1530072767.284189640,0,0
1530072767.296697267,0,0
1530072767.309310852,0,0
1530072767.321894162,0,0
1530072767.334482732,0,0
1530072767.347091148,0,0
1530072767.359809712,0,0
1530072767.372409142,0,0
1530072767.385036359,0,0
1530072767.397626004,0,0
1530072767.410109262,0,0
1530072767.422653537,0,0
1530072767.435338394,0,0
1530072767.448048986,0,0
1530072767.460530750,0,0
1530072767.473017650,0,0
1530072767.485731640,0,0
1530072767.498543582,0,0
1530072767.511186754,0,0
1530072767.523967681,0,0
1530072767.536456910,0,0
1530072767.549069741,0,0
1530072767.561534787,0,0
1530072767.574193828,0,0
1530072767.586765095,0,0
1530072767.599615753,0,0
1530072767.612193906,0,0
1530072767.624595556,0,0
1530072767.637179881,0,0
1530072767.649887079,0,0
1530072767.662344681,0,0
1530072767.674901380,0,0
1530072767.687488923,0,0
1530072767.699999437,0,0
1530072767.712557338,0,0
1530072767.725167493,0,0
1530072767.737845947,0,0
1530072767.750429166,0,0
1530072767.763048690,0,0
1530072767.775675618,0,0
1530072767.788125774,0,0
1530072767.800591232,0,0
1530072767.813038304,0,0
1530072767.825542561,0,0
1530072767.838027338,0,0
1530072767.850591569,0,0
1530072767.863133366,0,0
1530072767.875895174,0,0
1530072767.888399741,0,0
1530072767.901010060,0,0
1530072767.913425302,0,0
1530072767.926134199,0,0
1530072767.938653641,0,0
1530072767.951437137,0,0
1530072767.964081857,0,0
1530072767.976641346,0,0
1530072767.989284948,0,0
1530072768.001758926,0,0
1530072768.014260087,0,0
1530072768.026810738,0,0
1530072768.039781561,0,0
1530072768.052305668,0,0
1530072768.064866021,0,0
1530072768.077592579,0,0
1530072768.090077898,0,0
1530072768.102656565,0,0
1530072768.115209267,0,0
1530072768.127910200,0,0
1530072768.140589859,0,0
1530072768.153278719,0,0
1530072768.165968889,0,0
1530072768.178805126,0,0
1530072768.191548076,0,0
1530072768.204292271,0,0
1530072768.217018129,0,0
1530072768.229408186,0,0
1530072768.242121199,0,0
1530072768.254781637,0,0
1530072768.267531179,0,0
1530072768.280048465,0,0
1530072768.292599034,0,0
1530072768.305071419,0,0
1530072768.317741601,0,0
1530072768.330454295,0,0
1530072768.342964164,0,0
1530072768.355579785,0,0
1530072768.368307453,0,0
1530072768.381013848,0,0
1530072768.393556917,0,0
1530072768.406305805,0,0
1530072768.419038128,0,0
1530072768.431802465,0,0
1530072768.444464980,0,0
1530072768.456910568,0,0
1530072768.469384177,0,0
1530072768.481988581,0,0
1530072768.494530725,0,0
1530072768.506980917,0,0
1530072768.519618534,0,0
1530072768.532258348,0,0
1530072768.544726166,0,0
1530072768.557151850,0,0
1530072768.569519166,0,0
1530072768.582148447,0,0
1530072768.594843388,0,0
1530072768.607416245,0,0
1530072768.620043345,0,0
1530072768.632429015,0,0
1530072768.644893624,0,0
1530072768.657418983,0,0
1530072768.670021610,0,0
1530072768.682600160,0,0
1530072768.695144394,0,0
1530072768.707857514,0,0
1530072768.720246792,0,0
1530072768.732711993,0,0
1530072768.745144892,0,0
1530072768.757818696,0,0
1530072768.770323501,0,0
1530072768.782872468,0,0
1530072768.795298813,0,0
1530072768.807810004,0,0
1530072768.820151441,0,0
1530072768.832552693,0,0
1530072768.845299033,0,0
1530072768.857896560,0,0
1530072768.870438435,0,0
1530072768.883119083,0,0
1530072768.895931932,0,0
1530072768.908392850,0,0
1530072768.920924568,0,0
1530072768.933463943,0,0
1530072768.946000366,0,0
1530072768.958570110,0,0
1530072768.971339914,0,0
1530072768.984031991,0,0
1530072768.996439175,0,0
1530072769.009020861,0,0
1530072769.021603866,0,0
1530072769.034111472,0,0
1530072769.046638716,0,0
1530072769.059516036,0,0
1530072769.072076695,0,0
1530072769.084541347,0,0
1530072769.097178241,0,0
1530072769.109890480,0,0
1530072769.122363492,0,0
1530072769.134895420,0,0
1530072769.147500513,0,0
1530072769.160142479,0,0
1530072769.172578040,0,0
1530072769.184960820,0,0
1530072769.197489680,0,0
1530072769.210189984,0,0
1530072769.222716169,0,0
1530072769.235415097,0,0
1530072769.248033580,0,0
1530072769.260726549,0,0
1530072769.273312015,0,0
1530072769.285953500,0,0
1530072769.298422196,0,0
1530072769.310960990,0,0
1530072769.323846341,0,0
1530072769.336304746,0,0
1530072769.348966892,0,0
1530072769.361410025,0,0
1530072769.373858469,0,0
1530072769.386551213,0,0
1530072769.399115971,0,0
1530072769.411964491,0,0
1530072769.424486951,0,0
1530072769.437030590,0,0
1530072769.449606668,0,0
1530072769.462120408,0,0
1530072769.474896366,0,0
1530072769.487825422,0,0
1530072769.500388895,0,0
1530072769.512842203,0,0
1530072769.525477716,0,0
1530072769.537923747,0,0
1530072769.550503110,0,0
1530072769.563210664,0,0
1530072769.575803887,0,0
1530072769.588342511,0,0
1530072769.600823148,0,0
1530072769.613281323,0,0
1530072769.625695976,0,0
1530072769.638190501,0,0
1530072769.650954037,0,0
1530072769.663460882,0,0
1530072769.676104030,0,0
1530072769.688579351,0,0
1530072769.701052572,0,0
1530072769.713770261,0,0
1530072769.726330354,0,0
1530072769.738942873,0,0
1530072769.751857807,0,0
1530072769.764351470,0,0
1530072769.776875910,0,0
1530072769.789293856,0,0
1530072769.801911203,0,0
1530072769.814733188,0,0
1530072769.827456859,0,0
1530072769.840010243,0,0
1530072769.852629245,0,0
1530072769.865171574,0,0
1530072769.877740715,0,0
1530072769.890477708,0,0
1530072769.903204564,0,0
1530072769.915794959,0,0
1530072769.928325393,0,0
1530072769.940869810,0,0
1530072769.953627944,0,0
1530072769.966336344,0,0
1530072769.978961641,0,0
1530072769.991580958,0,0
1530072770.004056602,0,0
1530072770.016466058,0,0
1530072770.028902592,0,0
1530072770.041390701,0,0
1530072770.054031206,0,0
1530072770.066826380,0,0
1530072770.079574761,0,0
1530072770.092264312,0,0
1530072770.104710594,0,0
1530072770.117490543,0,0
1530072770.130043981,0,0
1530072770.142774801,0,0
1530072770.155604582,0,0
1530072770.168111735,0,0
1530072770.180576531,0,0
1530072770.193048924,0,0
1530072770.205588269,0,0
1530072770.218181518,0,0
1530072770.230729862,0,0
1530072770.243545481,0,0
1530072770.256097769,0,0
1530072770.268593434,0,0
1530072770.281152115,0,0
1530072770.293674217,0,0
1530072770.306402368,0,0
1530072770.319000131,0,0
1530072770.331849835,0,0
1530072770.344615825,0,0
1530072770.357252753,0,0
1530072770.369772327,0,0
1530072770.382317571,0,0
1530072770.394891690,0,0
1530072770.407564923,0,0
1530072770.420220420,0,0
1530072770.432755843,0,0
1530072770.445375916,0,0
1530072770.457825116,0,0
1530072770.470472521,0,0
1530072770.483276882,0,0
1530072770.496037908,0,0
1530072770.508538379,0,0
1530072770.521092566,0,0
1530072770.533353175,0,0
1530072770.545740926,0,0
1530072770.558245069,0,0
1530072770.570830149,0,0
1530072770.583548925,0,0
1530072770.596205859,0,0
1530072770.608496886,0,0
1530072770.620782349,0,0
1530072770.633057662,0,0
1530072770.645380839,0,0
1530072770.657681444,0,0
1530072770.670190091,0,0
1530072770.682581280,0,0
1530072770.695187805,0,0
1530072770.707611564,0,0
1530072770.720137446,0,0
1530072770.732475372,0,0
1530072770.744804588,0,0
1530072770.757131370,0,0
1530072770.769529453,0,0
1530072770.781848712,0,0
1530072770.794351068,0,0
1530072770.806762578,0,0
1530072770.819443199,0,0
1530072770.831867206,0,0
1530072770.844446015,0,0
1530072770.856836681,0,0
1530072770.869323247,0,0
1530072770.881697232,0,0
1530072770.894027072,0,0
1530072770.906568232,0,0
1530072770.919019791,0,0
1530072770.931414676,0,0
1530072770.943751716,0,0
1530072770.955999296,0,0
1530072770.968403300,0,0
1530072770.980709733,0,0
1530072770.993328929,0,0
1530072771.005723879,0,0
1530072771.018017524,0,0
1530072771.030322913,0,0
1530072771.042825663,0,0
1530072771.055200676,0,0
1530072771.067642856,0,0
1530072771.080097740,0,0
1530072771.092432166,0,0
1530072771.104848135,0,0
1530072771.117457967,0,0
1530072771.129800448,0,0
1530072771.142336454,0,0
1530072771.154972811,0,0
1530072771.167570495,0,0
1530072771.179995992,0,0
1530072771.192516796,0,0
1530072771.204857091,0,0
1530072771.217308638,0,0
1530072771.229725663,0,0
1530072771.242248463,0,0
1530072771.254661149,0,0
1530072771.267072036,0,0
1530072771.279603718,0,0
1530072771.292161957,0,0
1530072771.304669434,0,0
1530072771.317258817,0,0
1530072771.329828785,0,0
1530072771.342152631,0,0
1530072771.354728349,0,0
1530072771.367330991,0,0
1530072771.379804955,0,0
1530072771.392222475,0,0
1530072771.404595776,0,0
1530072771.417049530,0,0
1530072771.429608254,0,0
1530072771.442132461,0,0
1530072771.454547431,0,0
1530072771.467119137,0,0
1530072771.479581080,0,0
1530072771.491993430,0,0
1530072771.504361570,0,0
1530072771.516758131,0,0
1530072771.529168834,0,0
1530072771.541700360,0,0
1530072771.554058192,0,0
1530072771.566493716,0,0
1530072771.578948283,0,0
1530072771.591684316,0,0
1530072771.604081607,0,0
1530072771.616367245,0,0
1530072771.628676446,0,0
1530072771.641073371,0,0
1530072771.653499615,0,0
1530072771.665886907,0,0
1530072771.678430401,0,0
1530072771.690835116,0,0
1530072771.722524660,0,0
1530072771.735012425,0,0
1530072771.747657101,0,0
1530072771.760025945,0,0
1530072771.772595972,0,0
1530072771.785089978,0,0
1530072771.797425016,0,0
1530072771.809962486,0,0
1530072771.822698252,0,0
1530072771.835196225,0,0
1530072771.847885720,0,0
1530072771.860456968,0,0
1530072771.873063477,0,0
1530072771.885683375,0,0
1530072771.898274012,0,0
1530072771.911074034,0,0
1530072771.923849744,0,0
1530072771.936487945,0,0
1530072771.948856494,0,0
1530072771.961308006,0,0
1530072771.973928951,0,0
1530072771.986613995,0,0
1530072771.999287879,0,0
1530072772.011905838,0,0
1530072772.024414957,0,0
1530072772.036930646,0,0
1530072772.049464866,0,0
1530072772.061845047,0,0
1530072772.074538971,0,0
1530072772.087180483,0,0
1530072772.099898221,0,0
1530072772.112220448,0,0
1530072772.124681396,0,0
1530072772.137220552,0,0
1530072772.149810844,0,0
1530072772.162331866,0,0
1530072772.174885474,0,0
1530072772.187466932,0,0
1530072772.200014989,0,0
1530072772.212547048,0,0
1530072772.225049105,0,0
1530072772.237675927,0,0
1530072772.250346343,0,0
1530072772.263140271,0,0
1530072772.275777851,0,0
1530072772.288411586,0,0
1530072772.300997421,0,0
1530072772.313748780,0,0
1530072772.326566361,0,0
1530072772.339220050,0,0
1530072772.351834535,0,0
1530072772.364245188,0,0
1530072772.376950173,0,0
1530072772.389555322,0,0
1530072772.402206280,0,0
1530072772.414760628,0,0
1530072772.427431747,0,0
1530072772.440047719,0,0
1530072772.452570359,0,0
1530072772.465184062,0,0
1530072772.477605136,0,0
1530072772.490093272,0,0
1530072772.502756190,0,0
1530072772.515491870,0,0
1530072772.528095727,0,0
1530072772.540645179,0,0
1530072772.553209558,0,0
1530072772.565607504,0,0
1530072772.578173146,0,0
1530072772.590572834,0,0
1530072772.603085322,0,0
1530072772.615790252,0,0
1530072772.628133875,0,0
1530072772.640798135,0,0
1530072772.653319620,0,0
1530072772.665905722,0,0
1530072772.678494384,0,0
1530072772.691173373,0,0
1530072772.703765376,0,0
1530072772.716303220,0,0
1530072772.728779362,0,0
1530072772.741225451,0,0
1530072772.753794152,0,0
1530072772.766365353,0,0
1530072772.779021119,0,0
1530072772.791588179,0,0
1530072772.804154264,0,0
1530072772.816704200,0,0
1530072772.829213327,0,0
1530072772.841667805,0,0
1530072772.854323342,0,0
1530072772.866795859,0,0
1530072772.879390874,0,0
1530072772.891972435,0,0
1530072772.904602088,0,0
1530072772.917240463,0,0
1530072772.929800391,0,0
1530072772.942347704,0,0
1530072772.954863077,0,0
1530072772.967539926,0,0
1530072772.980141255,0,0
1530072772.992708580,0,0
1530072773.005338797,0,0
1530072773.017797756,0,0
1530072773.030340955,0,0
1530072773.043006025,0,0
1530072773.055785115,0,0
1530072773.068333426,0,0
1530072773.080809679,0,0
1530072773.093345796,0,0
1530072773.105779915,0,0
1530072773.118191775,0,0
1530072773.130807933,0,0
1530072773.143279006,0,0
1530072773.155880106,0,0
1530072773.168441773,0,0
1530072773.181014744,0,0
1530072773.193469979,0,0
1530072773.205994196,0,0
1530072773.218516300,0,0
1530072773.231094336,0,0
1530072773.243887206,0,0
1530072773.256373717,0,0
1530072773.268814500,0,0
1530072773.281474338,0,0
1530072773.293966665,0,0
1530072773.306589399,0,0
1530072773.319268690,0,0
1530072773.332040677,0,0
1530072773.344747323,0,0
1530072773.357271635,0,0
1530072773.369745642,0,0
1530072773.382473894,0,0
1530072773.394998146,0,0
1530072773.407596701,0,0
1530072773.420268612,0,0
1530072773.432733185,0,0
1530072773.445354717,0,0
1530072773.457844819,0,0
1530072773.470426694,0,0
1530072773.482961441,0,0
1530072773.495512897,0,0
1530072773.507977794,0,0
1530072773.520385095,0,0
1530072773.533022917,0,0
1530072773.545665852,0,0
1530072773.558413889,0,0
1530072773.571103797,0,0
1530072773.583844149,0,0
1530072773.596475900,0,0
1530072773.608999373,0,0
1530072773.621616918,0,0
1530072773.634239623,0,0
1530072773.647074402,0,0
1530072773.659756411,0,0
1530072773.672161738,0,0
1530072773.684747076,0,0
1530072773.697298656,0,0
1530072773.710048302,0,0
1530072773.722540983,0,0
1530072773.735127281,0,0
1530072773.747847668,0,0
1530072773.760337711,0,0
1530072773.773055244,0,0
1530072773.785729398,0,0
1530072773.798551220,0,0
1530072773.811240317,0,0
1530072773.823986550,0,0
1530072773.836487734,0,0
1530072773.849088813,0,0
1530072773.861580033,0,0
1530072773.874140183,0,0
1530072773.887006229,0,0
1530072773.899810408,0,0
1530072773.912383605,0,0
1530072773.925133778,0,0
1530072773.937660172,0,0
1530072773.950287064,0,0
1530072773.962866948,0,0
1530072773.975508621,0,0
1530072773.988191778,0,0
1530072774.000790566,0,0
1530072774.013456029,0,0
1530072774.026043703,0,0
1530072774.038660706,0,0
1530072774.051402120,0,0
1530072774.064147042,0,0
1530072774.076667132,0,0
1530072774.089430202,0,0
1530072774.101997877,0,0
1530072774.114446249,0,0
1530072774.127078094,0,0
1530072774.139940112,0,0
1530072774.152552856,0,0
1530072774.165118592,0,0
1530072774.177743610,0,0
1530072774.190211823,0,0
1530072774.202847456,0,0
1530072774.215520817,0,0
1530072774.228094875,0,0
1530072774.240760337,0,0
1530072774.253450166,0,0
1530072774.265982195,0,0
1530072774.278512413,0,0
1530072774.291094802,0,0
1530072774.303790590,0,0
1530072774.316394065,0,0
1530072774.329028411,0,0
1530072774.341596337,0,0
1530072774.354235193,0,0
1530072774.366958908,0,0
1530072774.379712364,0,0
1530072774.392226715,0,0
1530072774.404968323,0,0
1530072774.417738037,0,0
1530072774.430384867,0,0
1530072774.443095744,0,0
1530072774.455719105,0,0
1530072774.468138525,0,0
1530072774.480867110,0,0
1530072774.493287631,0,0
1530072774.505869327,0,0
1530072774.518377481,0,0
1530072774.531036059,0,0
1530072774.543618044,0,0
1530072774.556054601,0,0
1530072774.568643267,0,0
1530072774.581098008,0,0
1530072774.593634855,0,0
1530072774.606084813,0,0
1530072774.618661147,0,0
1530072774.631145659,0,0
1530072774.643827055,0,0
1530072774.656208305,0,0
1530072774.668802610,0,0
1530072774.681299504,0,0
1530072774.693932344,0,0
1530072774.706547469,0,0
1530072774.718916955,0,0
1530072774.731525566,0,0
1530072774.744141399,0,0
1530072774.756720719,0,0
1530072774.769235814,0,0
1530072774.781649509,0,0
1530072774.794343897,0,0
1530072774.806924560,0,0
1530072774.819518065,0,0
1530072774.832177349,0,0
1530072774.844557263,0,0
1530072774.857000449,0,0
1530072774.869444664,0,0
1530072774.882021514,0,0
1530072774.894615441,0,0
1530072774.907493041,0,0
1530072774.920111003,0,0
1530072774.932678087,0,0
1530072774.945067268,0,0
1530072774.957697758,0,0
1530072774.970407133,0,0
1530072774.983118620,0,0
1530072774.995789247,0,0
1530072775.008579627,0,0
1530072775.021045171,0,0
1530072775.033492980,0,0
1530072775.045929200,0,0
1530072775.058479976,0,0
1530072775.071026649,0,0
1530072775.083697054,0,0
1530072775.096210887,0,0
1530072775.108702524,0,0
1530072775.121364161,0,0
1530072775.133879705,0,0
1530072775.146441664,0,0
1530072775.159272238,0,0
1530072775.172069499,0,0
1530072775.184624236,0,0
1530072775.197158227,0,0
