ts, Backlog in Bytes, Backlog in packets
1531236827.832805246,0,0
1531236827.938291725,0,0
1531236828.043440330,0,0
1531236828.148606387,0,0
1531236828.253629174,0,0
1531236828.358688860,0,0
1531236828.463777306,0,0
1531236828.568876396,0,0
1531236828.673918187,0,0
1531236828.778952820,0,0
1531236828.884014321,0,0
1531236828.989117204,0,0
1531236829.094177464,0,0
1531236829.199223621,0,0
1531236829.304256703,0,0
1531236829.409310084,0,0
1531236829.514321584,0,0
1531236829.619402982,0,0
1531236829.724489218,0,0
1531236829.829543048,0,0
1531236829.934605853,140,2
1531236830.039679517,86,1
1531236830.144817343,422,5
1531236830.249872697,2498,27
1531236830.354934908,1K,11
1531236830.460034013,376,4
1531236830.565110167,360,4
1531236830.670186461,398,5
1531236830.775236702,210,3
1531236830.880267121,66,1
1531236830.985322496,78,1
1531236831.090417768,0,0
1531236831.195496561,222,3
1531236831.300555471,66,1
1531236831.405642755,66,1
1531236831.510711972,296,4
1531236831.615773992,454,5
1531236831.720913478,250,3
1531236831.825966747,78,1
1531236831.931034862,288,4
1531236832.036101028,78,1
1531236832.141178646,1410,15
1531236832.246256039,3282,35
1531236832.351339524,282,3
1531236832.456402430,156,2
1531236832.561508001,516,6
1531236832.666560659,144,2
1531236832.771617150,144,2
1531236832.876695934,164,2
1531236832.981729459,242,3
1531236833.086782805,222,3
1531236833.191868208,1958,21
1531236833.296929162,2382,27
1531236833.401977336,390,5
1531236833.507107928,164,2
1531236833.612179079,316,4
1531236833.717435234,164,2
1531236833.822509003,86,1
1531236833.927566535,78,1
1531236834.032661487,258,3
1531236834.137656863,132,2
1531236834.242729535,210,3
1531236834.347786020,144,2
1531236834.452848712,222,3
1531236834.557874391,66,1
1531236834.662927188,94,1
1531236834.768011683,508,6
1531236834.873078320,836,10
1531236834.978094522,362,5
1531236835.083181832,78,1
1531236835.188241710,144,2
1531236835.293330415,156,2
1531236835.398382029,164,2
1531236835.503453465,156,2
1531236835.608500462,7614,81
1531236835.713584103,658,7
1531236835.818750479,470,5
1531236835.923836048,66,1
1531236836.028919170,78,1
1531236836.133948320,0,0
1531236836.238984888,0,0
1531236836.344061036,0,0
1531236836.449146925,156,2
1531236836.554210693,144,2
1531236836.659276936,78,1
1531236836.764365670,132,2
1531236836.869433735,222,3
1531236836.974503248,132,2
1531236837.079591704,144,2
1531236837.184713509,250,3
1531236837.289760992,970,11
1531236837.394814369,230,3
1531236837.499881768,156,2
1531236837.604975400,164,2
1531236837.710079759,2318,25
1531236837.815142580,814,9
1531236837.920268545,266,3
1531236838.025349921,324,4
1531236838.130410504,132,2
1531236838.235451098,156,2
1531236838.340529324,656,8
1531236838.445573547,586,7
1531236838.550614994,94,1
1531236838.655675874,222,3
1531236838.760771234,78,1
1531236838.865820372,0,0
1531236838.970865718,242,3
1531236839.075918232,78,1
1531236839.180989341,688,8
1531236839.286038569,538,7
1531236839.391124888,2334,25
1531236839.496199832,564,6
1531236839.601280130,180,2
1531236839.706362766,312,4
1531236839.811431202,300,4
1531236839.916486108,618,7
1531236840.021537365,180,2
1531236840.126590216,320,4
1531236840.231673036,132,2
1531236840.336786275,218,3
1531236840.441833529,230,3
1531236840.546939093,66,1
1531236840.651986068,242,3
1531236840.757074537,144,2
1531236840.862104614,0,0
1531236840.967170620,78,1
1531236841.072230712,66,1
1531236841.177300910,156,2
1531236841.282365951,516,6
1531236841.387438813,0,0
1531236841.492479053,230,3
1531236841.597555142,316,4
1531236841.702633264,242,3
1531236841.807700479,0,0
1531236841.912793237,144,2
1531236842.017838784,144,2
1531236842.122894268,66,1
1531236842.227955037,242,3
1531236842.333027750,234,3
1531236842.438067924,1692,18
1531236842.543121538,658,7
1531236842.648207990,550,7
1531236842.753292443,242,3
1531236842.858354069,250,3
1531236842.963414752,432,6
1531236843.068468863,586,7
1531236843.173515462,234,3
1531236843.278570428,0,0
1531236843.383656931,156,2
1531236843.488768547,144,2
1531236843.593812811,66,1
1531236843.698878756,78,1
1531236843.803966144,86,1
1531236843.909067933,210,3
1531236844.014109535,500,6
1531236844.119190070,498,7
1531236844.224258645,164,2
1531236844.329336991,300,4
1531236844.434370532,500,6
1531236844.539467540,644,8
1531236844.644625525,250,3
1531236844.749668311,304,4
1531236844.854739484,132,2
1531236844.959848731,152,2
1531236845.064924170,422,5
1531236845.169977125,734,9
1531236845.275015832,156,2
1531236845.380099839,156,2
1531236845.485134291,2444,26
1531236845.590215207,242,3
1531236845.695290874,164,2
1531236845.800391362,366,5
1531236845.905455447,222,3
1531236846.010489914,144,2
1531236846.115562847,0,0
1531236846.220666615,78,1
1531236846.325755217,258,3
1531236846.430825273,230,3
