ts,in_queue.size, in_queue.number
1530573398.829095317,0,0
1530573398.841934360,0,0
1530573398.854733819,0,0
1530573398.867643275,0,0
1530573398.880402427,0,0
1530573398.893019361,0,0
1530573398.905654632,0,0
1530573398.918325368,0,0
1530573398.931103331,0,0
1530573398.943873650,0,0
1530573398.956621540,0,0
1530573398.969268415,0,0
1530573398.982104340,0,0
1530573398.994803651,0,0
1530573399.007645592,0,0
1530573399.020378748,0,0
1530573399.033009276,0,0
1530573399.045640303,0,0
1530573399.058292286,0,0
1530573399.070953424,0,0
1530573399.083800842,0,0
1530573399.096520220,0,0
1530573399.109306430,0,0
1530573399.122187244,0,0
1530573399.135105556,0,0
1530573399.147817936,0,0
1530573399.160706455,0,0
1530573399.173400631,0,0
1530573399.186322890,0,0
1530573399.199259514,0,0
1530573399.212099247,0,0
1530573399.224933687,0,0
1530573399.237576938,0,0
1530573399.250305110,0,0
1530573399.263113991,0,0
1530573399.275901576,0,0
1530573399.288612831,0,0
1530573399.301378206,0,0
1530573399.314093999,0,0
1530573399.327027766,0,0
1530573399.339736984,0,0
1530573399.352480014,0,0
1530573399.365286057,0,0
1530573399.378074903,0,0
1530573399.391006496,0,0
1530573399.403786471,0,0
1530573399.416433501,0,0
1530573399.429222971,0,0
1530573399.442021324,0,0
1530573399.455032664,0,0
1530573399.467809487,0,0
1530573399.480524659,0,0
1530573399.493371310,0,0
1530573399.506193472,0,0
1530573399.518913919,0,0
1530573399.531790660,0,0
1530573399.544377084,0,0
1530573399.557134326,0,0
1530573399.570018169,0,0
1530573399.582650974,0,0
1530573399.595421818,0,0
1530573399.608066417,0,0
1530573399.620720158,0,0
1530573399.633438826,0,0
1530573399.646319132,0,0
1530573399.659113834,0,0
1530573399.671894222,0,0
1530573399.684581928,0,0
1530573399.697194216,0,0
1530573399.710024800,0,0
1530573399.722889505,0,0
1530573399.735704010,0,0
1530573399.748616830,0,0
1530573399.761523492,0,0
1530573399.774435618,0,0
1530573399.787289929,0,0
1530573399.800194010,0,0
1530573399.812754954,0,0
1530573399.825427775,0,0
1530573399.838420590,0,0
1530573399.851168424,0,0
1530573399.864057251,0,0
1530573399.876789341,0,0
1530573399.889560637,0,0
1530573399.902200197,0,0
1530573399.914959870,0,0
1530573399.927685496,0,0
1530573399.940345025,0,0
1530573399.952999539,0,0
1530573399.965775907,0,0
1530573399.978541725,0,0
1530573399.991265801,0,0
1530573400.003981639,0,0
1530573400.016619028,0,0
1530573400.029264302,0,0
1530573400.042154932,0,0
1530573400.054830450,0,0
1530573400.067456835,0,0
1530573400.080237030,0,0
1530573400.093068851,0,0
1530573400.105796734,0,0
1530573400.118389265,0,0
1530573400.131099778,0,0
1530573400.143993459,0,0
1530573400.156698412,0,0
1530573400.169513570,0,0
1530573400.182200091,0,0
1530573400.195218807,0,0
1530573400.207817080,0,0
1530573400.220508561,0,0
1530573400.233107396,0,0
1530573400.245807164,0,0
1530573400.258577285,0,0
1530573400.271324811,0,0
1530573400.284057538,0,0
1530573400.296864457,0,0
1530573400.309557622,0,0
1530573400.322296414,0,0
1530573400.334977627,0,0
1530573400.347727221,0,0
1530573400.360410202,0,0
1530573400.373140168,0,0
1530573400.385749665,0,0
1530573400.398450145,0,0
1530573400.411211534,0,0
1530573400.423998836,0,0
1530573400.436801524,0,0
1530573400.449418155,0,0
1530573400.462091855,0,0
1530573400.474960560,0,0
1530573400.487689700,0,0
1530573400.500464696,0,0
1530573400.513100492,0,0
1530573400.525901619,0,0
1530573400.538698412,0,0
1530573400.551508661,0,0
1530573400.564194996,0,0
1530573400.576817879,0,0
1530573400.589613633,0,0
1530573400.602539038,0,0
1530573400.615314189,0,0
1530573400.628217183,0,0
1530573400.640958046,0,0
1530573400.653625357,0,0
1530573400.666360444,0,0
1530573400.679230384,0,0
1530573400.691923578,0,0
1530573400.704797841,0,0
1530573400.717447177,0,0
1530573400.730243464,0,0
1530573400.743050495,0,0
1530573400.755749933,0,0
1530573400.768320050,0,0
1530573400.780882556,0,0
1530573400.793634133,0,0
1530573400.806473381,0,0
1530573400.819260162,0,0
1530573400.831875769,0,0
1530573400.844548976,0,0
1530573400.857198841,0,0
1530573400.870087636,0,0
1530573400.882795667,0,0
1530573400.895468630,0,0
1530573400.908359921,0,0
1530573400.921042714,0,0
1530573400.933786107,0,0
1530573400.946469753,0,0
1530573400.959415319,0,0
1530573400.972068126,0,0
1530573400.984731454,0,0
1530573400.997413848,0,0
1530573401.010132465,0,0
1530573401.022894877,0,0
1530573401.035704718,0,0
1530573401.048463830,0,0
1530573401.061195235,0,0
1530573401.074081541,0,0
1530573401.086804658,0,0
1530573401.099443852,0,0
1530573401.112051248,0,0
1530573401.124850183,0,0
1530573401.137626458,0,0
1530573401.150465975,103,1
1530573401.163239989,0,0
1530573401.175966793,0,0
1530573401.188786192,0,0
1530573401.201651655,0,0
1530573401.214484967,0,0
1530573401.227241191,0,0
1530573401.240139463,0,0
1530573401.252941971,19748,14
1530573401.265678109,22776,16
1530573401.278376777,24290,16
1530573401.291270684,25804,16
1530573401.303905531,27318,16
1530573401.316566468,27318,16
1530573401.329393142,30280,17
1530573401.342172925,31794,17
1530573401.354893531,31794,17
1530573401.367645833,33308,17
1530573401.380482073,34e3,17
1530573401.393097343,36336,17
1530573401.405890331,37850,17
1530573401.418604890,39364,17
1530573401.431306877,40878,17
1530573401.443894687,42392,17
1530573401.456547221,43906,17
1530573401.469436267,43906,17
1530573401.482158796,46934,20
1530573401.495021318,43906,19
1530573401.507711601,49962,23
1530573401.520516828,52990,26
1530573401.533336841,54504,26
1530573401.546002028,52990,25
1530573401.558924626,57532,26
1530573401.571574187,59046,26
1530573401.584238384,59046,26
1530573401.597046850,62074,29
1530573401.609706192,63588,29
1530573401.622510338,63588,29
1530573401.635188420,66616,32
1530573401.647793537,66616,32
1530573401.660547475,66616,32
1530573401.673229995,66616,32
1530573401.685954472,72672,37
1530573401.698846833,72672,37
1530573401.711548513,75700,40
1530573401.724249502,75700,40
1530573401.737030397,75700,40
1530573401.749978472,72672,39
1530573401.762679516,81756,45
1530573401.775622377,84784,48
1530573401.788311787,84784,48
1530573401.801092832,84784,48
1530573401.813696270,89326,51
1530573401.826512508,90840,51
1530573401.839288384,92354,51
1530573401.851961494,93868,51
1530573401.864674822,95382,51
1530573401.877294245,96896,51
1530573401.890097519,98410,51
1530573401.902939571,99924,51
1530573401.915727962,101438,51
1530573401.928571317,102952,51
1530573401.941375653,104466,51
1530573401.954164225,105980,51
1530573401.966972148,102952,50
1530573401.979760785,109008,54
1530573401.992486572,112036,57
1530573402.005167653,112036,57
1530573402.018139718,110522,57
1530573402.030942441,110522,57
1530573402.043647481,118092,63
1530573402.056304452,119606,63
1530573402.069194522,121120,63
1530573402.082003160,122634,63
1530573402.094845169,124148,63
1530573402.107564053,124148,63
1530573402.120475230,127176,66
1530573402.133275658,128690,66
1530573402.146002724,130204,66
1530573402.158734435,133232,68
1530573402.171594873,133232,68
1530573402.184395486,133232,68
1530573402.197067870,128690,66
1530573402.209810143,127176,65
1530573402.222560642,125662,64
1530573402.235301303,124148,63
1530573402.248118909,122634,62
1530573402.260848730,121120,61
1530573402.273688391,119606,60
1530573402.286361643,118092,59
1530573402.299063984,116578,58
1530573402.311869326,115064,57
1530573402.324596056,115064,57
1530573402.337389608,112036,56
1530573402.350145273,110522,55
1530573402.362862452,109008,54
1530573402.375624780,107494,53
1530573402.388272864,105980,52
1530573402.401117673,104466,51
1530573402.414054179,102952,50
1530573402.426768041,101438,49
1530573402.439396815,98410,47
1530573402.452007093,96896,46
1530573402.464643622,96896,46
1530573402.477499995,93868,45
1530573402.490169319,92354,44
1530573402.502869690,90840,43
1530573402.515710350,89326,42
1530573402.528493235,87812,41
1530573402.541092719,87812,41
1530573402.553798584,84784,40
1530573402.566594318,84784,40
1530573402.579293674,81756,39
1530573402.591979957,81756,39
1530573402.604739113,78728,38
1530573402.617640165,78728,38
1530573402.630356778,75700,37
1530573402.643146977,75700,37
1530573402.655827470,72672,36
1530573402.668404617,72672,36
1530573402.681179468,68e3,35
1530573402.694008552,66616,34
1530573402.706919774,66616,34
1530573402.719680981,63588,33
1530573402.732490114,63588,33
1530573402.745154416,60560,32
1530573402.757978181,60560,32
1530573402.770648521,57532,31
1530573402.783505139,57532,31
1530573402.796143307,54504,30
1530573402.808815774,52990,29
1530573402.821639782,52990,29
1530573402.834299873,52990,29
1530573402.847050365,52990,29
1530573402.859707720,54504,29
1530573402.872304046,56018,29
1530573402.885058973,57532,29
1530573402.898013899,59046,29
1530573402.910778770,57532,28
1530573402.923662347,56018,27
1530573402.936450891,52990,25
1530573402.949067701,51476,24
1530573402.961997012,51476,24
1530573402.974689954,52990,24
1530573402.987611727,54504,24
1530573403.000201899,54504,24
1530573403.012966049,57532,27
1530573403.025868661,57532,27
1530573403.038621828,56018,27
1530573403.051362099,56018,27
1530573403.064167595,62074,32
1530573403.076933341,62074,32
1530573403.089628634,59046,31
1530573403.102310628,57532,30
1530573403.115170902,56018,29
1530573403.127836549,54504,28
1530573403.140567559,52990,27
1530573403.153201198,52990,27
1530573403.165928677,52990,27
1530573403.178722834,49962,26
1530573403.191495558,51476,26
1530573403.204316804,52990,27
1530573403.217126022,52990,27
1530573403.229797433,54504,27
1530573403.242640079,52990,26
1530573403.255555710,51476,25
1530573403.268540322,49962,24
1530573403.281151388,49962,24
1530573403.294012856,46934,23
1530573403.306816062,46934,23
1530573403.319738172,48448,25
1530573403.332376101,48448,25
1530573403.345050763,48448,25
1530573403.357915192,48448,25
1530573403.370628012,48448,25
1530573403.383309959,49962,25
1530573403.395914109,49962,25
1530573403.408607945,52990,28
1530573403.421223633,49962,27
1530573403.434061259,54504,30
1530573403.446783632,52990,29
1530573403.459672510,51476,28
1530573403.472370934,49962,27
1530573403.485167383,48448,26
1530573403.498082103,46934,25
1530573403.510831877,51476,28
1530573403.523653706,51476,28
1530573403.536336614,56018,30
1530573403.549157205,57532,30
1530573403.561793509,59046,30
1530573403.574595195,59046,30
1530573403.587269387,60560,32
1530573403.599846215,60560,32
1530573403.612450697,60560,32
1530573403.625095223,60560,32
1530573403.637997338,60560,32
1530573403.650691018,60560,32
1530573403.663480430,65102,36
1530573403.676224981,66616,36
1530573403.689024347,65102,35
1530573403.701891617,63588,34
1530573403.714651099,63588,34
1530573403.727442564,60560,33
1530573403.740081403,60560,33
1530573403.752894690,59046,33
1530573403.765539325,59046,33
1530573403.778495809,60560,35
1530573403.791295798,60560,35
1530573403.803955663,60560,35
1530573403.816664815,62074,35
1530573403.829424927,63588,35
1530573403.842113924,65102,35
1530573403.854741226,66616,35
1530573403.867438363,65102,34
1530573403.880068164,63588,33
1530573403.893005467,60560,31
1530573403.905611708,59046,30
1530573403.918484614,57532,29
1530573403.931242407,56018,28
1530573403.943874528,56018,28
1530573403.956560396,52990,27
1530573403.969199269,52990,27
1530573403.982052542,52990,27
1530573403.994974285,52990,27
1530573404.007711506,56018,30
1530573404.020513672,56018,30
1530573404.033413934,52990,29
1530573404.046219862,51476,28
1530573404.059134484,49962,27
1530573404.071822201,48448,26
1530573404.084615000,48448,26
1530573404.097307413,46934,26
1530573404.110266076,48448,26
1530573404.122922272,46934,25
1530573404.135715671,51476,26
1530573404.148469138,52990,26
1530573404.161307688,54504,26
1530573404.174148791,52990,25
1530573404.186882329,51476,24
1530573404.199748920,51476,24
1530573404.212594657,48448,23
1530573404.225386568,46934,22
1530573404.238110288,46934,22
1530573404.251111372,48448,22
1530573404.264012083,48448,22
1530573404.276721706,46934,21
1530573404.289485158,45420,20
1530573404.302302617,45420,20
1530573404.315227502,42392,19
1530573404.327824718,42392,19
1530573404.340621914,39364,18
1530573404.353235159,36336,17
1530573404.365889809,36336,17
1530573404.378729710,33308,16
1530573404.391537844,31794,15
1530573404.404395381,30280,14
1530573404.417173925,28766,13
1530573404.429985014,27252,12
1530573404.442779628,25738,11
1530573404.455643067,24224,10
1530573404.468416843,22710,9
1530573404.481079559,22710,9
1530573404.493780922,19682,8
1530573404.506547095,18168,7
1530573404.519259688,18168,7
1530573404.531894541,15140,6
1530573404.544817133,15140,6
1530573404.557478977,12112,5
1530573404.570373787,12112,5
1530573404.583127356,12112,5
1530573404.595996376,10598,5
1530573404.608912343,9084,4
1530573404.621548357,9084,4
1530573404.634276167,6056,3
1530573404.647008980,6056,3
1530573404.659763141,6056,3
1530573404.672446288,4542,3
1530573404.685236539,4542,3
1530573404.698066772,4542,3
1530573404.710871750,4542,3
1530573404.723676385,6056,3
1530573404.736474145,7570,3
1530573404.749160852,6056,2
1530573404.762062193,9084,3
1530573404.774840933,9084,3
1530573404.787764275,9084,3
1530573404.800345267,9084,3
1530573404.813099310,12112,4
1530573404.826017707,9084,3
1530573404.838794987,6056,2
1530573404.851520460,6056,2
1530573404.864399888,4542,2
1530573404.877052023,6056,3
1530573404.889771133,3028,2
1530573404.902558045,4542,3
1530573404.915329257,4542,3
1530573404.928177636,4542,3
1530573404.940879871,4542,3
1530573404.953633760,6056,3
1530573404.966569226,7570,3
1530573404.979260284,6056,2
1530573404.991826507,9084,3
1530573405.004601045,9084,3
1530573405.017222387,9084,3
1530573405.030009479,9084,3
1530573405.042998120,9084,3
1530573405.055719294,6056,2
1530573405.068527600,3028,1
1530573405.081203039,4542,2
1530573405.093915309,4542,3
1530573405.106753586,4542,3
1530573405.119561759,4542,3
1530573405.132193899,4542,3
1530573405.145133973,4542,3
1530573405.157872501,4542,3
1530573405.170665708,6056,3
1530573405.183409304,4542,2
1530573405.196106737,7570,3
1530573405.208945832,7570,3
1530573405.221736636,7570,3
1530573405.234453142,9084,3
1530573405.247220426,9084,3
1530573405.260065297,7570,3
1530573405.272944378,7570,3
1530573405.285593908,6056,3
1530573405.298390951,3028,2
1530573405.311151069,4542,3
1530573405.323820292,4542,3
1530573405.336599675,4542,3
1530573405.349479114,4542,3
1530573405.362223228,4542,3
1530573405.375112214,4542,3
1530573405.387820047,4542,3
1530573405.400550601,4542,3
1530573405.413259190,4542,3
1530573405.426011862,6056,3
1530573405.438764067,4542,2
1530573405.451589852,6056,2
1530573405.464409164,9084,3
1530573405.477075893,9084,3
1530573405.489777750,9084,3
1530573405.502402912,9084,3
1530573405.515204323,9084,3
1530573405.527938632,6056,2
1530573405.540789280,3028,1
1530573405.553642572,4542,2
1530573405.566339966,3028,2
1530573405.579023761,4542,3
1530573405.591787146,4542,3
1530573405.604476533,4542,3
1530573405.617140233,4542,3
1530573405.630012865,4542,3
1530573405.642736507,4542,3
1530573405.655596905,4542,3
1530573405.668366823,6056,3
1530573405.680980231,4542,2
1530573405.693720272,6056,2
1530573405.706401236,9084,3
1530573405.719234944,7570,3
1530573405.731783099,10598,4
1530573405.744589832,7570,3
1530573405.757325695,10598,4
1530573405.770141850,9084,3
1530573405.782943566,10598,4
1530573405.795673071,7570,3
1530573405.808265006,7570,3
1530573405.821005417,6056,3
1530573405.833814953,6056,3
1530573405.846507577,4542,3
1530573405.859201703,4542,3
1530573405.871908143,4542,3
1530573405.884852066,4542,3
1530573405.897574831,4542,3
1530573405.910275781,4542,3
1530573405.923151012,4542,3
1530573405.935826906,4542,3
1530573405.948633363,4542,3
1530573405.961491307,4542,3
1530573405.974169170,6056,3
1530573405.986825212,7570,3
1530573405.999552981,6056,2
1530573406.012207998,9084,3
1530573406.024847759,9084,3
1530573406.037571060,6056,2
1530573406.050365013,9084,3
1530573406.063180601,9084,3
1530573406.076067920,9084,3
1530573406.088979642,6056,2
1530573406.101881613,6056,2
1530573406.114649933,4542,2
1530573406.127477181,6056,3
1530573406.140082257,4542,3
1530573406.152954789,4542,3
1530573406.165755314,4542,3
1530573406.178409640,4542,3
1530573406.191290363,4542,3
1530573406.203952038,4542,3
1530573406.216608300,4542,3
1530573406.229522294,4542,3
1530573406.242464151,4542,2
1530573406.255415859,6098,3
1530573406.268234660,6098,3
1530573406.281058241,7570,3
1530573406.293735116,7570,3
1530573406.306544853,7570,3
1530573406.319315599,9084,3
1530573406.331904884,10598,4
1530573406.344609706,7570,3
1530573406.357393932,7570,3
1530573406.370036526,6098,4
1530573406.382969902,6098,4
1530573406.395767675,4584,4
1530573406.408351349,4542,3
1530573406.421045968,4542,3
1530573406.433703311,4542,3
1530573406.446442128,4542,3
1530573406.459365389,4542,3
1530573406.471966072,4542,3
1530573406.484711573,4542,3
1530573406.497587191,3028,2
1530573406.510296957,3028,2
1530573406.523330650,4542,2
1530573406.536022950,6056,2
1530573406.548998486,6056,2
1530573406.561687313,6056,2
1530573406.574589990,9084,3
1530573406.587529055,9084,3
1530573406.600376181,9084,3
1530573406.613033297,6056,2
1530573406.625717903,6056,2
1530573406.638407317,4542,2
1530573406.651112502,6056,3
1530573406.663906936,4542,3
1530573406.676572443,4542,3
1530573406.689238640,4542,3
1530573406.701856451,4542,3
1530573406.714551742,4542,3
1530573406.727219620,4542,3
1530573406.739803109,3028,2
1530573406.752435089,6056,3
1530573406.764851387,4542,2
1530573406.777354393,6056,2
1530573406.790069887,9084,3
1530573406.802809374,6056,2
1530573406.815561711,7570,3
1530573406.827958380,7570,3
1530573406.840616795,10598,4
1530573406.853124896,10598,4
1530573406.865933654,9084,3
1530573406.878482484,10598,4
1530573406.891234563,7570,3
1530573406.903723220,7570,3
1530573406.916412222,6056,3
1530573406.929111317,6056,3
1530573406.941670326,4542,3
1530573406.954228618,4542,3
1530573406.966908836,4542,3
1530573406.979431232,4542,3
1530573406.991942218,4542,3
1530573407.004515612,4542,3
1530573407.017029550,4542,3
1530573407.029609830,4542,3
1530573407.042428799,4542,3
1530573407.055149936,6056,3
1530573407.067833438,4542,2
1530573407.080453703,6056,2
1530573407.093071805,9084,3
1530573407.105749320,6056,2
1530573407.118324863,9084,3
1530573407.130991313,9084,3
1530573407.143569263,9084,3
1530573407.156418004,6056,2
1530573407.168935047,6056,2
1530573407.181398771,4542,2
1530573407.194057186,6056,3
1530573407.206831762,4542,3
1530573407.219562874,4542,3
1530573407.232035249,4542,3
1530573407.244620338,4542,3
1530573407.257310983,4542,3
1530573407.269874731,4542,3
1530573407.282628667,4542,3
1530573407.295525998,4542,3
1530573407.308116126,6056,3
1530573407.320800146,7570,3
1530573407.333295991,6056,2
1530573407.345941204,6056,2
1530573407.358544234,7570,3
1530573407.371247977,7570,3
1530573407.383872254,10598,4
1530573407.396585330,7570,3
1530573407.409226576,9084,3
1530573407.421894072,10598,4
1530573407.434497712,7570,3
1530573407.447332083,7570,3
1530573407.460004453,6056,3
1530573407.472543429,6056,3
1530573407.485079219,4542,3
1530573407.497875143,4542,3
1530573407.510560230,4542,3
1530573407.523190352,4542,3
1530573407.535833206,4542,3
1530573407.548458315,4542,3
1530573407.561051402,4542,3
1530573407.573726618,4542,3
1530573407.586376804,4542,3
1530573407.599168582,4542,3
1530573407.611893194,4542,2
1530573407.624462924,6056,2
1530573407.637038882,6056,2
1530573407.649755123,6056,2
1530573407.662334511,9084,3
1530573407.675026790,6056,2
1530573407.687791586,9084,3
1530573407.700283121,9084,3
1530573407.712792883,9084,3
1530573407.725524147,6056,2
1530573407.738066235,6056,2
1530573407.750805307,4542,2
1530573407.763369903,6056,3
1530573407.775854445,4542,3
1530573407.788486009,4542,3
1530573407.801197185,4542,3
1530573407.813843066,4542,3
1530573407.826367664,4542,3
1530573407.839132577,4542,3
1530573407.851702999,4542,3
1530573407.864366277,4542,3
1530573407.876960831,6056,3
1530573407.889593982,7570,3
1530573407.902161564,6056,2
1530573407.914882675,7570,3
1530573407.927472159,7570,3
1530573407.940015320,7570,3
1530573407.952537295,9084,3
1530573407.965129194,9084,3
1530573407.977653539,7570,3
