ts,rto,rtt,rttvar,mss,pmtu,rcvmss,advmss,cwnd,bytes_acked,segs_out,segs_in,data_segs_out,bbr_bw,bbr_min_rtt,bbr_pacing_gain,bbr_cwnd_gain,send,pacing_rate,delivery_rate,busy
1531201694.281223179,224,21.533,12.138,1448,1500,536,1448,11,38,3,3,1,2.2e6,5.246,2.88672,2.88672,5.9e6,14.5e6,2.2e6,4
1531201694.300640214,220,19.031,12.384,1448,1500,536,1448,13,2934,11,4,9,15.3e6,1.519,2.88672,2.88672,7.9e6,45.6e6,15.3e6,8
1531201694.321017210,220,16.344,8.901,1448,1500,536,1448,13,11622,38,9,35,15.3e6,1.519,2.88672,2.88672,9.2e6,45.6e6,7.9e6,28
1531201694.341772370,220,17.788,6.097,1448,1500,536,1448,16,40582,61,15,58,15.8e6,1.519,2.88672,2.88672,10.4e6,47.4e6,15.8e6,48
1531201694.360996351,220,19.746,6.974,1448,1500,536,1448,12,73886,76,24,73,15.8e6,1.519,1,2,7.0e6,16.4e6,6.6e6,68
1531201694.383258805,220,17.371,5.474,1448,1500,536,1448,12,91262,87,31,84,15.8e6,1.519,1,2,8.0e6,16.4e6,3.2e6,88
1531201694.405986962,220,19.39,5.628,1448,1500,536,1448,12,118774,103,39,100,15.8e6,1.519,1,2,7.2e6,16.4e6,6.3e6,112
1531201694.426885477,220,17.373,4.793,1448,1500,536,1448,12,136150,129,50,126,15.8e6,1.519,1.25,2,8.0e6,20.5e6,15.3e6,136
1531201694.448814024,220,16.799,3.74,1448,1500,536,1448,7,153526,138,57,135,15.8e6,1.519,1,2,4.8e6,16.4e6,7.5e6,156
1531201694.472226024,220,16.599,4.136,1448,1500,536,1448,9,170902,156,64,153,15.3e6,1.519,1.25,2,6.3e6,19.8e6,6.9e6,176
1531201694.490488792,220,16.832,2.591,1448,1500,536,1448,12,195518,172,76,169,15.3e6,1.519,1,2,8.3e6,15.8e6,4.3e6,196
1531201694.512451463,216,13.747,4.251,1448,1500,536,1448,10,215790,194,85,191,22.6e6,1.519,1,2,8.4e6,23.4e6,4.5e6,220
1531201694.534519378,212,11.265,4.683,1448,1500,536,1448,10,241854,218,97,215,22.6e6,1.519,1,2,10.3e6,23.4e6,6.4e6,240
1531201694.555098709,216,13.758,6.868,1448,1500,536,1448,6,241854,225,103,222,22.6e6,1.519,1,2,5.1e6,23.4e6,3.7e6,264
1531201694.576446536,220,18.625,8.148,1448,1500,536,1448,12,266470,242,112,239,22.6e6,1.519,1,2,7.5e6,23.4e6,7.8e6,284
1531201694.594838951,220,17.314,6.792,1448,1500,536,1448,12,279502,252,121,249,18.9e6,1.519,1,2,8.0e6,19.5e6,7.2e6,304
1531201694.613150804,220,17.845,9.069,1448,1500,536,1448,6,298326,260,128,257,18.9e6,0.876,0.75,2,3.9e6,14.7e6,1.4e6,320
1531201694.630727803,220,18.118,6.755,1448,1500,536,1448,10,299774,272,134,269,18.9e6,0.876,1,2,6.4e6,19.5e6,4.0e6,340
1531201694.651818673,220,17.456,4.38,1448,1500,536,1448,8,324390,280,138,277,8.1e6,0.876,1,2,5.3e6,8.4e6,5.7e6,360
1531201694.673267082,220,18.131,4.634,1448,1500,536,1448,8,333078,286,142,283,8.1e6,0.876,1.25,2,5.1e6,10.5e6,4.5e6,380
1531201694.695795945,220,18.495,4.865,1448,1500,536,1448,8,349006,299,149,296,8.1e6,0.876,1,2,5.0e6,8.4e6,6.5e6,400
1531201694.718764548,220,18.277,4.262,1448,1500,536,1448,8,360590,309,156,306,8.1e6,0.876,1.25,2,5.1e6,10.5e6,5.8e6,424
1531201694.740628486,220,17.574,6.087,1448,1500,536,1448,8,372174,318,162,315,6.5e6,0.876,1,2,5.3e6,6.7e6,4.4e6,448
1531201694.763505496,216,15.474,5.205,1448,1500,536,1448,8,385206,330,170,327,6.5e6,0.876,1.25,2,6.0e6,8.4e6,2.2e6,468
1531201694.786430052,220,17.595,6.797,1448,1500,536,1448,8,396790,340,175,337,7.2e6,0.876,1,2,5.3e6,7.5e6,4.7e6,492
1531201694.809721377,220,18.045,7.449,1448,1500,536,1448,8,402582,348,178,345,7.2e6,0.876,1,2,5.1e6,7.5e6,1.7e6,516
1531201694.830758889,220,17.876,6.474,1448,1500,536,1448,8,425750,361,184,357,8.8e6,0.876,0.75,2,5.2e6,6.8e6,8.8e6,540
1531201694.852667081,220,17.092,4.117,1448,1500,536,1448,8,440230,371,191,367,8.8e6,0.876,1,2,5.4e6,9.1e6,5.6e6,560
1531201694.873970685,220,17.326,2.716,1448,1500,536,1448,8,451814,381,195,377,8.8e6,0.876,1,2,5.3e6,9.1e6,4.7e6,580
1531201694.897163409,220,17.698,2.782,1448,1500,536,1448,8,463398,388,199,384,8.8e6,0.876,1,2,5.2e6,9.1e6,5.1e6,604
1531201694.919291202,220,16.938,1.856,1448,1500,536,1448,8,476430,398,204,394,8.8e6,0.876,0.75,2,5.5e6,6.8e6,3.6e6,624
1531201694.941642485,220,18.422,4.127,1448,1500,536,1448,8,493806,408,209,404,8.8e6,0.876,1,2,5.0e6,9.1e6,4.6e6,648
1531201694.962262465,220,16.839,4.241,1448,1500,536,1448,8,508286,420,214,416,8.8e6,0.876,1,2,5.5e6,9.1e6,6.2e6,668
1531201694.983231795,216,13.686,3.652,1448,1500,536,1448,6,516974,432,221,428,7.1e6,0.876,1,2,5.1e6,7.4e6,7.1e6,688
1531201695.004690993,220,16.2,7.192,1448,1500,536,1448,8,534350,437,225,433,7.1e6,0.876,1,2,5.7e6,7.4e6,3.7e6,712
1531201695.026340399,220,16.483,5.96,1448,1500,536,1448,8,534350,445,228,441,7.1e6,0.876,1,2,5.6e6,7.4e6,1.2e6,732
1531201695.046676412,220,18.852,7.462,1448,1500,536,1448,8,547382,453,232,449,7.1e6,0.876,1,2,4.9e6,7.4e6,4.4e6,752
1531201695.066516829,220,19.816,4.873,1448,1500,536,1448,8,556070,460,237,456,7.1e6,0.876,1,2,4.7e6,7.4e6,3.5e6,772
1531201695.089537920,224,22.575,5.698,1448,1500,536,1448,8,567654,468,241,464,7.1e6,0.876,1,2,4.1e6,7.4e6,1.8e6,796
1531201695.112223480,224,22.249,3.893,1448,1500,536,1448,8,587926,480,245,476,8.3e6,0.876,1,2,4.2e6,8.6e6,8.3e6,816
1531201695.134259373,224,22.056,2.901,1448,1500,536,1448,8,590822,486,250,482,8.3e6,0.876,1.25,2,4.2e6,10.7e6,1.8e6,840
1531201695.157612004,220,18.974,3.918,1448,1500,536,1448,2,600958,492,255,488,8.3e6,0.876,1,2,1.2e6,8.6e6,1.9e6,864
1531201695.177514695,224,20.051,6.073,1448,1500,536,1448,8,611094,502,259,498,8.3e6,0.876,1,2,4.6e6,8.6e6,1.2e6,884
1531201695.196968916,220,19.908,4.84,1448,1500,536,1448,8,616886,504,260,500,8.3e6,0.876,1,2,4.7e6,8.6e6,3.7e6,904
1531201695.216580421,224,23.896,7.861,1448,1500,536,1448,8,628470,514,264,510,8.3e6,0.876,0.75,2,3.9e6,6.4e6,3.2e6,924
1531201695.236470966,224,21.695,5.038,1448,1500,536,1448,8,645846,524,270,520,8.3e6,0.876,1,2,4.3e6,8.6e6,6.6e6,944
1531201695.254061849,224,20.522,5.173,1448,1500,536,1448,8,651638,530,273,526,8.3e6,0.876,1,2,4.5e6,8.6e6,6.1e6,964
1531201695.276901327,224,20.512,5.063,1448,1500,536,1448,8,666118,540,278,536,8.3e6,0.876,0.75,2,4.5e6,6.4e6,3.7e6,984
1531201695.296856087,220,17.192,3.798,1448,1500,536,1448,6,674806,550,283,546,6.6e6,0.876,1,2,4.0e6,6.8e6,4.8e6,1004
1531201695.315218780,220,18.889,4.234,1448,1500,536,1448,8,692182,559,287,554,6.6e6,0.876,1.25,2,4.9e6,8.5e6,5.0e6,1024
1531201695.336822993,220,19.149,2.957,1448,1500,536,1448,8,709558,567,291,562,6.6e6,0.876,1,2,4.8e6,6.8e6,4.9e6,1044
1531201695.357163106,220,16.945,3.221,1448,1500,536,1448,8,718246,579,298,574,6.6e6,0.876,1,2,5.5e6,6.8e6,3.5e6,1064
1531201695.377329474,220,17.145,2.343,1448,1500,536,1448,5,721142,584,301,579,6.6e6,0.876,1.25,2,3.4e6,8.5e6,4.8e6,1084
1531201695.397718293,220,18.258,4.399,1448,1500,536,1448,8,734174,592,304,587,6.6e6,0.876,1.25,2,5.1e6,8.5e6,3.6e6,1104
1531201695.420093483,220,19.832,5.286,1448,1500,536,1448,8,745758,598,309,593,6.1e6,0.876,1,2,4.7e6,6.3e6,3.1e6,1128
1531201695.441218408,224,20.818,5.937,1448,1500,536,1448,8,754446,606,312,601,6.1e6,0.876,1,2,4.5e6,6.3e6,2.5e6,1148
1531201695.461639884,224,22.409,4.662,1448,1500,536,1448,8,766030,612,315,607,6.1e6,0.876,1,2,4.1e6,6.3e6,3.5e6,1168
1531201695.481399198,224,21.194,3.665,1448,1500,536,1448,8,774718,620,320,615,6.1e6,0.876,1.25,2,4.4e6,7.9e6,4.5e6,1188
1531201695.499129072,224,22.69,5.74,1448,1500,536,1448,8,777614,624,321,619,6.1e6,0.876,0.75,2,4.1e6,4.8e6,2.8e6,1208
1531201695.520523712,224,21.89,7.126,1448,1500,536,1448,2,786302,630,325,625,4.5e6,0.876,1,2,1.1e6,4.6e6,658.4e3,1228
1531201695.541073565,224,20.104,6.474,1448,1500,536,1448,8,796438,635,328,630,4.5e6,0.876,1,2,4.6e6,4.6e6,2.4e6,1248
1531201695.561353353,224,20.95,4.958,1448,1500,536,1448,8,805126,641,331,636,4.5e6,0.876,1,2,4.4e6,4.6e6,3.3e6,1268
1531201695.579500336,224,20.253,4.977,1448,1500,536,1448,8,808022,647,333,642,4.5e6,0.876,1.25,2,4.6e6,5.8e6,3.7e6,1288
1531201695.600856903,224,23.141,5.268,1448,1500,536,1448,8,819606,653,337,648,4.5e6,0.876,1,2,4.0e6,4.6e6,2.8e6,1308
1531201695.621380283,224,21.825,5.692,1448,1500,536,1448,8,825398,659,339,654,4.5e6,0.876,1,2,4.2e6,4.6e6,1.9e6,1328
1531201695.639211242,224,21.999,4.22,1448,1500,536,1448,8,831190,667,342,662,4.5e6,0.876,1,2,4.2e6,4.6e6,4.0e6,1348
1531201695.660729563,224,22.474,3.209,1448,1500,536,1448,8,842774,673,346,668,4.5e6,0.876,0.75,2,4.1e6,3.5e6,2.4e6,1368
1531201695.680634748,224,22.73,2.918,1448,1500,536,1448,8,851462,678,349,673,4.5e6,0.876,1,2,4.1e6,4.6e6,4.4e6,1388
1531201695.703230026,228,24.988,4.341,1448,1500,536,1448,8,861598,684,353,679,4.4e6,0.876,1,2,3.7e6,4.5e6,2.2e6,1408
1531201695.722735919,228,25.113,3.698,1448,1500,536,1448,8,867390,688,355,683,4.4e6,0.876,1,2,3.7e6,4.5e6,1.0e6,1428
1531201695.743643790,228,24.971,3.057,1448,1500,536,1448,8,873182,696,358,691,4.4e6,0.876,1.25,2,3.7e6,5.7e6,3.6e6,1452
1531201695.764491857,228,24.183,2.913,1448,1500,536,1448,8,881870,704,362,699,4.4e6,0.876,1,2,3.8e6,4.5e6,2.9e6,1472
1531201695.786596982,224,23.998,3.999,1448,1500,536,1448,8,896350,712,365,707,4.4e6,0.876,1,2,3.9e6,4.5e6,3.9e6,1492
1531201695.809851578,224,23.003,3.074,1448,1500,536,1448,8,916622,720,371,715,4.4e6,0.876,0.75,2,4.0e6,3.4e6,3.4e6,1516
1531201695.831289222,224,21.319,3.399,1448,1500,536,1448,8,916622,727,374,722,4.4e6,0.876,1,2,4.3e6,4.5e6,1.8e6,1540
1531201695.852846638,224,21.291,3.672,1448,1500,536,1448,6,926758,736,378,730,4.2e6,0.876,1,2,3.3e6,4.3e6,2.7e6,1560
1531201695.875489608,224,21.273,4.78,1448,1500,536,1448,8,938342,744,383,738,4.2e6,0.876,1,2,4.4e6,4.3e6,3.7e6,1580
1531201695.897544168,224,21.956,2.783,1448,1500,536,1448,8,952822,750,387,744,4.2e6,0.876,1,2,4.2e6,4.3e6,3.9e6,1604
1531201695.918758387,224,21.607,2.201,1448,1500,536,1448,8,958614,758,390,752,4.2e6,0.876,1,2,4.3e6,4.3e6,4.0e6,1628
1531201695.939232503,224,21.523,2.262,1448,1500,536,1448,8,970198,766,394,760,5.5e6,0.876,1,2,4.3e6,5.7e6,5.5e6,1648
1531201695.960397515,224,21.616,2.667,1448,1500,536,1448,8,984678,776,399,770,5.5e6,0.876,1.25,2,4.3e6,7.1e6,2.4e6,1668
1531201695.980463871,224,20.656,2.69,1448,1500,536,1448,8,996262,784,403,778,5.5e6,0.876,1,2,4.5e6,5.7e6,4.7e6,1688
1531201695.999113762,224,20.094,2.274,1448,1500,536,1448,8,1007846,792,407,786,5.5e6,0.876,1,2,4.6e6,5.7e6,4.2e6,1708
1531201696.016628507,220,19.577,2.782,1448,1500,536,1448,4,1013638,798,411,792,5.5e6,0.876,1.25,2,2.4e6,7.1e6,2.0e6,1724
1531201696.037311926,220,18.979,3.658,1448,1500,536,1448,8,1025222,806,414,800,5.5e6,0.876,1.25,2,4.9e6,7.1e6,5.0e6,1744
1531201696.060865187,220,19.798,4.382,1448,1500,536,1448,8,1036806,814,419,808,5.5e6,0.876,1,2,4.7e6,5.7e6,3.9e6,1768
1531201696.078440596,224,20.614,4.667,1448,1500,536,1448,8,1042598,818,421,812,5.5e6,0.876,1,2,4.5e6,5.7e6,1.7e6,1788
1531201696.099392678,224,22.791,5.184,1448,1500,536,1448,8,1051286,826,425,820,5.5e6,0.876,1,2,4.1e6,5.7e6,3.1e6,1808
1531201696.120862522,224,23.091,4.434,1448,1500,536,1448,8,1059974,832,428,826,5.5e6,0.876,1,2,4.0e6,5.7e6,3.6e6,1828
1531201696.141080003,224,22.867,4.042,1448,1500,536,1448,8,1077350,842,433,836,5.0e6,0.876,1,2,4.1e6,5.1e6,4.4e6,1848
1531201696.160037542,224,22.15,3.241,1448,1500,536,1448,8,1088934,850,437,844,5.0e6,0.876,1.25,2,4.2e6,6.4e6,4.0e6,1868
1531201696.177561460,220,19.474,3.377,1448,1500,536,1448,8,1103414,858,442,852,5.2e6,0.876,1,2,4.8e6,5.4e6,3.3e6,1884
1531201696.197765490,224,20.327,4.238,1448,1500,536,1448,8,1109206,864,444,858,5.2e6,0.876,1,2,4.6e6,5.4e6,2.4e6,1908
1531201696.217575493,224,20.267,3.597,1448,1500,536,1448,8,1117894,870,447,864,5.2e6,0.876,1,2,4.6e6,5.4e6,3.3e6,1924
1531201696.234564833,224,22.516,4.985,1448,1500,536,1448,8,1129478,876,453,870,5.3e6,0.876,1,2,4.1e6,5.5e6,5.3e6,1944
1531201696.254095496,224,21.448,4.79,1448,1500,536,1448,5,1133822,883,456,877,5.3e6,0.876,1,2,2.7e6,5.5e6,3.8e6,1960
1531201696.276061839,220,19.174,4.045,1448,1500,536,1448,8,1154094,893,460,887,5.3e6,0.876,1.25,2,4.8e6,6.8e6,4.6e6,1984
1531201696.295489026,220,19.414,3.512,1448,1500,536,1448,8,1159886,901,468,895,5.3e6,0.876,1,2,4.8e6,5.5e6,4.2e6,2004
