ts, Backlog in Bytes, Backlog in packets
1531189845.522603595,0,0
1531189845.628091063,0,0
1531189845.733325305,0,0
1531189845.838517187,0,0
1531189845.943682118,0,0
1531189846.048868559,0,0
1531189846.153987780,0,0
1531189846.259093075,0,0
1531189846.364217402,0,0
1531189846.469354252,0,0
1531189846.574495632,0,0
1531189846.679639311,0,0
1531189846.784811108,0,0
1531189846.889916511,0,0
1531189846.995017604,0,0
1531189847.100141153,0,0
1531189847.205250513,0,0
1531189847.310351968,0,0
1531189847.415491662,0,0
1531189847.520665182,0,0
1531189847.625714895,0,0
1531189847.730843535,0,0
1531189847.835983443,0,0
1531189847.941218327,786,11
1531189848.046383196,4144,46
1531189848.151638456,642,9
1531189848.256932961,696,10
1531189848.362067843,618,9
1531189848.467215748,642,9
1531189848.572401275,618,9
1531189848.677573391,594,9
1531189848.782709747,684,10
1531189848.887927105,642,9
1531189848.993070893,696,10
1531189849.098183967,696,10
1531189849.203322214,630,9
1531189849.308469486,642,9
1531189849.413586014,696,10
1531189849.518683396,794,11
1531189849.623885908,728,10
1531189849.729095431,618,9
1531189849.834201110,630,9
1531189849.939340750,798,11
1531189850.044465706,552,8
1531189850.149571973,510,7
1531189850.254739173,630,9
1531189850.359847939,630,9
1531189850.465003812,396,6
1531189850.570150824,618,9
1531189850.675210133,654,9
1531189850.780444353,696,10
1531189850.885570965,564,8
1531189850.990653197,588,8
1531189851.095820458,696,10
1531189851.201000056,564,8
1531189851.306077115,696,10
1531189851.411160994,654,9
1531189851.516324706,666,9
1531189851.621480362,786,11
1531189851.726590812,498,7
1531189851.831708369,642,9
1531189851.936889574,868,12
1531189852.042020911,750,11
1531189852.147106598,786,11
1531189852.252248350,654,9
1531189852.357355111,630,9
1531189852.462499624,696,10
1531189852.567668840,642,9
1531189852.672803685,552,8
1531189852.777882696,642,9
1531189852.883023590,852,12
1531189852.988145140,638,9
1531189853.093260439,630,9
1531189853.198375269,618,9
1531189853.303464943,720,10
1531189853.408616659,552,8
1531189853.513695035,774,11
1531189853.618816926,654,9
1531189853.723930731,762,11
1531189853.829076871,662,9
1531189853.934149677,786,11
1531189854.039266085,654,9
1531189854.144353462,630,9
1531189854.249434444,708,10
1531189854.354548520,684,10
1531189854.459622151,630,9
1531189854.564785763,540,8
1531189854.669863671,588,8
1531189854.774942698,696,10
1531189854.880086376,630,9
1531189854.985205751,552,8
1531189855.090288287,618,9
1531189855.195415674,486,7
1531189855.300567678,672,10
1531189855.405686074,720,10
1531189855.510832300,618,9
1531189855.615933853,594,9
1531189855.721111175,654,9
1531189855.826204887,630,9
1531189855.931316520,708,10
1531189856.036475410,486,7
1531189856.141586335,618,9
1531189856.246733828,552,8
1531189856.351929547,762,11
1531189856.457072914,740,10
1531189856.562176086,596,8
1531189856.667362908,708,10
1531189856.772465672,684,10
1531189856.877588038,630,9
1531189856.982726890,642,9
1531189857.087823707,564,8
1531189857.192997604,552,8
1531189857.298096570,662,9
1531189857.403177946,654,9
1531189857.508289563,576,8
1531189857.613399732,642,9
1531189857.718515672,684,10
1531189857.823668678,774,11
1531189857.928788962,630,9
1531189858.033852997,210,3
1531189858.138917312,66,1
1531189858.244037843,916,12
1531189858.349205404,696,10
1531189858.454302693,720,10
1531189858.559522741,642,9
1531189858.664706685,740,10
1531189858.769820701,720,10
1531189858.874994169,806,11
1531189858.980125223,654,9
1531189859.085238616,642,9
1531189859.190368918,708,10
1531189859.295496225,618,9
1531189859.400636698,486,7
1531189859.505733419,708,10
1531189859.610773950,696,10
1531189859.715935860,774,11
1531189859.821126949,720,10
1531189859.926249251,618,9
1531189860.031406731,618,9
1531189860.136542352,708,10
1531189860.241641508,618,9
1531189860.346759754,732,10
1531189860.451910317,564,8
1531189860.557002270,704,10
1531189860.662103224,696,10
1531189860.767210890,630,9
1531189860.872332764,720,10
1531189860.977430634,654,9
1531189861.082581729,618,9
1531189861.187721073,782,11
1531189861.292874900,716,10
1531189861.398051688,486,7
1531189861.503230930,642,9
1531189861.608404042,588,8
1531189861.713839331,716,10
1531189861.819006147,696,10
1531189861.924243360,806,11
1531189862.029413147,696,10
1531189862.134644603,642,9
1531189862.239860591,552,8
1531189862.345106108,642,9
1531189862.450309617,762,11
1531189862.555516620,518,7
1531189862.660774426,630,9
1531189862.765972190,662,9
1531189862.871123493,708,10
1531189862.976325022,732,10
1531189863.081490603,660,10
1531189863.186687278,696,10
1531189863.291896617,732,10
1531189863.397103116,828,12
1531189863.502275112,642,9
1531189863.607469117,708,10
1531189863.712711356,662,9
1531189863.817882897,708,10
1531189863.923036214,630,9
1531189864.028205693,696,10
1531189864.133394777,806,11
1531189864.238590433,720,10
1531189864.343783543,498,7
1531189864.448998095,818,11
1531189864.554185648,630,9
1531189864.659378918,810,11
1531189864.764636320,798,11
1531189864.869824992,752,10
1531189864.974940378,618,9
1531189865.080162120,662,9
1531189865.185340859,642,9
1531189865.290519350,720,10
1531189865.395727723,510,7
1531189865.500951364,694,9
1531189865.606121561,576,8
1531189865.711330402,840,12
1531189865.816551394,732,10
1531189865.921774081,606,9
1531189866.026923956,486,7
1531189866.132136697,642,9
1531189866.237344616,638,9
1531189866.342528604,708,10
1531189866.447730653,654,9
1531189866.552991577,662,9
1531189866.658180610,576,8
1531189866.763349965,576,8
1531189866.868512097,720,10
1531189866.973671863,696,10
1531189867.078831886,708,10
1531189867.184037987,708,10
1531189867.289250702,752,10
1531189867.394426590,810,11
1531189867.499619078,650,9
1531189867.604834168,650,9
1531189867.710023923,696,10
1531189867.815152984,692,10
1531189867.920352650,564,8
1531189868.025514959,774,11
1531189868.130707591,654,9
1531189868.235885384,66,1
1531189868.341156079,132,2
1531189868.446345320,606,9
1531189868.551561147,786,11
1531189868.656772064,696,10
1531189868.761939260,684,10
1531189868.867088715,696,10
1531189868.972294238,564,8
1531189869.077460046,606,9
1531189869.182630167,720,10
1531189869.287822515,576,8
1531189869.393022200,720,10
1531189869.498212316,564,8
1531189869.603410211,720,10
1531189869.708636705,630,9
1531189869.813821962,762,11
1531189869.918988191,852,12
1531189870.024197987,708,10
1531189870.129360176,806,11
1531189870.234555143,564,8
1531189870.339755979,642,9
1531189870.445015021,654,9
1531189870.550166838,762,11
1531189870.655364101,798,11
1531189870.760554474,840,12
