ts,backlog_in_bytes, backlog_in_packets
1529941831.704105978,1980,30
1529941831.716768698,1914,29
1529941831.729509521,1848,28
1529941831.742232032,1914,29
1529941831.754777923,1782,27
1529941831.767530301,2000,31
1529941831.780252765,2244,34
1529941831.792950017,2178,33
1529941831.805645178,1914,29
1529941831.818271914,1980,30
1529941831.830760406,2112,32
1529941831.843434607,2000,31
1529941831.856076879,2112,32
1529941831.868611525,1980,30
1529941831.881461602,1980,30
1529941831.894050000,1848,28
1529941831.906831665,1782,27
1529941831.919512552,1848,28
1529941831.932028444,1980,30
1529941831.944665847,2244,34
1529941831.957316593,2178,33
1529941831.969984124,2000,31
1529941831.982423125,2000,31
1529941831.994948278,1980,30
1529941832.007821183,1980,30
1529941832.020425407,1914,29
1529941832.032938259,1848,28
1529941832.045456930,1848,28
1529941832.058018395,2000,31
1529941832.070672356,1980,30
1529941832.083234698,2000,31
1529941832.095790023,2178,33
1529941832.108511898,1980,30
1529941832.120987643,1980,30
1529941832.133525551,2000,31
1529941832.146034265,1914,29
1529941832.158600919,1782,27
1529941832.171208402,1980,30
1529941832.183725676,1980,30
1529941832.196127421,1914,29
1529941832.208575877,1782,27
1529941832.221260845,1914,29
1529941832.233904282,1980,30
1529941832.246344464,2000,31
1529941832.258974683,1914,29
1529941832.271481716,1848,28
1529941832.284110925,2112,32
1529941832.296533737,2442,37
1529941832.309052710,2244,34
1529941832.321597615,2000,31
1529941832.334116314,2000,31
1529941832.346813842,2112,32
1529941832.359603921,1980,30
1529941832.372059472,1914,29
1529941832.384669902,1980,30
1529941832.397406637,2000,31
1529941832.409864170,2244,34
1529941832.422413189,2244,34
1529941832.435079072,1914,29
1529941832.447866968,1914,29
1529941832.460313367,1782,27
1529941832.472755614,1848,28
1529941832.485251033,1782,27
1529941832.497730851,1848,28
1529941832.510300561,1914,29
1529941832.522918319,2000,31
1529941832.535656560,2244,34
1529941832.548270761,2178,33
1529941832.560949535,1980,30
1529941832.573499376,1848,28
1529941832.585825290,1782,27
1529941832.598142226,1848,28
1529941832.610733049,1782,27
1529941832.623260163,1848,28
1529941832.636028795,1848,28
1529941832.648520727,1848,28
1529941832.661047341,1782,27
1529941832.673471659,1848,28
1529941832.686039980,1914,29
1529941832.698657373,2178,33
1529941832.711172149,2000,31
1529941832.723671569,1914,29
1529941832.736311474,1848,28
1529941832.749116039,1848,28
1529941832.761557925,1980,30
1529941832.773962146,1848,28
1529941832.786435770,1980,30
1529941832.799168053,2112,32
1529941832.811846722,2310,35
1529941832.824480326,2112,32
1529941832.837074151,1914,29
1529941832.849501045,1848,28
1529941832.861999271,1782,27
1529941832.874668066,1782,27
1529941832.887162508,1914,29
1529941832.899974066,2000,31
1529941832.912502443,2112,32
1529941832.925151889,1848,28
1529941832.937695758,1914,29
1529941832.950190694,1914,29
1529941832.962853100,1848,28
1529941832.975400001,1914,29
1529941832.988018301,1848,28
1529941833.000654994,1848,28
1529941833.013317767,1782,27
1529941833.026053719,1914,29
1529941833.038499952,1980,30
1529941833.051058700,1914,29
1529941833.063730294,1848,28
1529941833.076280033,1782,27
1529941833.088720490,1914,29
1529941833.101359949,1848,28
1529941833.113909207,1782,27
1529941833.126583233,1848,28
1529941833.139157238,1848,28
1529941833.151667852,1782,27
1529941833.164125526,1848,28
1529941833.176630020,1914,29
1529941833.189333352,2000,31
1529941833.201839048,1980,30
1529941833.214419704,2000,31
1529941833.227275089,1914,29
1529941833.240003863,1848,28
1529941833.252550689,1914,29
1529941833.265321807,1848,28
1529941833.277845942,1980,30
1529941833.290273863,2000,31
1529941833.302973803,1914,29
1529941833.315627968,1914,29
1529941833.328227555,1848,28
1529941833.340684267,1914,29
1529941833.353379355,1848,28
1529941833.366033737,1848,28
1529941833.378697663,2000,31
1529941833.391244527,1980,30
1529941833.403709512,1980,30
1529941833.416224989,1848,28
1529941833.428726755,1782,27
1529941833.441387261,1782,27
1529941833.453890047,2000,31
1529941833.466402205,1980,30
1529941833.479002997,1980,30
1529941833.491835801,1980,30
1529941833.504244512,1848,28
1529941833.516705620,1848,28
1529941833.529444656,1914,29
1529941833.542102088,1782,27
1529941833.554694216,1848,28
1529941833.567284894,2000,31
1529941833.579918633,2000,31
1529941833.592690125,1980,30
1529941833.605054313,1848,28
1529941833.617664427,1848,28
1529941833.630135451,1782,27
1529941833.642688639,1914,29
1529941833.655330757,1914,29
1529941833.667838354,1914,29
1529941833.680345412,1848,28
1529941833.693011506,1848,28
1529941833.705589585,1782,27
1529941833.718149910,1782,27
1529941833.730689713,1914,29
1529941833.743443008,1914,29
1529941833.756077974,1914,29
1529941833.768773213,1914,29
1529941833.781368555,1848,28
1529941833.794032337,1848,28
1529941833.806738607,1914,29
1529941833.819340887,1848,28
1529941833.831941386,1848,28
1529941833.844445994,2112,32
1529941833.857066185,2244,34
1529941833.869586901,1980,30
1529941833.882074944,2000,31
1529941833.895033922,2112,32
1529941833.907729546,1980,30
1529941833.920324100,1980,30
1529941833.933042791,2112,32
1529941833.945551627,2112,32
1529941833.958118367,1980,30
1529941833.970782206,1980,30
1529941833.983314036,1914,29
1529941833.995980258,1980,30
1529941834.008496034,1914,29
1529941834.021045438,1848,28
1529941834.033663258,1782,27
1529941834.046132937,2112,32
1529941834.058682483,2112,32
1529941834.071294856,1914,29
1529941834.083844322,1782,27
1529941834.096303774,1386,21
1529941834.108767182,660,10
1529941834.121407358,0,0
1529941834.133866418,0,0
1529941834.146558029,0,0
1529941834.159251189,132,2
1529941834.171827540,132,2
1529941834.184360076,0,0
1529941834.196856797,0,0
1529941834.209492710,66,1
1529941834.221957645,66,1
1529941834.234600172,66,1
1529941834.247169828,0,0
1529941834.259732703,66,1
1529941834.272237278,132,2
1529941834.306371675,0,0
1529941834.318939716,66,1
1529941834.331508853,132,2
1529941834.344044710,66,1
1529941834.356686268,66,1
1529941834.369522832,0,0
1529941834.382086236,660,10
1529941834.394701288,1584,24
1529941834.407245118,2178,33
1529941834.419974360,2244,34
1529941834.432486072,2244,34
1529941834.445190352,2178,33
1529941834.457794455,2244,34
1529941834.470426821,2244,34
1529941834.482873711,2244,34
1529941834.495443816,2244,34
1529941834.508108333,2376,36
1529941834.520752103,2310,35
1529941834.533500818,2310,35
1529941834.546242544,2244,34
1529941834.559016579,2244,34
1529941834.571866359,2178,33
1529941834.584440832,2178,33
1529941834.597060355,2178,33
1529941834.609530749,2178,33
1529941834.621955566,2178,33
1529941834.634560518,2178,33
1529941834.647162182,2178,33
1529941834.659753241,2244,34
1529941834.672247415,2310,35
1529941834.684688481,2178,33
1529941834.697208050,1914,29
1529941834.709858377,1848,28
1529941834.722336642,1980,30
1529941834.734814686,1848,28
1529941834.747584318,1914,29
1529941834.760268772,2112,32
1529941834.772938388,2000,31
1529941834.785304686,1914,29
1529941834.797788232,1914,29
1529941834.810486508,1914,29
1529941834.823211841,1848,28
1529941834.835853171,2112,32
1529941834.848317610,2112,32
1529941834.860726788,2112,32
1529941834.873119007,2376,36
1529941834.885554540,2178,33
1529941834.897996239,2178,33
1529941834.910472017,2112,32
1529941834.922900252,2000,31
1529941834.935375860,1914,29
1529941834.948062334,1848,28
1529941834.960608537,1782,27
1529941834.973087312,1914,29
1529941834.985533061,1848,28
1529941834.997871255,1848,28
1529941835.010436435,1848,28
1529941835.023050389,1848,28
1529941835.035598342,2112,32
1529941835.048056530,2178,33
1529941835.060578030,2000,31
1529941835.072998151,2112,32
1529941835.085520727,2000,31
1529941835.098028394,1914,29
1529941835.110734001,1914,29
1529941835.123628989,1980,30
1529941835.136223081,1914,29
1529941835.148672801,2178,33
1529941835.161082433,2178,33
1529941835.173647591,1980,30
1529941835.186099797,2000,31
1529941835.198700278,2376,36
1529941835.211588564,2310,35
1529941835.224100898,2244,34
1529941835.236733282,2000,31
1529941835.249161756,2112,32
1529941835.261639944,2000,31
1529941835.273997143,1914,29
1529941835.286584425,1980,30
1529941835.299106900,1980,30
1529941835.311865910,2000,31
1529941835.324374568,2000,31
1529941835.336907362,1980,30
1529941835.349355527,1914,29
1529941835.361905300,1848,28
1529941835.374393745,1980,30
1529941835.386915033,1980,30
1529941835.399447957,1980,30
1529941835.411863899,1980,30
1529941835.424429453,2376,36
1529941835.436872979,2310,35
1529941835.449394689,1914,29
1529941835.462009660,1980,30
1529941835.474667771,1980,30
1529941835.487171409,1782,27
1529941835.499877728,2000,31
1529941835.512242833,1980,30
1529941835.524845873,1848,28
1529941835.537284346,1782,27
1529941835.549727054,1848,28
1529941835.562290315,1848,28
1529941835.574731907,1980,30
1529941835.587436091,1980,30
1529941835.599973175,1914,29
1529941835.612453569,1782,27
1529941835.624923313,1782,27
1529941835.637325916,1848,28
1529941835.649909372,1980,30
1529941835.662378446,1980,30
1529941835.674901451,1980,30
1529941835.687515090,1914,29
1529941835.700109783,1848,28
1529941835.712582674,1848,28
1529941835.724956518,2000,31
1529941835.737327953,2112,32
1529941835.749692708,1980,30
1529941835.762045395,1914,29
1529941835.774433270,1848,28
1529941835.787061863,1782,27
1529941835.799835396,1848,28
1529941835.812206310,1914,29
1529941835.824707372,1782,27
1529941835.837272032,1782,27
1529941835.849641784,1914,29
1529941835.862286324,1980,30
1529941835.874818837,2000,31
1529941835.887333584,2000,31
1529941835.899839066,1980,30
1529941835.912302947,1980,30
1529941835.924826771,1980,30
1529941835.937382967,1848,28
1529941835.949937593,2112,32
1529941835.962703115,2000,31
1529941835.975319276,1980,30
1529941835.987935209,1914,29
1529941836.000524798,1848,28
1529941836.013146411,1914,29
1529941836.025535505,2112,32
1529941836.038103849,2000,31
1529941836.050591851,1980,30
1529941836.063038907,2112,32
1529941836.075711973,1914,29
1529941836.088291838,1848,28
1529941836.100890798,1914,29
1529941836.113270004,2000,31
1529941836.125716127,1980,30
1529941836.138109002,1914,29
1529941836.150523928,1914,29
1529941836.163022571,1914,29
1529941836.175489912,1914,29
1529941836.188047963,1848,28
1529941836.200497196,1980,30
1529941836.212863716,1980,30
1529941836.225275700,1914,29
1529941836.237874006,2000,31
1529941836.250595893,1980,30
1529941836.263306581,1914,29
1529941836.275831482,1980,30
1529941836.288203068,1980,30
1529941836.300756667,2112,32
1529941836.313167635,1980,30
1529941836.325817029,1980,30
1529941836.338289814,1848,28
1529941836.350781419,2000,31
1529941836.363425757,2000,31
1529941836.375953880,1914,29
1529941836.388432984,2000,31
1529941836.401099338,2000,31
1529941836.413434285,1914,29
1529941836.425866555,1914,29
1529941836.438493103,1980,30
1529941836.451121666,2000,31
1529941836.463648843,1980,30
1529941836.476216547,2178,33
1529941836.488829909,2244,34
1529941836.501548837,2112,32
1529941836.514010970,1980,30
1529941836.526507614,1980,30
1529941836.539277120,1848,28
1529941836.551985452,1914,29
1529941836.564411286,1914,29
1529941836.577030958,1782,27
1529941836.589388212,1782,27
1529941836.602031103,1914,29
1529941836.614570582,2244,34
1529941836.627101075,2178,33
1529941836.639622425,2000,31
1529941836.652218788,1914,29
1529941836.664787119,1848,28
1529941836.677525307,1914,29
1529941836.690185456,1914,29
1529941836.702926658,1848,28
1529941836.715771352,1848,28
1529941836.728249852,1848,28
1529941836.740690314,1848,28
1529941836.753354580,1980,30
1529941836.765898560,1914,29
1529941836.778410696,2178,33
1529941836.790968247,2112,32
1529941836.803560275,1980,30
