ts,backlog_in_bytes, backlog_in_packets
1529941836.816159237,1914,29
1529941836.828714554,1914,29
1529941836.841226330,2244,34
1529941836.853767571,2442,37
1529941836.866317016,2178,33
1529941836.879180859,2112,32
1529941836.891748406,1980,30
1529941836.904157829,1848,28
1529941836.916788700,1848,28
1529941836.929489639,1848,28
1529941836.941868235,1848,28
1529941836.954408140,1782,27
1529941836.966883953,1914,29
1529941836.979584366,1848,28
1529941836.992182916,1980,30
1529941837.004722075,1914,29
1529941837.017181710,1848,28
1529941837.029734389,1980,30
1529941837.042223455,2178,33
1529941837.054805786,2000,31
1529941837.067508264,1782,27
1529941837.080126730,1914,29
1529941837.092559836,2178,33
1529941837.104924998,2178,33
1529941837.117334315,1914,29
1529941837.129790035,1914,29
1529941837.142384352,2000,31
1529941837.154869539,1980,30
1529941837.167336028,1782,27
1529941837.179993014,1782,27
1529941837.192498435,2000,31
1529941837.204903022,1980,30
1529941837.217232613,1980,30
1529941837.229721223,1848,28
1529941837.242386474,1782,27
1529941837.255219691,2000,31
1529941837.267759085,2112,32
1529941837.280366834,1848,28
1529941837.292820078,1914,29
1529941837.305240339,2000,31
1529941837.317784031,1980,30
1529941837.330229664,1848,28
1529941837.343045346,1914,29
1529941837.355814010,1914,29
1529941837.368195729,1980,30
1529941837.380918533,1848,28
1529941837.393253327,1914,29
1529941837.405905990,1848,28
1529941837.418517771,1914,29
1529941837.431018756,1848,28
1529941837.443734213,1782,27
1529941837.456040452,1782,27
1529941837.468449113,1848,28
1529941837.481013912,1848,28
1529941837.493449118,1914,29
1529941837.506068182,1914,29
1529941837.518691803,1848,28
1529941837.531452329,1980,30
1529941837.544088485,1980,30
1529941837.556575077,1914,29
1529941837.569016575,2000,31
1529941837.581448870,2112,32
1529941837.593970692,1980,30
1529941837.606600445,2112,32
1529941837.619419530,2112,32
1529941837.632113752,1980,30
1529941837.644495359,1848,28
1529941837.657103992,2000,31
1529941837.669558210,2442,37
1529941837.681990991,2310,35
1529941837.694582399,2000,31
1529941837.707405455,2178,33
1529941837.719983788,2178,33
1529941837.732370669,1980,30
1529941837.744891597,1980,30
1529941837.757381580,1914,29
1529941837.770003801,1914,29
1529941837.782598445,1914,29
1529941837.795042517,1980,30
1529941837.807824866,1848,28
1529941837.820502795,1848,28
1529941837.833015499,1980,30
1529941837.845712289,1980,30
1529941837.858302751,1914,29
1529941837.870816697,1980,30
1529941837.883298687,1980,30
1529941837.896029169,1980,30
1529941837.908456477,2112,32
1529941837.921099315,2112,32
1529941837.933485876,1914,29
1529941837.946097389,1914,29
1529941837.958804091,2310,35
1529941837.971511907,2310,35
1529941837.984248817,2178,33
1529941837.996968563,2000,31
1529941838.009540575,1848,28
1529941838.022236141,2000,31
1529941838.034847596,2000,31
1529941838.047511932,1980,30
1529941838.060298055,1980,30
1529941838.072998185,1980,30
1529941838.085697550,1980,30
1529941838.098517142,1980,30
1529941838.111212426,2112,32
1529941838.123932452,2000,31
1529941838.136703335,1980,30
1529941838.149338447,1980,30
1529941838.161837432,2000,31
1529941838.174598027,2112,32
1529941838.187324000,2112,32
1529941838.200158903,2000,31
1529941838.212702511,1914,29
1529941838.225239976,2000,31
1529941838.237880394,2000,31
1529941838.250422977,1848,28
1529941838.263132065,1848,28
1529941838.275897819,1848,28
1529941838.288530698,1782,27
1529941838.301249340,1914,29
1529941838.313967636,2178,33
1529941838.326629524,2000,31
1529941838.339440583,1980,30
1529941838.352299098,2178,33
1529941838.364853448,2112,32
1529941838.377440823,1914,29
1529941838.390153172,1914,29
1529941838.402756872,2112,32
1529941838.415515779,2244,34
1529941838.428151490,2178,33
1529941838.440923437,1914,29
1529941838.453583058,1980,30
1529941838.466231513,2000,31
1529941838.478774394,2112,32
1529941838.491694223,2000,31
1529941838.504474608,2000,31
1529941838.517174252,2112,32
1529941838.529812889,2000,31
1529941838.542612070,1980,30
1529941838.555291598,2112,32
1529941838.567959809,1980,30
1529941838.580595749,2000,31
1529941838.593205451,2000,31
1529941838.605780899,2000,31
1529941838.618700386,2112,32
1529941838.631482835,1980,30
1529941838.644198117,1980,30
1529941838.657007601,2178,33
1529941838.669685736,2178,33
1529941838.682265713,1914,29
1529941838.694942377,1980,30
1529941838.707701951,1848,28
1529941838.720296937,2112,32
1529941838.732806761,2508,38
1529941838.745385458,2244,34
1529941838.758057648,1914,29
1529941838.770584751,1914,29
1529941838.783487047,1914,29
1529941838.796145698,2000,31
1529941838.808785234,2112,32
1529941838.821439025,1980,30
1529941838.834288301,2000,31
1529941838.846914469,2178,33
1529941838.859819922,2244,34
1529941838.872537915,2310,35
1529941838.885111234,2244,34
1529941838.897806088,2178,33
1529941838.910459296,2000,31
1529941838.923124803,2112,32
1529941838.935726807,2000,31
1529941838.948235134,2178,33
1529941838.960750105,2244,34
1529941838.973424843,1980,30
1529941838.986138094,2000,31
1529941838.998914710,2244,34
1529941839.011697602,2112,32
1529941839.024123542,1914,29
1529941839.036646550,1848,28
1529941839.049360356,2000,31
1529941839.061995766,2244,34
1529941839.074638166,2178,33
1529941839.087496438,2000,31
1529941839.100334135,1914,29
1529941839.112876000,1848,28
1529941839.125444530,1914,29
1529941839.138233706,1980,30
1529941839.150761264,1848,28
1529941839.163314876,2244,34
1529941839.175992619,2178,33
1529941839.188514592,1914,29
1529941839.201256417,1980,30
1529941839.213778561,1980,30
1529941839.226518014,1848,28
1529941839.239213825,2112,32
1529941839.251918739,2376,36
1529941839.264430095,2178,33
1529941839.277041473,1980,30
1529941839.300754529,2112,32
1529941839.313565299,1848,28
1529941839.326246955,1782,27
1529941839.338893065,2112,32
1529941839.351656579,2000,31
1529941839.364365328,1914,29
1529941839.376873193,2112,32
1529941839.389427443,2000,31
1529941839.402174226,2000,31
1529941839.414831313,2112,32
1529941839.427546613,1914,29
1529941839.440343289,2244,34
1529941839.452950837,2310,35
1529941839.465558361,2178,33
1529941839.478161123,1782,27
1529941839.490927410,1848,28
1529941839.503610605,2178,33
1529941839.516231815,2442,37
1529941839.528946122,2178,33
1529941839.541627551,1914,29
1529941839.554257121,1782,27
1529941839.566947429,1848,28
1529941839.579708128,1848,28
1529941839.592264410,2000,31
1529941839.604840884,2310,35
1529941839.617514740,2244,34
1529941839.630162319,2310,35
1529941839.642796790,2244,34
1529941839.655452693,2000,31
1529941839.668214734,1980,30
1529941839.680948988,2000,31
1529941839.693462082,1914,29
1529941839.706164731,1980,30
1529941839.718974296,2310,35
1529941839.731818890,2310,35
1529941839.744439808,2000,31
1529941839.757159037,1914,29
1529941839.769944289,1914,29
1529941839.782748037,2112,32
1529941839.795448363,2000,31
1529941839.808123701,1914,29
1529941839.820769052,1914,29
1529941839.833267995,1980,30
1529941839.845927443,2244,34
1529941839.858477462,2000,31
1529941839.871407736,1848,28
1529941839.884066148,1980,30
1529941839.896613738,2178,33
1529941839.909398599,2244,34
1529941839.922270290,2112,32
1529941839.935094155,1980,30
1529941839.947837941,2178,33
1529941839.960465318,2112,32
1529941839.973072460,1782,27
1529941839.985856493,1980,30
1529941839.998729568,2000,31
1529941840.011779585,1914,29
1529941840.024334163,1914,29
1529941840.036920766,1980,30
1529941840.049641628,1914,29
1529941840.062399924,2000,31
1529941840.075139030,1980,30
1529941840.087826130,1980,30
1529941840.100496933,1848,28
1529941840.113056277,1914,29
1529941840.125751842,2178,33
1529941840.138352461,2178,33
1529941840.151021722,1980,30
1529941840.163707750,1848,28
1529941840.176207302,1782,27
1529941840.188888647,1980,30
1529941840.201509473,1980,30
1529941840.214113911,1914,29
1529941840.226814734,1848,28
1529941840.239534349,1782,27
1529941840.252079324,1914,29
1529941840.264732834,2112,32
1529941840.277485930,2112,32
1529941840.290190944,1782,27
1529941840.303002519,1848,28
1529941840.315661795,1848,28
1529941840.328324839,1848,28
1529941840.340884159,1980,30
1529941840.353612538,1980,30
1529941840.366275348,1848,28
1529941840.378995663,2112,32
1529941840.391767015,2178,33
1529941840.404473916,1980,30
1529941840.417194447,1980,30
1529941840.430005846,2178,33
1529941840.442730899,2112,32
1529941840.455634216,1980,30
1529941840.468281494,1914,29
1529941840.480793979,1782,27
1529941840.493441148,1848,28
1529941840.505981581,1914,29
1529941840.518814369,1914,29
1529941840.531587226,1980,30
1529941840.544186708,1914,29
1529941840.556932576,1914,29
1529941840.569613305,1914,29
1529941840.582445100,1980,30
1529941840.595144015,2000,31
1529941840.607943894,2000,31
1529941840.620579765,1782,27
1529941840.633122497,1980,30
1529941840.645777570,2000,31
1529941840.658447365,1848,28
1529941840.671204190,2000,31
1529941840.683922421,2000,31
1529941840.696437048,1914,29
1529941840.709068085,2112,32
1529941840.721895811,2000,31
1529941840.734586214,2000,31
1529941840.747317383,2310,35
1529941840.760017367,2244,34
1529941840.772780959,2244,34
1529941840.785424455,2112,32
1529941840.798037065,1914,29
1529941840.810580481,2112,32
1529941840.823192040,1980,30
1529941840.835822744,2112,32
1529941840.848431312,1914,29
1529941840.860939969,2000,31
1529941840.873494588,2310,35
1529941840.886276793,2442,37
1529941840.898938351,2178,33
1529941840.911714507,2112,32
1529941840.924481695,2000,31
1529941840.937026869,1980,30
1529941840.949589212,1848,28
1529941840.962254469,1914,29
1529941840.975061012,2000,31
1529941840.987715969,2112,32
1529941841.000382991,2310,35
1529941841.013117791,2376,36
1529941841.025679469,2000,31
1529941841.038300368,2000,31
1529941841.051190173,2000,31
1529941841.063880448,2244,34
1529941841.076629311,2706,41
1529941841.089197457,2310,35
1529941841.101863875,1848,28
1529941841.114748395,1980,30
1529941841.127541190,2178,33
1529941841.140176152,2112,32
1529941841.152774350,1980,30
1529941841.165537420,2000,31
1529941841.178037089,2442,37
1529941841.190637617,2310,35
1529941841.203286758,2178,33
1529941841.216013417,2000,31
1529941841.228663318,1848,28
1529941841.241396813,2112,32
1529941841.253983551,2112,32
1529941841.266746651,1914,29
1529941841.279619009,1980,30
1529941841.292310754,1914,29
1529941841.305027431,1980,30
1529941841.317697607,1980,30
1529941841.330382558,1980,30
1529941841.343076356,1980,30
1529941841.355839984,2000,31
1529941841.368398985,2000,31
1529941841.381039809,2000,31
1529941841.393591484,1980,30
1529941841.406058907,1782,27
1529941841.418634814,1782,27
1529941841.431519702,1980,30
1529941841.444266470,2244,34
1529941841.456881445,2178,33
1529941841.469461215,1914,29
1529941841.481979115,2000,31
1529941841.494512529,2178,33
1529941841.507173260,2244,34
1529941841.519765327,2244,34
1529941841.532348024,2178,33
1529941841.544997333,2442,37
1529941841.557622807,2310,35
1529941841.570356890,2310,35
1529941841.583037713,2178,33
1529941841.595699361,1980,30
1529941841.608310692,1914,29
1529941841.620899142,1782,27
1529941841.633340550,1848,28
1529941841.645883235,1980,30
1529941841.658703079,2000,31
1529941841.671409794,2112,32
1529941841.684133031,1980,30
1529941841.696791796,1848,28
1529941841.709450554,1782,27
1529941841.722242185,1914,29
1529941841.734887314,1914,29
1529941841.747546787,1914,29
1529941841.760125242,1980,30
1529941841.772802230,1782,27
1529941841.785425998,1980,30
1529941841.798112199,1980,30
1529941841.810666391,1980,30
1529941841.823315357,2000,31
1529941841.836053716,1980,30
1529941841.848744790,1782,27
1529941841.861325280,2112,32
1529941841.874070054,2112,32
1529941841.886709274,2112,32
1529941841.899521783,2112,32
1529941841.912217334,1848,28
1529941841.924772410,2112,32
1529941841.937407949,2178,33
1529941841.950170561,1914,29
1529941841.962939412,1914,29
1529941841.975573042,2112,32
1529941841.988138475,2112,32
1529941842.000740054,1980,30
1529941842.013322422,1914,29
1529941842.025973458,1914,29
1529941842.038790831,1782,27
1529941842.051724544,1914,29
1529941842.064408178,1914,29
1529941842.076947353,1782,27
1529941842.089768230,1782,27
1529941842.102437396,1848,28
1529941842.115441577,1848,28
1529941842.128097386,1914,29
1529941842.140815890,1914,29
1529941842.153457870,2000,31
1529941842.166075906,2112,32
1529941842.178720033,2310,35
1529941842.191541890,2112,32
1529941842.204280155,1914,29
1529941842.217026952,1848,28
1529941842.229708190,1782,27
1529941842.242314645,1782,27
1529941842.254890475,1914,29
1529941842.267818432,1914,29
1529941842.280445505,1848,28
1529941842.293095343,2000,31
1529941842.305857608,2000,31
1529941842.318578832,1914,29
1529941842.331418753,2000,31
1529941842.344139648,1980,30
1529941842.356688879,2244,34
1529941842.369387690,2244,34
1529941842.382232130,1848,28
1529941842.394900537,1980,30
1529941842.407616751,2112,32
1529941842.420366194,2112,32
1529941842.433049279,2244,34
1529941842.445695795,2000,31
1529941842.458167735,1848,28
1529941842.470726148,1848,28
1529941842.483325179,1848,28
1529941842.495999440,1848,28
1529941842.508429124,1848,28
1529941842.521089460,1980,30
1529941842.533777956,2178,33
1529941842.546379358,1980,30
1529941842.558815982,1848,28
1529941842.571412279,1848,28
1529941842.584059811,1848,28
1529941842.596586283,1914,29
1529941842.609064669,1980,30
1529941842.621461917,1782,27
1529941842.634137593,1782,27
1529941842.646696248,1848,28
1529941842.659177042,1848,28
1529941842.671726453,1914,29
1529941842.684145014,2000,31
1529941842.696655320,2000,31
1529941842.709421576,2000,31
1529941842.721949934,2000,31
1529941842.734513611,1980,30
1529941842.747154252,1848,28
1529941842.759983283,2178,33
1529941842.772484888,2178,33
1529941842.785033985,1914,29
1529941842.797802056,1914,29
1529941842.810447338,1914,29
1529941842.823053713,1980,30
1529941842.835608348,1914,29
1529941842.848167414,1848,28
1529941842.860886353,1914,29
1529941842.873560381,2000,31
1529941842.886302667,2178,33
1529941842.898879781,2000,31
1529941842.911491558,1980,30
1529941842.924145779,1980,30
1529941842.936926478,1980,30
1529941842.949850319,1782,27
1529941842.962677340,2000,31
1529941842.975576634,2000,31
1529941842.988169901,1914,29
1529941843.000868630,2112,32
1529941843.013571943,2178,33
1529941843.026308072,2112,32
1529941843.038930313,2310,35
1529941843.051840313,2178,33
1529941843.064443896,1848,28
1529941843.076996908,1848,28
1529941843.089667298,1914,29
1529941843.102403093,1848,28
1529941843.115219430,1914,29
1529941843.127898929,1914,29
1529941843.140480860,1914,29
1529941843.153130333,1914,29
1529941843.165818118,1914,29
1529941843.178451278,2178,33
1529941843.191001238,2244,34
1529941843.203626134,2178,33
1529941843.216280868,2508,38
1529941843.228812035,2244,34
1529941843.241410291,2244,34
1529941843.254016954,1980,30
1529941843.266690416,1980,30
1529941843.279572003,1914,29
1529941843.292375059,2000,31
1529941843.305190438,2000,31
1529941843.317924385,2000,31
1529941843.330711183,2112,32
1529941843.343468274,2112,32
1529941843.356183601,2310,35
1529941843.368911246,2376,36
1529941843.381362002,2112,32
1529941843.393792342,1914,29
1529941843.406245567,1848,28
1529941843.418945416,1782,27
1529941843.431743574,1848,28
1529941843.444544600,1782,27
1529941843.457017006,1914,29
1529941843.469640626,2112,32
1529941843.482492950,2112,32
1529941843.495281069,1848,28
1529941843.507896826,1914,29
1529941843.520415778,1980,30
1529941843.532923380,2000,31
1529941843.545728458,2112,32
1529941843.558600661,2244,34
1529941843.571183914,2000,31
1529941843.583783176,2000,31
1529941843.596423187,2244,34
1529941843.609054191,2244,34
1529941843.621556281,1980,30
1529941843.634162888,2000,31
1529941843.646980780,1980,30
1529941843.659733927,1980,30
1529941843.672234658,1848,28
1529941843.684822612,1782,27
1529941843.697487880,1848,28
1529941843.710369221,2178,33
1529941843.723099272,2112,32
1529941843.735840563,1980,30
1529941843.748406382,1848,28
1529941843.761072394,1848,28
1529941843.773684253,2112,32
1529941843.786258049,2178,33
1529941843.799233099,1848,28
1529941843.812002616,1848,28
1529941843.824589037,1914,29
1529941843.837112177,1848,28
1529941843.849888391,1980,30
1529941843.862541280,2000,31
1529941843.875211410,2000,31
1529941843.887862917,1848,28
1529941843.900375824,2000,31
1529941843.912778423,2112,32
1529941843.925519126,1914,29
1529941843.938245753,1848,28
1529941843.950958316,1914,29
1529941843.963814227,1914,29
1529941843.976550795,2000,31
1529941843.989083598,1980,30
1529941844.001704028,1914,29
1529941844.014280298,1848,28
1529941844.026892208,1782,27
1529941844.039678598,1782,27
1529941844.052237505,1848,28
1529941844.064765685,1848,28
1529941844.077463193,1980,30
1529941844.090119909,2112,32
1529941844.102649460,2000,31
1529941844.115252265,2000,31
1529941844.127951579,2310,35
1529941844.140699659,2376,36
1529941844.153335916,2178,33
1529941844.165878389,2244,34
1529941844.178519404,2178,33
1529941844.191308615,2178,33
1529941844.204050512,2178,33
1529941844.216716455,1914,29
1529941844.229274332,1914,29
1529941844.241927661,1914,29
1529941844.254586536,1782,27
1529941844.267319181,1980,30
1529941844.280016029,1980,30
1529941844.306429412,2000,31
1529941844.319074795,2112,32
1529941844.331857736,2310,35
1529941844.344406433,2310,35
1529941844.357157242,2376,36
1529941844.369771704,2112,32
1529941844.382405425,1650,25
1529941844.395200601,858,13
1529941844.407871291,132,2
1529941844.420367545,0,0
1529941844.432854219,0,0
1529941844.445473933,132,2
1529941844.458033838,132,2
1529941844.470702609,0,0
1529941844.483316451,0,0
1529941844.495950917,0,0
1529941844.508347804,132,2
1529941844.520999832,132,2
1529941844.533589692,0,0
1529941844.546181616,0,0
1529941844.559016688,0,0
1529941844.571755995,132,2
1529941844.584156626,132,2
1529941844.596722111,0,0
1529941844.609138346,0,0
1529941844.621584030,132,2
1529941844.634055608,132,2
1529941844.646612676,132,2
1529941844.659312927,0,0
1529941844.672089929,0,0
1529941844.684727872,264,4
1529941844.697287104,1056,16
1529941844.709916602,1782,27
1529941844.722450614,1914,29
1529941844.735069321,1980,30
1529941844.747872565,2000,31
1529941844.760696994,2000,31
1529941844.773450464,1914,29
1529941844.786093373,1782,27
1529941844.798762563,1914,29
1529941844.811599171,1914,29
1529941844.824295646,1914,29
1529941844.836824830,1980,30
1529941844.849224398,1848,28
1529941844.861607282,1980,30
1529941844.874307322,2178,33
1529941844.886845038,2178,33
1529941844.899643131,1848,28
1529941844.912289898,1848,28
1529941844.924969660,1914,29
1529941844.937798361,1848,28
1529941844.950411383,1914,29
1529941844.963186861,2112,32
1529941844.975841754,1980,30
1529941844.988344456,1980,30
1529941845.000917116,2112,32
1529941845.013504170,2310,35
1529941845.026165672,2178,33
1529941845.038963290,1980,30
1529941845.051821840,1980,30
1529941845.064527763,2000,31
1529941845.076917949,1914,29
1529941845.089461079,1848,28
1529941845.102113747,1848,28
1529941845.114804149,1914,29
1529941845.127452567,1848,28
1529941845.140152741,1980,30
1529941845.152806523,2112,32
1529941845.165354545,2244,34
1529941845.177952800,2178,33
1529941845.190646516,1782,27
1529941845.203299504,2112,32
1529941845.215911406,2112,32
1529941845.228677607,2178,33
1529941845.241271515,2112,32
1529941845.253929671,1914,29
1529941845.266577073,1848,28
1529941845.279565747,1914,29
1529941845.292188509,1914,29
1529941845.304667836,1980,30
1529941845.317293064,1848,28
1529941845.329888949,1782,27
1529941845.342498230,1848,28
1529941845.355163871,1914,29
1529941845.367860042,1914,29
1529941845.380443750,1848,28
1529941845.393019451,1914,29
1529941845.405660325,1980,30
1529941845.418237707,2376,36
1529941845.430818106,2442,37
1529941845.443490190,2112,32
1529941845.456040639,2000,31
1529941845.468641112,2178,33
1529941845.481156196,2178,33
1529941845.493726461,1980,30
1529941845.506588281,1848,28
1529941845.519195005,2000,31
1529941845.531841644,1980,30
1529941845.544399255,1848,28
1529941845.557048728,1848,28
1529941845.569598872,1848,28
1529941845.582474252,1848,28
1529941845.595291020,1782,27
1529941845.607932672,1914,29
1529941845.620462685,1980,30
1529941845.632955687,2244,34
1529941845.645540611,2310,35
1529941845.658261518,2178,33
1529941845.670844411,2000,31
1529941845.683597467,1914,29
1529941845.696054599,1848,28
1529941845.708611634,1782,27
1529941845.721171716,1782,27
1529941845.733680306,1914,29
1529941845.746232286,1980,30
1529941845.758800737,2244,34
1529941845.771433839,2000,31
1529941845.783978157,1980,30
1529941845.796551471,1980,30
1529941845.809089003,2000,31
1529941845.821582307,2376,36
1529941845.834275229,2244,34
1529941845.847095235,1848,28
1529941845.859918049,2178,33
1529941845.872462629,2310,35
1529941845.885224449,2178,33
1529941845.897983803,2000,31
1529941845.910545620,1914,29
1529941845.923230233,1848,28
1529941845.935877707,2000,31
1529941845.948581413,2112,32
1529941845.960926916,1848,28
1529941845.973547297,1848,28
1529941845.986216135,1848,28
1529941845.998811744,2000,31
1529941846.011544871,2000,31
1529941846.024231775,2000,31
1529941846.036931434,1980,30
1529941846.049546782,1914,29
1529941846.062176890,1914,29
1529941846.074759328,1848,28
1529941846.087533062,1782,27
1529941846.100040124,1848,28
1529941846.112437062,1848,28
1529941846.125103265,1914,29
1529941846.137676988,1914,29
1529941846.150188649,2112,32
1529941846.162791225,1980,30
1529941846.175494332,1980,30
1529941846.188162538,2112,32
1529941846.200669292,2508,38
1529941846.213109104,2310,35
1529941846.225567255,2000,31
1529941846.238002217,1980,30
1529941846.250638946,1914,29
1529941846.263199870,1782,27
1529941846.275942873,1848,28
1529941846.288376929,1848,28
1529941846.300902545,2000,31
1529941846.313619279,2000,31
1529941846.326055334,1848,28
1529941846.338567184,1782,27
1529941846.351136237,1848,28
1529941846.363700263,1782,27
1529941846.376284148,1848,28
1529941846.389019940,1848,28
1529941846.401604902,1848,28
1529941846.414145702,1914,29
1529941846.426772420,1914,29
1529941846.439325095,1848,28
1529941846.452147596,1782,27
1529941846.464866756,1782,27
1529941846.477305390,1914,29
1529941846.490030747,1848,28
1529941846.502836018,1848,28
1529941846.515546208,1914,29
1529941846.528155902,1914,29
1529941846.540738547,1914,29
1529941846.553200189,1848,28
1529941846.565654815,1914,29
1529941846.578105616,1848,28
1529941846.590629724,1914,29
1529941846.603177279,1914,29
1529941846.615953749,1914,29
1529941846.628389164,1914,29
1529941846.641022924,1848,28
1529941846.653566964,1848,28
1529941846.666045763,1980,30
1529941846.678833839,1980,30
1529941846.691404202,1782,27
1529941846.704038721,1782,27
1529941846.716625665,1848,28
1529941846.729236424,2000,31
1529941846.741911819,1980,30
1529941846.754364444,2000,31
1529941846.766974375,1980,30
1529941846.779645697,1848,28
1529941846.792082435,1914,29
1529941846.804583817,1980,30
1529941846.817325216,1848,28
1529941846.829833348,1914,29
1529941846.842370627,1848,28
1529941846.854928955,1980,30
1529941846.867713144,2244,34
1529941846.880213727,2112,32
1529941846.892828398,1980,30
1529941846.905362767,2112,32
1529941846.917920715,2244,34
1529941846.930470595,2376,36
1529941846.943034177,2112,32
1529941846.955565737,1914,29
1529941846.968242127,2000,31
1529941846.980729322,2376,36
1529941846.993262974,2442,37
1529941847.005933912,2178,33
1529941847.018500494,1848,28
1529941847.031092932,1848,28
1529941847.043703747,1914,29
1529941847.056141398,1980,30
1529941847.068786309,1914,29
1529941847.081248302,2000,31
1529941847.093841304,1980,30
1529941847.106487580,2000,31
1529941847.119072102,1980,30
1529941847.131828787,1848,28
1529941847.144273744,1914,29
1529941847.156930831,1980,30
1529941847.169415488,1914,29
1529941847.182016137,1848,28
1529941847.194545115,1782,27
1529941847.207480302,1914,29
1529941847.220062884,1914,29
1529941847.232815103,2112,32
1529941847.245465412,2000,31
1529941847.257900640,1980,30
1529941847.270438192,1980,30
1529941847.283247055,2112,32
1529941847.296029118,1980,30
1529941847.308552250,1848,28
1529941847.321052428,1914,29
1529941847.333633455,1980,30
1529941847.346430628,2000,31
1529941847.359063846,2112,32
1529941847.371837519,1980,30
1529941847.384597018,1980,30
1529941847.396994824,1782,27
1529941847.409709499,1848,28
1529941847.422473431,1848,28
1529941847.435139204,1848,28
1529941847.447929359,1980,30
1529941847.460601249,1980,30
1529941847.473247247,1914,29
1529941847.485653855,1914,29
1529941847.498157004,1980,30
1529941847.511063729,2000,31
1529941847.523878609,1980,30
1529941847.536361749,1914,29
1529941847.549118984,2112,32
1529941847.561751655,2112,32
1529941847.574461474,1980,30
1529941847.587026088,1848,28
1529941847.599873012,1914,29
1529941847.612672843,1848,28
1529941847.625378488,1848,28
1529941847.638153251,1914,29
1529941847.650803182,1848,28
1529941847.663464477,1914,29
1529941847.676116972,1980,30
1529941847.688876986,1914,29
1529941847.701399440,1914,29
1529941847.713961349,1980,30
1529941847.726715663,1980,30
1529941847.739422188,1914,29
1529941847.752171151,2178,33
1529941847.764762299,2112,32
1529941847.777547034,1782,27
1529941847.790127415,2000,31
1529941847.802867549,2000,31
1529941847.815709052,1848,28
1529941847.828174585,1848,28
1529941847.840741036,1848,28
1529941847.853640475,1848,28
1529941847.866505181,1980,30
1529941847.879390841,2178,33
1529941847.891955884,2112,32
1529941847.904506730,2000,31
1529941847.917086468,2244,34
1529941847.929873897,2376,36
1529941847.942458094,2112,32
1529941847.955340380,1914,29
1529941847.967963618,2000,31
1529941847.980683897,2112,32
1529941847.993195937,1848,28
1529941848.005755681,1848,28
1529941848.018440514,1848,28
1529941848.031062261,1848,28
1529941848.043869081,1914,29
1529941848.056513640,1914,29
1529941848.069193675,1914,29
1529941848.081857271,1980,30
1529941848.094605390,2244,34
1529941848.107178473,2376,36
1529941848.119865001,2000,31
1529941848.132462339,1914,29
1529941848.144975508,1914,29
1529941848.157646795,1848,28
1529941848.170264148,1782,27
1529941848.183035472,1914,29
1529941848.195725360,1914,29
1529941848.208483066,1848,28
1529941848.221135732,1782,27
1529941848.233729277,1848,28
1529941848.246315842,1980,30
1529941848.259181088,1980,30
1529941848.271818948,1914,29
1529941848.284353115,1914,29
1529941848.297006612,1914,29
1529941848.309853055,1980,30
1529941848.322531255,1848,28
1529941848.335404767,2000,31
1529941848.347986956,2000,31
1529941848.360597960,1980,30
1529941848.373299879,1980,30
1529941848.385955205,1914,29
1529941848.398771993,1848,28
1529941848.411523422,2112,32
1529941848.424186269,2000,31
1529941848.436864344,1914,29
1529941848.449371192,1914,29
1529941848.462127886,1848,28
1529941848.474886208,2244,34
1529941848.487842448,2442,37
1529941848.500590533,2244,34
1529941848.513234364,1848,28
1529941848.525814811,2000,31
1529941848.538521899,2000,31
1529941848.551202906,2178,33
1529941848.563853888,2244,34
1529941848.576517884,1914,29
1529941848.589066743,1848,28
1529941848.601684566,1980,30
1529941848.614367999,2178,33
1529941848.627034914,2000,31
1529941848.639672767,1848,28
1529941848.652232206,1914,29
1529941848.664803478,2112,32
1529941848.677513150,2112,32
1529941848.690298728,1914,29
1529941848.702904630,2000,31
1529941848.715773080,2244,34
1529941848.728273110,2112,32
1529941848.740852713,1980,30
1529941848.753385508,1914,29
1529941848.765903051,2000,31
1529941848.778598961,1980,30
1529941848.791413950,1848,28
1529941848.804018387,1914,29
1529941848.816783111,1914,29
1529941848.829509858,1914,29
1529941848.842250137,2112,32
1529941848.854872530,2244,34
1529941848.867665610,1980,30
1529941848.880230832,2000,31
1529941848.892890006,2178,33
1529941848.905445612,1980,30
1529941848.918088465,2112,32
1529941848.930739785,2000,31
1529941848.943526162,2178,33
1529941848.956299610,2310,35
1529941848.969063382,2112,32
1529941848.981718906,1848,28
1529941848.994246117,1914,29
1529941849.006959615,1980,31
1529941849.019809707,2000,31
1529941849.032293929,1914,29
1529941849.044887653,1914,29
1529941849.057550159,1782,27
1529941849.070208991,1848,28
1529941849.083004721,1914,29
1529941849.095868490,2112,32
1529941849.108536354,2112,32
1529941849.121305282,2112,32
1529941849.134049962,2000,31
1529941849.146711638,2000,31
1529941849.159393934,1980,30
1529941849.172215317,1914,29
1529941849.184809075,1914,29
1529941849.197529591,1848,28
1529941849.210411631,1848,28
1529941849.223065248,1848,28
1529941849.235721843,1848,28
1529941849.248287156,2000,31
1529941849.260847337,2000,31
1529941849.273319514,1980,30
1529941849.285882534,1914,29
1529941849.306311614,1914,29
1529941849.319085951,1848,28
1529941849.331811721,1914,29
1529941849.344415924,1980,30
1529941849.357027895,1848,28
1529941849.369606562,1914,29
1529941849.382220320,1914,29
1529941849.395080836,1914,29
1529941849.407837765,1980,30
1529941849.420390368,1914,29
1529941849.432977977,1848,28
1529941849.445619640,1848,28
1529941849.458439332,2000,31
1529941849.471149664,2178,33
1529941849.483934695,2112,32
